"gene"	"Young.FAPs.D0_1"	"Young.FAPs.D0_2"	"Young.FAPs.D0_3"	"Young.MuSCs.D0_2"	"Young.MuSCs.D0_1"	"Young.MuSCs.D0_3"	"Young.ECs.D0_2"	"Young.ECs.D0_1"	"Young.ECs.D0_3"
"ENSMUSG00000037816"	5.252117	3.800067	4.05063	3.144212	3.839156	2.751145	0.806192	2.193502	4.026327
"ENSMUSG00000037851"	9.661781	13.230975	12.83208	18.338655	7.20533	37.524349	3.879083	5.604218	12.962029
"ENSMUSG00000037857"	35.901539	28.807384	31.203791	32.527397	17.093904	26.477222	90.545044	23.616327	37.67239
"ENSMUSG00000037907"	2.052641	3.234097	2.382818	6.797252	1.082671	4.090038	0.080177	1.13301	1.360044
"ENSMUSG00000037926"	33.071091	33.584808	32.520901	43.915836	25.225891	11.395168	171.733658	90.352676	42.347111
"ENSMUSG00000037933"	14.359942	13.3432	14.348781	12.27424	9.789665	11.281632	9.054249	18.963644	17.370466
"ENSMUSG00000037935"	13.605393	14.651917	13.871433	28.460894	9.082486	25.686701	8.185119	14.152287	20.0963
"ENSMUSG00000037944"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000037946"	0	0.04033	0	0.276754	0	0.398349	47.469875	0	0
"ENSMUSG00000037958"	6.478651	5.750705	4.880395	6.653911	3.842529	5.342612	13.580014	5.262343	4.80239
"ENSMUSG00000037960"	5.434505	5.659985	7.240203	5.096393	2.448817	7.248362	143.918747	5.261372	10.999869
"ENSMUSG00000037966"	6.376369	4.959573	5.04598	4.243861	2.516122	8.141984	230.9142	4.596181	10.978158
"ENSMUSG00000037989"	0	0.076746	0	0.480756	2.141396	0.124741	0	0.162974	0.132937
"ENSMUSG00000037992"	12.261819	11.76836	10.304975	9.942913	3.728237	6.136909	73.77755	4.686028	11.173247
"ENSMUSG00000038013"	4.752553	3.269549	3.477068	4.748494	2.220954	3.05367	17.503792	4.400514	5.589964
"ENSMUSG00000038014"	36.615772	38.606148	42.106087	49.575428	21.068449	54.004547	40.315289	26.679026	44.462433
"ENSMUSG00000038025"	10.675906	9.812726	10.633089	11.034354	6.574527	6.710867	8.119592	7.367647	8.654214
"ENSMUSG00000038067"	0	0	0	0.251865	0	0	0	0	1.29482
"ENSMUSG00000038080"	4.517201	3.856848	5.164792	5.622276	3.353965	6.031517	4.228683	2.616586	5.015426
"ENSMUSG00000038132"	0	0.113237	0	27.008699	6.900241	6.854455	0	0.079035	2.227767
"ENSMUSG00000038145"	36.674606	30.909872	32.157654	34.072014	67.952118	9.932463	74.251862	148.720398	149.87854
"ENSMUSG00000038150"	4.596122	4.564195	6.538663	3.567054	1.28566	1.873765	1.772065	2.217929	3.888947
"ENSMUSG00000038178"	1.180975	2.042082	1.719144	13.62155	5.49811	1.909593	73.643852	0.894554	9.190607
"ENSMUSG00000038188"	1.370584	1.202286	0.649537	1.63939	3.246336	1.322439	0.80043	9.284979	15.423578
"ENSMUSG00000038195"	1.72094	4.710756	3.387783	1.070672	0.486467	0	0.244711	2.435238	1.373998
"ENSMUSG00000038208"	0	0.761351	0.926977	2.146885	0.702274	0.785524	0	0.529831	0.461673
"ENSMUSG00000038217"	5.831901	13.429492	3.808801	7.941449	1.733233	6.650977	22.202015	1.325797	4.092306
"ENSMUSG00000038224"	0	1.147708	0	0.89385	0	0	3.067162	0	0.362356
"ENSMUSG00000038233"	7.977372	4.46332	7.592382	0.344853	0	0	0	0	0
"ENSMUSG00000038267"	0	0.450702	0.228837	2.432976	0.434834	2.923013	0.120536	1.575526	4.139479
"ENSMUSG00000038268"	4.314069	2.811933	4.53167	6.270251	4.004276	5.464746	4.513864	1.775452	3.33581
"ENSMUSG00000038335"	7.684354	7.076705	7.904529	10.100575	3.410827	22.490974	1.898398	2.663498	3.736293
"ENSMUSG00000038351"	10.165859	10.111242	8.871878	3.783167	2.14031	1.764489	3.016364	0.84133	1.749324
"ENSMUSG00000038366"	67.144676	71.414757	59.65683	22.139612	24.259121	41.595879	186.433945	59.288311	57.647511
"ENSMUSG00000038402"	1.037289	0.531482	0.848839	0	0	0.498012	0	0	0
"ENSMUSG00000038412"	3.623052	4.857052	5.146152	6.458398	2.351174	6.164767	8.418266	4.655379	4.673461
"ENSMUSG00000038415"	0	0.033904	0	0.004959	0	0.012939	0.176355	0.060935	0.028569
"ENSMUSG00000038462"	10.733716	12.361377	11.959051	27.740993	13.303677	40.019417	12.86501	9.329359	15.629704
"ENSMUSG00000038485"	1.849746	2.308751	2.305046	5.938909	2.549163	3.119432	2.565269	2.309516	4.039127
"ENSMUSG00000038534"	2.055598	1.905333	1.78172	1.477246	1.428755	0.781275	2.595333	2.634817	3.063308
"ENSMUSG00000038546"	16.735683	16.992477	17.073387	34.810574	13.528113	21.902855	43.417191	14.905539	22.025366
"ENSMUSG00000038560"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000038615"	25.383091	26.038357	26.316626	19.161703	11.304566	15.079615	15.606637	29.630085	39.769192
"ENSMUSG00000038651"	0	0	0	0	0	0	0.046052	0	0
"ENSMUSG00000038692"	0	0	0	0	0	0	1.825401	3.760378	5.700115
"ENSMUSG00000038700"	0	0.066217	0	0.06077	0.170032	0.035614	0.102217	4.604496	6.823724
"ENSMUSG00000038708"	29.488642	29.240208	23.195684	30.616465	18.148153	14.131998	10.600735	19.095575	22.275644
"ENSMUSG00000038721"	0	0	0	0	0	0	0	5.313169	7.612479
"ENSMUSG00000038732"	1.637961	1.512217	0.961394	16.846987	4.964747	4.757772	0.175126	0.716741	0.164476
"ENSMUSG00000038775"	2.660138	2.175904	1.446248	0.603867	0.483067	0	10.059319	0.408662	0.556372
"ENSMUSG00000038845"	7.512014	8.091056	7.628159	12.55557	5.577122	31.960625	9.125345	4.44599	10.293195
"ENSMUSG00000038893"	16.729856	5.751188	8.198756	16.084236	7.028772	6.002527	7.051847	4.410219	8.94771
"ENSMUSG00000038909"	16.057087	15.251961	14.508034	18.717045	13.080957	19.63842	20.579327	15.53091	18.17012
"ENSMUSG00000038982"	0.545643	1.33864	1.008566	1.069503	0.673397	0.97159	0.479017	1.045738	1.07362
"ENSMUSG00000038994"	4.96433	3.952174	3.307037	1.271707	1.715669	0.190087	0	0	0.412091
"ENSMUSG00000039004"	3.35646	5.764493	5.417889	22.442583	24.476376	0.523911	0	75.183502	20.293001
"ENSMUSG00000039084"	0	20.766293	20.929213	0.236928	2.745774	0	0	0.794563	0.382137
"ENSMUSG00000039110"	0.264031	0.186264	0.190249	0.213686	0.041043	0	0	0	0
"ENSMUSG00000039114"	3.701646	1.385177	1.831391	1.890651	2.740854	1.908697	0	0	0
"ENSMUSG00000039115"	8.158095	8.669666	6.98999	0.662298	1.171617	0.31314	0.106628	0.927137	3.160337
"ENSMUSG00000039163"	4.525574	4.599667	6.534545	7.099865	3.549689	4.711063	4.280459	3.993948	3.888441
"ENSMUSG00000039182"	3.070464	2.377866	0	3.088523	2.927393	2.608989	1.814188	1.659012	3.049781
"ENSMUSG00000039230"	5.192675	5.974409	5.650085	5.986338	3.973009	5.709425	1.786019	4.204451	8.847322
"ENSMUSG00000039238"	0	0	0	0.462155	0.255603	0	0	0	0.448214
"ENSMUSG00000039253"	4.766837	4.098705	4.267282	2.416448	1.867918	1.789918	0.801051	1.826702	3.030743
"ENSMUSG00000039285"	26.67749	25.036207	26.643387	31.452068	19.799824	24.578106	62.300045	27.15781	33.062134
"ENSMUSG00000039307"	0.473582	0.909363	0.588697	2.189985	1.656617	1.529772	1.218772	1.167018	1.066731
"ENSMUSG00000039321"	0	0	0.12171	0.317725	0.112124	0	0	0	0
"ENSMUSG00000039364"	0	0	0	0.442017	0	0	0	0	0
"ENSMUSG00000039607"	45.302376	44.19487	46.480495	27.200012	23.321297	12.871984	0	1.315586	2.774043
"ENSMUSG00000039670"	0	0.203514	0	1.124185	0.537956	0	0	0	0.667123
"ENSMUSG00000039691"	0	0	0.099033	0.085002	0	0	0	0	0
"ENSMUSG00000039741"	4.457938	4.255445	4.299318	4.252329	2.328223	3.860351	0.21933	3.131322	4.978189
"ENSMUSG00000039781"	1.525785	1.78139	2.177024	2.827519	1.591893	1.034825	0.269085	1.8066	0.830443
"ENSMUSG00000039850"	4.480252	3.188882	2.855927	3.705616	2.063383	2.360961	1.524298	1.443396	6.57148
"ENSMUSG00000039908"	1.730587	2.571963	1.55217	1.368914	1.180763	0.287766	31.048748	1.290266	2.322679
"ENSMUSG00000039963"	0	0	0	0	0.25225	0.067125	0	0.122532	0.154968
"ENSMUSG00000040283"	0	0.108659	0	0.188692	0.134413	0	0.798284	52.825909	23.272543
"ENSMUSG00000040328"	0	0.149213	0	0	0.067574	0.237518	0.636785	1.11415	3.765691
"ENSMUSG00000040350"	0	0.497859	0	0.93399	0.048929	0.065074	0.137259	0	0.839512
"ENSMUSG00000040365"	6.155607	4.014534	4.263103	4.179945	2.279573	4.383278	8.929663	3.217501	4.510094
"ENSMUSG00000040373"	0	0	0.132836	0	0.249728	0	0	0	0
"ENSMUSG00000040405"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040471"	0	0	0	0	0	0	0	0.415879	1.27071
"ENSMUSG00000040483"	14.930671	11.26546	13.672178	8.410978	4.434826	6.836438	8.588744	21.064602	41.768837
"ENSMUSG00000040528"	20.913662	20.518801	16.931993	20.540443	3.818099	10.667459	24.824471	10.221083	20.95175
"ENSMUSG00000040543"	0.517985	0.821062	0.531174	0.520925	1.758868	0	0	4.354992	2.034101
"ENSMUSG00000040554"	0	0.135642	0	0	0	0	0	0	0
"ENSMUSG00000040592"	0	0	0	0	0	0	0.895178	0	0
"ENSMUSG00000040594"	0.587758	1.52758	1.344094	0.935302	0.517838	1.18471	0	0.130751	0.438052
"ENSMUSG00000040599"	3.464263	4.081116	3.798061	5.254704	2.049878	11.663328	7.878352	3.71797	5.709634
"ENSMUSG00000040610"	0	0	0.152487	0.17107	0	0	0	0	0
"ENSMUSG00000040667"	17.550974	15.015715	16.245771	22.701006	10.532954	28.735407	20.873751	12.834379	14.443183
"ENSMUSG00000040699"	3.325487	4.458634	3.386594	5.053265	2.617295	5.775132	31.50201	3.302327	5.792984
"ENSMUSG00000040711"	19.262684	25.426193	27.724558	17.028288	4.514556	5.05194	2.164441	0.231446	3.284518
"ENSMUSG00000040746"	20.032013	20.218332	19.08073	15.986919	13.512135	9.62669	51.073227	24.242878	25.658026
"ENSMUSG00000040767"	1.293654	1.295284	1.518179	1.180786	0.48947	1.619569	0.291463	2.08076	2.446698
"ENSMUSG00000040829"	1.205298	1.995201	1.451926	0.287653	0.117864	0	0.629738	0.426685	2.075983
"ENSMUSG00000040838"	0.045731	0.175485	0.074768	0.002073	0	0	0.509738	7.7e-05	0
"ENSMUSG00000040850"	20.736853	23.345228	26.206711	40.038544	18.074152	30.294958	23.201117	18.679403	24.902294
"ENSMUSG00000040875"	1.042316	0.683011	1.334631	1.729485	1.124167	0.7908	0	1.756958	4.283402
"ENSMUSG00000040904"	0.699803	3.94844	1.938968	3.630006	6.426357	5.015109	16.034094	6.313841	9.050933
"ENSMUSG00000040936"	5.19239	3.199742	2.643546	4.584549	2.670446	1.586356	5.568407	3.183364	4.573232
"ENSMUSG00000040938"	0	0	0	0.408448	0.638306	0	0	8.90983	20.708483
"ENSMUSG00000040963"	0	0.299089	0	0	0	0	0	0	0
"ENSMUSG00000040978"	0	0	0	0.331844	0	0	0.947401	0	0
"ENSMUSG00000041012"	0	0.66931	0.567918	0.214347	0.039183	0.241323	1.886335	16.640768	15.048846
"ENSMUSG00000041046"	0	0	0	0	0.068046	0	0	2.130093	0
"ENSMUSG00000041126"	7.56086	9.175657	6.733509	12.000607	4.598722	2.913985	3.545597	8.286616	6.643233
"ENSMUSG00000041138"	0	0	0	0	0	0	0.472735	0	0
"ENSMUSG00000041165"	0	0.721216	0	1.125181	0.503199	0.280669	0	0	0.811198
"ENSMUSG00000041189"	5.206689	6.095032	4.578178	46.329105	21.743389	17.30953	0	14.716475	11.664189
"ENSMUSG00000041236"	17.120764	13.55057	15.200575	17.527012	9.526693	7.695955	11.765634	8.303876	15.826065
"ENSMUSG00000041278"	7.487131	8.917533	8.304771	9.548736	5.618696	11.18163	19.990871	6.684972	6.845213
"ENSMUSG00000041287"	2.826033	1.954129	1.026756	1.496744	0	0.28203	0	1.269113	1.589407
"ENSMUSG00000041324"	8.260183	9.674472	7.366264	0.872506	2.452252	1.512449	12.054351	0	0.315262
"ENSMUSG00000041329"	4.920668	3.446611	2.568809	23.159973	60.635723	31.941231	0	13.894047	12.543361
"ENSMUSG00000041592"	0.501393	0.592424	0.204143	2.515951	0.360466	0	0.230359	0.179062	0.095002
"ENSMUSG00000041598"	11.116508	7.910622	6.906367	4.434846	10.419308	4.252908	11.656615	7.413058	11.632181
"ENSMUSG00000041608"	0	0	0	0	0	0.071987	8.263926	0	0
"ENSMUSG00000041623"	1.926763	2.872571	3.396455	6.6251	2.471039	4.060687	3.596133	2.48565	4.359143
"ENSMUSG00000041629"	4.526472	5.771474	3.674638	6.096609	3.997861	6.062604	11.087497	3.581834	5.618109
"ENSMUSG00000041654"	1.755511	0.898251	2.53904	2.26222	1.825186	1.918152	6.60357	1.355367	1.633421
"ENSMUSG00000041695"	0.365324	0	0	3.11019	10.319011	0.435303	40.018166	2.789768	3.586541
"ENSMUSG00000041794"	0.848124	0.363707	0.334633	0	0	0	0	1.856571	4.101468
"ENSMUSG00000041828"	392.882996	284.549835	286.645813	13.770884	32.56958	0.946197	0	1.915841	1.462528
"ENSMUSG00000041895"	21.679688	22.918028	21.764908	14.058946	6.671422	10.371179	7.592299	4.930201	12.489567
"ENSMUSG00000041920"	1.928477	2.265204	0.986926	1.275776	0.812847	2.558855	79.035172	2.996765	5.01086
"ENSMUSG00000041958"	7.054703	4.909497	5.928603	4.510553	2.061617	5.190377	11.960307	2.233973	2.389973
"ENSMUSG00000041961"	4.064187	3.298372	3.249313	9.65736	3.138052	6.442914	0	0.732889	1.524
"ENSMUSG00000042032"	17.057222	17.436768	21.090546	13.353001	8.664569	11.971301	25.413031	14.906859	17.24007
"ENSMUSG00000042148"	1.294631	1.715961	1.421952	3.200227	1.196801	5.367542	0.857192	1.40321	2.260165
"ENSMUSG00000042189"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000042200"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000042208"	8.536768	6.317911	8.249657	8.358346	3.400862	11.377178	4.669822	8.632798	11.393979
"ENSMUSG00000042243"	0.524913	0.74481	0.500247	0	0	0	0	0	0
"ENSMUSG00000042298"	15.075552	15.415425	16.876047	21.382551	12.53894	9.218214	21.305021	9.872044	12.780268
"ENSMUSG00000042302"	28.563845	25.161024	18.314283	10.933984	13.531456	4.080858	0.383643	6.710598	7.046624
"ENSMUSG00000042331"	2.751084	1.081712	1.515446	5.22377	10.065944	7.112276	21.222082	2.909509	4.103307
"ENSMUSG00000042363"	16.349258	13.040219	16.758625	6.471819	20.354578	5.709055	0	8.555195	8.826401
"ENSMUSG00000042371"	0	0.339592	0.516122	0.453476	0.158077	0.114494	0	0.692495	0.445021
"ENSMUSG00000042569"	1.511685	1.882594	2.713011	1.725493	0.693746	3.378991	1.730186	0.793672	1.548123
"ENSMUSG00000042650"	17.571823	16.325151	15.004802	13.483884	9.469595	13.380484	28.174831	12.150356	17.224329
"ENSMUSG00000042787"	0	1.450088	0.970569	1.723755	0.653354	1.721291	0.183337	1.150954	1.63022
"ENSMUSG00000042842"	0	0	0	0.122106	0.063558	0	0	0.536476	0.291554
"ENSMUSG00000042869"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000043029"	1.336863	0.451103	0	0.121036	0.207369	0	0	0	0
"ENSMUSG00000043099"	36.775455	30.512964	28.643059	9.436132	10.946761	7.118982	4.351843	18.74646	9.714214
"ENSMUSG00000043183"	7.255396	6.230039	4.896266	13.507137	5.096449	10.569821	14.524384	4.736098	8.246951
"ENSMUSG00000043314"	0	0	0	0	0.008672	0	0.013368	0	0.011127
"ENSMUSG00000043372"	0.82529	1.536356	0.889893	1.312382	1.973873	0	0.853046	0.141289	2.077093
"ENSMUSG00000043419"	0	0.397649	0.374291	3.2619	0.271436	1.987556	1.069123	0.649672	3.871996
"ENSMUSG00000043439"	0.040235	0.167114	0.03595	0.220094	0.045332	1.162449	0.41065	0.033308	0.198113
"ENSMUSG00000043448"	0.835046	1.259094	0.848798	0	0.122904	0	0	0.191426	0.122734
"ENSMUSG00000043602"	3.16876	1.152879	0.699248	0	0.912921	0.295945	0	1.330342	1.710759
"ENSMUSG00000043631"	79.306351	65.853622	79.669342	11.077481	29.040098	6.103828	0.947698	26.123186	16.226561
"ENSMUSG00000043648"	1.188453	1.425007	0.790822	3.227156	1.265543	1.942873	0.817331	1.48948	2.092896
"ENSMUSG00000043692"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000043857"	0	0.029891	0	0	0.061303	0	0	0	0
"ENSMUSG00000043880"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000043986"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000043999"	0	0.327673	0.417405	1.099973	0	0	0	0	0
"ENSMUSG00000044034"	0	0	0	0.428394	0	0	0	0	0
"ENSMUSG00000044052"	0	2.519476	1.195769	0	1.046681	0.068075	0	0	1.503041
"ENSMUSG00000044056"	4.797623	5.632335	5.285495	7.570608	2.930344	2.192896	0	0.55823	1.274862
"ENSMUSG00000044066"	8.297945	9.558198	9.614226	12.137485	5.859281	6.4527	29.318829	10.518296	15.20232
"ENSMUSG00000044068"	14.455911	6.145247	2.885748	4.809114	6.522594	2.790398	9.733471	8.000899	2.49632
"ENSMUSG00000044072"	2.715287	3.060674	2.117665	5.948879	0.857026	1.467001	0.775735	2.97464	3.910735
"ENSMUSG00000044084"	0	1.12056	0	1.2306	0.215959	0.337579	0	0	0.208665
"ENSMUSG00000044122"	3.541298	3.275085	3.737111	3.250395	0.996587	0.647574	0.536121	1.031853	0.57322
"ENSMUSG00000044164"	0	1.191723	0	0	0	0	0	0	0
"ENSMUSG00000044170"	0	0	0	0.221547	0	0	0	0.014615	0
"ENSMUSG00000044231"	0.062127	0.221926	0.576161	0.450502	0.241593	0.032439	0.279314	0.062644	0.128268
"ENSMUSG00000044296"	0	0.523928	0.880382	0	0.170511	0	0	0	0
"ENSMUSG00000044328"	8.347799	6.011305	9.277447	3.808319	1.556401	1.567031	2.608376	4.568194	6.734364
"ENSMUSG00000044352"	0.047203	0.095114	0.293128	0.149987	0.287491	0.255604	0	0.167227	0.178525
"ENSMUSG00000044367"	0	0.287876	0	0.656366	0.318597	0.837476	0	16.737402	24.090456
"ENSMUSG00000044444"	0.019711	0.024411	0	0	0.00529	0	0	0	0
"ENSMUSG00000044534"	12.614936	10.671676	11.265082	0	0	0	0	0	0
"ENSMUSG00000044566"	0	0.402998	0	0.538171	0	0.125518	0.553407	0	0
"ENSMUSG00000044629"	11.448296	11.465574	10.511102	5.582633	4.886615	3.254183	0	2.576032	2.805261
"ENSMUSG00000044649"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000044707"	0	0.0395	0	0.390779	0.620171	0.27117	1.438988	0.38401	0.461027
"ENSMUSG00000044734"	7.433317	6.947753	7.670331	1.812651	0.375644	0.155329	1.994666	3.846607	7.029525
"ENSMUSG00000044787"	0.194501	0	1.028941	2.144898	0	0	0.892772	0	0
"ENSMUSG00000044807"	11.162537	11.649206	12.532006	6.994556	2.909498	1.536429	0	0.783603	1.214623
"ENSMUSG00000044811"	0	0	0	0.065494	0	0	94.740562	0	0
"ENSMUSG00000044949"	29.225239	28.855225	27.82728	21.277153	5.109569	8.036469	0	2.323365	5.285114
"ENSMUSG00000044950"	7.805302	7.391867	11.099849	17.542915	12.260927	15.89545	28.713551	16.788858	8.824744
"ENSMUSG00000044951"	0	0	0	8.070007	1.38269	0.129162	0	0	0
"ENSMUSG00000044966"	1.734999	1.8181	2.70261	2.842128	0.773382	3.218669	80.98568	0.486503	0
"ENSMUSG00000045007"	2.53867	2.448664	1.901077	1.279647	1.442606	0.710373	0	0.594772	0.454101
"ENSMUSG00000045065"	0	0	0	0	0	0	22.568258	0	0
"ENSMUSG00000045136"	9.700242	11.833588	15.556292	38.334946	9.76449	15.886203	1.258327	9.862432	8.412144
"ENSMUSG00000045140"	0	0.94545	1.340528	2.091734	0.569293	3.269732	0.838545	0	1.200642
"ENSMUSG00000045287"	3.82164	4.033831	6.563142	1.381689	2.036106	1.949166	0	0	0
"ENSMUSG00000045288"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045377"	2.620024	4.257754	0	5.135767	2.234537	2.3902	18.904465	45.532352	54.501511
"ENSMUSG00000045410"	2.827132	2.1912	3.317844	3.291839	2.285758	2.645561	0.213866	1.970894	2.604813
"ENSMUSG00000045421"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045474"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045508"	0	0	0	0.048471	0	0	0	0	0
"ENSMUSG00000045532"	0	0	0	0.722708	0.375646	0	0	0	0
"ENSMUSG00000045667"	1.926579	1.957479	1.689811	0.563647	2.343251	0	0	0.69576	0.636259
"ENSMUSG00000045767"	20.842861	20.12388	19.050913	29.164452	14.883748	22.194511	24.729176	20.335873	25.816986
"ENSMUSG00000045775"	0	0	0	0	0.006255	0.325179	0.223115	0	0
"ENSMUSG00000045827"	6.417549	5.831339	6.306442	1.99053	2.530585	0.879501	0	11.339331	13.075326
"ENSMUSG00000045915"	0	0	0	0	0	0	0	0	0.203274
"ENSMUSG00000045942"	0	0	0	0	0	0.115397	0.240203	0.136089	0
"ENSMUSG00000046016"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046159"	0.84359	0.782591	0.032296	0.748144	0.571093	0.431252	7.022789	0.442058	0.586774
"ENSMUSG00000046215"	0	0.209877	0.328997	0.04721	0	0.033866	0	0	0
"ENSMUSG00000046311"	8.606989	9.768165	6.883022	12.446142	8.457246	10.274948	19.541794	9.621998	10.160765
"ENSMUSG00000046351"	6.953073	4.232285	3.329528	7.76708	4.536136	6.801661	2.073912	3.421677	4.272707
"ENSMUSG00000046417"	7.24926	7.776348	9.231071	5.637269	5.197042	5.225934	1.548466	3.212061	2.188752
"ENSMUSG00000046442"	0	0.347418	0.537627	3.640556	8.036217	1.642081	1.569127	3.446398	4.853828
"ENSMUSG00000046490"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046573"	1.268455	1.331486	2.323112	2.586951	1.068145	2.455694	1.993488	1.085201	1.294894
"ENSMUSG00000046605"	5.922991	5.425465	4.332437	5.26866	2.279448	1.684253	7.153777	1.95837	4.613381
"ENSMUSG00000046634"	0.066728	0	0.003684	0.038215	0	0.106516	0.058116	0.061252	0
"ENSMUSG00000046719"	0	0	0.421784	0.402805	0.163874	0	0	0	0
"ENSMUSG00000046731"	8.895452	11.428108	9.427196	5.527816	1.596992	2.210088	4.691326	3.058513	2.915893
"ENSMUSG00000046756"	5.13341	5.056977	6.039433	5.65913	2.313125	9.961751	3.693391	4.037386	5.277313
"ENSMUSG00000046811"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046876"	6.551461	2.961797	2.700464	5.180806	2.985333	4.677819	10.928093	12.446126	17.725143
"ENSMUSG00000046909"	0.468579	1.377146	1.46633	2.684844	1.326047	3.632958	0	1.228971	1.355742
"ENSMUSG00000046932"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046949"	7.363575	9.273687	12.633329	3.332726	2.570281	4.190053	4.258907	4.481057	5.128679
"ENSMUSG00000047040"	0	0	0	0.193764	0	0	4.174697	0	0
"ENSMUSG00000047126"	71.024467	76.815483	80.422729	71.618568	36.238934	69.761269	240.70076	60.836433	96.619339
"ENSMUSG00000047181"	5.003879	4.246552	4.896455	3.400018	1.411595	1.178869	0	0.60695	1.549865
"ENSMUSG00000047197"	0.100967	0	0	0.164298	0	0.410843	0	0	1.019379
"ENSMUSG00000047246"	6.309538	6.873983	7.115611	12.582084	4.274542	39.640854	9.294658	8.851538	16.784468
"ENSMUSG00000047342"	4.126515	0.865653	0	0.905114	2.071412	0.424563	0	0	0
"ENSMUSG00000047511"	0	0	0	0.141813	0.020008	0	0.18496	0.143954	1.863497
"ENSMUSG00000047547"	11.290053	11.66488	12.501377	4.730429	6.057079	2.794329	1.647409	11.983853	12.315102
"ENSMUSG00000047564"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000047702"	0	0	0.04299	0.049994	0	0.007423	0	0.015722	0
"ENSMUSG00000047773"	0	0	0	0.067751	0.074252	0	0	0	0
"ENSMUSG00000047798"	0	0	0	0	0.011346	0	274.812531	0	0
"ENSMUSG00000047842"	0	0	0	0	0	0	0.492027	0	0
"ENSMUSG00000047861"	0	0	0	0	0	0	0.201159	0	0
"ENSMUSG00000048070"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000048076"	56.142048	58.700573	65.774696	50.57465	25.117857	76.050186	118.411125	32.448818	54.318703
"ENSMUSG00000048217"	0	0	0	0.361085	0	0	0	0	0
"ENSMUSG00000048264"	11.329685	8.510847	9.213223	14.393534	7.285263	5.285326	0.668762	4.21418	6.028689
"ENSMUSG00000048277"	15.431144	10.352007	11.222331	12.319474	7.127118	13.480559	21.030022	9.061965	14.95779
"ENSMUSG00000048329"	0	0	0.027072	0	0.051245	0	1.32529	0.925946	1.178746
"ENSMUSG00000048368"	15.03868	15.781214	21.689529	2.12505	2.420027	3.810117	0	0.196998	0.539947
"ENSMUSG00000048378"	0	0	0	0.137264	0	0	0.126365	0.055891	0.644784
"ENSMUSG00000048442"	0	0	0.251785	1.802754	1.082934	0	0.350346	0	0
"ENSMUSG00000048445"	1.540105	1.584748	0.831146	1.884234	0.932441	0.641399	3.281106	0.378453	0.770006
"ENSMUSG00000048497"	3.104766	5.610497	6.884868	1.819592	2.886544	3.776755	0	0	0
"ENSMUSG00000048521"	0	1.60131	1.612523	1.096171	0.949291	0	2.26176	1.61935	0.518759
"ENSMUSG00000048728"	0	0.581365	0	0.935283	1.041659	0	0	0	0
"ENSMUSG00000048732"	12.494931	11.416484	10.503874	10.182236	5.955185	9.964773	14.021805	9.25356	9.780214
"ENSMUSG00000048763"	0	0	0	0	0.516669	0	0.3233	3.168342	7.036041
"ENSMUSG00000048807"	4.34833	1.982161	2.420709	1.647726	0.812987	3.51455	3.330093	0.952744	2.036628
"ENSMUSG00000048834"	0.902975	0	0	6.65669	1.282379	0	0	0	0
"ENSMUSG00000048852"	0	0.248691	0.693616	0.706191	0.13453	0	1.108466	0.977874	3.323575
"ENSMUSG00000048878"	27.917566	22.324167	21.323254	15.674807	14.809209	11.821084	100.731422	49.281708	25.338154
"ENSMUSG00000048895"	0.807377	0.63174	0.40645	4.48313	0.677525	2.350917	1.47252	0.77861	1.958493
"ENSMUSG00000048904"	0	0.325628	0.110258	0	0	0	0	0	0
"ENSMUSG00000048919"	0	0	0	0.276167	0	0	23.492058	0	0.064344
"ENSMUSG00000048996"	0	0	0	0.047534	0	0.000867	0	0	0
"ENSMUSG00000049041"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000049103"	0.234632	0	0	0	0	0.088317	15.147533	0	0.062981
"ENSMUSG00000049115"	16.44701	13.631402	16.266127	10.723873	19.279444	16.18878	0	3.720666	2.915899
"ENSMUSG00000049287"	0	0.926455	0.428215	0.537142	0.251998	1.072644	1.577087	0.922748	0.229166
"ENSMUSG00000049291"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000049321"	1.817861	1.923484	0.705528	1.651333	1.072538	1.899122	0	0	0
"ENSMUSG00000049323"	6.814161	7.755661	8.43979	8.545331	5.028738	7.596078	75.706772	5.577736	6.856242
"ENSMUSG00000049336"	0.523001	0.199666	0.271065	0.049868	2.602189	0.085884	0	0	0.190755
