"gene"	"Old.Resolving-Mac.D4_2"	"Old.Inflammatory-Mac.D4_3"	"Old.Resolving-Mac.D4_3"	"Old.Inflammatory-Mac.D4_2"	"Old.Inflammatory-Mac.D4_1"	"Old.Resolving-Mac.D4_1"	"Old.FAPs.D4_1"	"Old.FAPs.D4_2"	"Old.FAPs.D4_3"	"Old.MuSCs.D4_2"	"Old.MuSCs.D4_1"	"Old.ECs.D4_1"	"Old.ECs.D4_3"	"Old.ECs.D4_2"
"ENSMUSG00000071451"	13.062492	5.401001	11.340246	8.811818	16.887407	10.575258	5.916041	3.25389	6.66809	9.303061	4.862716	1.841289	1.767702	6.316044
"ENSMUSG00000071478"	2.167283	4.991668	5.880398	7.709501	9.620561	8.839704	18.375196	6.421395	10.199258	62.75856	1.96042	1.673579	24.738928	16.675192
"ENSMUSG00000071491"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000071493"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000071516"	7.117815	7.744751	4.85853	9.898401	16.101778	9.829173	24.987471	9.480283	24.151157	106.575958	1.902264	1.102185	40.494713	31.579556
"ENSMUSG00000071522"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000071551"	0	0	0.004675	0	0	0	0	0	0	0	0	0.093982	0.123897	0.158843
"ENSMUSG00000071866"	221.081635	127.695435	231.672424	201.893555	249.250977	206.675369	284.928162	115.155014	254.467529	311.45285	80.967964	53.739468	151.075699	219.774353
"ENSMUSG00000072553"	0	0.258924	1.029777	0	0.498835	0	0	0	0	0	0	1.103004	0.948181	0
"ENSMUSG00000072582"	15.383635	4.788063	13.177946	13.82579	16.399685	12.666657	7.448141	3.825759	8.606634	6.446661	3.663605	2.444029	8.407911	5.517199
"ENSMUSG00000072620"	112.447701	21.434181	82.412491	61.483074	133.984497	69.244408	8.621003	2.360519	7.384124	0.65951	0	1.004936	5.798413	6.963216
"ENSMUSG00000072640"	0	0.322059	0.348494	0.699578	0	0.438533	0	0	0	1.517332	0.156146	0.200034	0.100498	0
"ENSMUSG00000072708"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000072709"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000073063"	0	0	0	0	0	0	0	0	0	0.111965	0	0	0	0
"ENSMUSG00000074001"	0.61718	0.039488	0.549544	0.559171	0.207123	0.143575	2.211086	0.623376	2.528313	1.318075	0.533657	0.038337	0	0.672748
"ENSMUSG00000074028"	0	0	0	0	0	0	0.361686	0.203799	0.270217	0	0	0	0.170191	0
"ENSMUSG00000074829"	0.579497	2.234928	5.514607	8.072622	13.79626	9.075686	8.099525	2.926731	5.599721	2.683418	4.099408	3.304381	9.586935	3.484157
"ENSMUSG00000074886"	12.776752	2.857779	12.331063	9.249321	25.14044	9.435175	15.744467	8.365186	17.843458	13.537464	6.083477	5.135982	11.74267	8.353257
"ENSMUSG00000074895"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075031"	11.325414	15.513805	12.838396	11.839683	18.242363	18.674377	70.450859	21.061743	33.911453	171.36882	7.94931	2.56741	65.321976	68.675179
"ENSMUSG00000075410"	0	0	0	0	0	0	1.047076	0	1.119684	0	0.84633	0	0	0
"ENSMUSG00000075420"	0	0.100097	0.654619	0.631956	0	0.2211	0.710931	0	0.255921	0.555428	0.593949	0	0	0.560106
"ENSMUSG00000075510"	0	0.004691	0	0.231139	0	0	0	0	0.308046	0.229662	0.379054	0	0	0.185416
"ENSMUSG00000075528"	0.743398	1.849573	2.501971	2.097907	0.991414	0.437369	3.416682	1.629248	6.068897	6.743567	2.632367	1.299323	1.184258	2.433052
"ENSMUSG00000075567"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075588"	0.016162	0	7e-04	0.121029	0	0.073597	0	0	0	0.841384	0.339171	0.657238	3.37221	1.451754
"ENSMUSG00000075595"	11.283946	6.653491	13.463675	16.478098	21.914732	16.510908	9.807638	4.800409	12.395289	4.861896	5.087005	8.38354	18.844376	9.912127
"ENSMUSG00000075610"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000075702"	1.107517	2.606697	1.777561	4.768614	3.607833	3.028727	50.810829	28.628286	59.681767	19.719248	16.396919	8.34434	14.203351	13.325288
"ENSMUSG00000076430"	0.084634	0.08005	0.223072	0.605818	0.649706	0.496733	0.01024	0	0	0.4565	0.064751	0.232733	0.555829	0.093497
"ENSMUSG00000076431"	0.972471	0.609902	0.766236	1.452416	0.703443	1.573804	9.848152	5.047914	15.453688	10.575239	6.068956	3.682725	17.611708	10.50952
"ENSMUSG00000076433"	1.61339	2.130781	2.597199	6.989377	4.582035	5.943044	10.266743	4.940645	8.164833	2.501079	2.993822	0.075883	1.630733	1.149392
"ENSMUSG00000078131"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078132"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078139"	2.102697	0.857765	1.651635	1.468018	0	0.921203	3.420325	0.984544	2.860589	2.929291	2.107443	0.531928	1.757988	1.288381
"ENSMUSG00000078153"	6.873846	2.667452	6.40394	15.179885	39.074657	13.387148	1.252421	0.685644	2.186628	0.954112	0.831058	3.877092	10.87155	7.942255
"ENSMUSG00000078154"	9.376539	2.226704	9.022703	5.173292	8.815919	5.532127	15.273155	6.54803	14.330932	17.752169	5.078098	2.749847	10.006454	13.544172
"ENSMUSG00000078157"	0	0.057628	0.175055	0.280585	0.151167	0.232709	0.226624	0.105958	0.217862	0.148301	0.0131	0.186998	0.475577	0.429862
"ENSMUSG00000078249"	1.279354	0.529494	1.054294	0.845541	0	0.947729	0.047871	0	0.435794	3.976375	0.134111	0.115083	0.570672	5.428708
"ENSMUSG00000078253"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078256"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078259"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078260"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078261"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078262"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078572"	4.464576	2.335686	7.312515	5.241782	3.280922	3.336891	2.443807	2.394622	3.19433	4.393209	1.751411	1.477631	3.04049	3.455119
"ENSMUSG00000078607"	0	0.140624	0.267597	0.255039	0.783308	0.329786	1.057676	0.257098	1.121185	0	0.67969	0.459166	1.281556	0.390249
"ENSMUSG00000078622"	12.934252	5.571574	10.815864	11.917312	17.048031	12.117493	20.346836	7.772124	18.16955	18.384853	11.488875	7.900868	18.186844	16.821503
"ENSMUSG00000078627"	0	0	0	0	0	0	1.512928	3.028309	3.155247	0.139364	0.210443	0	0	0
"ENSMUSG00000078632"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078640"	0	0	0	0	0	0	1.056353	0.620878	2.516152	0.800732	0.216832	0	0	0
"ENSMUSG00000078650"	0	0	0	0	0	0	0.609081	0	0.35181	0.430298	0.025206	0	0	0
"ENSMUSG00000078651"	1.741372	0.477834	0.738969	0.614188	0	0.536888	1.661226	0.400468	1.201555	1.636379	1.274208	0.552951	1.254327	1.780083
"ENSMUSG00000078652"	25.880739	9.293479	19.520958	15.129889	23.099743	12.038071	19.761318	8.599771	24.069422	28.385365	9.707833	5.039977	10.254433	16.037018
"ENSMUSG00000078695"	3.836176	1.512122	3.67694	2.406062	2.921438	3.151368	5.289421	2.380157	9.444205	8.412561	6.184035	1.188425	3.567724	5.097703
"ENSMUSG00000078771"	103.130638	33.425831	110.903793	112.474319	180.683548	108.856491	9.893607	5.332765	15.328954	9.619173	2.465639	0	0.913444	1.580657
"ENSMUSG00000078789"	3.261315	1.898852	3.61662	2.456087	6.897677	2.500707	8.104637	2.140567	8.591197	8.967335	2.534716	0.734139	2.685254	2.14146
"ENSMUSG00000078812"	102.183441	31.240921	77.53006	39.210007	82.486023	44.255032	92.573799	38.950096	98.995811	162.445709	28.771606	14.073911	31.943468	82.011101
"ENSMUSG00000078851"	3.734837	2.636195	8.065712	10.311807	22.369865	16.932491	3.487226	1.911669	6.574663	17.413845	3.875502	7.252219	8.880336	7.28918
"ENSMUSG00000078853"	14.761823	2.988238	16.17704	17.198017	80.914116	13.439578	50.695553	11.081924	49.029564	4.672724	3.635989	7.439627	25.998732	32.411537
"ENSMUSG00000078920"	21.960098	5.343458	36.342789	23.052645	98.101074	22.534563	35.351593	8.771103	32.134212	1.032537	0.823986	4.042808	17.813248	12.007694
"ENSMUSG00000078921"	4.147618	0.912452	8.49422	14.711021	75.072968	14.142984	22.731445	4.069299	26.443953	1.060765	1.213399	29.019241	58.427528	58.145287
"ENSMUSG00000078922"	2.372179	0.378951	3.176591	7.590183	51.738422	6.88296	10.666492	1.821307	13.159656	1.008066	0.582864	24.24678	53.869102	48.035992
"ENSMUSG00000078924"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000078970"	1.665229	1.218067	2.147962	2.099253	2.706681	2.432404	2.580162	1.580755	1.315101	2.760525	1.563099	1.131405	3.698934	3.01802
"ENSMUSG00000078974"	32.338188	15.385328	44.247597	25.19816	27.848232	23.081495	67.010475	22.387465	72.206009	28.682919	11.382871	3.786843	13.298553	23.568872
"ENSMUSG00000079010"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000079049"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000079092"	0	0	0	0	0	0	1.407967	0.345861	0.728678	0.868927	0.992939	1.569652	5.972611	3.086573
"ENSMUSG00000079227"	74.559219	17.313494	63.85622	38.537254	106.463661	38.387177	0	0.062472	0	0.300828	0	0	0.004795	0.348597
"ENSMUSG00000079235"	0	0.027443	0	0	0	0	2.638639	0.278897	1.54309	0.256442	0.211166	0	0.202644	0
"ENSMUSG00000079243"	0.476474	0.078374	0.15282	0.822912	1.407559	0.913445	0.945995	0.322117	0.740403	5.160923	4.986249	0.253591	0.19639	1.087559
"ENSMUSG00000079941"	1.163495	0.874857	2.039628	1.867717	2.032224	1.139646	1.703007	0.623076	1.750787	3.397004	0.345515	0.576132	0.299843	1.768602
"ENSMUSG00000081769"	4.853728	0.569463	4.5579	8.862936	12.160535	8.81567	40.063797	15.392506	27.976154	4.438972	5.812901	17.433941	45.92448	8.248222
"ENSMUSG00000081906"	0.943874	0.112056	1.035272	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000082101"	0	0	0	0	0	0.092828	0.155224	0.185557	0	0	0.15694	0.631652	0.244723	0
"ENSMUSG00000082316"	0	0	0	0	0	0	0	0	0	0	0	0.002549	0	0
"ENSMUSG00000084136"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000085486"	1.569819	0.305315	1.586957	1.265481	1.384071	0.898003	0.450153	0.279861	0.789566	0.319123	0.181416	0	0.589413	0
"ENSMUSG00000085684"	0.95648	0.41759	3.212903	4.3459	4.451647	3.932645	0	0	0	0	0.923541	0	1.843747	0
"ENSMUSG00000085861"	0.382976	0	0.6347	0.684655	0	0	0	0	0	0.456369	0.780712	0	0	0
"ENSMUSG00000086962"	1.841442	0.18554	0.441314	0.750328	0	0.17861	0.901264	0.279211	1.116705	1.42522	0.78908	0.171322	1.247554	1.508176
"ENSMUSG00000087279"	0	0	0	0	0.568607	0.194602	0.989564	0	0	0	0	0	0	0
"ENSMUSG00000087370"	12.296906	4.422896	14.28147	13.644086	18.175972	12.812736	2.453973	1.221577	1.822159	2.794061	3.87118	1.986257	2.660029	2.560403
"ENSMUSG00000087512"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000089669"	3.188852	1.972546	2.459203	4.133618	3.518688	3.40061	0	0.45002	0	0.304814	1.709383	0.458518	1.751517	0
"ENSMUSG00000089722"	35.859875	38.949665	147.51796	151.429123	104.952599	140.526199	0.200098	0.114194	0.502232	1.287547	0.227782	0	0	0.567038
"ENSMUSG00000089876"	0	0	0	0	0	0	0.702153	0.684154	0	0	0	0.156337	0	0.582894
"ENSMUSG00000090266"	22.466232	7.727416	17.705971	21.488081	30.417349	19.984901	17.066792	5.690526	19.933853	17.886494	12.510583	25.224903	27.34305	26.416237
"ENSMUSG00000090863"	0	0	0	0	0	0	0.018081	0	0	0.019007	0	0.018326	0	0
"ENSMUSG00000091228"	11.118204	0	2.184914	6.146401	0	0	0.647516	1.365305	0	0	0	0	0.098851	0
"ENSMUSG00000091264"	5.569004	2.666634	6.313746	6.538565	5.45052	6.948227	7.478991	3.327974	8.09402	6.942674	4.618137	2.167604	3.974789	3.665831
"ENSMUSG00000091311"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000092157"	0	0	0	0	0	0	0	0	0	0	0.503888	0	0	0
"ENSMUSG00000093485"	0.124642	0	0	2.984459	0	0.70829	4.602752	1.976415	0	0.96018	0.289944	0	0	0
"ENSMUSG00000093803"	2.390563	7.717364	2.723979	14.18063	3.421942	14.408895	0.68917	0	1.673999	1.142561	1.815799	0.990786	10.674205	2.102992
"ENSMUSG00000093839"	0.096759	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000093920"	0.013093	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000094091"	3.048962	0.595409	3.031027	1.566534	1.250626	0.837793	0	0	0	1.311701	0.97521	0.759485	3.381883	1.004567
"ENSMUSG00000094248"	1.87457	7.055739	5.085499	7.369197	6.605823	8.648935	0	11.247598	0	92.106483	2.323077	0.62863	26.987122	24.74556
"ENSMUSG00000094338"	3.063765	4.888508	4.180968	6.631683	7.568219	3.995518	20.852751	6.994269	18.896065	98.756927	2.295314	0.712193	25.510607	29.21253
"ENSMUSG00000094379"	0	0	0	0	0	0	0	0	0	0.018048	0.005863	0	0	0
"ENSMUSG00000094483"	0	0	0	0	0	0	0.301368	0	0	0	0	0	0	0.551929
"ENSMUSG00000094488"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000094777"	2.141983	8.090063	6.08422	9.016471	9.020828	9.401994	34.710011	12.033539	24.474684	103.269867	3.028039	0.876731	28.725698	27.122986
"ENSMUSG00000094805"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000094845"	0	0	0	0.655922	0	0.552854	9.333126	6.676955	12.666851	1.920265	0	1.280503	2.471946	1.171151
"ENSMUSG00000094898"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000094918"	0	0	0	0	0	0	0	0	0	0	0.119195	0	0	0
"ENSMUSG00000095105"	1.012597	0.245313	0.558007	1.034739	1.681198	0.699755	0	0	0	0	0	0	0	0
"ENSMUSG00000095125"	0	0	0	0	0	0	0	0	0	0	0	0.001903	0	0
"ENSMUSG00000095187"	0.122964	0	0.074966	0.021496	0.048246	0.013275	0.060084	0.029092	0.106656	0.085374	0.030042	0.026694	0.162939	0.029208
"ENSMUSG00000095217"	3.839155	15.274339	13.243543	10.829221	10.660357	13.157122	25.112427	7.577259	31.677795	156.176086	3.994007	1.258749	59.758583	37.515514
"ENSMUSG00000095300"	0	0	0	0	0	0	0	0	0	0	0.090172	0	0	0
"ENSMUSG00000095916"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096083"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096099"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096641"	0	0	0	0	0	0	0	0	0	0	0.160751	0	0	0
"ENSMUSG00000096734"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096806"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000096923"	0.004975	0	0	0	0	0	0.062055	0	0	0.162959	0.010688	0	0.104064	0
"ENSMUSG00000097239"	1.416072	0	0.930205	0	1.536412	1.323498	1.076771	0.157525	1.065937	2.122367	0.635772	0.104322	0.765826	1.67363
"ENSMUSG00000097328"	13.169968	5.770262	7.67083	7.843369	8.100146	7.524911	4.830466	2.727053	6.465802	4.398333	11.602377	3.457407	8.470953	5.601062
"ENSMUSG00000097487"	0	0.38339	0.037563	0.742269	0.048017	0.0384	2.363654	1.731133	1.917402	3.303725	2.079293	0	0.189579	0.389129
"ENSMUSG00000097886"	0	0	0	0	0	0	0.903994	0	0	0	0	0	0	0
"ENSMUSG00000098456"	0	0.009706	0	0	0	0	0.14785	0	0.300629	0.10134	0.280472	0.041151	0.269924	0.027578
"ENSMUSG00000098650"	4.35508	1.731438	4.838463	1.781433	2.605602	0	7.551276	3.075155	0	3.084036	5.947927	1.321793	8.574627	2.227775
"ENSMUSG00000099102"	0	0	0.000986	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000099269"	0	0	0	0	0	0	0.110616	0	0	0.145026	0	0	0	0
"ENSMUSG00000099517"	2.529211	6.72224	7.288426	7.944254	7.901173	4.969911	24.35944	8.78431	13.782785	159.918686	6.875209	2.445274	25.76836	30.397871
"ENSMUSG00000099583"	2.674104	6.678931	7.247	7.481115	10.438968	9.100764	17.952507	4.752907	11.632982	69.505531	1.800248	1.242012	28.176289	15.506319
"ENSMUSG00000099611"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000099787"	0	0	0	0	0	0	0	0	0.005377	0	0	0	0	0
"ENSMUSG00000100210"	5.892157	12.281815	12.110503	14.684554	24.338499	12.701819	48.959457	19.364447	37.952419	182.972305	16.867758	16.117798	53.440704	65.590469
"ENSMUSG00000100923"	0	0	0	0	0	0	0	0.009785	0	0.013976	0	0	0	0
"ENSMUSG00000101073"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000101355"	5.0334	11.411389	7.381185	10.809551	13.172223	10.25269	31.107941	9.841778	23.00633	122.37793	5.175667	2.473551	30.550995	25.053484
"ENSMUSG00000101605"	0	0	0	0	0	0	0.322827	0	0.839239	0	0	0	0.719451	0.415012
"ENSMUSG00000101750"	0.006901	0	0	0	0	0	0.701624	0.014384	0.190499	0.106027	0.083244	0.02701	1.053943	0
"ENSMUSG00000101874"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000101972"	11.337233	21.246876	14.071277	18.68688	26.676273	13.091293	65.981102	23.997135	64.437927	317.050262	14.330589	5.927589	88.504295	55.725471
"ENSMUSG00000107417"	0	0	0	0	0.02587	0	0	0	0	0.073531	0.001123	0	0	0.047671
"ENSMUSG00000107504"	0	0	0	0	0	0.214287	0	0	0	0	0	0.382927	0	0
"ENSMUSG00000107573"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000107645"	0.088351	0	0.053451	0	0	0	0.02825	0.025053	0.142074	0.037539	0.01961	0	0	0
"ENSMUSG00000107711"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000107877"	0	0	0.510161	0	1.027818	0.130069	1.538867	0.027214	2.030432	0.199239	0	0	0	0
"ENSMUSG00000108167"	0	0	0	0	0	0	0	0	0	0.001445	0	0	0	0
"ENSMUSG00000108265"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000108534"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000108674"	0	0.001741	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000109737"	0	0	0	0	0	0	1.149298	0	1.763214	0.816633	0	0	0.564776	0
"ENSMUSG00000109833"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000110086"	0	0	0	0.080949	0.056955	0.073979	0.236935	0.272939	0.288494	0.268971	0.151155	0.178742	1.200723	0.588382
"ENSMUSG00000110170"	0	0	0.025668	0	0	0	0.717268	0.193985	0.281155	0.325495	0.901372	2.314646	2.751324	0.510945
"ENSMUSG00000110344"	0.927022	0.305286	0.544664	0.932082	1.132144	1.817184	0.05844	0	0.391559	1.368241	0.064264	0.819841	1.551454	0.439802
"ENSMUSG00000110477"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000113061"	7.963788	5.260608	13.416773	8.236965	9.77975	9.37123	18.853384	7.628435	17.170719	8.172509	2.514394	3.209457	4.188677	9.872819
"ENSMUSG00000113255"	0.997082	0.359401	0.985415	0.906968	1.118194	1.040183	1.93625	0.62029	1.235668	1.845589	0.440666	0.393324	1.487208	2.120118
"ENSMUSG00000114073"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000114279"	2.3828	4.689326	5.497787	4.324617	6.758512	6.582837	24.324175	5.205376	17.756823	104.339638	2.998213	2.240846	30.253695	30.786016
"ENSMUSG00000114432"	0	1.493276	3.16779	0.002644	0	2.949035	0	0	0	0.209986	0.033683	11.359592	37.736416	70.036949
"ENSMUSG00000114456"	0.993401	2.507028	1.889945	1.899677	2.79345	2.06695	7.231047	0	6.109046	28.044804	1.09288	0.459805	6.847535	6.606228
"ENSMUSG00000114487"	0	0	0	0	0	0	0	0	0	0	0	2.395808	0	3.714019
"ENSMUSG00000114559"	0	0	0	0	0.22041	0.147375	0	0	0.643178	0.068434	0	0	0	0
"ENSMUSG00000114635"	0.55099	0	0.978216	2.00828	0	2.056455	0	0	0	0.058922	0.024936	2.025725	0	7.525277
"ENSMUSG00000114763"	2.946099	0.448902	0	0	0	0	1.228012	0.584938	9.185478	0	0	1.719155	0	0
"ENSMUSG00000115020"	0	0	0	0.00236	0.00394	0	0	0	0	0.002782	0	0	0	0
"ENSMUSG00000116057"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000000934"	0.786984	0.474841	1.321925	0.553883	0.928013	1.418559	3.045852	0.709204	3.120998	2.489763	0.797539	0.527968	0.320046	1.764748
"ENSMUSG00000001175"	217.482208	103.294273	200.467209	130.841995	212.525482	132.886887	115.885391	48.28508	106.16185	117.718033	43.411079	86.955429	152.692886	176.144196
"ENSMUSG00000001225"	0	0.036457	0	0	0	0	0.139978	0	0	0	0	0.075808	0	0
"ENSMUSG00000001497"	0	0	0	0	0	0	0.568615	0.942771	0.91949	0.103641	0.47971	0	0	0
"ENSMUSG00000001504"	0	0	0	0	0	0	0.692929	0.211872	1.195859	0	0	0	0	0
"ENSMUSG00000001627"	376.278595	95.872787	280.564667	289.119446	306.582184	241.654129	76.252884	28.653875	70.681023	108.313766	112.689995	25.745218	43.837677	70.038597
"ENSMUSG00000001729"	39.735275	19.391439	41.46489	28.782301	38.267311	28.514013	42.091667	20.223471	41.004578	40.355747	16.340046	16.335968	41.848164	37.939354
"ENSMUSG00000002524"	25.161959	9.801512	21.948288	18.554867	29.196754	16.954271	31.234564	14.528197	31.737684	32.347973	16.340343	13.729213	25.142723	31.345449
"ENSMUSG00000002679"	10.784508	4.268132	10.02191	9.137663	18.961046	12.063917	11.124562	5.131057	10.628016	13.370768	5.746928	4.975632	8.370905	12.61815
"ENSMUSG00000002803"	0	1.328921	1.02707	2.297574	0	1.989168	2.78745	1.42493	2.756333	5.077081	2.830155	1.249127	6.981674	3.715615
"ENSMUSG00000002900"	0	0	0	0.360325	0.385567	0.593614	100.962814	50.744347	140.662735	27.047058	13.235452	12.824483	82.106941	43.569153
"ENSMUSG00000002996"	56.037731	24.134357	58.980228	65.595909	70.465553	54.548927	49.887363	24.901726	48.212257	26.360168	29.124186	19.847227	51.726383	36.414436
"ENSMUSG00000002997"	3.288623	2.557015	7.172442	1.835235	4.114123	2.499696	5.154938	1.366933	3.232015	10.130155	2.685951	0	0.75599	2.089882
"ENSMUSG00000003882"	27.082479	26.451212	25.568386	30.119249	37.823486	24.913666	0	0	0	0.30356	0	0	0	0
"ENSMUSG00000003970"	167.53511	70.038826	183.641037	133.004959	168.947479	123.130043	258.857147	93.573341	214.473602	212.141373	69.033318	41.673374	95.835892	144.562042
"ENSMUSG00000004151"	1.224594	1.034212	3.786396	1.519992	0.507411	2.646054	4.733594	2.882892	5.237864	6.929019	16.015104	0.621421	1.507492	0.942989
"ENSMUSG00000004187"	0	0	0.074103	0.189837	0	0.576989	0	0.151242	0	0.972839	1.181891	0.265805	0	0
"ENSMUSG00000004698"	5.804723	5.861582	17.636465	8.648305	9.632484	6.617819	0.349966	0.109253	0.093245	5.703751	1.669564	7.219158	7.986407	5.509909
"ENSMUSG00000004789"	37.099628	12.54619	37.917374	23.17193	33.769436	22.53384	29.758429	15.383368	29.806168	47.137066	27.483715	10.932178	28.535379	35.103722
"ENSMUSG00000004791"	0	0	0	0	0	0	1.406584	0.682277	0.603767	3.027966	0.860316	0.181453	4.022337	48.207413
"ENSMUSG00000005078"	2.92548	2.957219	5.730304	6.985232	8.807403	7.228176	7.328094	3.50452	10.24968	9.985647	4.856548	3.076432	5.301221	7.766225
"ENSMUSG00000005124"	1.264742	0.039287	0.321164	0	0	0.362397	33.269642	19.796497	55.572166	7.071519	1.969584	0.8314	10.872699	2.653024
"ENSMUSG00000005268"	0	0	0	0	0	0	0.491276	0.551718	0.255666	0.043901	0	0	0	0
"ENSMUSG00000005360"	0.039408	0	0	0	0	0	20.097431	8.012254	19.703161	0.166662	0.440006	0	0	0
"ENSMUSG00000005583"	49.258976	14.814245	42.857372	67.442291	64.802994	62.245663	12.099215	5.364702	11.693602	49.308659	38.710758	31.014603	83.492149	54.700813
"ENSMUSG00000005656"	45.73399	20.049856	68.221748	34.888649	34.049423	34.539833	32.935547	15.457264	33.390728	26.835243	15.501612	8.431168	22.861755	24.063467
"ENSMUSG00000007411"	20.156	6.123046	22.041513	16.723722	20.24754	14.095603	21.907896	9.301494	23.580154	22.294678	16.285801	13.521987	32.31295	21.578747
"ENSMUSG00000007617"	48.209774	6.559741	41.490219	25.187046	52.923931	22.092909	38.433357	12.228392	37.832012	22.550053	16.900841	2.161169	7.364693	10.919723
"ENSMUSG00000007682"	0	0.137191	0	0.729479	0	0	2.610773	4.718399	12.837611	1.155438	0	0	0	0
"ENSMUSG00000008438"	0	0	0	0	0	0	0	0	0	0.232176	0	0	0	0
"ENSMUSG00000008822"	0	1.350292	0.790161	0.905153	2.187745	0.943948	1.050833	1.404269	0	0.709925	0.338725	0.782167	4.03442	2.826864
"ENSMUSG00000009470"	43.267357	21.72003	32.742607	39.80637	48.361977	33.544598	43.346138	17.728624	41.653812	72.192245	39.184898	11.025198	33.807304	31.390944
"ENSMUSG00000010529"	0	0	0	0	0	0	1.318189	0.330304	2.151214	0.002793	0.370025	0	0.222724	0
"ENSMUSG00000011148"	32.50819	14.992359	24.806412	7.782306	19.753664	8.677279	1.487218	0.398152	2.756872	1.800856	1.305222	0.145728	1.296592	1.393833
"ENSMUSG00000011158"	16.077766	4.509163	11.804165	11.617083	15.17027	8.816319	12.219395	6.645638	9.928586	10.056041	10.432331	7.803034	16.505955	7.811735
"ENSMUSG00000011171"	0	0	0	0	0	0	0.450286	0.302229	1.087042	0.801299	2.891253	0.318632	0	0.73385
"ENSMUSG00000012211"	0	0.080442	0	1.290806	0	0	0	0.593682	0	0	0.540132	0.12222	0.550915	0
"ENSMUSG00000012609"	2.635917	1.68854	2.711288	4.221814	3.179731	3.143627	11.096422	4.705821	10.23322	6.025729	8.279991	3.366112	5.597945	6.137275
"ENSMUSG00000013611"	0	0	0	0	0	0	0.267275	0.263174	0	0	0	0	1.054102	0
"ENSMUSG00000013846"	26.187088	6.141798	17.818613	13.866022	25.572201	12.868362	18.154043	7.770903	15.40844	17.176401	6.648437	10.945782	17.370661	12.683218
"ENSMUSG00000014313"	94.282097	42.401546	89.016174	59.425777	81.857895	74.160629	146.679382	51.317654	100.342705	82.641731	33.284061	17.24807	39.059582	67.6334
