"gene"	"Old.Resolving-Mac.D4_2"	"Old.Inflammatory-Mac.D4_3"	"Old.Resolving-Mac.D4_3"	"Old.Inflammatory-Mac.D4_2"	"Old.Inflammatory-Mac.D4_1"	"Old.Resolving-Mac.D4_1"	"Old.FAPs.D4_1"	"Old.FAPs.D4_2"	"Old.FAPs.D4_3"	"Old.MuSCs.D4_2"	"Old.MuSCs.D4_1"	"Old.ECs.D4_1"	"Old.ECs.D4_3"	"Old.ECs.D4_2"
"ENSMUSG00000026036"	1.667308	1.321468	2.035998	1.506754	1.49857	2.201018	2.587729	1.55631	3.406523	5.296519	2.6385	1.159012	4.95272	2.837444
"ENSMUSG00000026037"	4.723507	2.102796	3.150067	4.043824	2.786467	3.036667	5.719193	2.653168	4.367233	10.439592	2.944674	2.201619	3.920103	6.488917
"ENSMUSG00000026039"	0.217933	0.80861	0.758425	0.501844	1.002673	0.672953	4.121451	1.827519	3.439098	5.746471	0.389959	0.135061	10.186616	6.422697
"ENSMUSG00000026042"	0	0	0.075111	0.312972	0.449954	0.348928	429.932068	215.613037	558.681274	47.07074	20.231871	0.754715	6.610857	7.103017
"ENSMUSG00000026043"	0	0.025161	0.183093	2.502369	1.655501	4.140088	2600.312988	1356.674072	3196.00708	69.917168	88.067413	0.586929	30.07122	12.882738
"ENSMUSG00000026047"	1.076115	1.963658	2.730345	4.568344	2.293905	3.019333	16.279259	7.602849	13.619731	9.923193	5.078201	1.969829	6.077538	7.26745
"ENSMUSG00000026049"	8.495244	3.131106	7.432604	5.80737	5.50107	5.546396	5.066185	1.876032	3.010294	11.819989	2.410772	1.532132	5.156979	7.812881
"ENSMUSG00000026058"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026062"	0.100838	0	0	0	0.03584	0	0	0	0	1.320015	0.367597	0	0	0.123244
"ENSMUSG00000026069"	0.310966	0.058889	0.479254	1.777039	1.038988	1.552628	14.717501	3.777349	14.8289	0.075021	0	0	0	0.094075
"ENSMUSG00000026072"	0.630244	0.035425	0.281854	0.350763	0.212178	0.107722	145.434021	51.350254	91.934685	30.776199	11.202779	5.316627	17.875591	16.930742
"ENSMUSG00000026074"	41.579048	20.112473	31.487711	27.109863	47.461758	30.805727	67.852142	22.990601	64.391708	63.965412	40.570614	17.866674	67.057457	68.088463
"ENSMUSG00000026078"	10.255527	4.438497	4.674982	5.591739	4.74259	4.999455	6.895241	3.097047	5.079486	5.641212	4.63644	2.535614	9.485394	5.51048
"ENSMUSG00000026080"	0	0	0	0	0	0	0.311221	0.381578	0.637376	0.093173	0.222829	0	0	0
"ENSMUSG00000026082"	14.879374	4.189383	9.190587	8.639226	12.784129	7.580301	10.374391	3.926129	8.667988	11.044441	8.702872	5.23103	8.668379	7.499032
"ENSMUSG00000026083"	24.83445	9.742101	21.116949	17.764824	23.826672	18.317999	18.836441	8.740165	20.119778	17.413502	8.985236	6.393926	16.624493	18.433167
"ENSMUSG00000026085"	0	0	0	0	0	0	0	0	0	0.074766	0	0	0	0
"ENSMUSG00000026087"	18.358095	8.554018	15.89517	13.66081	23.771574	14.544379	33.341202	10.143611	24.473282	20.463181	8.541237	4.642811	10.988984	9.681201
"ENSMUSG00000026088"	6.902016	2.374422	8.362675	7.954351	18.181671	4.062754	15.311856	5.905381	20.840672	6.226858	3.885344	5.497787	16.590832	9.511247
"ENSMUSG00000026090"	0	0	0.013389	0.000741	0	0	0.001679	0	0	0.414512	0.298648	0.059298	0.642471	0.368095
"ENSMUSG00000026094"	104.54789	14.516438	90.112152	53.573753	95.066704	62.022484	18.24898	9.443705	27.577818	8.641573	3.94497	6.002895	10.351125	9.537048
"ENSMUSG00000026095"	10.609614	8.095748	14.713894	12.60026	24.424856	13.633514	19.06761	7.036782	18.171829	11.514732	1.797315	2.894737	7.214236	10.982293
"ENSMUSG00000026096"	0.703536	0.845577	1.722223	2.632262	2.453138	3.163596	3.826195	1.188492	6.208027	3.407308	4.065797	2.083295	2.059528	3.568825
"ENSMUSG00000026097"	5.942481	3.905014	5.446535	5.672786	8.08359	7.201938	2.795691	1.403873	4.436355	2.993672	2.761331	1.550476	0.232885	0.836931
"ENSMUSG00000026100"	0	0	0	0	0	0	0	0	0.355813	0	0.407813	0	0	0
"ENSMUSG00000026107"	83.308418	11.950178	49.245411	60.884476	123.743484	59.441891	32.090389	16.149578	30.596437	15.45151	11.224685	29.399277	23.69165	40.890785
"ENSMUSG00000026109"	0	0	0	0	0	0	10.026184	4.248638	6.667542	1.532116	2.111822	0.380009	0.561008	0.262201
"ENSMUSG00000026110"	14.048926	5.666623	13.950189	24.563772	28.312681	22.601936	4.267942	1.95463	5.592717	19.22834	13.552267	18.085447	49.472401	43.681038
"ENSMUSG00000026111"	10.028059	6.455577	13.15989	15.630111	18.209784	15.689701	16.918093	9.999543	20.972132	14.699327	8.768657	7.445855	14.219112	14.429607
"ENSMUSG00000026113"	16.261293	9.493336	24.958685	22.664782	32.182682	20.768106	8.620638	3.780033	8.89053	8.889595	11.95539	5.58767	15.511845	8.059919
"ENSMUSG00000026116"	39.240059	10.221922	32.963673	23.160666	64.057655	22.621885	19.401342	10.094536	25.146477	29.795187	25.344248	13.310747	31.894642	25.086784
"ENSMUSG00000026117"	0	0	0	0.380118	0	0.26721	0.135145	0	0	0.211885	0	0	0.590515	0.244561
"ENSMUSG00000026121"	0.259315	0.107851	0.13969	1.717056	1.534167	0.952657	7.487639	3.918621	4.865992	13.003555	3.319846	9.249364	10.341514	16.066153
"ENSMUSG00000026123"	24.753738	13.864166	19.855968	22.268583	28.43515	23.888783	2.431684	0.998757	4.141627	5.662162	4.373623	2.642209	3.580646	6.909847
"ENSMUSG00000026125"	0	0	0.492169	0.690478	0	0.631463	0	0	0	0	0	0	0	0
"ENSMUSG00000026126"	15.276624	8.599633	29.231274	22.517597	23.840214	23.227222	0.711151	0.249191	0.569649	0.158003	0.065977	0.537205	1.326405	1.615526
"ENSMUSG00000026127"	7.510644	3.499703	7.801831	4.624611	8.762066	4.526274	4.381688	1.369915	5.067667	5.65086	2.743023	2.43783	4.413804	5.604283
"ENSMUSG00000026134"	3.804219	3.012748	6.528859	3.980434	7.324339	4.906639	8.178952	2.95653	9.687624	9.616416	2.865813	1.462943	2.930136	6.505092
"ENSMUSG00000026141"	0	0	0	0	0	0	0.089585	0	0	1.79592	3.750203	0	0	0
"ENSMUSG00000026142"	4.365249	2.172191	4.79604	4.377715	7.747462	4.004326	4.092484	1.695195	3.816184	5.795527	4.851549	3.773421	5.751636	5.533426
"ENSMUSG00000026147"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026149"	1.104528	0.337359	0.57788	0.896392	0	0.558839	1.093988	0.474622	0	0.821566	0.924285	0.687865	1.816784	1.099475
"ENSMUSG00000026150"	34.876968	17.486578	34.353222	35.72953	38.083321	29.553791	46.520416	15.295207	51.26807	31.02264	27.313614	12.423557	33.071846	25.336855
"ENSMUSG00000026153"	0.440608	0.267497	0.518407	0.90477	1.189667	0.411609	7.999186	4.568898	8.484021	9.589386	9.638926	4.605069	8.987146	6.16648
"ENSMUSG00000026154"	3.006318	2.912705	4.050562	4.242547	6.376082	6.183881	16.269135	3.293845	6.377351	3.53967	1.500286	1.170384	3.286341	3.02465
"ENSMUSG00000026155"	19.518785	10.126151	21.415682	16.238562	24.417093	14.442267	22.795502	13.180889	30.405348	16.273727	14.440379	6.663763	15.691638	18.170065
"ENSMUSG00000026156"	0.557995	0.301238	0.459518	0	0	0.562882	0	0.392401	0.90709	0.418583	0	0.683585	0	0
"ENSMUSG00000026158"	16.75322	4.047	16.342651	8.483196	21.19953	7.274659	9.349232	3.658647	5.47072	1.955854	1.268978	1.883793	4.067966	1.637916
"ENSMUSG00000026159"	30.812191	10.786187	26.213257	15.609837	17.759308	12.711877	30.838694	16.472507	27.06798	14.158363	9.44265	6.546571	14.894016	15.257571
"ENSMUSG00000026162"	1.493603	1.084211	0.940366	1.197542	2.45292	1.229258	1.846517	0.470195	1.359932	0.683027	0.633526	0.239571	0.307355	0.116531
"ENSMUSG00000026163"	0	0	0	0	0	0	6.204625	1.192303	4.842011	0.132735	0.076474	0	0	0
"ENSMUSG00000026166"	0	0	0	0	0	0	0.855632	0.457983	1.159572	0	0	0	0	0
"ENSMUSG00000026175"	0.36821	0.09677	0.219274	0.677581	0.845738	0.723495	1.133006	0.395129	1.039294	0.58917	0.164355	0.182658	0.812178	0
"ENSMUSG00000026179"	4.645312	1.9925	4.291102	7.11861	5.918186	7.163097	5.611681	2.80553	10.798228	8.553384	5.054322	16.548628	29.45578	19.648287
"ENSMUSG00000026185"	0	0	0	1.215139	0	0.573009	28.257706	22.590006	47.303253	296.810211	112.528442	3.399239	13.507049	44.685413
"ENSMUSG00000026187"	0	0.06852	0.2037	0.340961	1.067893	0.881589	6.923327	2.84794	6.042731	7.616669	2.796391	0.225141	0.777434	1.727097
"ENSMUSG00000026188"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026189"	0.357686	0.266256	0.394469	1.384201	1.353716	0.632665	4.593721	0.564195	2.741246	2.29004	1.997327	0	0	0.727064
"ENSMUSG00000026192"	13.538585	4.411902	9.42139	5.547397	8.64316	6.280008	23.274288	11.338624	21.671543	21.769339	5.647579	1.151423	3.55918	9.68145
"ENSMUSG00000026193"	534.38739	93.974869	288.543579	32.814976	53.509525	17.575764	2043.803345	739.021301	1592.018311	20.19873	20.745354	3.993114	39.865707	30.30654
"ENSMUSG00000026196"	0.860247	0.536191	1.098546	0.535457	1.484049	0.571411	1.089456	0.357055	1.191561	3.86958	0.277906	0.089935	2.081004	1.584818
"ENSMUSG00000026197"	5.825342	2.288894	5.680125	5.425967	5.291518	4.570406	5.643947	2.087393	4.458053	4.170609	4.057247	2.66629	4.743382	2.761288
"ENSMUSG00000026199"	4.202627	1.812335	2.725082	4.011182	6.120307	3.907337	7.129093	3.051167	5.743208	4.222039	2.739056	1.694784	4.913668	3.614264
"ENSMUSG00000026200"	3.84147	2.349327	3.112585	5.426847	4.813858	7.264663	14.963458	4.179832	9.086097	5.727627	3.188916	1.492494	7.624686	3.155577
"ENSMUSG00000026202"	19.619497	5.272123	12.056674	5.526192	15.777236	6.536819	7.610921	2.21604	5.004196	18.521786	2.56973	3.647021	1.447178	6.880872
"ENSMUSG00000026204"	0	0	0	0.253807	0	0.088638	4.341478	0.985447	3.188797	4.020176	0.196993	0	0.106469	0.692104
"ENSMUSG00000026207"	0	0.030119	0	0.919571	0.050192	0.763544	3.072666	3.189148	8.543519	13.170359	11.204033	0.395799	0.224882	1.497347
"ENSMUSG00000026208"	0	0.063995	0.097174	1.535416	0.518733	2.736076	7.15495	3.096467	9.971708	73.276352	53.257896	1.377523	2.543764	6.563943
"ENSMUSG00000026209"	6.624233	3.439334	6.60581	7.469168	7.496612	4.922361	23.217079	10.347762	21.936895	9.808118	6.520522	5.699003	12.799995	8.759419
"ENSMUSG00000026211"	0	0	0	0	0	0	16.124588	6.158734	17.526751	4.792944	3.296093	0.086141	0.350409	0.823917
"ENSMUSG00000026219"	74.15905	26.520779	59.896332	51.749771	79.391327	45.877792	67.11972	29.578709	68.749268	41.636581	25.630482	17.785057	59.775005	44.172733
"ENSMUSG00000026220"	0	0	0	0	0	0.039012	0	0	0	0	0	0	0	0
"ENSMUSG00000026222"	158.959229	27.590963	144.528458	84.95327	381.496552	79.613152	112.779221	31.459427	111.910721	12.864303	10.068087	58.547859	158.746292	77.768227
"ENSMUSG00000026224"	0.081802	0.014631	0	0.2718	0.118815	0.178344	0.115241	0.212829	0.983446	0.226825	0.065686	0.025025	4.048904	0.911533
"ENSMUSG00000026229"	33.184505	17.5278	29.314774	14.796869	25.893314	16.056372	26.774652	12.977353	30.835848	40.888992	10.656041	8.853043	21.256453	34.860394
"ENSMUSG00000026234"	78.56192	25.153591	63.741966	63.800705	76.232857	55.077869	71.532486	30.501272	84.875618	161.387589	33.980968	16.487125	45.554565	87.313835
"ENSMUSG00000026235"	0	0	0	0	0.063684	0.02332	6.642684	3.81929	8.416571	2.18006	4.122338	6.343443	11.245461	5.592909
"ENSMUSG00000026239"	6.127623	3.983413	6.533098	5.89959	8.904434	5.921629	14.885525	5.849343	11.734976	9.308476	5.870736	5.359888	10.187478	12.065882
"ENSMUSG00000026240"	1.230433	1.193078	2.45927	3.475819	4.005246	0.578659	5.475906	1.878832	3.199048	4.019763	1.953991	1.12472	2.215394	3.850105
"ENSMUSG00000026241"	0	0	0	0	0	0	0.284638	0	0.751778	0	15.557699	0	0	0
"ENSMUSG00000026245"	20.663309	8.057335	14.673787	13.141881	13.227625	12.936891	13.924707	7.271699	14.958585	22.567604	10.227621	5.69138	10.814568	19.629137
"ENSMUSG00000026246"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026247"	0	0	0	0	0	0	0	0	0	0.361905	0.001462	0	0	0
"ENSMUSG00000026249"	0.441203	0.787572	0.411062	2.950894	1.728802	1.253076	105.196022	63.794647	124.974533	52.87685	22.694397	0.579798	2.610579	8.663226
"ENSMUSG00000026251"	0.148659	0	0	0	0	0	0.389849	0	0.194204	5.801139	0.423022	0	0	0.613068
"ENSMUSG00000026253"	0	0	0	0	0	0	0	0	0.431317	1.717865	0.146832	0.044995	0	0
"ENSMUSG00000026254"	34.870907	13.501509	24.689171	19.428547	28.746691	23.133389	33.54409	18.374525	46.842564	20.72703	9.063106	6.610715	16.825857	17.885971
"ENSMUSG00000026255"	0	0	0	0	0.990999	0	5.214115	2.253775	4.092524	4.690773	1.572013	0.332116	0	0
"ENSMUSG00000026258"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026259"	0	0	0	0	0	0	0.3386	0.1988	0.148873	0.279786	0	0	0	0
"ENSMUSG00000026269"	15.599991	7.761155	14.44625	12.485641	21.358137	14.911735	5.76203	3.544122	5.815602	8.620184	10.206099	11.574201	17.963928	11.9315
"ENSMUSG00000026271"	66.197426	8.809095	41.66666	16.183187	74.179886	21.267675	1.00891	0.187782	1.702585	0.406877	0	0	0	0
"ENSMUSG00000026272"	0	0	0	0	0	0	0.360045	0	0.313105	0	0	0	0	0
"ENSMUSG00000026273"	1.479308	0.793614	1.125019	3.104921	2.2297	1.779905	17.425663	4.488455	7.770188	2.714405	1.791908	1.653092	3.807823	1.701857
"ENSMUSG00000026274"	0	0.240414	0.319309	0.106205	0.161824	0.178637	15.507765	4.206213	5.519393	2.394063	0	0.052209	1.69375	1.310957
"ENSMUSG00000026275"	2.375899	1.390431	3.074473	2.672851	3.666394	2.900846	7.165563	2.047933	4.93197	4.037977	1.618707	1.98234	3.02483	3.519644
"ENSMUSG00000026276"	6.402379	18.18652	16.270329	21.918106	36.787956	28.223537	62.409813	25.063213	129.9617	65.635162	22.953438	24.718485	82.345619	54.012405
"ENSMUSG00000026277"	4.812142	3.412284	7.755139	7.280293	7.155056	6.992126	16.21439	8.627948	22.575409	11.605017	9.994867	10.926317	24.53438	16.273096
"ENSMUSG00000026279"	4.48642	1.10752	2.863229	1.557938	2.26408	1.535751	5.583549	2.605941	3.511465	3.179139	1.554331	0.858623	3.308308	6.087546
"ENSMUSG00000026281"	2.729134	2.904668	5.584774	5.386868	5.248668	7.081817	15.908546	8.769382	15.793045	21.491417	11.273048	2.734915	6.543988	8.095406
"ENSMUSG00000026283"	2.473697	1.572148	3.10653	2.902857	3.382545	3.187501	4.203496	1.568177	5.264466	3.983192	2.714862	1.777135	2.645047	2.196432
"ENSMUSG00000026285"	0	0	0	0	1.354008	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026288"	87.852844	28.399443	82.519363	73.878578	108.022629	74.104118	0	0.042132	0.478898	0.642857	0.137269	3.399097	12.322884	10.997097
"ENSMUSG00000026301"	0	0	0	0	0	0	0	0	0	0.045909	0	0	0	0
"ENSMUSG00000026303"	0	0.050164	0	0	0	0.142741	0.176277	0	0	0.515375	0.44248	0.063725	0	0
"ENSMUSG00000026304"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026307"	4.374084	5.7119	7.443623	7.231669	9.801286	7.670518	7.147072	2.591936	5.152796	7.064166	5.399883	2.728176	6.143835	6.260199
"ENSMUSG00000026309"	10.165586	4.462533	10.107788	9.73088	8.299011	8.185603	17.79801	5.099999	9.771573	16.778988	57.381615	7.29001	11.982653	11.305644
"ENSMUSG00000026313"	14.181808	4.641015	9.791175	4.138868	5.724815	5.405653	10.364247	4.140313	7.913819	6.345685	17.180769	3.514124	7.56006	5.910433
"ENSMUSG00000026315"	25.117193	5.674314	20.465107	13.544871	15.246346	12.583146	0.157509	0	0	0.453321	0.225695	0.112808	2.291255	0.504821
"ENSMUSG00000026319"	21.052105	8.282734	19.111488	27.329039	36.154285	20.043913	10.172831	5.75552	15.16983	12.731771	11.928952	8.850909	21.089615	11.899257
"ENSMUSG00000026321"	33.872475	11.356767	30.502075	21.684362	29.805122	20.88308	0.060499	0	0.103239	1.005228	1.06607	0.351668	3.836084	2.038567
"ENSMUSG00000026339"	6.418113	4.179106	9.524937	12.128073	6.3839	10.812456	9.780961	5.249162	11.701537	5.652964	4.101708	3.430054	7.053075	7.021066
"ENSMUSG00000026341"	394.963837	114.972542	314.645905	223.290024	481.56015	220.577286	92.336143	45.988163	100.239159	86.831078	38.43959	26.279306	76.319641	113.297394
"ENSMUSG00000026342"	12.155374	5.873945	10.711502	10.370181	12.652214	8.067421	32.159546	12.450849	27.50103	6.475669	4.40366	2.444812	9.637197	5.527692
"ENSMUSG00000026344"	0	0	0	0	0	0	0.387981	0	0	0	0	0	0	0
"ENSMUSG00000026347"	2.033275	0.764306	1.264053	0.964638	2.645538	1.240031	0.53987	0.278373	0	0	0	0	1.140027	0.73217
"ENSMUSG00000026353"	34.763767	10.002176	25.785494	16.268297	30.266317	17.835014	30.353571	14.371927	38.651493	19.910206	13.185622	7.515281	18.952723	23.60652
"ENSMUSG00000026354"	0.118208	0.059675	0	0	0.113153	0	0.484091	0.219745	0.705238	0.268683	0.156998	0	0.306683	0.216859
"ENSMUSG00000026355"	11.314315	11.370647	16.321791	9.612883	10.515663	8.914381	24.020672	8.544684	20.231663	36.247292	3.39167	4.691536	16.164412	25.906654
"ENSMUSG00000026356"	24.902336	11.672553	21.169258	20.04306	24.901114	17.748869	33.799927	13.034174	28.58465	33.887127	14.079789	7.779926	18.566595	26.952942
"ENSMUSG00000026357"	7.182129	2.879419	13.324659	8.004376	10.417686	9.404626	0.344015	0	0	0	0	0.10814	0	0.12867
"ENSMUSG00000026358"	33.599163	46.36187	39.995773	164.625595	130.829437	154.032745	0.140714	0	0.084037	0.155678	0	0.006591	0	0.562865
"ENSMUSG00000026361"	16.6035	3.41422	7.458395	8.795781	11.285672	7.676629	7.402748	3.918019	9.716277	10.53247	9.462223	5.089169	13.469544	9.2451
"ENSMUSG00000026368"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026374"	7.219693	2.876972	6.677582	3.694442	6.924374	4.71421	10.036084	4.288377	7.633597	9.275296	4.314155	2.768482	4.780597	6.545105
"ENSMUSG00000026377"	10.393873	3.95397	7.570563	6.604932	9.501744	5.855321	12.850549	5.884698	13.4596	16.652836	4.81684	2.316543	5.842957	11.403009
"ENSMUSG00000026380"	0	0	0	0	0	0	0	0	0.364996	0.067581	0	0	0	0.084581
"ENSMUSG00000026384"	1.775357	0.859191	2.090294	2.633697	4.615189	2.118774	1.813292	0.678205	1.892959	4.19193	5.240011	2.90702	10.599498	8.560532
"ENSMUSG00000026385"	57.75845	30.463234	62.353397	35.792866	45.709309	38.858887	40.413166	16.870552	32.775177	54.68544	24.158745	8.690016	13.161305	24.182899
"ENSMUSG00000026387"	0	0	0	0.232913	0	0.387601	0	0	0	0	0.074932	0	0	0
"ENSMUSG00000026388"	1.31541	0.403672	0.599743	2.209228	2.1473	1.29205	2.620254	0.187319	1.878275	2.889405	0.527136	0	0	0
"ENSMUSG00000026395"	277.322937	56.855114	242.864258	294.411163	679.60144	269.267151	0.184719	0.111474	0.77335	1.119017	0.020348	0.049296	0.265541	0.442454
"ENSMUSG00000026398"	0	0	0	0	0	0	0	0	0	0	0	1.278591	11.403148	4.091113
"ENSMUSG00000026399"	0	0.073209	0	1.046995	0.253767	0.783042	16.712898	11.954062	18.191269	0.813464	2.459001	1.387925	14.588861	7.017817
"ENSMUSG00000026413"	0	0	0	0	0	0	0	0	0	0.000629	0	0	0	0
"ENSMUSG00000026414"	0	0	0	0.695155	0.483252	0.307371	0.088775	0.220143	1.05594	2.328809	0.460351	0	0.775567	0
"ENSMUSG00000026417"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026421"	5.237765	4.530105	7.50336	7.895068	10.308497	9.362542	27.298838	12.492425	49.058224	71.214149	71.949181	19.226492	57.324696	84.562866
"ENSMUSG00000026424"	0	0	0	0	0	0	0	0	0	1.073506	2.563446	0	0.341869	0
"ENSMUSG00000026425"	57.18771	19.692904	66.769783	47.388054	81.354927	48.984962	24.85141	11.261053	24.33341	15.270898	9.638309	33.28167	61.440685	40.542171
"ENSMUSG00000026426"	38.137199	18.407579	37.778641	26.709412	34.019863	24.481787	11.862113	5.668024	13.414696	11.668077	7.473038	5.344557	6.74348	15.087779
"ENSMUSG00000026427"	5.922257	1.591658	2.719671	2.653639	8.479529	3.61266	8.479864	5.115641	9.231349	3.90717	4.046364	1.777335	3.219088	3.398574
"ENSMUSG00000026429"	1.041647	0.889847	0.338288	1.420161	0.238203	0.91187	1.448074	0.635822	1.766101	3.746329	0.188069	0.175155	2.311915	1.601745
"ENSMUSG00000026430"	24.098114	3.895046	17.475008	16.952599	38.210781	15.343035	5.776682	2.080997	7.873814	0.414471	1.057729	0.368534	0.906618	0
"ENSMUSG00000026433"	9.822038	5.590418	11.742823	7.896292	14.218708	8.8075	12.699566	4.64526	7.045186	4.595943	2.629348	2.018674	6.676381	4.250984
"ENSMUSG00000026435"	0	0	0	0	0	0	0.206476	0	0	0.527118	0.237331	0	0	0
"ENSMUSG00000026439"	9.520522	3.178743	7.205738	5.682276	9.707923	7.338102	6.649512	2.619533	5.626582	7.232029	5.240427	3.202347	8.126578	7.246283
"ENSMUSG00000026443"	0	0	0	0	0	0	2.276341	2.014089	4.403643	0.32023	0.643387	0.050409	0	0
"ENSMUSG00000026447"	0	0	0	0.111395	0	0	0.142246	0.190012	0.476691	2.648788	2.162074	10.563235	27.026821	12.281117
"ENSMUSG00000026450"	0	0	0	0	0	0	0	0	0	0	0.055241	0	0	0
"ENSMUSG00000026452"	0	0.192953	0.057305	0	0	0.390246	2.993958	1.389088	3.082676	3.181281	4.023547	0.359993	0.063082	2.580121
"ENSMUSG00000026455"	1.397685	0.419982	1.72433	0.481702	0.448038	0.605269	4.540644	2.04608	4.477511	4.366209	3.685899	2.432786	3.74867	3.240405
"ENSMUSG00000026456"	11.133506	8.379297	12.434815	16.261652	17.846195	13.848023	6.686179	2.214235	3.939855	10.311303	5.668138	13.492071	15.307335	13.124246
"ENSMUSG00000026458"	5.238006	1.309561	5.433917	8.476413	26.48139	10.872416	0.34044	0.258982	0.29382	0.442645	0.14382	0.125221	0.419595	0.152
"ENSMUSG00000026459"	0	0	0	0.419924	0	0.395254	0	0.115182	0	4.72016	2.20063	0	0.736156	0
"ENSMUSG00000026463"	14.105239	1.420705	4.748355	1.514735	3.787823	1.907423	2.54102	2.474662	4.864943	22.979345	38.97839	12.333934	43.921265	17.071266
"ENSMUSG00000026468"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026469"	22.91107	9.379086	21.089273	24.436928	31.120169	25.350225	12.633295	5.563827	13.02498	14.540628	12.062437	8.3149	24.878706	17.204525
"ENSMUSG00000026471"	1.376941	1.993894	1.828904	4.138077	4.685387	3.222162	5.481987	2.616668	7.300059	5.164796	3.796309	1.541184	4.359887	1.129507
"ENSMUSG00000026473"	33.679527	18.768415	34.262508	77.707047	62.285835	94.20713	31.141275	13.230883	29.63792	21.605598	33.300926	13.682954	46.353348	33.098877
"ENSMUSG00000026475"	0	0.066867	0	0	0	0.439019	12.387758	3.630924	11.860797	15.947206	2.514428	1.597771	11.807328	10.339161
"ENSMUSG00000026478"	4.25211	4.305607	6.044532	4.128551	1.721201	3.827323	100.28756	65.636383	134.166382	50.363121	52.063763	18.95812	112.917824	67.105209
"ENSMUSG00000026479"	0.001144	0	0	0	0	0	4.022777	2.239769	4.135731	0.935162	0.444913	0.030764	0.736223	0.682787
"ENSMUSG00000026483"	17.798885	3.133926	17.441208	22.690014	36.414494	21.624758	18.359907	11.339378	27.115097	33.706562	33.51688	4.914159	11.718406	11.341725
"ENSMUSG00000026484"	18.273848	7.624276	18.273487	19.598389	25.700294	19.750423	19.98122	8.982289	26.216043	16.047365	11.221121	5.246166	11.564969	7.894352
"ENSMUSG00000026489"	0	0.105063	0.31826	1.660216	0.757527	2.968932	3.426232	1.141063	2.614968	2.170662	2.355241	0.373156	2.478695	1.473484
"ENSMUSG00000026490"	0.229858	0.092957	0.057602	0.371093	0.138358	1.096024	35.653942	18.986046	54.400192	49.07497	35.612225	49.76849	63.066967	61.356056
"ENSMUSG00000026492"	8.770737	2.283599	5.260829	2.999163	4.543598	4.359293	3.601163	2.746423	6.511715	8.542123	3.594533	3.093618	6.160963	6.305145
"ENSMUSG00000026495"	0	0.192978	0.431346	0.23933	0.855954	0.874839	0.36412	0.212657	0.862815	1.070854	0.620149	0.261831	0.40513	0.664052
"ENSMUSG00000026497"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026502"	5.632716	2.367301	5.426628	4.412715	4.297481	4.057437	14.639455	4.957762	9.58422	6.131339	4.561367	1.675794	5.162765	5.167457
"ENSMUSG00000026504"	9.051229	4.102711	9.93475	13.416624	29.654673	11.106523	12.536537	4.703784	14.880483	5.948631	4.777702	3.03258	7.157166	7.177515
"ENSMUSG00000026509"	71.967857	23.740067	53.753647	24.664566	41.661991	28.021717	59.441681	29.235847	65.350304	49.005356	23.633396	21.453156	44.577267	49.23172
"ENSMUSG00000026516"	6.076099	2.320608	4.927096	5.176736	7.427808	5.647528	7.917251	3.521446	8.791735	9.169331	6.342557	4.158368	10.102353	6.408122
"ENSMUSG00000026523"	0	0	0	0	0	0	0	0	0	0	0.000301	0.012036	0	0
"ENSMUSG00000026526"	5.964459	3.400244	8.862605	6.033189	11.25373	6.088517	8.332559	4.405729	8.318215	11.999558	6.218848	3.07133	5.830314	7.067272
"ENSMUSG00000026527"	0	0	0	0	0	0	0	0	0.018777	0.045063	0.139906	0	0	0
"ENSMUSG00000026535"	0.388268	0.321159	0.506261	1.986014	0.504675	1.372028	0	0	0.1593	0	0	0	0	0
"ENSMUSG00000026536"	122.846825	18.119902	96.715782	54.348106	339.028076	52.917702	172.256195	53.344913	134.474777	7.105854	0.972844	1.641788	9.452209	13.631792
"ENSMUSG00000026542"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026544"	1.161239	0.895236	1.316985	1.178979	0	1.458367	2.427982	0.970823	0	0	0.93122	0	4.794832	1.086193
"ENSMUSG00000026546"	1.117212	0.429069	0.678788	2.730286	1.638385	2.690961	4.519934	2.749026	4.738808	5.713561	0.705456	2.72529	11.792155	6.636686
"ENSMUSG00000026548"	5.147243	3.755385	7.649424	49.139809	62.693787	29.467724	1.028351	0.122816	0	0	0	0.087987	0	0
"ENSMUSG00000026553"	76.258995	28.807627	60.293983	39.687244	69.235474	43.359089	128.760452	56.607826	136.747849	52.690865	35.453636	16.300179	57.354492	50.1693
