"gene"	"Old.Inflammatory-Mac.D2_1"	"Old.Resolving-Mac.D2_3"	"Old.Inflammatory-Mac.D2_2"	"Old.Resolving-Mac.D2_2"	"Old.Inflammatory-Mac.D2_3"	"Old.Resolving-Mac.D2_1"	"Old.FAPs.D2_1"	"Old.FAPs.D2_2"	"Old.FAPs.D2_3"	"Old.MuSCs.D2_1"	"Old.MuSCs.D2_2"	"Old.ECs.D2_2"	"Old.Neutrophils.D2_2"	"Old.Neutrophils.D2_1"	"Old.Neutrophils.D2_3"	"Old.ECs.D2_1"
"ENSMUSG00000109858"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000111517"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000111590"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000111747"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000115423"	3.282349	8.534568	3.552615	3.522603	3.449853	3.214221	3.191997	7.19628	2.162644	0.978083	0.302501	4.502654	2.626107	0.411891	1.602708	3.121662
"ENSMUSG00000116563"	0.006171	0.008307	0.004698	0.010385	0.004358	0.004723	0.00255	0.004778	0.008318	0.004649	0.005161	0.006704	0.001491	0.004392	0.009651	0.005715
"ENSMUSG00000118415"	0	0	0	0	0.060801	0	0	0	0	0	0	0.250535	0.141654	0.069189	0.082872	0.108164
"ENSMUSG00000118431"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000118441"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000118465"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000118483"	0	0	0.175387	0	0	0	0.118897	0.242094	0	0	0	0.606605	0.694924	0	0	0.322475
"ENSMUSG00000118623"	0	0	0.319455	0	0	0	0	0	0	0	0.152301	0	0	0	0	0
"ENSMUSG00000000001"	36.663151	30.646999	21.731859	25.86211	34.811539	22.341974	21.870464	45.580181	44.203564	24.025698	22.85754	20.646675	23.281733	14.623126	10.867742	20.389742
"ENSMUSG00000000037"	0.051949	0.164119	0.111976	0.042124	0.014268	0.092035	0.923057	2.944062	2.351225	0.598711	1.381168	0	0.355287	0.023509	0	0.210407
"ENSMUSG00000000339"	8.308318	8.808524	7.601847	7.107853	8.280822	6.354918	7.534334	18.686457	17.922903	13.053323	8.90455	6.746208	11.609595	5.161564	4.566363	6.889616
"ENSMUSG00000000340"	3.82841	4.723227	2.418126	3.942147	2.504668	2.963487	2.770653	6.105199	6.006729	4.992625	4.788618	0.677543	2.393581	1.641556	1.247299	2.100438
"ENSMUSG00000000402"	0	0	0	0	0	0	0	0.524677	0	0.369779	0	0	0	0	0	0
"ENSMUSG00000000561"	7.897942	3.962278	4.070382	3.376754	5.928819	6.074158	7.093857	16.345629	14.260118	34.130768	15.671559	7.798505	6.883696	3.365305	2.757647	3.908585
"ENSMUSG00000000562"	0.931722	2.723072	4.585765	1.960189	2.778046	2.975936	0	0	0.59298	0.089952	0.060658	0	0.108125	0	0.102688	0
"ENSMUSG00000000794"	0	0	0	0	0	0	0.019568	0	0.074966	1.280413	9.820771	0	0.265002	0	0.232262	0
"ENSMUSG00000001016"	8.218054	7.608202	7.13691	9.223352	6.64194	5.55724	11.226296	25.512634	27.738894	24.502087	22.899963	14.735788	16.019156	8.475549	7.742272	12.155555
"ENSMUSG00000001020"	157.051239	64.785889	25.273035	107.03817	317.420319	88.440987	87.619637	169.194153	150.702835	29.414358	18.202648	5.115697	7.565447	3.216335	3.80258	3.506856
"ENSMUSG00000001021"	0	0	0	0	0.072807	0	0.312649	0.295524	1.283548	0.068542	0	0.130681	0.130767	0	0	0
"ENSMUSG00000001023"	0	0	0	0	0	0	0	0.994833	0	0	0	0	0	0	0	0
"ENSMUSG00000001052"	23.433977	27.74132	28.614084	28.792334	36.774609	28.492258	10.766625	21.750254	22.663853	18.883829	28.106201	24.355387	22.312592	16.623436	10.947042	25.207342
"ENSMUSG00000001416"	42.323021	25.0812	19.456821	21.061554	36.065994	19.537777	36.782665	80.86972	91.564613	78.050758	44.11945	27.831148	35.722858	14.406914	16.173014	28.148048
"ENSMUSG00000001418"	20.001987	24.798441	20.438339	16.535313	14.990824	16.94384	2.655382	5.900222	6.651187	3.364991	4.750646	6.103091	7.126095	5.717153	4.179109	7.347629
"ENSMUSG00000001419"	31.038441	38.442463	39.030899	42.150414	34.664719	55.384132	4.791339	14.908391	13.028805	23.88917	30.020691	22.861523	18.445833	16.489494	10.606947	21.696413
"ENSMUSG00000002227"	5.064134	15.115346	12.83275	11.024408	6.738322	12.831456	5.420447	12.428877	10.263994	4.021312	6.483489	11.808907	6.746568	11.480035	7.483013	13.401481
"ENSMUSG00000002233"	7.301607	6.06649	5.591388	3.425752	2.783723	4.150081	12.175086	26.140453	28.699184	15.263188	10.091437	41.179844	36.844898	17.779917	24.250593	32.648312
"ENSMUSG00000002428"	11.598327	16.051672	20.775263	14.994789	7.194663	13.128402	3.578101	8.358238	8.465621	4.216389	5.505366	9.862398	9.201694	7.159937	6.077952	10.85316
"ENSMUSG00000004035"	0	0	0	0	0	0	0.17535	0.593758	0	0	0.434706	0.716304	0.366964	0	0.347505	1.290902
"ENSMUSG00000004038"	0.258108	0.2156	0.280328	0.20871	0.453247	0.371349	0.205594	0.261549	0.521094	0	0.350335	0	0.323564	0.327578	0.124649	0.174838
"ENSMUSG00000004892"	0	0	0	0	0	0	0.061727	0.19781	0	0.665458	0.207395	1.316628	0.953025	1.41852	0.478427	0.912275
"ENSMUSG00000004894"	0	0	0	0	0	0	0	0	0	0	0	0.209985	0	0	0	0
"ENSMUSG00000004895"	9.534717	10.474787	9.043582	7.768987	7.765139	7.641418	4.224326	7.32124	8.508147	11.386863	10.083364	12.006014	8.324488	4.803969	5.052706	7.086922
"ENSMUSG00000004896"	2.568137	4.964696	4.082415	3.100412	2.640952	2.805864	2.212801	4.257085	3.905048	5.320474	7.313832	4.348763	5.082635	3.203203	2.671017	4.586515
"ENSMUSG00000004897"	13.290111	15.540755	14.767494	12.426664	15.877599	13.116627	21.666758	43.900951	50.09222	39.459591	28.071259	16.729345	17.996826	8.301345	8.753528	15.334209
"ENSMUSG00000005493"	0.182455	0	0	0	0	0.186802	0.425662	0.948198	0.932693	0.629111	1.035968	0.420939	0.649404	0.523459	0.191925	0.53547
"ENSMUSG00000005625"	19.699554	19.757492	17.110691	16.029732	18.352482	13.888791	11.647495	19.106499	25.490606	20.898619	21.122864	14.17881	14.362078	8.920468	9.145698	14.374125
"ENSMUSG00000005628"	0	1.278715	0.622515	0.368538	0	0.958263	0.257739	0	0	0.442674	4.876551	0	0.630603	1.011185	0.383698	0.616988
"ENSMUSG00000005640"	0	0	0	0	0	0	0	0	0	0.109604	0.291669	0	0	0	0	0
"ENSMUSG00000005687"	13.841232	14.261939	14.762087	10.243287	11.719557	8.437121	4.914942	11.901402	13.85303	12.323116	13.678101	15.855323	11.212314	8.099451	5.504242	6.583018
"ENSMUSG00000005774"	1.772023	4.726405	3.472391	4.606236	1.055641	6.497116	3.108821	3.194856	6.527383	4.16362	9.151267	4.616233	5.933833	2.912425	3.117157	3.67021
"ENSMUSG00000005779"	50.622902	47.260319	31.592434	40.375771	42.193199	38.706936	28.639551	52.889145	57.867207	38.421604	22.493809	22.922508	32.930271	17.73698	17.898546	22.309788
"ENSMUSG00000005813"	15.235218	9.00106	8.798024	7.664791	10.865781	7.513527	6.069244	12.07457	13.016848	14.583602	14.715165	10.900095	10.4445	5.180558	5.719175	10.789689
"ENSMUSG00000005994"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000007379"	1.727329	1.131449	1.577839	1.576988	1.324616	1.021883	0.563625	1.749173	0.868121	0.283734	0.365516	4.292494	2.596609	2.187452	1.544175	2.511595
"ENSMUSG00000007613"	42.522728	123.621193	125.883095	92.632362	28.712599	73.098587	7.850653	17.075741	14.133228	11.573277	18.486301	16.928091	13.61802	11.311742	8.489956	11.919397
"ENSMUSG00000008305"	6.123205	13.098704	16.280972	15.319076	8.722095	17.001333	4.628953	10.602072	9.537085	15.645175	18.962503	15.034692	13.733102	11.213066	5.261765	12.325178
"ENSMUSG00000008575"	0.019369	0.163942	0.383818	0.271787	0	0.294015	40.299862	91.481041	81.15728	30.126204	56.286964	98.72197	86.448669	69.875893	43.702446	97.198906
"ENSMUSG00000008601"	0.166216	0.182561	0	0	0	0.139647	0	0.361994	0.464244	0	1.729622	2.957307	0.832551	0	0.896744	0.948444
"ENSMUSG00000008604"	5.900559	7.973251	8.182575	5.824168	8.333281	6.628027	7.05015	13.106517	14.995224	16.426006	17.778111	8.04975	8.346199	3.785049	2.650212	4.784307
"ENSMUSG00000008730"	52.796741	51.591827	60.275326	49.199478	57.623329	49.384811	17.244463	36.086288	40.385082	41.766407	37.059769	70.308907	87.544266	52.450584	33.929062	74.860474
"ENSMUSG00000008763"	8.976467	9.539988	10.107378	8.70857	8.307969	8.622865	6.557378	16.162285	13.280195	8.126849	10.535676	10.013289	8.065519	6.344028	4.762865	9.182087
"ENSMUSG00000009108"	0	0.627673	0.683668	0	0.705252	0.523959	0.592081	1.163461	1.4561	0.97898	1.334486	1.764316	1.168414	1.608698	0.633678	0.625261
"ENSMUSG00000010136"	0	0	0	0.04567	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000010538"	1.661541	0.481041	1.284294	1.473036	0.636845	1.916396	0.617825	0.577213	0.970661	1.745172	0.75315	0.016724	0.775657	0	0	0.188439
"ENSMUSG00000011008"	9.056699	10.103186	8.160618	7.169228	4.146235	5.89621	3.401388	6.252635	8.458701	0.557237	1.40241	0	0.636336	0	0.118165	0
"ENSMUSG00000011463"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000012042"	0	0	0	0	0	0	0	0	0	0	0.301891	0	0	0	0	0
"ENSMUSG00000013707"	18.656147	43.398335	55.828556	35.433388	20.866011	38.870823	0	0.212237	0	0	0.343484	0	0	0.548588	0.883264	0
"ENSMUSG00000014599"	5.064028	3.308705	2.263085	3.355279	7.08276	3.555655	102.995659	225.857834	269.461426	32.67334	5.644003	15.210497	13.872375	14.441221	8.09776	13.905161
"ENSMUSG00000014601"	7.302547	4.662576	5.270375	5.388164	6.768529	4.4452	3.658145	9.178681	9.346879	6.184759	7.019723	9.185319	9.68433	5.536872	4.179075	8.841235
"ENSMUSG00000015247"	32.667465	32.569012	28.555107	23.023895	23.431395	22.369457	7.191995	13.424137	18.225756	9.729733	8.461535	26.695538	14.217985	11.223955	10.380858	22.256325
"ENSMUSG00000015405"	0	0	0	0	0	0	0	0	0	0.795941	0.217177	0	0.405147	0	0.039838	0
"ENSMUSG00000015522"	17.740744	21.908644	25.028503	22.29855	22.833618	21.487915	12.068873	22.712002	24.431297	18.214508	30.510517	22.427904	21.201988	13.236705	10.698041	24.166676
"ENSMUSG00000015702"	3.920733	2.890513	1.602247	1.66389	2.993197	2.267365	0.77496	1.129902	0.448462	1.226917	0.778277	0.676264	0.624118	0	0.507433	1.409232
"ENSMUSG00000015714"	69.679993	49.306725	40.105934	36.012417	63.954613	38.984406	13.71333	29.928587	33.930336	37.761921	29.346094	32.009396	28.599943	15.22628	16.664118	26.755346
"ENSMUSG00000015745"	71.574905	105.622314	61.86866	105.54493	89.640427	78.24588	1.062061	1.078521	0.397645	14.675652	6.996694	39.990273	28.025331	23.197868	13.866058	30.456387
"ENSMUSG00000015747"	6.372921	5.809187	4.197981	5.594335	5.529993	5.649899	2.170248	3.416287	2.697983	3.720223	3.493419	4.744444	5.378192	3.464105	3.185363	4.520064
"ENSMUSG00000015852"	62.976841	60.338181	100.748909	56.927666	19.084642	53.356781	0	0.163269	0	0	0	0.583876	0	0.18406	0.976075	0
"ENSMUSG00000015943"	3.098985	1.872477	2.6252	2.931337	3.286541	3.709666	3.741992	5.626731	6.991455	6.362232	2.106086	2.975363	2.829753	2.90801	0.489493	2.239108
"ENSMUSG00000015947"	59.461174	94.377762	68.054329	81.227646	84.263489	73.492134	0	0.455557	0	0	0.245905	1.388687	0.532447	0.591594	1.214613	0
"ENSMUSG00000019232"	0	0	0	0	0	0	0.015686	0	0	0.015014	0.015301	0	0	0	0	0
"ENSMUSG00000019338"	2.292635	3.463096	4.341859	3.600146	2.236899	3.509388	1.731758	3.156034	2.484114	3.7415	5.37331	2.957808	2.777216	2.044695	2.161574	3.440591
"ENSMUSG00000019710"	22.307545	23.183512	23.352493	27.00708	19.040401	26.51265	10.042284	18.771317	21.79567	27.040087	28.231808	21.861061	24.748432	14.482061	11.114264	24.151402
"ENSMUSG00000023057"	0	0	0	0	0	0	0.291756	0	0.221734	0	0	0	0	0	0	0
"ENSMUSG00000023087"	10.429586	5.476876	6.598018	9.726801	16.097139	7.301727	4.485874	8.829953	11.650147	7.622753	16.185783	11.069232	10.953435	11.040479	6.990164	9.995682
"ENSMUSG00000023151"	0	0	0	0	0	0	0.139654	0	0.152541	0	0.275787	0	0	0	0	0
"ENSMUSG00000023443"	0	0	0	0	0	0	0	0	0	0.05183	0	0	0	0	0	0
"ENSMUSG00000025128"	0	0	0.028048	0	0	0.062478	0.152529	0.447381	0.190963	0.600539	0.290495	0	0.025127	0.067866	0	0
"ENSMUSG00000025255"	0	0.132093	0	0.141305	0	0.110211	16.330307	31.084457	30.872313	13.509277	27.589201	0.351556	1.012855	0.234515	0.425801	0.237525
"ENSMUSG00000025257"	0	0.429192	0.485077	0.247923	0.171817	0.596895	0.241625	0.652152	0.681624	0.467664	0.631434	0.37559	1.015804	0.411486	0	1.316542
"ENSMUSG00000025260"	10.83899	10.094584	9.586082	8.121455	6.879515	8.025352	7.957992	17.733732	11.902098	9.475437	9.412066	7.788971	8.086311	4.581718	4.746535	7.042694
"ENSMUSG00000025261"	38.661449	34.513355	42.975674	37.809269	37.258595	41.954746	25.183203	55.92474	56.634869	53.355255	91.947762	63.62505	49.261784	38.82967	26.4671	50.923256
"ENSMUSG00000025262"	1.309726	1.021834	1.256106	0.751027	0.48012	0.954911	0.862971	1.742783	2.020274	2.920744	6.005594	3.37006	3.301413	1.978998	1.398477	4.34312
"ENSMUSG00000025264"	0.792929	2.483243	1.168816	1.22103	0.509087	1.204717	1.143718	3.457534	2.490029	2.866313	2.789899	1.052009	0.99242	0.570276	0.324362	0.632041
"ENSMUSG00000025266"	4.182253	2.301914	3.799129	3.440717	5.36632	2.575978	4.037982	9.237343	7.398475	10.605923	9.092758	4.89396	9.347346	3.874345	4.164876	4.548625
"ENSMUSG00000025268"	1.294541	2.300264	4.516583	2.371258	0.729331	2.112647	21.5903	44.190704	43.045036	9.407434	16.082291	6.295381	7.388835	1.80271	3.115172	3.593449
"ENSMUSG00000025269"	1.789506	3.061559	1.905931	1.360384	0.745924	2.03616	1.461472	3.861671	4.101547	6.405966	5.865556	4.433209	4.453408	2.649041	2.130562	5.526399
"ENSMUSG00000025270"	0.244633	0	0.351415	0.373	0	0	0.53273	0.906093	1.463714	0.56198	0.704895	0.881968	0.800088	1.228557	0.65939	2.141826
"ENSMUSG00000025271"	0.747396	1.547719	1.462595	0.889117	0.329874	0.320966	0.577939	2.030254	1.905606	2.750182	1.502611	2.4071	0.772336	0.595196	0.795689	0.986899
"ENSMUSG00000025272"	0.03544	0	0	0.1305	0	0	0.8147	1.578091	2.004927	1.898093	0.830481	0	0.306833	0.313546	0.257419	0.143884
"ENSMUSG00000025283"	160.413589	352.341309	392.299591	329.662018	167.449615	290.101166	20.907326	36.954693	44.861839	34.65081	23.861557	59.451458	50.430473	52.067127	36.665527	56.208012
"ENSMUSG00000025287"	11.831553	16.471857	13.895361	12.827632	11.306714	11.743068	9.385962	19.422153	20.027664	15.102139	10.895629	16.8915	21.512756	11.410463	7.386226	18.657337
"ENSMUSG00000025289"	20.004925	25.889664	18.842573	19.570255	8.342686	13.050767	24.754852	55.321049	44.193951	18.253241	19.079796	14.542359	18.158651	13.275652	10.68895	16.635529
"ENSMUSG00000025333"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000025742"	7.855477	11.092205	7.708213	5.192574	3.503752	7.13949	2.504056	5.637773	5.896609	5.018318	5.693692	7.418038	8.527158	4.587451	3.257481	6.56294
"ENSMUSG00000025757"	3.355313	4.318869	5.495752	3.832259	4.77477	4.174958	1.325041	3.563498	3.478571	6.532121	10.590043	2.776571	3.460556	2.930988	1.842085	2.396066
"ENSMUSG00000025758"	3.872613	4.503968	4.086574	4.33357	2.848042	3.533998	6.649518	18.279028	18.535913	13.854528	8.87	4.079113	4.436207	2.880517	3.673913	6.530956
"ENSMUSG00000025762"	7.19827	3.11911	5.464936	5.819025	6.500179	4.694255	2.168194	4.600469	5.94084	8.750196	10.454247	10.560472	10.890759	7.472879	4.178661	14.17619
"ENSMUSG00000025766"	1.769248	1.087196	1.558289	0.758527	0.32843	1.122487	0.737722	4.083061	1.526274	2.001987	1.107167	2.434553	0.759263	0.416216	0.817836	2.070295
"ENSMUSG00000027499"	0	0	0.12916	0	0	0.161974	2.39275	5.032516	4.935015	8.875604	24.684824	3.606525	5.259148	3.35812	2.352715	4.811965
"ENSMUSG00000027500"	0	0	0	0	0	0	0	0.388599	0.259058	0.124788	0.041887	18.187777	6.946016	7.897183	9.528187	10.325792
"ENSMUSG00000027506"	110.197411	142.494537	189.7146	135.469849	137.30394	156.758713	0.439714	0.184322	0.702151	3.656819	3.575816	3.481699	4.08568	3.385486	2.501919	1.830972
"ENSMUSG00000027508"	9.009599	6.881067	10.73223	12.159821	14.420561	11.974039	0.546663	1.044864	1.74517	4.378449	3.397287	0	0.755179	0.660417	0.173991	0.109786
"ENSMUSG00000027528"	0	0	0	0	0	0	0	0	0	0	0	1.142017	0	4.036882	1.845454	2.517036
"ENSMUSG00000027531"	10.094359	9.09617	7.945582	7.903816	10.758599	6.87039	3.450585	6.4201	7.524968	8.588561	5.69052	7.737133	10.197834	5.399761	2.940266	6.843095
"ENSMUSG00000027533"	577.812683	423.155914	228.516632	134.620193	171.120636	144.345322	5.485025	12.661163	7.740094	12.597404	10.720708	74.686859	55.615791	90.167625	37.132652	145.866455
"ENSMUSG00000027534"	6.280663	6.35856	5.132107	2.868736	2.851286	3.942167	0.518299	1.057385	1.566818	3.168045	3.402938	2.620909	2.460454	0.438001	1.153358	1.179156
"ENSMUSG00000027536"	2.050735	2.212649	2.04069	0.788439	0.660782	0.591226	0	0	0.283113	2.42968	2.435723	0	0.967932	0.435581	0.783139	0.547038
"ENSMUSG00000027552"	2.722017	2.945875	1.679461	2.813317	1.778111	2.74418	1.955148	4.934656	5.212532	6.534802	5.409715	5.501422	6.14236	2.27387	2.920812	2.487033
"ENSMUSG00000027559"	0	0.097548	0.333486	0	0	0.054915	0	0	0	1.727794	5.108037	0	0	0	0	0
"ENSMUSG00000027562"	0	0.150329	0.154623	0.052867	0	0	0	0	0	1.310565	1.500413	0	0.560699	0.572965	0.284344	0.148388
"ENSMUSG00000027599"	7.250197	6.139078	5.98275	5.655582	5.716904	5.57069	3.878574	9.162214	8.199394	9.857434	7.381557	6.855684	8.79143	4.047191	3.944951	7.802911
"ENSMUSG00000027601"	7.002265	6.530561	7.697225	6.732345	4.58363	8.138807	4.686022	9.210458	9.851876	11.788445	9.755392	9.768876	9.284018	4.321593	3.709514	7.283804
"ENSMUSG00000027615"	14.395105	25.349928	24.006107	33.799442	18.068342	23.465208	3.333564	6.954505	7.918719	5.748947	5.24242	10.388676	7.669971	5.663198	4.094622	8.737007
"ENSMUSG00000027663"	4.666655	3.163206	3.627138	2.524101	2.583213	2.670212	3.268301	6.825803	5.644471	4.664513	5.109024	5.744894	6.616245	3.318797	3.322281	3.492556
"ENSMUSG00000027665"	10.73991	10.828086	13.477597	10.609181	8.996335	10.593826	4.051893	7.99874	9.212317	12.007841	15.150866	12.242432	9.725336	8.107415	4.753138	10.252314
"ENSMUSG00000027667"	8.763291	9.122456	9.322225	10.776868	8.154214	7.110826	5.073174	11.348048	15.228962	18.074652	13.275173	14.329106	15.395626	10.933784	7.193089	12.067882
"ENSMUSG00000027668"	4.224714	6.610308	5.52277	5.686184	4.379592	6.575963	5.056499	10.960056	10.355786	13.152734	12.78165	15.224093	10.589446	14.267556	5.447792	18.538898
"ENSMUSG00000027671"	13.340638	9.451953	6.937397	9.086879	12.084051	8.463711	7.361427	10.815715	14.088209	21.365942	14.193162	15.639979	15.837848	8.522653	8.26971	13.764585
"ENSMUSG00000027673"	35.703941	37.294399	36.257175	32.2341	23.632648	26.944979	19.335905	36.870445	33.488613	33.329311	36.300346	26.519491	23.385862	14.672184	14.775946	19.85861
"ENSMUSG00000027674"	0	0	0	0	0	0	0	0.187313	0	1.914251	0.809946	0	0.168977	0	0	0
"ENSMUSG00000027677"	7.586936	7.748189	8.055135	12.109496	6.600523	10.692706	3.942513	8.874448	8.171943	7.134658	12.9714	14.739865	7.726463	9.453471	6.195072	13.456467
"ENSMUSG00000027680"	39.197556	48.290939	57.154404	47.708675	38.291767	44.146194	19.335499	42.397694	45.322891	62.554657	91.951263	45.126926	38.937878	23.262348	23.915115	39.777618
"ENSMUSG00000027695"	8.239608	12.658626	14.870355	14.884457	7.984641	10.158587	2.51971	4.057092	6.595538	7.894657	11.11065	10.173945	8.901108	5.049921	4.241529	10.357836
"ENSMUSG00000027698"	81.115631	63.882584	63.134888	47.977936	57.737804	54.773205	0.810911	1.383422	2.315085	3.138571	1.348557	2.405002	1.995419	0.94278	1.576628	1.899856
"ENSMUSG00000027702"	0	0	0	0	0	0.122453	0.11713	0.139829	0	0	0	0.967736	0.368139	0	0	0
"ENSMUSG00000027703"	0	0	0	0	0.046329	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000027706"	17.607513	20.029671	19.76922	17.830307	14.441239	16.469967	12.469415	30.642574	27.263016	13.749279	22.475935	19.76247	20.807425	13.624654	11.444363	18.858395
"ENSMUSG00000027708"	12.08458	18.41608	16.156586	14.71933	14.757274	12.333288	7.146955	12.989357	19.091311	13.767764	27.157658	8.320852	16.556303	13.251577	5.956125	15.971341
"ENSMUSG00000027710"	3.557251	2.852002	4.273825	2.553647	2.131922	1.898779	3.213494	4.489789	5.061316	3.816535	3.721709	4.410393	4.395943	2.395601	2.094496	4.511458
"ENSMUSG00000027712"	234.549026	174.70639	148.752731	139.202194	156.775955	122.760536	51.646523	110.746109	110.573891	73.384285	83.666191	66.044334	85.271889	43.938614	42.737843	76.854797
"ENSMUSG00000027713"	0	0	0	0	0	0.267558	0.91876	2.961895	2.156713	0.396332	0.640846	0	0	0.544025	0	1.045071
"ENSMUSG00000027714"	13.920209	13.149386	8.021397	11.194098	9.502162	6.3755	7.783205	13.795647	16.229769	19.215004	16.93367	9.555452	13.893366	5.057789	5.092423	9.543306
"ENSMUSG00000027715"	4.797161	14.747325	6.497084	6.880662	1.440705	3.002136	16.09453	43.597931	37.502941	33.091618	18.423239	7.213101	8.444714	6.817165	6.943028	13.698875
"ENSMUSG00000027720"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000027739"	6.155835	4.696858	7.557336	8.485168	9.072278	5.238345	3.460026	7.948344	13.134661	8.656201	8.518862	4.502639	11.185186	5.751861	4.785788	9.818963
"ENSMUSG00000027744"	0	0.622781	0.743607	0	0.133745	0.615796	0	0.440434	0	0.911985	0.157972	0	0.432406	0.798328	0	0
"ENSMUSG00000027746"	20.876734	15.384141	11.372656	8.809984	13.303596	8.571627	8.393698	17.341881	20.090864	9.855965	11.92872	8.44525	7.334181	6.216247	4.815914	6.934789
"ENSMUSG00000027748"	0	0	0	0	0	0	0	0	0.021499	0.585348	0.626902	0.077048	0	0	0.081398	0
"ENSMUSG00000027751"	20.215616	25.349878	27.617081	29.799471	17.148371	22.949259	10.460979	23.533936	24.876089	16.495827	35.651508	25.653822	25.421764	17.995338	12.460642	23.595972
"ENSMUSG00000027761"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000027762"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000027763"	175.533981	233.021317	267.528503	294.955292	205.407486	225.039093	45.205162	104.269043	99.801453	62.78965	76.387939	99.195	99.949905	107.54847	59.762466	90.268661
"ENSMUSG00000027765"	3.766968	3.586438	1.079237	3.963827	3.144943	2.293974	1.141275	2.588106	4.205417	2.309475	3.553054	0	0.125455	0.26898	0.071892	0
"ENSMUSG00000027770"	9.034696	11.278198	10.871405	10.345248	9.351982	9.119061	7.351091	13.51677	13.809636	12.771642	15.316691	11.574283	13.260681	7.655588	7.5641	12.002256
"ENSMUSG00000027777"	0	0	8e-06	2e-06	0	0	1.21359	6.340349	3.886955	14.60479	20.221443	34.940601	25.204432	17.754747	14.442259	32.115688
"ENSMUSG00000027782"	59.339142	50.454067	49.247059	54.417511	60.18708	51.078636	18.659101	39.968185	42.349537	28.291349	26.105646	27.817549	33.539894	19.667727	16.707926	28.829659
"ENSMUSG00000027784"	0.124863	0	0.517376	0	0.153612	0.351542	0.174806	0.287581	0.315341	4.866637	2.610024	1.083183	1.166549	1.270849	0.451562	0.958117
"ENSMUSG00000027787"	6.299207	6.030028	5.617864	7.272481	4.82953	5.999089	2.664647	6.257228	5.501267	8.565941	11.01989	7.221195	4.050985	2.707077	3.320124	6.128856
"ENSMUSG00000027790"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000027792"	0	0	0	0	0	0	0	0	0	2.997509	4.395739	0	0.181906	0	0	0
"ENSMUSG00000027794"	0	0	0	0	0	0	0.247101	0.156167	0	0.240273	0	0	0	0	0	0
"ENSMUSG00000027796"	0	0	0	0	0	0	0.941723	1.830033	1.683639	0.444238	0.222747	0.182569	0.203304	0	0.306978	0
"ENSMUSG00000027799"	0.000513	0.053772	0.053748	0.030675	0.023352	0.082827	3.5705	7.998916	5.977888	9.30649	16.883356	20.832333	12.482717	14.236079	9.293876	18.208639
"ENSMUSG00000027800"	0.030234	0.060031	0	0.061345	0.073531	0	13.829047	35.316494	35.544773	16.199268	7.409626	133.762848	145.545593	94.9505	75.385551	92.693405
"ENSMUSG00000027803"	0.181581	0.429455	0.415354	1.206085	0	0.586772	16.336594	39.406601	37.361008	23.006186	38.673561	102.64151	94.56543	67.129425	51.137897	95.085411
"ENSMUSG00000027804"	11.631517	9.550704	10.835907	10.37004	14.235114	10.841412	13.284098	29.636385	37.178673	42.650463	26.47752	13.678963	21.952574	8.911254	6.620205	13.098596
"ENSMUSG00000027805"	3.68283	10.830105	11.261835	4.790165	2.689858	3.482081	6.9547	13.033137	15.633863	6.000301	10.765627	5.154047	4.286904	4.759052	1.845516	6.122029
"ENSMUSG00000027806"	23.431314	29.89719	32.026142	38.485451	21.243855	29.678137	11.233765	20.196692	23.390448	16.767849	22.164274	22.406832	17.032446	14.320157	9.800567	15.494897
"ENSMUSG00000027808"	45.987629	74.355247	65.286674	85.263573	50.673862	72.999641	28.201735	56.070805	56.233807	19.87047	16.96974	13.089849	13.40005	7.441903	6.084217	9.977895
"ENSMUSG00000027811"	1.375741	0	0	1.188218	1.187797	1.127692	1.938089	4.883732	4.513952	4.039773	0	0.138471	1.231991	0	0	1.497349
"ENSMUSG00000027822"	9.050152	10.366269	9.750446	7.130939	7.08147	6.932559	4.831579	10.180201	10.219278	5.339691	5.934553	4.893349	5.199417	2.871087	2.662165	4.125021
"ENSMUSG00000027823"	5.811818	4.734497	5.760655	5.47009	5.213098	4.223921	4.367712	9.134036	9.299981	10.754799	10.41597	4.832187	5.782946	3.377546	2.152593	4.06896
