"gene"	"Old.Inflammatory-Mac.D2_1"	"Old.Resolving-Mac.D2_3"	"Old.Inflammatory-Mac.D2_2"	"Old.Resolving-Mac.D2_2"	"Old.Inflammatory-Mac.D2_3"	"Old.Resolving-Mac.D2_1"	"Old.FAPs.D2_1"	"Old.FAPs.D2_2"	"Old.FAPs.D2_3"	"Old.MuSCs.D2_1"	"Old.MuSCs.D2_2"	"Old.ECs.D2_2"	"Old.Neutrophils.D2_2"	"Old.Neutrophils.D2_1"	"Old.Neutrophils.D2_3"	"Old.ECs.D2_1"
"ENSMUSG00000027824"	0.031304	0	0	0	0	0	0.05141	0	0	0.206573	0	0	0	0	0	0
"ENSMUSG00000027827"	1.562372	1.404238	1.191682	1.218898	1.199407	1.636697	5.248511	10.796272	11.741396	10.683969	7.958247	0.905581	1.236555	1.2903	0.448757	2.15987
"ENSMUSG00000027828"	68.926399	67.857552	54.968948	56.027443	74.89756	51.628796	74.786385	165.90242	160.359665	57.350967	58.128387	44.32243	46.453236	26.406158	24.724791	41.694035
"ENSMUSG00000027829"	123.362144	139.385803	157.623444	189.314529	154.63092	186.880417	44.463913	95.873123	93.070641	99.459518	139.955933	86.864029	70.34687	61.602314	39.559677	76.137787
"ENSMUSG00000027831"	0	0	0	0	0	0	0.357365	0.989	0.199633	0	0	0	0	0	0	0.000759
"ENSMUSG00000027832"	0	0	0	0.123058	0.128983	0	82.911339	180.415375	195.312592	0.748162	0	0	1.758837	0	0.190649	0
"ENSMUSG00000027834"	0.201162	0.435391	0.339198	0.197696	0.367635	0.312852	0.239341	0.271242	0.254743	7.509442	3.455374	0.372192	4.960532	1.561781	0.493965	0.911236
"ENSMUSG00000027835"	26.092546	28.006802	27.920206	30.189554	26.501606	24.620285	8.124244	15.111072	16.681328	15.152698	20.383217	27.374403	23.666933	14.107729	13.007005	22.351654
"ENSMUSG00000027843"	8.084126	16.106953	17.508451	20.893719	17.122824	17.565472	0.53684	0.924484	1.162388	0.593505	0.564968	0.301906	0.080611	0.584484	0.618585	0.53241
"ENSMUSG00000027845"	4.24214	4.309679	4.229301	6.344199	5.690765	4.663204	1.379328	3.128987	4.224333	4.239098	2.389306	5.575858	3.106054	3.969823	1.887424	4.034563
"ENSMUSG00000027848"	16.784155	28.354542	22.0917	13.677709	6.488128	12.654734	34.90831	72.040558	61.628754	9.287195	10.818851	5.348865	5.738516	3.747425	2.945454	5.469555
"ENSMUSG00000027849"	0	0	0	0.005759	0	0	0	0.165362	0	1.01689	0.240226	0	0	0	0	0
"ENSMUSG00000027854"	4.926285	6.151846	5.36835	5.025308	4.93203	4.007705	2.137334	4.457026	3.520537	6.041204	7.008209	8.873662	7.369823	4.769308	4.855777	8.727984
"ENSMUSG00000027855"	0	0	0	0	0	0	0.027359	0.02575	0.0378	0.013914	0	0	0.043431	0.049128	0	0
"ENSMUSG00000027857"	0.105311	0.034882	0	0.064219	0.055605	0.379797	0.009793	0.12663	0	1.045359	0.443052	4.422151	4.145977	2.730361	2.698061	5.150182
"ENSMUSG00000027858"	0.182758	0	0	0.463495	0.310308	0.947982	0.178452	0	0.931355	6.253897	4.963905	22.41556	25.225889	17.562458	12.821744	28.622183
"ENSMUSG00000027859"	0	0.272629	0	0	0	0	2.404963	5.35548	3.214282	19.314711	5.114211	0	3.777127	0.742767	0	0
"ENSMUSG00000027863"	1.043098	0.403898	0	0.339623	0.605538	1.144991	0	0	0.067158	0	0	0	0	0	0	0.215879
"ENSMUSG00000027864"	2.784708	2.264809	1.064518	1.352055	1.495653	0.858371	10.187244	20.655008	22.879011	5.969567	33.861248	5.011137	3.55437	2.573858	2.685428	4.606742
"ENSMUSG00000027868"	0	0	0.326804	0.161543	0	0.374861	11.183297	26.015039	24.671171	3.805461	8.599095	0.769244	1.175522	0.320011	0.267874	0
"ENSMUSG00000027875"	0	0	0	0	0	0	0.382839	0.753096	0.682103	0.783154	0.317838	0	0	0	0	0
"ENSMUSG00000027876"	0	0	0	0	0	0	0	0.527422	0.725863	0	0.350682	0	0	0	0	0
"ENSMUSG00000027878"	30.185091	43.96703	51.205685	51.176071	48.130833	56.282597	9.989498	19.029802	20.644915	18.389648	40.614258	1.497561	2.32917	1.160288	1.602285	1.028693
"ENSMUSG00000027880"	0	0	0	0	0	0	0.239145	0	0	0	0	0	0	0	0	0
"ENSMUSG00000027882"	21.832817	41.007656	43.001678	40.877033	27.14304	38.552837	7.260959	14.379326	15.235381	14.025863	15.670965	16.696535	15.150851	10.206326	7.909338	12.338308
"ENSMUSG00000027886"	0	0.384083	0	1.846226	0	0.515215	0	2.047047	0.454187	0.499601	0	5.034925	2.175153	0	0.576301	1.898905
"ENSMUSG00000027887"	0	0	0	0	0	0	0.037603	0	0	0.271205	1.942684	0	0	0.055138	0.059057	0
"ENSMUSG00000027894"	0	0	0	0	0	0	0.038218	0	0.189501	5.757322	5.507204	0	0.413978	0	0	0.081942
"ENSMUSG00000027895"	0	0	0	0	0	0	0	0	0	0	0.058947	0	0	0	0.057466	0
"ENSMUSG00000027902"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000027905"	3.330475	4.712729	4.267907	3.349939	1.730443	3.436912	2.442489	5.639722	6.075783	8.722985	4.441398	4.028692	5.505115	2.725014	2.992234	4.416123
"ENSMUSG00000027907"	270.192047	111.711555	92.652374	137.665298	459.421082	119.540237	206.757034	485.810059	448.417725	173.703796	121.818108	179.689178	301.461792	85.653992	125.259575	185.497543
"ENSMUSG00000027919"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000027931"	0	0.125129	0.251951	0.392923	0.127576	0	1.098388	2.140243	2.685763	0.337186	0.43399	55.002922	38.166336	30.429615	21.980148	52.498932
"ENSMUSG00000027932"	0.315983	0.256703	0.747225	1.133597	0.534683	0.547192	1.762183	4.486176	3.265863	1.063063	1.315436	7.428872	3.561219	1.692521	1.327459	3.821615
"ENSMUSG00000027935"	1.1243	1.347937	3.177049	1.251725	0.753733	1.728608	2.760063	3.639691	3.002265	1.87071	3.294089	3.881316	6.886539	3.772664	2.301558	4.950992
"ENSMUSG00000027936"	13.490557	17.937885	19.133585	20.88703	11.649248	23.003864	5.459526	8.714101	15.663494	11.532045	24.213783	37.489285	21.098713	23.660252	12.611686	24.177097
"ENSMUSG00000027938"	0.324095	0.598759	0	0	0	0.821193	0.333244	1.089028	0.570019	0.269591	0	1.387034	0.306264	1.645082	1.020758	1.69337
"ENSMUSG00000027939"	3.776299	2.569876	3.101175	3.184705	3.535996	5.698072	1.74361	3.518826	4.804868	2.366236	3.42196	6.928883	5.038228	6.143288	2.560231	6.475653
"ENSMUSG00000027940"	229.170471	191.94342	194.362473	189.762756	228.079575	165.000671	58.322159	138.133118	133.985687	101.347786	69.988945	194.006256	194.924393	126.996674	109.676811	175.572586
"ENSMUSG00000027944"	18.208517	20.013884	16.292635	19.181799	17.621159	22.054293	6.787229	18.416798	13.169536	16.717619	14.493072	11.387957	12.276096	4.899186	4.632788	6.616215
"ENSMUSG00000027952"	1.576136	4.424953	2.353166	3.35475	2.582125	4.685961	1.206802	1.894413	3.237612	3.777917	2.035862	0.514205	2.023304	1.382909	1.035076	2.538177
"ENSMUSG00000027953"	8.06875	9.721587	7.70458	9.439138	6.147241	11.861362	12.796776	27.548925	23.110641	9.64597	11.287858	18.354456	24.354822	18.132393	9.775495	24.111729
"ENSMUSG00000027954"	0	0	0.315656	0.426177	0	0	0.569539	1.522527	1.028602	0.635606	1.395114	32.968079	22.719572	16.065832	11.715159	27.034372
"ENSMUSG00000027955"	5.45717	6.272181	3.10872	2.13567	2.253308	2.213768	6.821216	16.888815	15.182694	1.237141	3.476324	50.520042	41.763454	41.8284	23.907967	93.847397
"ENSMUSG00000027956"	3.62061	6.382062	5.212864	3.693586	1.206929	2.122715	0.272401	0	0.652977	0	0.304347	0.344459	0.674991	0.211817	0.476148	0.552751
"ENSMUSG00000027957"	13.707732	14.268972	13.459217	15.186759	14.138928	10.597909	4.613053	7.815194	10.707596	8.146152	8.654119	15.887073	18.862734	10.567232	9.741099	19.516588
"ENSMUSG00000027959"	5.752572	9.673907	9.037164	14.10132	6.140181	9.067539	2.192033	8.396576	7.627816	5.691234	4.919098	3.545826	4.820651	3.592797	2.790456	5.109869
"ENSMUSG00000027961"	0.914888	0.794537	1.483325	0.642496	0.522484	0.814719	0.315506	1.36418	0.646712	0.495939	2.554709	0.466547	0.570615	0.301557	0.407077	0.745791
"ENSMUSG00000027962"	0.941923	15.767479	12.983064	12.862814	1.09614	8.934873	23.194038	49.940578	48.104752	29.176025	91.207336	17.37347	3.918454	16.875546	14.4351	12.571362
"ENSMUSG00000027963"	4.946338	6.435961	4.268246	4.751385	4.267964	4.050353	5.025088	8.31091	9.002252	6.644081	5.174188	3.213957	3.104825	3.730913	1.688022	3.405657
"ENSMUSG00000027965"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000027967"	0	0	0	0	0	0	0	0.123072	0	0	0	0	0	0	0	0
"ENSMUSG00000027968"	11.568864	10.893057	7.844717	9.313658	8.248985	6.960207	6.932772	14.892623	16.842678	17.175777	12.589641	9.556192	8.680406	4.811921	4.548651	7.569656
"ENSMUSG00000027971"	0	0	0	0	0	0	0	0	0	0	0.247845	0	0	0	0	0
"ENSMUSG00000027977"	0	0.023166	0	0	0	0	0	0	0	2.197967	1.160832	0.08654	0.010377	0	0.041078	0
"ENSMUSG00000027978"	0.601044	0.323154	0.305509	0.605528	0.799065	0.45065	0.305427	0.453727	0.69899	0.933117	0.63917	1.234347	2.581691	1.349241	0.726364	1.736495
"ENSMUSG00000027984"	12.533828	11.454043	11.167241	7.448086	5.038366	7.004677	6.503932	16.458553	16.024963	12.615857	12.443735	7.647589	8.70208	5.915579	3.966224	8.672648
"ENSMUSG00000027995"	44.548054	70.424263	69.206749	91.142654	80.236107	80.310623	1.215705	0	2.791534	0	0	1.977595	1.348203	1.822387	2.065841	1.838136
"ENSMUSG00000027997"	5.856379	11.184356	8.803054	10.962986	10.464236	10.039605	2.255348	4.842179	7.035619	4.511178	5.75794	13.641143	3.518885	7.203112	2.230616	6.089997
"ENSMUSG00000027998"	11.248755	12.236201	9.279554	9.396823	9.19868	6.921746	6.868798	15.621212	13.723304	15.984424	12.321199	13.164736	12.452982	4.9109	5.134359	6.175175
"ENSMUSG00000027999"	1.279024	3.359103	1.298566	2.094833	1.281578	1.344651	1.412203	2.676195	4.205214	3.527132	3.299128	3.92887	2.539805	1.574096	1.661774	2.423463
"ENSMUSG00000028001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000028005"	0.057071	0	0	0	0	0	0.09396	0.813715	0.746421	34.048119	15.341397	2.494057	17.685585	2.756993	0.890016	2.954499
"ENSMUSG00000028007"	2.257009	2.58618	2.397144	2.437913	0.871304	1.063726	8.177403	19.009823	17.367861	5.972314	5.938429	7.681835	4.228275	2.896775	3.838736	3.577634
"ENSMUSG00000028012"	0.103077	0.128756	0	0.041472	0.137494	0.014774	0.371081	0.27594	0.284944	0.899394	1.514031	0.892051	0.715998	0.38406	0.167112	0.637738
"ENSMUSG00000028013"	4.818197	4.920635	5.041592	4.930524	4.475177	6.987249	4.800825	9.053241	11.628993	7.640876	9.954	5.320458	3.463976	4.586218	2.430937	3.049712
"ENSMUSG00000028017"	0.091119	0.050786	0.213469	0.121085	0.07188	0.115649	0.14899	0.480731	0.112921	0.126425	0.560732	0.021076	0.039397	0.123474	0.023196	0.089534
"ENSMUSG00000028031"	0	0	0	0	0	0	2.026398	6.723436	3.417329	0	0	0.323598	0	0	0	0.473284
"ENSMUSG00000028032"	5.473958	7.993227	6.24505	5.445399	5.677635	5.803473	5.365592	9.715483	9.423184	8.511565	6.878282	7.788817	6.429806	4.078451	2.127989	5.143374
"ENSMUSG00000028035"	7.073364	8.70447	7.105485	6.389894	5.632579	4.398293	11.499858	24.506096	25.112335	23.509579	38.515152	9.627515	12.60891	7.058516	4.342965	7.726256
"ENSMUSG00000028036"	0	0	0	0	0.147202	0	3.26913	6.347462	10.356324	0.469379	0.188041	0	0.287359	0	0	0.054506
"ENSMUSG00000028039"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.112787	0	0.45512
"ENSMUSG00000028041"	43.357239	29.637072	15.271651	26.159506	36.195744	19.757473	3.570689	9.859439	8.132065	3.400344	3.412395	71.516968	56.738373	41.248619	39.808598	71.671219
"ENSMUSG00000028042"	7.155591	9.022398	8.815808	9.412186	8.025192	9.89535	1.512697	2.506056	2.524098	2.291962	1.580763	3.474881	3.887499	1.294631	1.252206	2.346084
"ENSMUSG00000028044"	7.139362	13.134987	8.125707	6.909611	3.587451	5.707566	21.39986	41.698544	47.452793	37.08411	13.634743	13.098329	12.033643	8.347799	7.30984	8.677114
"ENSMUSG00000028047"	1.02701	1.541079	1.114882	0.655798	0.399672	2.334725	8.395127	18.149025	17.837036	4.757652	3.031064	1.840243	2.624131	1.024644	0.510277	1.444235
"ENSMUSG00000028049"	28.88838	26.50626	23.730103	20.348909	19.051418	27.554962	12.594539	27.410528	25.066525	15.110847	18.263	14.224473	17.374956	8.494685	7.45367	14.48826
"ENSMUSG00000028051"	0	0	0	0	0	0	0	0	0	0.017879	0	0	0	0	0	0.104531
"ENSMUSG00000028059"	22.932371	50.817364	45.824478	37.922428	25.565655	35.470718	7.006961	14.214583	18.06217	37.336403	116.167992	52.710861	43.839931	28.584986	27.87706	56.690647
"ENSMUSG00000028060"	24.981552	21.067263	25.814093	25.219923	22.903439	18.383211	8.72057	17.581663	15.586707	20.015579	27.486732	26.416433	25.985464	16.811081	15.068962	32.997295
"ENSMUSG00000028062"	12.085854	15.541201	12.198572	10.634156	9.659301	7.851186	5.00472	12.137857	7.457711	5.049788	4.292624	10.10521	4.953945	5.330459	2.613057	6.671992
"ENSMUSG00000028064"	9.848581	16.798288	17.614586	23.04937	18.439837	32.265205	6.595105	16.960836	21.807039	6.7174	8.924483	17.105793	10.168721	10.364839	4.43564	6.231447
"ENSMUSG00000028066"	11.224706	19.476431	12.907928	12.879075	5.578643	9.419614	8.424161	20.843506	19.432493	16.800472	7.258274	4.771454	4.367918	3.49969	2.92756	5.728221
"ENSMUSG00000028068"	1.687347	3.212547	1.559707	1.303839	0.591155	1.127094	2.348817	6.126467	5.499493	3.851638	4.176318	2.094568	1.539075	2.051863	1.709093	5.305019
"ENSMUSG00000028069"	2.671958	1.131162	1.479992	1.204287	1.723022	0.954815	3.140024	3.852764	6.45416	5.592581	2.970991	1.536119	4.149297	2.857963	1.057317	1.872877
"ENSMUSG00000028070"	10.793874	12.091862	9.231766	8.311994	6.896872	5.477663	5.851841	11.403508	14.337629	6.262444	7.710676	5.11178	6.946445	4.294116	2.478662	4.899765
"ENSMUSG00000028071"	0	0	0	0.168663	0	0.598203	0	0	0	0.179099	0.036871	0	0	0.596811	0.170375	0.338009
"ENSMUSG00000028076"	0.834467	0.308223	0.983099	0.899004	0.591027	0.857239	1.168169	2.270265	2.758813	0.344223	1.172051	2.827247	0.406152	0.563505	0.76691	3.882852
"ENSMUSG00000028078"	0	0	0.156169	0	0	0.128237	0.169029	0.412787	0.803475	1.594218	0.508107	2.258724	2.629126	1.536276	1.287319	1.888101
"ENSMUSG00000028081"	299.497803	329.041779	287.032562	362.695862	288.73587	286.961487	251.724091	483.989044	505.846313	338.28656	340.630829	205.171371	209.307266	112.184189	99.671394	159.139587
"ENSMUSG00000028082"	1.01377	1.061195	0.871152	0.724411	0.153369	0.702166	10.793347	19.473518	20.627789	9.083051	17.285107	5.67005	4.60437	5.007672	2.5969	6.52739
"ENSMUSG00000028085"	3.925441	4.073774	3.135941	2.614541	2.104051	2.176918	1.468584	2.133576	2.062798	2.531683	2.610712	0.838107	1.764906	1.104274	1.12949	1.731189
"ENSMUSG00000028086"	11.014354	8.870395	7.759868	7.007836	7.802215	7.050509	1.237041	2.670325	1.62961	2.900827	4.6445	6.678607	6.017521	4.305898	3.018876	6.048637
"ENSMUSG00000028088"	0.550183	2.732873	3.530842	2.532638	0.436827	2.696435	0.35513	0.694868	0.895215	1.499059	1.680054	2.890023	1.856985	2.469517	1.27081	3.343414
"ENSMUSG00000028089"	1.507279	3.263362	2.145907	2.103868	1.355608	2.278012	1.098682	2.355207	1.859754	3.26746	1.77846	3.229752	1.951564	1.461808	1.193099	2.049571
"ENSMUSG00000028093"	4.08713	5.367285	7.224688	7.996749	3.350801	4.681045	1.660009	1.791794	1.456248	5.381676	5.771751	3.217622	3.734727	4.067774	1.889965	1.131092
"ENSMUSG00000028096"	4.507371	5.244683	4.669538	3.636641	2.374758	3.512784	2.685887	4.134015	3.824152	4.498336	4.052297	2.262709	4.832696	2.401227	1.875799	2.905929
"ENSMUSG00000028099"	10.702678	15.329598	11.697032	12.747293	10.534605	15.611526	3.559198	7.798525	9.707777	8.630171	5.435483	10.785602	9.167432	4.409752	4.581601	9.84442
"ENSMUSG00000028100"	0	1.024969	1.457329	1.034122	0.814514	3.166024	0.371955	1.570171	0.692876	0	1.596332	1.697359	0.579315	0	0.79643	0
"ENSMUSG00000028101"	2.645705	4.288962	6.166391	3.656968	3.188007	4.455286	3.232154	9.584221	6.56689	5.367478	6.976801	5.033283	6.1073	3.076659	2.834666	7.177415
"ENSMUSG00000028102"	3.334266	3.250801	3.797698	4.587994	3.275374	2.827037	2.245432	3.291739	4.354453	3.032504	3.800189	6.601268	2.044723	2.785828	2.906812	5.285599
"ENSMUSG00000028104"	3.260413	5.163355	6.182516	4.54607	1.825156	3.943864	1.807186	4.220041	3.755463	3.183537	6.217704	5.503107	5.74864	3.525599	3.188888	6.774051
"ENSMUSG00000028106"	11.934007	16.341602	20.873737	17.124954	15.613598	14.519468	6.389729	13.683867	13.865057	15.326532	16.153349	20.219778	15.311406	11.627582	7.654549	17.224106
"ENSMUSG00000028107"	10.239874	10.757063	9.178269	10.025923	9.159481	9.825952	5.126891	9.516768	9.797802	11.119506	11.365271	15.183579	11.111118	9.220655	5.825906	12.861087
"ENSMUSG00000028109"	0	0.236797	0.560048	0.242662	0.16673	0.620627	0	0	0.068101	0	0	0	0	0	0	0
"ENSMUSG00000028115"	0	0.761851	0	0	0.28597	0.763256	0.396471	0.833644	1.688251	0.794161	1.10655	2.084497	1.469546	1.372898	0.646622	1.673935
"ENSMUSG00000028116"	0	0.005333	0.282173	0	0	0	0	0	0	0.371352	1.07549	0	0	0	0	0
"ENSMUSG00000028121"	29.830956	13.265182	13.118198	9.349977	14.236565	8.018781	0.659229	2.028024	1.189295	11.589787	20.863163	11.823316	8.492947	6.382685	3.894313	8.476389
"ENSMUSG00000028124"	5.470402	7.454926	5.086288	4.853122	3.893957	3.680919	5.066243	5.041595	6.977107	4.449534	3.273281	7.998846	6.473945	4.112345	4.435635	5.614854
"ENSMUSG00000028126"	15.61234	11.948984	10.947726	9.542126	12.792977	12.904054	5.909543	10.327929	11.770261	11.509758	17.426413	11.110912	7.545149	5.822718	4.161934	6.637183
"ENSMUSG00000028128"	0.677051	0	0	0.335577	0.622087	0	25.877436	47.558151	57.858788	2.261409	0.916164	1.029686	0.994287	0.126425	0.315299	0.45327
"ENSMUSG00000028132"	0	0	0	0	0	0	0.048686	0.53785	0.184742	0	0.350021	0	0.085592	0	0	0
"ENSMUSG00000028134"	12.441503	13.897789	17.009396	17.775478	18.660053	11.814702	7.328109	16.177549	16.153223	19.926825	40.090603	31.060759	17.096979	14.576069	10.379802	19.472937
"ENSMUSG00000028137"	0.974982	1.260166	0.800094	0.522567	1.374931	1.193143	0.260227	0.661051	0.957525	0.717769	1.112065	0.728706	0.263064	0.420999	0.377861	0.376791
"ENSMUSG00000028140"	7.740282	6.909424	7.423571	8.041745	5.830244	8.172583	3.165703	6.87301	7.593797	9.677669	8.802931	5.246115	7.996915	2.845229	2.550188	3.68342
"ENSMUSG00000028141"	0.775215	1.069463	0.141904	0.664998	0.250245	0.093761	0.309875	0.290721	0.811401	0.250803	0.11076	0	0.365848	0.397358	0.489903	0.339347
"ENSMUSG00000028145"	1.158815	1.742356	1.003719	0.850943	0.997262	0.296935	1.174814	2.973948	4.251297	1.909358	1.912475	2.766974	2.665309	0.856056	0.906652	1.723113
"ENSMUSG00000028148"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036067	0.545908
"ENSMUSG00000028149"	35.066898	48.411854	48.637447	44.622547	41.407616	33.452484	12.506701	31.180243	28.685814	19.707129	31.27594	31.391741	28.505026	16.686554	15.54333	37.599293
"ENSMUSG00000028150"	0	0	0	0	0	0	0	0	0	0	0.25061	0.573672	0	0.313527	0.129159	0
"ENSMUSG00000028152"	2.071473	3.317005	2.441309	4.018163	4.879294	1.991021	1.750755	4.679767	3.558933	2.243381	4.850921	5.331519	3.762032	4.971583	1.591072	9.626875
"ENSMUSG00000028158"	0.280412	0.860727	0.330269	0.793111	0.54859	0.964703	1.123546	3.882206	2.304145	1.34899	2.027307	0.570177	0.547059	0.83401	0.693256	0.704977
"ENSMUSG00000028159"	9.147466	16.723215	15.778633	19.811668	11.474958	21.539171	1.464062	4.69785	2.83156	1.411897	0.979302	2.352628	1.56093	1.542517	0.904857	0.850503
"ENSMUSG00000028161"	18.898693	23.443129	30.947117	26.612877	19.861736	23.027878	10.93607	26.104376	20.659649	11.095895	22.933331	42.329556	36.151348	26.083532	20.418804	37.629669
"ENSMUSG00000028163"	23.886328	32.897446	37.681705	43.967724	30.885742	41.059612	18.628752	40.949081	53.905033	27.042198	34.382568	25.539255	20.115288	15.482882	11.046072	20.276079
"ENSMUSG00000028164"	15.304717	19.512228	16.421373	14.057348	9.373659	14.407858	2.421389	6.183516	5.003827	2.116709	5.450542	7.61582	8.549677	6.606897	5.063287	6.566248
"ENSMUSG00000028172"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000028173"	22.191326	30.809793	28.22847	24.419151	17.619642	21.367796	11.200273	24.947123	22.343025	14.009111	27.096415	8.192267	5.308759	3.588628	5.006082	10.997902
"ENSMUSG00000028175"	0.780437	4.782304	0.823017	0.810588	0.186729	0.23027	2.924002	6.242917	5.142116	5.25469	6.64401	1.051582	1.310548	0.989883	1.502165	4.282932
"ENSMUSG00000028176"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000028180"	11.697068	10.938458	10.673591	12.708528	11.077358	11.433795	5.778943	11.784375	16.807539	14.79702	18.9986	10.633902	11.836762	6.535732	6.279428	12.483182
"ENSMUSG00000028182"	0	0	0	0	0	0	0.515568	1.559537	1.068166	0.188169	0.310153	0	0	0	0	0
"ENSMUSG00000028184"	5.779141	4.966822	4.955839	1.713823	2.811781	2.79011	3.996342	13.477056	10.081531	8.573057	9.251511	85.484436	64.632347	50.244671	43.228497	83.170479
"ENSMUSG00000028186"	0	0	0	0	0	0	0.096617	0.610251	0.829639	0.37076	0	0	0	0	0	0
"ENSMUSG00000028187"	19.806768	15.79513	16.181965	18.075296	16.84197	16.954781	8.352785	15.060307	18.856157	19.091915	18.13064	18.940418	18.603415	8.961707	8.70401	11.425325
"ENSMUSG00000028188"	2.590861	2.943452	8.880733	4.330889	1.947099	3.263928	1.61619	4.799516	2.701432	1.758231	5.788532	4.416877	2.549757	0.985244	1.686044	4.379823
"ENSMUSG00000028191"	20.048197	29.725857	29.411314	32.619263	27.385847	32.397449	7.788968	18.721132	17.200138	12.626279	15.137219	17.948	17.804371	12.761474	10.984622	13.154177
"ENSMUSG00000028195"	0	0	0	0.186644	0.265342	0.14444	50.618683	120.160278	123.300194	69.560043	43.17609	81.264549	99.385796	48.830833	33.805508	50.948204
"ENSMUSG00000028199"	1.079818	1.409395	1.76256	0.792285	0	0.405827	1.824241	3.381431	3.099715	1.28004	2.291995	2.744689	2.48302	0.880269	1.044347	1.217415
"ENSMUSG00000028207"	30.104532	41.283855	39.431026	45.070477	21.89752	44.845436	14.801356	35.092968	30.342443	19.543472	20.07794	4.249226	5.874422	5.539486	3.265613	5.166856
"ENSMUSG00000028211"	5.666155	17.375351	16.962704	14.127596	3.780606	15.70575	2.267879	5.567854	3.931908	6.347016	15.502784	11.866537	7.807238	7.262645	5.671624	8.295507
"ENSMUSG00000028212"	4.326886	4.469558	4.749793	2.745578	2.623564	3.217882	8.489745	15.370213	13.42304	22.160007	9.806844	8.444957	7.38242	6.618236	4.730245	8.678779
"ENSMUSG00000028214"	3.056429	1.568949	1.9065	1.533465	0.679171	2.294718	20.665659	44.357658	47.104488	15.107092	31.580004	16.157887	9.597607	9.263554	5.372762	9.295684
"ENSMUSG00000028217"	0	0	0	0	0	0	0.124847	0.52336	0.213532	0	0	0	0	0	0	0
"ENSMUSG00000028221"	19.531496	19.267071	15.526109	11.037164	11.780957	9.082962	8.324244	18.244673	16.919003	29.394012	21.997042	13.197513	11.373486	7.003726	6.029303	8.659112
"ENSMUSG00000028222"	0	0	0	0	0	0	0	0	0	0	0.081917	0	0	0.038734	0	0
"ENSMUSG00000028223"	3.655134	5.208155	4.022201	2.860099	2.23162	2.732328	3.495827	8.286061	8.423507	4.332218	5.429496	3.787933	7.27679	2.530757	2.04447	3.671913
"ENSMUSG00000028224"	6.61347	5.798068	6.373091	6.824747	4.738622	3.31105	4.480436	8.19211	8.645813	8.854838	5.937066	7.044488	8.283095	4.430144	4.520955	6.393377
"ENSMUSG00000028228"	28.376234	33.512745	36.186092	25.873356	23.388939	28.749905	8.444307	21.615046	20.459465	14.530117	19.152935	18.904638	20.933859	12.2961	8.796724	17.436501
