"gene"	"Old.Resolving-Mac.D7_3"	"Old.Resolving-Mac.D7_1"	"Old.Resolving-Mac.D7_2"	"Old.FAPs.D7_1"	"Old.FAPs.D7_2"	"Old.FAPs.D7_3"	"Old.MuSCs.D7_1"	"Old.MuSCs.D7_3"	"Old.MuSCs.D7_2"	"Old.ECs.D7_1"	"Old.ECs.D7_2"	"Old.ECs.D7_3"
"ENSMUSG00000022884"	32.311844	68.110489	63.597511	101.292641	87.495026	99.513924	84.102814	68.513924	27.510944	96.817131	109.012085	152.581451
"ENSMUSG00000022885"	4.807256	12.617514	14.503058	2.696394	2.318228	2.311486	11.029119	2.120425	0.626473	2.925294	3.369806	3.686457
"ENSMUSG00000022889"	2.264491	3.940696	6.886049	4.922668	4.922631	6.024395	3.675321	9.767956	2.291344	3.847461	5.442325	7.84026
"ENSMUSG00000022890"	15.823475	37.813267	53.93066	48.060257	37.975368	42.99432	33.29047	67.290955	18.88426	85.482155	92.450432	105.440674
"ENSMUSG00000022894"	0.020555	0.02333	0	42.331707	27.104815	30.166759	6.396992	6.384761	3.083492	2.105094	1.984132	3.587723
"ENSMUSG00000022895"	16.666233	47.724289	49.371391	9.593262	15.391995	8.542871	26.381477	8.29589	5.061723	162.496414	75.431564	122.740585
"ENSMUSG00000022897"	7.607212	18.660212	27.706522	14.048351	16.936184	14.479811	16.362455	21.216215	6.71066	12.084332	14.506944	21.093414
"ENSMUSG00000022899"	17.024685	36.26519	23.075914	0.349444	0.516653	0.633614	12.757387	1.020315	1.444065	23.030228	8.52241	5.194209
"ENSMUSG00000022901"	49.141541	106.731148	96.197479	0	0	0	0	3.662701	0	0	0	0
"ENSMUSG00000022902"	0	0	0	0	0	0	0	0	0	0	1.349407	6.203561
"ENSMUSG00000022905"	5.432878	11.640282	11.694106	12.345396	12.797308	12.786626	13.243959	14.453351	4.863133	10.101632	14.955055	20.419645
"ENSMUSG00000022906"	5.903384	14.95706	29.670677	16.112141	16.788	15.492431	10.985795	15.130752	4.580525	11.601186	11.284224	21.259741
"ENSMUSG00000022911"	2.538534	5.438671	5.160541	11.897216	16.796442	11.624086	6.611884	4.158176	1.944137	3.493895	8.042507	11.160479
"ENSMUSG00000022912"	9.032723	19.672047	15.639141	84.4505	82.222519	83.680252	16.528719	6.979808	2.917113	18.351826	29.102741	37.992214
"ENSMUSG00000022938"	0	0	0	0.122752	0	0	0	0	0	0	0.164752	0
"ENSMUSG00000022940"	4.274546	8.302058	12.000629	21.357462	27.13003	18.945463	9.876145	21.377407	10.49957	6.534511	7.416851	9.714311
"ENSMUSG00000022945"	1.036113	3.654968	4.540367	1.301147	1.080306	2.541405	0	5.231297	1.65566	0.664361	3.195974	3.770449
"ENSMUSG00000022949"	0	0	0	1.109638	0.75967	0.403605	0.329962	0.556332	0.375613	0	0	0
"ENSMUSG00000022952"	31.653723	76.00666	99.874222	64.240341	94.404556	64.253525	16.702784	105.300873	38.675354	0.156518	11.156753	13.219935
"ENSMUSG00000022957"	24.090736	47.335526	33.544422	50.2183	53.939827	62.590317	11.732339	11.089145	6.599557	5.572977	7.12411	8.66637
"ENSMUSG00000022960"	5.940468	12.617128	13.703732	7.957747	5.632286	9.775187	6.972003	7.206854	2.533437	7.760411	11.711733	13.698122
"ENSMUSG00000022961"	40.985359	93.495552	116.455078	83.110611	88.466545	84.20504	119.96373	70.166542	27.551323	78.029625	95.010857	117.935089
"ENSMUSG00000022965"	11.94052	32.947086	48.327396	13.127863	14.216245	9.268893	5.166228	5.878664	1.437727	2.509303	7.519886	9.926825
"ENSMUSG00000022969"	36.74873	105.404129	110.082092	13.394979	13.214773	5.933439	3.541046	9.228721	1.720749	22.058157	15.887341	23.531811
"ENSMUSG00000022971"	25.658068	67.474396	86.702347	37.802364	28.84667	28.797218	12.381886	10.198856	2.543685	22.042233	25.382387	32.176231
"ENSMUSG00000022972"	0	0.841349	1.665185	2.425907	2.470483	1.762988	1.524702	2.56851	0.620554	0.753088	3.219851	4.885601
"ENSMUSG00000022974"	17.0207	41.136078	40.522419	22.58654	23.537905	24.990799	19.829412	23.726669	9.617867	19.14172	27.697334	26.813908
"ENSMUSG00000022978"	2.354854	7.191741	10.100346	2.481415	2.159193	1.443327	2.031835	4.876334	1.214343	4.167334	4.376876	6.267776
"ENSMUSG00000022982"	19.077532	50.37394	77.97979	63.171478	51.910408	55.567703	22.727049	61.773788	15.886382	23.857571	49.56741	73.948181
"ENSMUSG00000022983"	5.358147	14.709455	16.991739	12.530526	13.811577	9.403877	12.532712	12.513387	5.440861	10.241781	13.988441	18.82686
"ENSMUSG00000022991"	0.224539	0	0.804903	0	0	0	0	0	0	0.532911	0	0.30251
"ENSMUSG00000022992"	2.90838	6.963913	9.502323	9.53267	14.919468	10.602805	6.171971	13.968597	6.345206	6.423099	9.583375	9.94049
"ENSMUSG00000022993"	0	0	0	2.570291	1.243192	0	1.847934	0.121097	0.352676	2.185964	0	1.586214
"ENSMUSG00000022999"	2.792331	6.770602	9.571862	13.383045	13.616146	9.976206	7.344738	6.678247	3.817738	8.97932	9.856627	15.699357
"ENSMUSG00000023000"	0.09784	0.265647	0.208135	1.464178	2.834502	1.969006	1.752598	0.598347	0.524353	0.005052	4.028257	2.759422
"ENSMUSG00000023004"	28.639704	88.652	135.429611	67.229103	62.665295	61.115231	51.74564	201.349915	43.603413	48.446739	173.431198	183.58429
"ENSMUSG00000023007"	0.542904	1.286118	1.016068	4.782922	5.076381	5.643869	5.184866	3.081501	1.370303	5.268092	6.467356	6.845591
"ENSMUSG00000023009"	0.857318	2.392221	4.025848	14.878901	13.450309	13.18584	9.483995	8.378518	3.953466	1.734519	7.416362	7.801245
"ENSMUSG00000023010"	28.809647	71.06057	102.310516	72.929054	74.990768	71.471916	28.092834	42.4772	14.696458	40.125893	48.246136	71.678627
"ENSMUSG00000023011"	0	0	0	1.131076	0	0	0	0	0	0	0	0
"ENSMUSG00000023013"	0	0	0	1.253345	0	0	0	0	0	0	0	0
"ENSMUSG00000023015"	1.909568	4.556121	8.744912	3.809253	2.582461	3.311364	0.441578	23.088892	5.38532	0.261055	8.322336	4.222364
"ENSMUSG00000023018"	1.172754	4.027059	5.636023	7.855638	9.436911	5.09431	6.464724	6.635992	1.733505	7.685709	10.928185	12.982441
"ENSMUSG00000023019"	0.173156	1.15298	0.925306	0.61784	1.075539	0.627788	0.296846	0.704454	0.328406	0	0	0.811188
"ENSMUSG00000023020"	1.643923	2.365076	4.011074	3.844986	4.589821	0	3.572882	2.170224	1.061522	4.045113	2.205499	4.241027
"ENSMUSG00000023025"	10.104955	32.179787	27.437147	29.937204	23.985048	26.450994	19.076437	34.712086	9.973106	15.231712	33.56036	39.469505
"ENSMUSG00000023026"	6.608962	19.474806	20.557531	8.537603	8.94319	6.986365	10.387219	4.011452	1.663505	11.248391	10.480202	15.251868
"ENSMUSG00000023027"	5.880534	22.629286	24.091976	21.745251	18.227705	18.772448	10.95915	15.887462	5.588238	8.623738	10.29456	15.989383
"ENSMUSG00000023030"	6.648875	16.897886	11.764309	9.389445	11.908909	9.607681	3.901003	5.241571	1.836981	1.653849	3.596422	4.769222
"ENSMUSG00000023031"	0.786425	1.661374	2.434896	0.209882	0	0	0	0.206821	0	0	0	0
"ENSMUSG00000023032"	0.064672	0.068473	0.138117	0.620438	0	0	24.898485	0.715131	0.244792	1.147859	1.00808	4.532468
"ENSMUSG00000023034"	48.621918	114.827682	151.320282	63.066936	91.340416	76.779076	168.07428	28.59676	4.923074	19.564001	45.03841	82.925392
"ENSMUSG00000023043"	0.128233	0	0	0	0	0	0	5.714571	1.026243	0	0.67144	0
"ENSMUSG00000023044"	2.366864	7.646358	5.672716	15.28115	9.337113	14.807055	4.25517	5.390408	2.657103	2.849432	4.459359	3.046763
"ENSMUSG00000023045"	0.096057	0	0	1.479993	1.589831	1.901153	0	0.157008	0.071779	0	0.480526	0.201254
"ENSMUSG00000023046"	0.023829	0	0.217605	56.881207	40.03001	34.119976	19.019932	0.925694	0.372716	0	0.944566	0.903947
"ENSMUSG00000023047"	0	0	0	0	0.430812	0.820185	0.159583	0.520592	0.1529	0	0.104534	0.33381
"ENSMUSG00000023048"	6.901254	16.946104	32.137955	18.867922	16.031509	11.03497	5.373923	6.700267	1.306033	25.352461	19.07449	28.366156
"ENSMUSG00000023051"	1.888235	4.476635	6.209254	6.469524	11.300361	12.29733	5.530185	3.866751	2.36555	7.364213	10.276279	10.786395
"ENSMUSG00000023055"	3.295102	9.11936	12.318966	16.366535	18.922615	16.049992	16.715553	10.706224	4.58608	9.817047	5.397329	7.658729
"ENSMUSG00000023083"	0	0	0	0	0	0	0	0	0	0	0	0.682938
"ENSMUSG00000023088"	4.313174	12.638335	11.448538	8.746802	12.412357	12.487423	5.352585	8.262557	3.365875	2.260304	7.632294	10.304748
"ENSMUSG00000023143"	2.339167	8.253332	8.30534	2.927836	3.223139	3.361878	1.759874	1.158285	0.289289	2.609977	4.591355	4.283095
"ENSMUSG00000023169"	11.021985	33.412109	46.749313	0.455431	0.021227	0.071742	2.303791	15.409224	6.083281	0	2.884375	0.456796
"ENSMUSG00000023176"	0	0	0	0.202106	0	0	0	0	0	0	0	0
"ENSMUSG00000023266"	0	0	0	3.641708	0	1.480025	0.252182	0.575011	0.310936	0.381752	0	0.796271
"ENSMUSG00000023460"	4.962678	13.383799	18.980146	24.177258	25.360678	19.753368	15.626212	12.581379	5.301914	17.776377	20.745535	26.462494
"ENSMUSG00000023484"	0	0	1.539627	0.358194	0.70439	0.411162	0.300511	0	0.05466	0	0	0.82569
"ENSMUSG00000023755"	0.102294	0.250609	0	3.078363	0.374344	1.509213	1.750864	0.767948	0.432761	1.301539	1.933289	1.555845
"ENSMUSG00000023791"	4.765041	11.824385	15.942692	13.306743	17.624931	14.448048	5.366618	8.98935	3.331221	7.032212	8.429384	9.54485
"ENSMUSG00000023800"	0.056304	0.198406	0.31604	6.328501	9.231127	6.910527	2.459564	14.647394	4.24666	0	1.604568	0.554364
"ENSMUSG00000023809"	0.437548	2.310195	1.610431	3.10376	2.577497	2.094091	2.74429	4.697573	1.707458	9.819205	8.620911	12.569998
"ENSMUSG00000023826"	0.597813	1.205715	2.645567	4.553538	3.673531	3.863456	2.105612	1.078809	0.589863	0.676837	0	0.76352
"ENSMUSG00000023829"	0	0	0	1.490383	1.968443	2.052006	0	0.12858	0.288785	0	0	0.163036
"ENSMUSG00000023830"	2.370313	13.840241	14.13241	80.990677	77.896622	85.600784	26.275434	29.026213	13.551456	17.833063	15.446012	23.31992
"ENSMUSG00000023861"	9.549242	34.214752	38.152752	14.868436	10.431074	15.839191	14.439653	12.786489	4.220119	5.641649	10.213242	14.395072
"ENSMUSG00000023868"	0	0	0	5.107162	4.132898	4.398051	8.406398	2.755449	2.086059	3.520628	4.102653	2.518955
"ENSMUSG00000023873"	0	0.199255	0.605851	1.34502	0	0	0.54646	0.384486	0.24387	0	0.535612	0.228025
"ENSMUSG00000023885"	0	0	0.254943	161.524551	228.39122	174.777054	8.779893	3.661743	1.182536	0.183405	2.014182	3.574459
"ENSMUSG00000023892"	1.493081	2.816064	4.989149	4.490073	5.144575	2.430687	3.191805	3.075687	0.868627	2.695189	3.479017	5.56944
"ENSMUSG00000023903"	0.421258	1.22512	1.693399	0.636748	2.287445	0	0	0.731518	0.682318	0.110097	0.546234	0.493813
"ENSMUSG00000023904"	5.287793	15.11175	22.492937	31.106052	45.308392	30.927458	20.622896	35.36657	11.535743	11.447388	8.417236	9.603672
"ENSMUSG00000023905"	3.262882	9.801753	10.40264	9.303738	12.842731	9.529463	8.758186	26.66363	8.577737	3.060318	14.019765	16.088642
"ENSMUSG00000023906"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000023909"	0.550008	0.953935	1.486852	3.131601	3.223273	3.453	3.419354	1.205819	0.599804	4.980505	6.133714	5.943113
"ENSMUSG00000023911"	0	0	0	0.883606	0.430247	1.427908	0.62598	0.497943	0.068372	0.380872	0.473489	0
"ENSMUSG00000023912"	0.208587	0.619214	0.711219	3.370592	3.305416	3.663055	4.073782	2.238165	1.102005	3.033198	1.511333	1.428147
"ENSMUSG00000023915"	9.489184	22.879213	35.288982	1.126424	2.182202	0.979463	63.752991	5.849318	2.165207	24.460144	9.785435	24.719913
"ENSMUSG00000023918"	0	0	0	0	0	0	0.290603	0	0.085092	0	0	0
"ENSMUSG00000023919"	0.155678	1.786279	3.585582	0.305535	1.36933	0.9853	0.805988	6.985742	1.187102	0.596719	2.30129	2.165092
"ENSMUSG00000023921"	1.580267	3.968418	4.35354	5.439317	5.254048	4.597698	7.384967	5.413282	1.914259	4.79563	5.613077	5.609385
"ENSMUSG00000023926"	0	0	0	0	0.280115	0	0.066267	0	0.040987	0	0.125367	0
"ENSMUSG00000023930"	0	0	0	0	0	0	0	0	0	0	0.189504	0
"ENSMUSG00000023931"	0.053845	0	0	6.310243	4.142497	4.609044	1.11156	0.432732	0.304715	0	0	0.368412
"ENSMUSG00000023932"	6.941185	21.255468	21.62948	15.100539	12.495033	13.73288	10.848656	17.876459	6.189563	9.76406	16.50827	21.426239
"ENSMUSG00000023935"	0	0	0	1.227856	0.68963	1.131528	1.075057	0.356229	0.272651	0.126055	1.556072	0
"ENSMUSG00000023939"	0	4.229167	3.363051	2.21106	1.960207	2.764603	0.930397	1.47735	0.740157	1.345245	1.416359	2.348597
"ENSMUSG00000023940"	0.395801	0.745279	1.712523	1.640364	1.421607	1.448897	0.615474	3.620762	1.213097	0.604971	2.954234	2.015195
"ENSMUSG00000023944"	68.529587	185.809601	222.782852	211.744171	229.818497	199.311996	132.868164	431.841827	130.58223	114.452095	366.30545	365.907196
"ENSMUSG00000023947"	15.889761	38.641895	38.062195	6.616605	7.987907	5.184998	6.031004	3.748482	2.012295	4.732648	5.380322	6.444643
"ENSMUSG00000023951"	2.588794	13.745083	9.924199	19.068989	17.954834	17.034689	10.086982	8.135527	2.172016	2.265603	6.298876	6.374886
"ENSMUSG00000023953"	1.253876	2.496447	3.099738	4.521369	5.674726	5.194323	2.329674	3.786736	1.547638	3.280429	4.475187	5.307162
"ENSMUSG00000023960"	0	0.265362	0.546483	19.907471	17.490665	18.081884	10.02047	3.335008	1.061611	7.440075	5.670988	8.834784
"ENSMUSG00000023961"	2.328446	3.589022	4.207218	5.599211	5.428209	5.924439	3.241765	4.067286	0.930635	13.184907	11.761944	20.736267
"ENSMUSG00000023965"	3.584944	11.539121	9.537745	17.327732	17.85812	14.15013	13.460086	7.263871	3.477374	12.463261	10.429525	12.743907
"ENSMUSG00000023967"	3.715878	14.034066	9.640635	12.351238	12.585098	11.255334	9.013161	11.727172	4.375145	5.192042	11.466686	15.59199
"ENSMUSG00000023968"	0	0	0	0.514334	0	0	0	0	0	0	0.048768	0
"ENSMUSG00000023971"	1.551352	3.8091	7.648544	5.839652	8.841996	5.534908	2.996616	3.619346	2.293776	2.100482	4.547991	7.20957
"ENSMUSG00000023973"	5.4746	14.200052	15.044272	9.755329	8.384601	9.978809	3.71373	3.116083	1.231035	3.088006	5.142846	6.061388
"ENSMUSG00000023978"	0	0	0	0.412591	0.131131	0.096653	0.110861	0	0.133556	0	0	0
"ENSMUSG00000023979"	0	0	0.570455	0.281261	0.803032	0	0.684831	0.398472	0	0	0	0.518575
"ENSMUSG00000023982"	0.674842	1.780955	2.858524	0	0	0	0	0	0	0	0	0
"ENSMUSG00000023984"	0.225215	2.742182	1.224009	3.485119	1.901073	3.36063	0.887258	1.687196	0.81826	1.841091	2.369249	4.724954
"ENSMUSG00000023987"	0	0.21797	0	0.481503	0	0	0	0	0.08093	0	0	0
"ENSMUSG00000023988"	0.463957	1.668352	3.765364	5.216318	4.479558	2.544948	2.393137	4.121956	1.546635	1.8737	6.652385	5.353724
"ENSMUSG00000023991"	0.65228	3.02445	3.198415	10.833616	13.780588	13.341081	8.372468	6.364785	3.472476	0.234886	2.456798	1.944234
"ENSMUSG00000023992"	34.024494	129.814789	119.279243	0	0	0	0	3.153289	0	0	0	0
"ENSMUSG00000023993"	0	0	0.657606	0	0	0	0	0	0	0	0.132898	0
"ENSMUSG00000023995"	0	0	0	0	0	0	0	0	0.006567	0	0	0
"ENSMUSG00000023999"	0	0	0	0.422288	0	1.625306	0.146241	0	0.135779	0	0	0
"ENSMUSG00000024011"	0	0.137983	0	71.59272	33.068863	34.542198	0.034871	0	0.355469	0.785339	0.718814	1.49864
"ENSMUSG00000024012"	4.992786	13.290009	16.022091	80.463234	77.105209	78.10466	12.857095	27.939867	15.112768	16.17457	25.626793	40.411156
"ENSMUSG00000024013"	12.609484	26.788563	40.61293	0.313864	0	0.258999	0.101843	1.513407	0	0	0	0
"ENSMUSG00000024014"	20.175692	58.752548	57.027382	10.390221	18.48324	13.251948	3.6983	6.929519	2.463097	6.686055	4.4848	9.45054
"ENSMUSG00000024018"	0.695385	4.710823	5.823342	6.814415	5.768738	4.342582	1.398854	0.98304	1.126465	2.594146	1.954838	4.928039
"ENSMUSG00000024019"	4.080169	9.490184	9.724045	12.946349	10.04671	6.319373	4.383875	5.333743	3.226108	7.030324	4.28787	9.107825
"ENSMUSG00000024028"	0	0	3.06953	0.136773	0	0	0	0	0	0	0	0.741133
"ENSMUSG00000024029"	0.139074	1.010574	1.080151	0.992626	0.352017	0	0.650204	0	0	0	0	0
"ENSMUSG00000024030"	16.399868	49.84787	72.851761	6.642007	7.293026	7.590569	3.803564	5.691047	1.501464	3.752868	8.250087	9.686502
"ENSMUSG00000024034"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000024038"	5.967607	21.425323	30.041107	16.544664	20.463936	13.950253	12.091852	12.239319	4.026223	5.46183	14.442632	9.272109
"ENSMUSG00000024039"	0.22493	0	0.533917	1.451424	1.80082	1.021739	0.762308	0.394844	0.343248	0	1.134333	0.687766
"ENSMUSG00000024044"	0.884891	3.655922	4.068598	28.178516	27.833244	28.32457	6.529558	6.272266	2.003363	0.034778	0.932463	1.559209
"ENSMUSG00000024045"	6.365683	16.281967	19.929506	18.55093	14.240271	14.861498	22.334982	15.42633	6.814947	20.875895	22.138718	23.906816
"ENSMUSG00000024048"	11.278086	30.430201	35.013401	40.439205	33.691296	30.675976	26.561163	82.416214	40.883652	31.127346	56.104965	80.317947
"ENSMUSG00000024050"	1.793645	5.208683	4.533454	6.361206	6.560004	6.273689	7.350197	5.880452	2.539028	4.619589	5.623353	9.011956
"ENSMUSG00000024054"	11.413776	22.739138	37.634689	20.385679	19.536304	20.806265	17.090122	22.349392	6.948957	18.864542	24.225859	33.015511
"ENSMUSG00000024055"	4.456173	7.694858	11.103394	4.0243	5.03658	6.304615	9.088107	1.911954	1.173567	3.87292	3.209765	3.575354
"ENSMUSG00000024056"	0.939413	1.931696	4.777774	1.001454	1.417996	0.74081	0.345448	8.519684	2.384468	0.131778	4.33406	2.091205
"ENSMUSG00000024059"	0	0	0	10.302055	4.591488	3.983141	0.937895	0.030184	0.152516	0	0	0
"ENSMUSG00000024063"	6.615611	17.288191	16.423801	12.447026	16.832687	15.85424	51.961117	14.315722	5.344523	3.034023	8.884647	8.733604
"ENSMUSG00000024064"	0	0	0	0	0	0	0.100637	0	0	0	0	0
"ENSMUSG00000024065"	0	0	0.103231	0.36965	1.005748	0.533162	8.174181	0.909828	0.531208	1.659395	5.488044	5.979493
"ENSMUSG00000024066"	13.145938	27.879927	40.677109	30.895657	33.000301	25.93856	2.225938	3.420449	0.165568	103.608261	13.615696	48.441345
"ENSMUSG00000024068"	4.406541	10.367526	14.378301	16.065178	14.62824	17.822649	6.002173	7.848582	3.138436	5.380697	9.127382	11.986079
"ENSMUSG00000024069"	1.454271	3.732438	5.081979	7.878694	5.463513	6.058719	4.100614	4.966818	2.0771	1.979422	5.603403	4.594718
"ENSMUSG00000024070"	4.422706	10.126392	12.060186	25.244741	25.472921	18.214685	10.841759	11.561526	4.4776	20.089592	19.802319	23.500517
"ENSMUSG00000024072"	5.421846	14.021073	17.357981	22.989534	18.113398	18.504969	11.354567	12.764609	3.756339	7.634971	10.856038	13.732491
"ENSMUSG00000024073"	15.744551	36.153797	37.188805	46.010742	43.667816	52.00288	37.082897	37.872684	15.515084	32.888683	41.06831	52.13694
"ENSMUSG00000024076"	0	0.019719	0	4.912513	5.909788	1.964955	4.293818	0.190837	0.053639	0.149482	0.199961	0
"ENSMUSG00000024077"	3.368448	8.627146	9.634997	11.104612	12.227282	10.096889	6.035574	5.577464	2.101903	6.582601	7.925052	9.478855
"ENSMUSG00000024078"	0.60788	1.909678	2.749888	3.382523	2.395109	2.47106	1.936504	4.582685	1.595777	0.893032	3.584345	5.576738
"ENSMUSG00000024081"	4.235439	8.683339	13.763474	15.347164	11.734361	12.437969	7.361145	10.414929	4.261807	6.927231	15.277267	18.370207
"ENSMUSG00000024082"	2.087063	3.567997	3.927576	9.373599	7.053274	7.764948	4.234974	3.47649	1.442359	2.882517	6.414627	6.614594
"ENSMUSG00000024084"	0.575365	3.675984	7.508812	10.285068	7.462146	5.029058	0.321438	1.026403	0.048494	0	0	0.281348
"ENSMUSG00000024087"	0	0	0	48.834278	47.129604	53.943329	0.446084	0	0	0	0.94044	1.529648
"ENSMUSG00000024091"	12.752502	30.38814	40.041855	28.330616	26.912857	27.024445	18.18972	35.123932	13.058747	11.090844	23.144428	28.259251
"ENSMUSG00000024095"	25.097811	71.55368	61.449848	25.437294	24.090765	23.475872	20.217073	30.674398	9.156773	15.138318	26.355516	28.155865
"ENSMUSG00000024096"	5.155434	11.688528	15.079407	19.821947	16.349335	15.515018	8.643162	11.590077	3.715137	14.176827	16.20615	19.190481
"ENSMUSG00000024098"	0.898531	4.054402	4.281343	41.105877	40.015396	33.92083	24.351088	12.765851	6.04092	6.416658	8.229703	12.50786
"ENSMUSG00000024101"	1.457804	8.027674	14.062527	5.834916	7.345225	6.30407	4.877384	3.977056	1.198503	4.768066	2.411069	3.738998
"ENSMUSG00000024105"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000024112"	0	0	0	0.208851	0.13384	0	25.186991	0.843691	0.359368	0.669359	0.485991	2.420911
"ENSMUSG00000024114"	0	0	0	0	0	0.138902	0	0	0	0	0	0.180396
"ENSMUSG00000024116"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000024121"	76.004486	220.915268	300.301117	37.24165	38.67794	38.64782	28.326141	32.560505	9.144214	15.271668	33.961327	42.408432
"ENSMUSG00000024122"	7.350176	19.389818	32.029972	14.652392	15.79192	18.864428	9.819246	9.507012	3.237797	7.848712	11.611601	14.447916
"ENSMUSG00000024124"	0.323973	1.373129	0	0.166283	0	0	0	0	0	0	0	0
"ENSMUSG00000024132"	1.184137	3.596043	2.306286	7.807903	4.893968	3.302988	5.035612	7.795049	2.547894	4.764405	6.103486	8.750904
"ENSMUSG00000024137"	1.388153	2.80299	4.666959	4.440912	2.666556	4.09757	4.091243	2.685318	1.260393	3.143098	3.492087	5.336174
"ENSMUSG00000024142"	1.009336	2.847443	2.518141	3.955657	2.997583	3.170627	1.363079	2.745514	1.020797	4.263637	7.979373	6.000731
"ENSMUSG00000024155"	0	0	0	0.704168	0	0	1.295827	0	0.252578	0	0.139359	0.193399
"ENSMUSG00000024158"	3.107145	6.777277	9.249219	3.052335	7.608373	5.184906	3.745895	3.393072	1.374429	3.156637	2.766534	3.703257
"ENSMUSG00000024160"	0.98221	2.220592	2.279371	2.790769	4.09959	4.817523	1.145462	3.115233	1.392935	2.516846	1.584965	1.3511
"ENSMUSG00000024163"	5.359377	12.251324	16.822441	21.883959	24.627104	22.702196	25.888649	17.719965	7.657839	19.657465	18.51918	23.276762
"ENSMUSG00000024165"	2.734856	5.388771	7.301079	9.346872	8.95203	8.484588	0.317032	12.628869	3.58374	2.269362	11.63979	12.46517
"ENSMUSG00000024168"	0.20028	0.669741	0.50092	11.48275	11.998476	12.24907	5.303587	1.181492	0.414871	40.340111	12.228171	26.711966
"ENSMUSG00000024173"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000024174"	7.518694	14.979785	22.502668	4.279173	4.662176	4.064423	4.766967	5.475783	1.713629	6.110407	4.09828	6.685769
"ENSMUSG00000024176"	0	0	0	1.769056	1.43459	1.210539	3.047121	3.055646	2.817666	0	0	0.544436
"ENSMUSG00000024177"	0.728519	1.184822	1.972197	1.917643	2.203166	0	0	3.076666	1.029171	0	0.169931	0
"ENSMUSG00000024180"	2.61748	5.635368	8.425857	0	0	0	0.205986	0.636414	0.052369	0	0	0.516683
"ENSMUSG00000024181"	4.699001	10.140842	11.225638	9.098647	5.531761	5.503684	4.608867	13.24586	2.710178	4.225171	10.152866	7.513006
"ENSMUSG00000024182"	2.654109	6.138665	6.371104	7.111259	5.893992	7.852886	4.531408	4.045599	2.105203	2.879688	3.951132	5.502694
"ENSMUSG00000024184"	0	0.307957	0	0.879191	0	0	0.459409	0.412904	0.41763	0.433075	0.090181	0.896907
"ENSMUSG00000024186"	0.069703	0.734537	1.347743	1.034443	1.501051	2.207666	0.407452	0	0.211749	0	0	0
"ENSMUSG00000024187"	9.663503	28.116762	37.547226	18.255655	21.713743	21.76755	7.016572	8.304409	2.946921	2.155772	5.023752	3.664356
"ENSMUSG00000024193"	0.932066	1.640777	2.140775	2.082089	2.596593	2.096963	3.875357	2.025736	0.284694	3.424688	1.765257	2.746283
