"gene"	"Young.Resolving-Mac.D7_2"	"Young.Resolving-Mac.D7_1"	"Young.Resolving-Mac.D7_3"	"Young.FAPs.D7_1"	"Young.FAPs.D7_2"	"Young.FAPs.D7_3"	"Young.MuSCs.D7_3"	"Young.MuSCs.D7_1"	"Young.MuSCs.D7_2"	"Young.ECs.D7_2"	"Young.ECs.D7_1"	"Young.ECs.D7_3"
"ENSMUSG00000035666"	3.382418	3.136473	1.114291	5.113044	6.74008	5.384537	4.010558	8.080948	4.793222	2.163059	1.011778	2.280363
"ENSMUSG00000035772"	6.783496	4.632361	1.693556	5.298452	5.59289	4.288517	4.147349	4.199555	4.651468	2.495093	1.211528	0
"ENSMUSG00000035778"	24.599817	18.006306	9.895582	4.665165	4.909153	5.927563	10.762829	10.867127	6.685745	7.23016	16.549431	43.45187
"ENSMUSG00000035875"	0	0	0.166211	0.109221	0	0	0	0	0.067188	0	0.331144	1.516898
"ENSMUSG00000036040"	0	0	0	2.175221	0.706398	1.595886	0	0.228626	0.336978	0	0	0
"ENSMUSG00000036067"	6.588281	4.498682	1.101496	1.663229	0.769594	2.167882	0.49846	0.705202	0.872263	47.449615	0	0.264795
"ENSMUSG00000036086"	7.16462	7.62832	1.893599	1.474808	1.536935	1.495649	3.958299	3.901298	3.068142	5.046014	0.097846	1.512715
"ENSMUSG00000036093"	21.101633	11.202854	11.11968	27.069311	34.105778	37.613216	19.156279	20.78957	13.470963	9.293356	5.924793	11.608974
"ENSMUSG00000036155"	30.036175	21.309093	10.255565	4.736346	5.454444	6.718164	6.966032	4.917978	5.654294	27.352665	2.128405	7.199462
"ENSMUSG00000036160"	2.589909	1.561448	1.039927	3.281865	2.75735	4.639774	2.915595	6.312357	3.088284	1.501956	2.810915	2.363802
"ENSMUSG00000036186"	0.627322	0.470333	0.182642	8.638502	5.54751	9.29797	4.109254	2.654431	1.962959	0.570835	0.544487	5.78175
"ENSMUSG00000036202"	6.255145	6.168706	3.427991	9.47239	7.664861	9.982403	16.098412	19.584696	9.903201	6.9142	7.639032	9.237255
"ENSMUSG00000036206"	2.214235	0.902845	0.907874	4.984892	3.706799	4.982038	2.210354	3.081261	1.322484	0.109733	5.184717	13.373872
"ENSMUSG00000036249"	10.248621	7.331451	2.826334	9.123907	8.502955	7.948959	1.27431	2.725008	1.612837	8.647295	1.802556	4.921865
"ENSMUSG00000036251"	0	0	0	0	0	0	0	0	0	0	0	0.102481
"ENSMUSG00000036281"	5.233886	2.785444	2.393619	13.331689	11.468163	14.079685	9.862852	12.658887	6.873216	5.008669	2.373146	11.44418
"ENSMUSG00000036327"	1.256371	1.608187	0.592127	4.434229	4.146127	3.904648	3.978452	3.874887	2.506199	1.153829	1.749379	1.884449
"ENSMUSG00000036352"	5.78391	3.377643	1.350773	5.950673	7.678474	7.609882	12.003139	12.194766	9.836452	1.952335	3.310262	9.169503
"ENSMUSG00000036500"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000036574"	0	0.177016	0.049642	0	0.231602	0.050065	0.002817	0.078688	0	0.203274	0.014033	0.05594
"ENSMUSG00000036587"	0.803719	0.391959	0.162318	0	1.551745	1.558946	0	0	0	0	0	0.61111
"ENSMUSG00000036617"	1.047284	1.015944	1.227985	9.668963	9.098955	7.652713	17.87756	14.814185	9.061205	0.139386	76.801292	109.381676
"ENSMUSG00000036641"	0	0	0	0	0	0	0.179875	0.043409	0.23441	0	0.050217	1.769532
"ENSMUSG00000036707"	37.501247	42.066143	17.847103	18.480818	17.223434	18.83301	18.553991	20.906271	13.080639	51.993641	13.107975	22.952251
"ENSMUSG00000036731"	0	0	0	0.229103	0.384079	1.213936	0	0	0	0	0.156475	0.209084
"ENSMUSG00000036770"	1.147603	0	0.544811	9.648694	10.108034	9.550983	0.571322	2.979115	1.064104	0.614933	2.177881	7.330147
"ENSMUSG00000036805"	0	0	0.066811	0	0.292699	0.396946	0	0	0	0	0	0
"ENSMUSG00000036833"	38.354561	18.611935	16.509478	6.370558	7.308109	7.254277	3.820031	5.962877	2.033542	58.13726	1.067192	1.177427
"ENSMUSG00000036890"	17.168747	12.826797	5.466588	7.804202	6.029253	5.848363	9.63373	11.73958	7.432925	32.365379	7.208627	10.986996
"ENSMUSG00000036949"	0.975441	5.135102	0.523714	0	0	0	0	0	0	0	0	0
"ENSMUSG00000036962"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000036975"	0	0	0.174426	0.182844	0	0.953446	0	0	0	0	0	0.62249
"ENSMUSG00000037197"	18.88785	16.361837	6.752629	17.942379	16.374651	15.331754	24.453621	22.395466	21.0305	17.658802	6.754869	16.084505
"ENSMUSG00000037254"	0	0	0	5.588989	2.324534	3.816926	0	0	0	0	0	0
"ENSMUSG00000037262"	8.024492	7.404864	2.351502	7.594498	3.881558	2.550857	7.008576	7.381758	3.226675	7.214746	3.236131	5.096276
"ENSMUSG00000037351"	8.263066	5.03482	2.637921	11.783386	13.860141	14.847432	9.080164	10.722584	8.794484	4.816979	4.168932	9.448765
"ENSMUSG00000037375"	0.930734	1.104215	0.143491	8.026907	7.505881	5.832338	2.036105	2.248284	3.46584	0.220918	0.326455	0.927569
"ENSMUSG00000037395"	9.651057	9.18104	4.524534	20.902542	26.371693	22.085531	13.019402	18.70985	13.627559	6.598076	7.257228	22.261431
"ENSMUSG00000037408"	6.040699	5.229187	1.499616	2.167647	2.583452	3.557026	2.66702	1.842859	2.004274	14.332867	0.549221	2.432178
"ENSMUSG00000037432"	0.822225	0.352249	0.251906	0.257213	0.434882	0.44045	0.452023	0.574566	0.252808	0.868014	0.147793	0.356841
"ENSMUSG00000037434"	46.794498	31.25116	10.643017	3.341355	2.326282	3.006873	3.237474	4.034486	2.177005	6.002479	6.800831	13.28603
"ENSMUSG00000037447"	26.251781	19.196604	7.395838	31.935917	35.659409	22.635876	49.927727	53.561264	18.419363	32.229034	11.159723	28.589285
"ENSMUSG00000037499"	2.651888	2.392439	2.898573	24.689304	20.08679	23.572077	6.816698	8.498072	9.847197	1.25573	2.266175	8.03232
"ENSMUSG00000037503"	21.313772	18.465401	10.024844	15.224648	19.701183	21.260309	19.614326	21.79567	11.380516	34.87117	8.924908	12.359479
"ENSMUSG00000037568"	0.358114	0.408667	0.212699	5.591848	7.983279	5.651354	11.496168	13.46467	9.685444	0	0.57719	0
"ENSMUSG00000037683"	0.139916	0.292794	0.060451	0	0	0	0	0	0	0.468858	0	0
"ENSMUSG00000037708"	0	0	0.190408	0.402798	0	0.583222	0	0.427213	0.92999	0	0	0
"ENSMUSG00000037849"	111.153328	65.355522	11.613453	0.651579	0.68333	0.479057	0	0.491515	0	9.902163	0	0.57919
"ENSMUSG00000037860"	46.753296	29.679007	16.751398	0	0	0	0.8644	1.039531	0.158992	74.896797	0.328743	1.358827
"ENSMUSG00000037872"	0	0	0	0	0	3.378775	0	0	0.334034	0	1.607357	19.961102
"ENSMUSG00000037924"	0	0	0	0	0	0	0	0.04233	0	0	0	0
"ENSMUSG00000037942"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000037995"	6.006901	0.870525	2.798541	0.557987	2.87987	0.462484	1.023245	0.250644	0.360735	0.899336	0.997643	1.992332
"ENSMUSG00000038026"	0.454239	0	0.430026	0	0	0	0	0	0	0	0	0
"ENSMUSG00000038174"	4.358058	3.380477	1.871501	7.244714	2.634785	5.282229	5.171976	6.649529	2.576317	3.170166	3.786101	4.451398
"ENSMUSG00000038179"	140.540161	76.49514	65.007545	0.168525	0	0	0	0	0	14.654006	0	0
"ENSMUSG00000038235"	10.738613	3.232717	3.559815	0	0.441485	0.054163	0.373639	0.958855	0.122793	2.770718	16.443678	44.234074
"ENSMUSG00000038242"	0	0	0	0	0	0.017164	0.032118	0.011813	0.064023	0.001138	0	0
"ENSMUSG00000038305"	0.174146	0	0.484982	24.289404	22.472292	28.906317	83.560738	87.579773	60.097237	0	3.370226	10.54631
"ENSMUSG00000038323"	3.847147	0	1.265211	0	3.438739	2.891871	1.925779	1.930518	3.575732	0	1.664457	0
"ENSMUSG00000038349"	1.966559	0.866137	0.937864	6.828399	7.249449	8.348187	5.017262	5.669253	1.893277	0.006071	1.2043	2.697141
"ENSMUSG00000038370"	1.330131	0.249978	0	0	0	0	8.431175	10.412779	1.551797	0	10.667706	9.387775
"ENSMUSG00000038496"	0	0	0	0	0	0.069429	0	0	0.042132	0	0	0
"ENSMUSG00000038530"	0	0	0	3.639873	3.101788	2.091334	25.727821	26.84339	4.108812	0	5.598041	2.39558
"ENSMUSG00000038576"	0	0	0	0.053088	0.414289	0.136521	0	0	0.056397	0	0.068802	0
"ENSMUSG00000038599"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000038633"	49.993034	50.608898	21.481628	29.678627	29.637863	34.705166	21.186937	22.648746	9.474106	43.924438	12.264476	29.644886
"ENSMUSG00000038702"	0	0.884369	0	32.085072	26.85932	29.737381	8.633662	7.237438	3.620781	0	2.86248	4.379156
"ENSMUSG00000038733"	141.590424	144.49968	56.79327	55.559406	50.358925	54.227062	77.265266	77.365616	40.362896	138.759552	32.896698	83.735596
"ENSMUSG00000038740"	7.48016	5.49588	4.905831	5.058633	5.511202	5.877398	14.188419	14.549204	5.339483	29.121742	3.390866	13.254113
"ENSMUSG00000038765"	0	0	0	1.251608	0.943667	0.910895	0	0	0	0	0	0
"ENSMUSG00000038768"	0	0	0	0	0	1.326079	0.327317	0	0	0	0	0
"ENSMUSG00000038806"	30.043192	28.069941	7.815699	11.340387	14.898676	10.375536	10.368303	12.571923	7.578227	54.185303	2.654224	7.424261
"ENSMUSG00000038831"	3.747386	4.205873	1.610951	4.067606	4.692053	4.27918	4.78064	5.797022	1.443912	13.852943	0.915659	1.345004
"ENSMUSG00000038855"	29.91202	31.095564	11.721299	12.955606	16.638615	14.820338	5.721422	8.320906	1.699128	46.137501	90.475967	89.112762
"ENSMUSG00000038860"	0.396765	0.341945	0.348286	8.125511	6.207363	4.539639	13.66385	15.343241	3.913279	0.526346	0.956333	0.647034
"ENSMUSG00000038866"	30.24074	24.725868	6.105334	5.416164	4.876135	4.920639	4.667204	6.585866	3.819573	34.04615	5.097705	12.512444
"ENSMUSG00000038949"	4.469147	2.855135	1.581875	5.194032	5.917433	5.713352	5.342889	5.842848	3.704993	10.312806	15.393701	13.394426
"ENSMUSG00000038987"	0	0	0.202973	1.376685	2.047342	1.064393	0.563301	1.406798	0.607183	0	0.361449	4.811841
"ENSMUSG00000039021"	0	0	0.024984	1.484877	2.005608	2.0262	0.795588	1.238094	0.302639	3.343533	0.567115	15.267735
"ENSMUSG00000039046"	5.772633	6.231019	1.284953	4.023152	2.525595	3.014606	4.50872	7.455469	5.494825	4.404529	2.960864	6.436044
"ENSMUSG00000039063"	0	0	0	1.043115	0	0.688366	0	0.511131	0	1.786619	0.418657	0
"ENSMUSG00000039157"	2.625672	2.039589	0.836672	3.581547	5.381134	3.923296	0.739374	0.616689	0.616095	16.282696	7.230239	3.248797
"ENSMUSG00000039164"	2.328319	1.861724	0.819439	0	0	1.138017	1.054192	0.942216	0.879961	3.726737	1.45218	1.879619
"ENSMUSG00000039195"	4.081576	3.786871	0.569022	3.748766	3.990402	2.505107	1.40287	2.260016	2.31532	5.199379	1.283687	2.805956
"ENSMUSG00000039205"	21.666655	14.407912	7.44789	20.292202	20.863613	20.093513	17.389301	27.716257	12.881787	14.262577	12.233789	20.18153
"ENSMUSG00000039210"	4.376073	2.781274	2.370293	5.306098	5.408634	7.022774	5.344875	9.475453	3.813634	1.546982	3.649956	7.328933
"ENSMUSG00000039239"	0	0	0	21.356968	20.64999	19.357599	26.511726	32.979912	11.42221	0	1.300535	2.675474
"ENSMUSG00000039254"	4.216802	2.38974	1.172054	13.042524	10.52742	14.691045	9.894939	16.707731	11.229702	4.217665	1.778225	7.648197
"ENSMUSG00000039323"	0	0	0	0	0.120708	0	0.462593	1.41639	2.693628	0	0	0
"ENSMUSG00000039342"	0	0	0	0	0	0	0	0	0.02438	0	0	0
"ENSMUSG00000039349"	0	0	0	0	0	0	0	0.912929	0.133579	0	14.006602	51.86467
"ENSMUSG00000039356"	1.836892	1.751079	0.46121	0	2.411828	2.792809	4.479709	4.396463	3.734452	0	1.375656	2.0721
"ENSMUSG00000039372"	0	0	0	0	0	0.124478	0	0	0.318886	0.274755	0	0
"ENSMUSG00000039377"	9.382678	4.715506	3.820145	2.87668	3.206504	2.384747	1.645889	2.300441	1.591898	17.450703	6.284595	18.475096
"ENSMUSG00000039384"	4.217651	1.356167	1.782222	4.384225	5.737946	6.472829	20.798347	17.578199	15.472267	1.985426	0.453205	0.789262
"ENSMUSG00000039395"	1.349966	1.076104	0	0	0	0.197302	0.796067	0.987544	0.384921	17.229736	0.122702	0
"ENSMUSG00000039476"	0	0	0	22.171118	22.369631	28.341309	2.015564	1.373428	4.56047	0	0	0
"ENSMUSG00000039483"	3.612145	3.33839	1.044966	6.103787	7.330922	5.29404	6.28719	7.23421	3.824726	4.223433	2.265325	5.179151
"ENSMUSG00000039496"	0	0.083439	0.222496	0	0	0	0	0.502768	0.193848	0	0.139359	0
"ENSMUSG00000039515"	13.975464	15.328654	5.541012	12.762868	14.381124	14.267751	14.901532	17.095566	12.144858	8.140992	6.717638	16.162384
"ENSMUSG00000039630"	162.623611	159.412964	53.941948	117.005051	103.319595	107.436028	230.669434	225.169159	131.103699	117.010506	52.164711	123.698776
"ENSMUSG00000039660"	3.119252	2.594966	1.529771	7.126726	5.760745	5.593896	3.422113	5.322654	3.214788	1.606609	2.075595	4.313305
"ENSMUSG00000039678"	14.552179	10.906274	4.572778	5.832206	4.566619	7.014251	1.799953	4.645487	3.97208	5.211589	2.528556	8.392186
"ENSMUSG00000039686"	4.067859	2.2782	1.940964	11.349558	10.392132	11.205891	10.782461	9.849666	6.718103	4.254832	4.465641	13.251706
"ENSMUSG00000039715"	1.031756	0.601527	0.368851	5.404319	5.225421	6.595547	2.490216	6.810857	4.823428	1.315996	1.26273	10.492261
"ENSMUSG00000039748"	0.210251	0.125542	0	0.065447	0.070828	0	0.729143	2.350079	1.034789	0.090154	0.037656	1.643473
"ENSMUSG00000039783"	6.113856	1.580278	0.868049	0	0	0	0.304683	0	0.019052	0.840687	0	0.077905
"ENSMUSG00000039787"	1.478518	0.25413	0.793582	56.743927	58.015369	55.135952	5.21078	4.256021	4.148351	0	0.056177	0.487196
"ENSMUSG00000039997"	183.302536	118.67379	42.778004	131.258224	119.111649	109.39518	17.268745	21.932096	7.191742	17.399843	59.964939	134.511475
"ENSMUSG00000040113"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040124"	2.356261	2.608314	0.531511	3.539525	5.120832	4.644425	3.373941	2.917418	2.606931	1.310787	1.734369	2.45802
"ENSMUSG00000040170"	0	0	0	7.454796	7.189919	7.24376	0	0.1499	0	0	35.647171	24.627157
"ENSMUSG00000040181"	0.169518	0.006782	0.269345	32.528816	28.74646	24.721401	5.966252	4.6205	10.54912	0.07997	66.541061	26.508224
"ENSMUSG00000040265"	0.028124	0.172772	0.049027	12.092061	10.278296	9.323089	6.643132	5.318235	2.325885	1.333831	14.20323	41.836422
"ENSMUSG00000040297"	12.726941	15.862911	6.160524	14.733632	11.837599	12.229815	16.214827	20.665039	9.849548	27.812475	7.806182	11.593015
"ENSMUSG00000040485"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040596"	4.081865	3.140774	1.649649	6.797477	4.837674	7.039069	9.419865	9.333538	4.367307	2.960559	3.289606	4.085029
"ENSMUSG00000040612"	0	0	0	0	1.558902	1.5557	0.683771	0.940787	0.179085	0	0	0.137564
"ENSMUSG00000040629"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000040648"	16.2264	14.177032	4.75223	8.62114	7.982687	6.773848	8.791527	9.52024	8.263398	10.887887	4.809039	9.96321
"ENSMUSG00000040693"	0	0	0	0	0	0	0	0	0	5.472841	0	0
"ENSMUSG00000040710"	39.074734	44.833591	15.398384	0	0	0	0.103937	0.499424	0.02344	56.211994	26.576637	48.195843
"ENSMUSG00000040713"	63.70937	46.764553	34.542957	16.573614	13.746561	12.035182	3.907646	4.494119	2.481084	42.296822	2.274013	4.436048
"ENSMUSG00000040723"	15.024055	14.884395	6.299173	2.317282	1.331307	1.99545	6.730494	7.765302	1.200718	42.456581	9.818079	5.20309
"ENSMUSG00000040782"	33.121532	33.907757	12.654819	30.703377	27.531473	30.696325	41.608196	45.02919	27.864113	59.439522	13.912733	23.153877
"ENSMUSG00000040836"	0	0	0	5.406578	3.836744	6.119026	2.047418	1.694762	1.928298	0	0.387025	1.101181
"ENSMUSG00000040848"	16.87488	10.895356	8.317007	10.96577	10.668485	9.398144	6.985672	9.114819	7.768061	44.992569	6.904937	22.120977
"ENSMUSG00000040918"	2.177064	1.926331	0.760128	2.08415	3.532147	2.47614	2.710747	2.663401	3.204503	2.550855	0.990701	1.925729
"ENSMUSG00000041075"	5.977678	4.208399	3.510486	8.361929	8.242009	6.743883	4.441075	4.97336	4.021849	5.670795	0.856418	0.975587
"ENSMUSG00000041144"	0	0	0.035885	3.168036	3.37909	3.077837	2.259113	3.076562	4.002241	0	0	0
"ENSMUSG00000041303"	5.465103	3.92663	2.255582	8.264803	6.855329	8.116004	8.024823	9.206157	7.517779	1.402307	3.41197	5.729496
"ENSMUSG00000041396"	0	0	0	0	3.429098	1.365038	0.852504	0.910152	0.908993	0	0.713973	0
"ENSMUSG00000041439"	6.046479	7.848128	2.356508	2.584469	1.760926	1.974181	4.646277	5.113647	2.974898	36.604271	8.280728	13.643008
"ENSMUSG00000041498"	0.42774	0.165586	0.115912	0.118326	0.223727	0.154209	3.439205	3.721015	3.039911	0.409285	0	0.844489
"ENSMUSG00000041559"	0	0	0.631819	54.349087	54.971989	78.506271	5.258769	4.63858	2.30965	1.893984	0.859935	6.852716
"ENSMUSG00000041570"	10.999648	11.649664	4.815291	16.954531	15.843527	13.381718	11.844689	16.678907	11.662223	7.839018	12.615294	20.176229
"ENSMUSG00000041670"	0	0	0	0	0	0.111104	0	0	0	0	0	0
"ENSMUSG00000041684"	3.067458	2.67046	1.678388	6.549809	5.945167	5.609918	5.987984	4.267077	4.825572	0	1.298953	5.309661
"ENSMUSG00000041722"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000041757"	0.012058	0.126568	0.017146	2.995	3.041109	2.57914	0.533731	0.496464	0.334136	0	0.093649	0
"ENSMUSG00000041763"	43.957718	44.892883	16.101414	30.242832	24.597759	26.298468	36.001308	39.319061	28.129272	44.280247	11.439906	37.71299
"ENSMUSG00000041782"	0	0	0	0	0	0	0.255022	0.589654	0.522054	0	0	0
"ENSMUSG00000041801"	0.6984	0.395454	0.66391	10.448709	8.429803	10.05994	11.440243	13.359252	14.488357	0.874809	0.825427	5.29024
"ENSMUSG00000041809"	0.304229	0.521511	0	13.920959	12.072838	9.780873	1.940592	1.475758	1.224024	0.673901	0.338813	3.821062
"ENSMUSG00000041859"	7.283081	8.367926	3.171342	1.984305	2.396622	2.741413	9.543613	14.220289	10.159473	5.573444	1.519689	5.585341
"ENSMUSG00000041872"	0	0	0	0	0	0	0	0.446688	0	0	0	0
"ENSMUSG00000041907"	0	0	0.110111	1.240831	0.923659	0.333287	0.093835	0.731038	0.104021	0	0.110697	0.33644
"ENSMUSG00000041926"	42.062492	37.886303	13.066113	4.813837	4.546719	4.636593	2.958594	4.998845	3.720478	26.164896	7.422295	12.687206
"ENSMUSG00000041945"	1.603384	0	0.544227	0.873755	0.807822	1.368091	0	0.640923	0.582512	0	0	0.637758
"ENSMUSG00000042046"	10.815233	10.873459	3.270405	6.449069	7.799564	6.708979	7.766763	9.914541	5.335503	10.365314	9.831271	15.59311
"ENSMUSG00000042066"	2.968675	2.782561	0.934314	3.56066	4.326068	4.078996	6.32535	5.511107	3.969657	1.386223	4.508407	3.565902
"ENSMUSG00000042111"	10.901699	13.608258	3.282237	4.309108	3.89835	2.010211	2.977835	2.767394	1.757098	4.908321	2.574641	5.746033
"ENSMUSG00000042115"	0	0	0	0.140048	0	0.233686	0	0	0.154617	0	0	0
"ENSMUSG00000042182"	0	0	0.197064	3.379951	2.853824	3.033088	1.508568	1.247473	2.45666	0	0.078149	0
"ENSMUSG00000042215"	0.068234	0.048628	0	4.034837	9.246747	6.531931	3.169451	4.800452	3.077745	0	0.523664	0.575068
"ENSMUSG00000042229"	0	5.85049	1.260945	6.344632	6.168898	8.844101	4.866579	5.897707	4.675882	5.823737	3.398188	5.753501
"ENSMUSG00000042251"	0	0	0	0	0	0	0.298037	0.198902	0.207709	0	0.034098	0
"ENSMUSG00000042305"	8.46466	8.30061	3.959272	6.336147	7.156194	6.993415	11.485573	17.765942	10.871028	10.246804	4.726679	10.268702
"ENSMUSG00000042349"	21.799999	27.626572	12.786496	14.06215	13.720984	17.616829	5.798333	6.200955	3.254943	33.564018	0.038513	5.383776
"ENSMUSG00000042451"	0	0	0	0	0.12467	0	11.421616	9.220215	8.422691	6.186677	0	0
"ENSMUSG00000042501"	0	0	0	0	0.004816	0	0.017946	0.009353	0.034951	0.661136	0	0
"ENSMUSG00000042510"	0	0	0	0	0	0.674726	0	0.646894	0	0	0	0
"ENSMUSG00000042554"	0	0	0	0	0.117089	0	0	0	0	0	0	0
"ENSMUSG00000042581"	0	0	0	0	0	0	0.006351	0.072409	0	0	0.13783	0.007614
"ENSMUSG00000042641"	0.20671	0	0.187106	0.290167	0	0.657684	0	0	0.154625	0	0	0
"ENSMUSG00000042671"	0	0	0	0	0	0	0	0.319458	0.118383	0	0	0
"ENSMUSG00000042684"	7.948718	2.564553	5.891894	0.361986	0.029065	0	0.549838	0.764257	1.193656	2.801913	0.02253	0
"ENSMUSG00000042686"	0.020068	0	0	0	0.761326	0	4.339424	5.105379	2.316548	0	0	0.129891
"ENSMUSG00000042699"	56.758179	63.199749	21.730482	42.202789	44.974342	41.925732	82.81604	93.849937	59.592457	34.237274	18.05331	49.324684
"ENSMUSG00000042708"	0.991324	0.535108	0.545588	1.151025	1.225646	3.144579	2.946597	3.748006	1.855611	0.941404	0.240761	1.509007
"ENSMUSG00000042772"	26.519386	23.800276	6.890479	14.067019	13.217446	14.462659	17.504263	24.323517	14.164877	55.185844	10.499519	21.269512
"ENSMUSG00000042793"	0	0	0	0	0.061057	0	0	0.110417	0	0	0	0
"ENSMUSG00000042901"	32.031982	23.658718	10.862456	39.151756	37.870342	44.510975	39.719902	43.099079	22.859732	12.862779	19.107143	32.876904
"ENSMUSG00000043015"	2.477166	1.570148	0.71116	1.332764	1.321824	0.976617	4.851542	6.557559	3.149996	17.384296	3.160226	3.233027
"ENSMUSG00000043102"	0.567425	0	0	0.857944	1.461618	0	0	0.730328	0.386524	0	0.251571	0
"ENSMUSG00000043230"	0	0	0	0	0	0	0	0	0.110445	0	4.769691	3.205682
"ENSMUSG00000043241"	13.747197	11.824318	4.297029	17.192066	14.745785	13.244131	16.159718	12.669391	12.118295	23.730804	6.593043	13.443277
"ENSMUSG00000043263"	190.468445	153.736984	20.722612	0.234531	0.259252	0	0	0	0.044419	16.946095	0.071435	0
"ENSMUSG00000043282"	0	0.054441	0.006461	0	0	0.01604	0	0	0.016734	0.135976	0	0
"ENSMUSG00000043415"	1.284473	1.759668	1.777053	4.979321	4.60433	4.267881	6.973553	6.965673	2.984489	2.646716	2.415194	2.97624
"ENSMUSG00000043429"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000043467"	2.386137	1.78918	1.561075	6.54687	6.169881	6.018562	3.862469	6.350419	4.581421	6.588583	1.603921	4.35215
"ENSMUSG00000043629"	0	0	0	1.174626	0	2.406856	0	0.309584	0	0	0	0
"ENSMUSG00000043716"	351.041504	341.418945	125.757309	346.711884	317.488159	356.318298	318.771637	303.240356	363.130981	127.520485	61.784134	289.968231
"ENSMUSG00000043760"	0.014444	0	0	0	0	0	0.315223	0.248656	0.154248	0	0	0
"ENSMUSG00000044055"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000044103"	0	2.576202	0	0	0	0	0	0	0	123.191956	0	0
"ENSMUSG00000044340"	12.013007	3.862635	2.930395	7.808235	9.040442	8.76262	8.795696	12.644769	4.90668	3.928526	10.968829	17.079163
"ENSMUSG00000044429"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000044627"	22.433678	23.675686	9.019386	44.917713	33.276173	43.965446	26.311346	28.518469	34.06797	11.214195	5.01473	18.282295
"ENSMUSG00000044628"	0	0	0	0.289752	0.454784	0	0.117481	0.212525	0.034023	0	0.103415	0.074771
"ENSMUSG00000044768"	8.495766	8.039157	1.728833	0.439516	0	0.449105	1.20097	1.452536	0.748946	16.520477	0.222023	1.749577
"ENSMUSG00000044783"	13.200416	4.680907	4.799297	29.834972	21.314442	23.196512	37.393181	59.013096	28.73386	11.093272	12.839575	18.785107
"ENSMUSG00000044835"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000044854"	0.537132	0.230673	0.085066	0.535326	0.114809	0.205766	0.106342	0.272977	0.237035	0	0.047177	0
"ENSMUSG00000045210"	23.95714	17.533323	6.728908	9.286037	9.075732	8.768039	7.677121	9.671758	6.232037	13.056575	3.555447	6.795964
"ENSMUSG00000045216"	14.03301	9.174869	7.052658	7.379405	8.073433	7.012589	8.282452	6.957839	4.850815	5.874362	1.72978	4.403729
"ENSMUSG00000045259"	0.654773	0	0	1.566137	0.324163	0.775643	0.345779	0.389768	0.451206	0	0	0
"ENSMUSG00000045319"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000045336"	0	0	0	0	0	0	0	0	0	0.004909	0	0
"ENSMUSG00000045381"	0.266191	0.435653	0.106443	0.3732	0.159881	0.214649	0.005834	0	0	1.639326	0.003172	0
"ENSMUSG00000045382"	314.636292	217.742767	142.672531	0	0.772928	0.150304	48.345966	38.557499	19.79587	436.333008	14.224751	35.155098
"ENSMUSG00000045515"	0	0	0	0	0	0	0	0.000146	0.000662	0	0	0
"ENSMUSG00000045658"	104.403397	193.96936	39.783951	20.699476	23.964329	29.026875	18.695404	23.212622	6.247761	46.620701	3.86191	0
"ENSMUSG00000045954"	0	0	0.336482	4.846067	7.705746	6.033795	54.141697	70.026306	26.791086	0.337744	147.553467	200.210999
"ENSMUSG00000045968"	0.330996	0	0.12833	0.544689	0.49175	0.284993	0.259654	0.139522	0.163184	0.260762	0.257803	0.960287
"ENSMUSG00000046062"	27.106947	33.044567	8.19663	16.558144	16.404699	17.91119	12.057756	16.792496	11.223473	27.997139	6.862352	16.498201
"ENSMUSG00000046101"	6.970016	6.843578	0.781801	2.229433	1.141853	2.199399	2.541607	2.57027	1.691712	12.123597	0.770042	1.978031
"ENSMUSG00000046300"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046330"	246.997879	203.112564	94.380646	178.547028	188.998932	190.37706	168.84375	148.304535	150.772156	73.46386	41.771679	146.303391
"ENSMUSG00000046337"	0	0	0	0.413512	0	0.285511	1.297102	0	0.140963	0	0.470975	3.316004
"ENSMUSG00000046367"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046404"	2.578626	2.045459	1.361736	2.727015	2.31752	3.368253	2.520226	2.685339	1.512856	2.393028	2.127438	3.851871
"ENSMUSG00000046486"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046618"	0	0	0.033363	1.481312	2.791526	4.471888	39.213837	36.059654	25.451078	0	0.457133	8.98628
"ENSMUSG00000046643"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000046828"	0	0	0	0.081071	0	0	0.180621	0	0	0	0	0
