"","id","symbol","day","type","baseMean","meanCountNormalizedYoung","meanCountNormalizedOld","padj","log2FoldChange","nbDayDE","CombiDayDEG","NbUpDown","CombiDaysUpDown","GeneDayType"
"6531","ENSMUSG00000000693","Loxl3","D7","FAPs",839.706362273159,711.4866,967.9261,"1.4729e-02",0.3797,1,"D7","1_UP.","D7_UP","Loxl3_D7_FAPs"
"6532","ENSMUSG00000002265","Peg3","D7","FAPs",13360.2191781363,16839.5119,9880.9264,"3.8114e-08",-0.7343,3,"D0.D4.D7","3_DOWN","D0_DOWN.D4_DOWN.D7_DOWN","Peg3_D7_FAPs"
"6533","ENSMUSG00000002266","Zim1","D7","FAPs",5331.69371579722,7058.5717,3604.8157,"4.1636e-10",-0.9312,4,"D0.D2.D4.D7","4_DOWN","D0_DOWN.D2_DOWN.D4_DOWN.D7_DOWN","Zim1_D7_FAPs"
"6534","ENSMUSG00000019254","Ppp1r12c","D7","FAPs",512.058383070828,600.7303,423.3864,"2.3532e-02",-0.4186,1,"D7","1_DOWN","D7_DOWN","Ppp1r12c_D7_FAPs"
"6535","ENSMUSG00000023367","Tmem176a","D7","FAPs",223.235788111879,103.855,342.6166,"2.2068e-10",1.6535,2,"D4.D7","2_UP.","D4_UP.D7_UP","Tmem176a_D7_FAPs"
"6536","ENSMUSG00000029695","Aass","D7","FAPs",21.904019374449,5.8408,37.9672,"1.2322e-02",2.2429,2,"D0.D7","2_UP.","D0_UP.D7_UP","Aass_D7_FAPs"
"6537","ENSMUSG00000029810","Tmem176b","D7","FAPs",292.599188092081,149.7821,435.4163,"4.6285e-11",1.4817,2,"D4.D7","2_UP.","D4_UP.D7_UP","Tmem176b_D7_FAPs"
"6538","ENSMUSG00000030123","Plxnd1","D7","FAPs",1403.02836478704,1142.2653,1663.7915,"1.3343e-03",0.4854,1,"D7","1_UP.","D7_UP","Plxnd1_D7_FAPs"
"6539","ENSMUSG00000030157","Clec2d","D7","FAPs",562.682094237491,452.4919,672.8722,"4.4829e-02",0.4527,1,"D7","1_UP.","D7_UP","Clec2d_D7_FAPs"
"6540","ENSMUSG00000030218","Mgp","D7","FAPs",7550.76105112309,5071.488,10030.0341,"3.7512e-19",0.9607,2,"D0.D7","1_UP.1_DOWN","D0_DOWN.D7_UP","Mgp_D7_FAPs"
"6541","ENSMUSG00000030268","Bcat1","D7","FAPs",240.34505262821,325.7026,154.9875,"1.5168e-05",-0.9931,3,"D0.D2.D7","3_DOWN","D0_DOWN.D2_DOWN.D7_DOWN","Bcat1_D7_FAPs"
"6542","ENSMUSG00000030324","Rho","D7","FAPs",122.935578078807,83.3753,162.4958,"1.9046e-02",0.7881,1,"D7","1_UP.","D7_UP","Rho_D7_FAPs"
"6543","ENSMUSG00000033082","Clec1a","D7","FAPs",253.258260107878,157.1168,349.3998,"2.0363e-04",1.0439,1,"D7","1_UP.","D7_UP","Clec1a_D7_FAPs"
"6544","ENSMUSG00000038074","Fkbp14","D7","FAPs",764.328716247889,872.889,655.7685,"3.4732e-02",-0.3419,1,"D7","1_DOWN","D7_DOWN","Fkbp14_D7_FAPs"
"6545","ENSMUSG00000038521","C1s1","D7","FAPs",6012.69623855926,5351.3317,6674.0608,"3.4270e-02",0.2721,2,"D2.D7","2_UP.","D2_UP.D7_UP","C1s1_D7_FAPs"
"6546","ENSMUSG00000041540","Sox5","D7","FAPs",232.323910052028,174.1995,290.4483,"7.2432e-03",0.6297,2,"D2.D7","2_UP.","D2_UP.D7_UP","Sox5_D7_FAPs"
"6547","ENSMUSG00000043017","Ptgir","D7","FAPs",344.184914288979,283.1819,405.1879,"4.7676e-02",0.4114,1,"D7","1_UP.","D7_UP","Ptgir_D7_FAPs"
"6548","ENSMUSG00000047735","Samd9l","D7","FAPs",912.144356999639,732.7203,1091.5684,"1.4396e-03",0.5136,2,"D4.D7","2_UP.","D4_UP.D7_UP","Samd9l_D7_FAPs"
"6549","ENSMUSG00000051855","Mest","D7","FAPs",9256.674892111,11553.7936,6959.5561,"2.4115e-05",-0.6754,1,"D7","1_DOWN","D7_DOWN","Mest_D7_FAPs"
"6550","ENSMUSG00000057137","Tmem140","D7","FAPs",206.030040906071,157.8222,254.2379,"2.9735e-02",0.5547,1,"D7","1_UP.","D7_UP","Tmem140_D7_FAPs"
"6551","ENSMUSG00000061762","Tac1","D7","FAPs",195.287372253686,275.273,115.3018,"8.9421e-03",-1.0507,1,"D7","1_DOWN","D7_DOWN","Tac1_D7_FAPs"
"6552","ENSMUSG00000063415","Cyp26b1","D7","FAPs",302.901657089083,181.0898,424.7135,"4.0832e-05",1.1321,1,"D7","1_UP.","D7_UP","Cyp26b1_D7_FAPs"
"6553","ENSMUSG00000064080","Fbln2","D7","FAPs",10014.6293188491,8872.892,11156.3667,"1.1402e-02",0.288,3,"D2.D4.D7","3_UP.","D2_UP.D4_UP.D7_UP","Fbln2_D7_FAPs"
"6554","ENSMUSG00000068566","Myadm","D7","FAPs",5366.79233500476,6319.1447,4414.4399,"4.4777e-05",-0.4799,1,"D7","1_DOWN","D7_DOWN","Myadm_D7_FAPs"
"6555","ENSMUSG00000079523","Tmsb10","D7","FAPs",364.309603960928,295.706,432.9132,"2.2531e-02",0.4554,1,"D7","1_UP.","D7_UP","Tmsb10_D7_FAPs"
"6556","ENSMUSG00000004360","9330159F19Rik","D7","FAPs",66.8290295395502,29.6444,104.0137,"7.1777e-04",1.6097,2,"D2.D7","2_UP.","D2_UP.D7_UP","9330159F19Rik_D7_FAPs"
"6557","ENSMUSG00000006205","Htra1","D7","FAPs",2505.69502813868,3093.611,1917.7791,"1.2959e-07",-0.6553,2,"D4.D7","2_DOWN","D4_DOWN.D7_DOWN","Htra1_D7_FAPs"
"6558","ENSMUSG00000009687","Fxyd5","D7","FAPs",531.659799010805,431.4318,631.8878,"6.6430e-03",0.4774,2,"D4.D7","2_UP.","D4_UP.D7_UP","Fxyd5_D7_FAPs"
"6559","ENSMUSG00000015501","Hivep2","D7","FAPs",4321.92866336744,4935.7671,3708.0903,"3.1878e-03",-0.3671,1,"D7","1_DOWN","D7_DOWN","Hivep2_D7_FAPs"
"6560","ENSMUSG00000019817","Plagl1","D7","FAPs",16294.9095160258,20173.073,12416.746,"1.7803e-04",-0.6379,3,"D2.D4.D7","3_DOWN","D2_DOWN.D4_DOWN.D7_DOWN","Plagl1_D7_FAPs"
"6561","ENSMUSG00000019852","Arfgef3","D7","FAPs",118.72464640143,153.8616,83.5877,"4.7676e-02",-0.6731,1,"D7","1_DOWN","D7_DOWN","Arfgef3_D7_FAPs"
"6562","ENSMUSG00000030560","Ctsc","D7","FAPs",363.041723631399,262.6754,463.408,"1.0523e-02",0.6882,1,"D7","1_UP.","D7_UP","Ctsc_D7_FAPs"
"6563","ENSMUSG00000030862","Cpxm2","D7","FAPs",1125.40082394102,872.7442,1378.0575,"3.8454e-03",0.5738,1,"D7","1_UP.","D7_UP","Cpxm2_D7_FAPs"
"6564","ENSMUSG00000030870","Ubfd1","D7","FAPs",941.23816594197,1086.0056,796.4708,"2.4343e-02",-0.3744,1,"D7","1_DOWN","D7_DOWN","Ubfd1_D7_FAPs"
"6565","ENSMUSG00000030921","Trim30a","D7","FAPs",536.478215802819,389.4906,683.4658,"5.1293e-06",0.759,1,"D7","1_UP.","D7_UP","Trim30a_D7_FAPs"
"6566","ENSMUSG00000038156","Spon1","D7","FAPs",1697.58364097549,807.1395,2588.0278,"6.4965e-26",1.6551,3,"D0.D2.D7","3_UP.","D0_UP.D2_UP.D7_UP","Spon1_D7_FAPs"
"6567","ENSMUSG00000038244","Mical2","D7","FAPs",722.264424977545,947.233,497.2958,"1.2987e-04",-0.8483,2,"D0.D7","2_DOWN","D0_DOWN.D7_DOWN","Mical2_D7_FAPs"
"6568","ENSMUSG00000045868","Gvin1","D7","FAPs",29.082807822354,9.5798,48.5858,"9.5120e-03",1.9424,1,"D7","1_UP.","D7_UP","Gvin1_D7_FAPs"
"6569","ENSMUSG00000050953","Gja1","D7","FAPs",2241.47049592009,1888.3872,2594.5538,"1.6722e-03",0.4112,1,"D7","1_UP.","D7_UP","Gja1_D7_FAPs"
"6570","ENSMUSG00000052273","Dnah3","D7","FAPs",56.4513089979431,32.677,80.2256,"4.4275e-02",0.9865,1,"D7","1_UP.","D7_UP","Dnah3_D7_FAPs"
"6571","ENSMUSG00000053111","Fank1","D7","FAPs",150.052041842201,201.5389,98.5652,"7.8505e-03",-0.8713,1,"D7","1_DOWN","D7_DOWN","Fank1_D7_FAPs"
"6572","ENSMUSG00000054555","Adam12","D7","FAPs",4674.62314640941,5474.8358,3874.4105,"6.5731e-03",-0.433,3,"D0.D4.D7","3_DOWN","D0_DOWN.D4_DOWN.D7_DOWN","Adam12_D7_FAPs"
"6573","ENSMUSG00000056972","Magel2","D7","FAPs",12.6177387336592,24.912,0.3234,"8.7255e-04",-5.435,1,"D7","1_DOWN","D7_DOWN","Magel2_D7_FAPs"
"6574","ENSMUSG00000070436","Serpinh1","D7","FAPs",8526.08019379307,9955.515,7096.6454,"4.4455e-07",-0.4636,3,"D0.D2.D7","3_DOWN","D0_DOWN.D2_DOWN.D7_DOWN","Serpinh1_D7_FAPs"
"6575","ENSMUSG00000070469","Adamtsl3","D7","FAPs",1729.98814405109,1363.0558,2096.9204,"9.1308e-04",0.558,2,"D4.D7","2_UP.","D4_UP.D7_UP","Adamtsl3_D7_FAPs"
"6576","ENSMUSG00000078606","Gm4070","D7","FAPs",25.0519235891861,7.9792,42.1246,"2.9129e-02",1.8803,2,"D4.D7","2_UP.","D4_UP.D7_UP","Gm4070_D7_FAPs"
"6577","ENSMUSG00000001300","Efnb2","D7","FAPs",525.708975927661,611.2358,440.1821,"2.8851e-02",-0.3911,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN","Efnb2_D7_FAPs"
"6578","ENSMUSG00000006342","Susd2","D7","FAPs",603.005620917193,476.9806,729.0307,"3.1884e-04",0.5566,1,"D7","1_UP.","D7_UP","Susd2_D7_FAPs"
"6579","ENSMUSG00000019951","Uhrf1bp1l","D7","FAPs",579.430760602575,703.3393,455.5222,"1.6431e-02",-0.5307,1,"D7","1_DOWN","D7_DOWN","Uhrf1bp1l_D7_FAPs"
"6580","ENSMUSG00000020121","Srgap1","D7","FAPs",1006.16272715664,1182.4053,829.9202,"2.9129e-02",-0.4195,1,"D7","1_DOWN","D7_DOWN","Srgap1_D7_FAPs"
"6581","ENSMUSG00000020260","Pofut2","D7","FAPs",1181.77137725109,1337.6068,1025.936,"1.5937e-02",-0.3295,1,"D7","1_DOWN","D7_DOWN","Pofut2_D7_FAPs"
"6582","ENSMUSG00000031450","Grk1","D7","FAPs",57.4869531362691,34.1791,80.7948,"4.2829e-02",0.9469,1,"D7","1_UP.","D7_UP","Grk1_D7_FAPs"
"6583","ENSMUSG00000031497","Tnfsf13b","D7","FAPs",108.684217143227,68.8584,148.51,"1.4829e-02",0.9158,2,"D0.D7","2_UP.","D0_UP.D7_UP","Tnfsf13b_D7_FAPs"
"6584","ENSMUSG00000031665","Sall1","D7","FAPs",18.5326209298072,2.2209,34.8444,"3.5254e-03",3.4032,1,"D7","1_UP.","D7_UP","Sall1_D7_FAPs"
"6585","ENSMUSG00000031673","Cdh11","D7","FAPs",3831.10462840579,3269.7437,4392.4656,"2.0912e-02",0.3605,2,"D0.D7","1_UP.1_DOWN","D0_DOWN.D7_UP","Cdh11_D7_FAPs"
"6586","ENSMUSG00000031722","Hp","D7","FAPs",54.2881078631194,28.6754,79.9008,"2.7745e-02",1.1644,1,"D7","1_UP.","D7_UP","Hp_D7_FAPs"
"6587","ENSMUSG00000035948","Acss3","D7","FAPs",121.263971180997,68.086,174.4419,"9.7343e-04",1.2051,3,"D0.D2.D7","3_UP.","D0_UP.D2_UP.D7_UP","Acss3_D7_FAPs"
"6588","ENSMUSG00000036019","Tmtc2","D7","FAPs",283.265124616105,375.2072,191.3231,"1.0047e-03",-0.865,1,"D7","1_DOWN","D7_DOWN","Tmtc2_D7_FAPs"
"6589","ENSMUSG00000036356","Csgalnact1","D7","FAPs",821.772484199706,663.8265,979.7184,"1.4368e-03",0.5014,1,"D7","1_UP.","D7_UP","Csgalnact1_D7_FAPs"
"6590","ENSMUSG00000042846","Lrrtm3","D7","FAPs",18.2049704571436,4.3641,32.0458,"1.6610e-02",2.3452,2,"D0.D7","2_UP.","D0_UP.D7_UP","Lrrtm3_D7_FAPs"
"6591","ENSMUSG00000043903","Zfp469","D7","FAPs",2146.66598241209,2726.0496,1567.2824,"2.2098e-09",-0.7653,4,"D0.D2.D4.D7","4_DOWN","D0_DOWN.D2_DOWN.D4_DOWN.D7_DOWN","Zfp469_D7_FAPs"
"6592","ENSMUSG00000054162","Spock3","D7","FAPs",4.30211582121182,8.6042,0,"4.3989e-02",-0.0253,1,"D7","1_DOWN","D7_DOWN","Spock3_D7_FAPs"
"6593","ENSMUSG00000056888","Glipr1","D7","FAPs",40.2049256740738,63.4519,16.9579,"7.5189e-03",-1.5993,1,"D7","1_DOWN","D7_DOWN","Glipr1_D7_FAPs"
"6594","ENSMUSG00000069601","Ank3","D7","FAPs",935.167160676295,1243.0238,627.3106,"1.1306e-07",-0.9356,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN","Ank3_D7_FAPs"
"6595","ENSMUSG00000074151","Nlrc5","D7","FAPs",150.784448275668,79.0393,222.5296,"3.4713e-07",1.409,2,"D4.D7","2_UP.","D4_UP.D7_UP","Nlrc5_D7_FAPs"
"6596","ENSMUSG00000095280","Gm21738","D7","FAPs",36.1431451102732,18.6375,53.6487,"4.4374e-02",1.1522,1,"D7","1_UP.","D7_UP","Gm21738_D7_FAPs"
"6597","ENSMUSG00000004098","Col5a3","D7","FAPs",5460.3070949548,6271.0845,4649.5297,"1.6413e-02",-0.369,1,"D7","1_DOWN","D7_DOWN","Col5a3_D7_FAPs"
"6598","ENSMUSG00000007908","Hmgcll1","D7","FAPs",101.08847178252,64.1906,137.9864,"6.6282e-03",0.9386,1,"D7","1_UP.","D7_UP","Hmgcll1_D7_FAPs"
"6599","ENSMUSG00000014813","Stc1","D7","FAPs",35.8422086201245,59.7638,11.9206,"1.9753e-02",-0.0894,1,"D7","1_DOWN","D7_DOWN","Stc1_D7_FAPs"
"6600","ENSMUSG00000015656","Hspa8","D7","FAPs",8947.06610499771,10071.3029,7822.8293,"1.9753e-02",-0.3136,1,"D7","1_DOWN","D7_DOWN","Hspa8_D7_FAPs"
"6601","ENSMUSG00000021903","Galnt15","D7","FAPs",145.005992227495,85.4515,204.5605,"1.2210e-02",1.0423,3,"D0.D4.D7","3_UP.","D0_UP.D4_UP.D7_UP","Galnt15_D7_FAPs"
"6602","ENSMUSG00000021950","Anxa8","D7","FAPs",50.8757496207993,23.1871,78.5644,"4.0192e-02",1.3423,1,"D7","1_UP.","D7_UP","Anxa8_D7_FAPs"
"6603","ENSMUSG00000022096","Hr","D7","FAPs",134.368404751793,177.8181,90.9187,"4.3361e-03",-0.8341,2,"D0.D7","2_DOWN","D0_DOWN.D7_DOWN","Hr_D7_FAPs"
"6604","ENSMUSG00000022131","Gpr180","D7","FAPs",496.426714158472,578.5379,414.3155,"4.1878e-02",-0.3884,1,"D7","1_DOWN","D7_DOWN","Gpr180_D7_FAPs"
"6605","ENSMUSG00000031963","Bmper","D7","FAPs",1653.77282464991,1225.8038,2081.7419,"3.0554e-05",0.7066,3,"D0.D2.D7","3_UP.","D0_UP.D2_UP.D7_UP","Bmper_D7_FAPs"
"6606","ENSMUSG00000032340","Neo1","D7","FAPs",3085.04901782741,2654.0855,3516.0125,"2.9129e-02",0.3413,2,"D0.D7","1_UP.1_DOWN","D0_DOWN.D7_UP","Neo1_D7_FAPs"
"6607","ENSMUSG00000032596","Uba7","D7","FAPs",360.8780661877,277.5563,444.1998,"8.8088e-03",0.5776,1,"D7","1_UP.","D7_UP","Uba7_D7_FAPs"
"6608","ENSMUSG00000032925","Itgbl1","D7","FAPs",1890.75572916545,1530.0196,2251.4919,"2.0650e-04",0.5098,1,"D7","1_UP.","D7_UP","Itgbl1_D7_FAPs"
"6609","ENSMUSG00000034205","Loxl2","D7","FAPs",3658.03851820031,4448.4919,2867.5851,"4.8400e-06",-0.5938,1,"D7","1_DOWN","D7_DOWN","Loxl2_D7_FAPs"
"6610","ENSMUSG00000037405","Icam1","D7","FAPs",897.911401033787,774.4085,1021.4143,"4.7724e-02",0.3267,1,"D7","1_UP.","D7_UP","Icam1_D7_FAPs"
"6611","ENSMUSG00000038112","AW551984","D7","FAPs",1313.29453782339,1570.0672,1056.5219,"3.7734e-05",-0.5302,2,"D0.D7","2_DOWN","D0_DOWN.D7_DOWN","AW551984_D7_FAPs"
"6612","ENSMUSG00000043719","Col6a6","D7","FAPs",2831.10950533048,3651.979,2010.24,"4.1366e-10",-0.8278,2,"D0.D7","1_UP.1_DOWN","D0_UP.D7_DOWN","Col6a6_D7_FAPs"
"6613","ENSMUSG00000053641","Dennd4a","D7","FAPs",1933.66570797044,1620.8249,2246.5065,"2.9859e-03",0.4175,1,"D7","1_UP.","D7_UP","Dennd4a_D7_FAPs"
"6614","ENSMUSG00000066705","Fxyd6","D7","FAPs",592.993710891958,476.574,709.4135,"1.7659e-03",0.5114,1,"D7","1_UP.","D7_UP","Fxyd6_D7_FAPs"
"6615","ENSMUSG00000068417","Pnp2","D7","FAPs",363.241918862617,292.213,434.2709,"4.4113e-02",0.4528,1,"D7","1_UP.","D7_UP","Pnp2_D7_FAPs"
"6616","ENSMUSG00000079084","Ccdc82","D7","FAPs",516.260646813652,429.7002,602.821,"4.0522e-02",0.3957,1,"D7","1_UP.","D7_UP","Ccdc82_D7_FAPs"
"6617","ENSMUSG00000095654","Plscr5","D7","FAPs",11.0336715186215,1.6627,20.4047,"3.6526e-02",2.8011,1,"D7","1_UP.","D7_UP","Plscr5_D7_FAPs"
"6618","ENSMUSG00000000320","Alox12","D7","FAPs",152.08632131804,112.7273,191.4454,"4.9207e-02",0.5869,1,"D7","1_UP.","D7_UP","Alox12_D7_FAPs"
"6619","ENSMUSG00000003949","Hlf","D7","FAPs",148.328345779494,91.8332,204.8235,"1.8341e-03",1.0125,2,"D2.D7","2_UP.","D2_UP.D7_UP","Hlf_D7_FAPs"
"6620","ENSMUSG00000004044","Cavin1","D7","FAPs",2688.85181885273,3305.232,2072.4716,"2.2873e-05",-0.6252,2,"D4.D7","1_UP.1_DOWN","D4_UP.D7_DOWN","Cavin1_D7_FAPs"
"6621","ENSMUSG00000006611","Hfe","D7","FAPs",137.520885230727,98.5905,176.4513,"4.1878e-02",0.6515,1,"D7","1_UP.","D7_UP","Hfe_D7_FAPs"
"6622","ENSMUSG00000009185","Ccl8","D7","FAPs",115.822044592487,66.3167,165.3274,"1.9846e-03",1.1499,1,"D7","1_UP.","D7_UP","Ccl8_D7_FAPs"
"6623","ENSMUSG00000018800","Abca5","D7","FAPs",714.799077251206,564.6671,864.9311,"1.2927e-03",0.5487,1,"D7","1_UP.","D7_UP","Abca5_D7_FAPs"
"6624","ENSMUSG00000018906","P4ha2","D7","FAPs",431.656956377644,544.1308,319.1831,"6.5025e-05",-0.7083,1,"D7","1_DOWN","D7_DOWN","P4ha2_D7_FAPs"
"6625","ENSMUSG00000019326","Aoc3","D7","FAPs",886.228881081315,1043.2836,729.1742,"3.0563e-02",-0.4229,2,"D0.D7","2_DOWN","D0_DOWN.D7_DOWN","Aoc3_D7_FAPs"
"6626","ENSMUSG00000020366","Mapk9","D7","FAPs",1045.44608958418,898.3987,1192.4934,"2.1758e-02",0.3473,1,"D7","1_UP.","D7_UP","Mapk9_D7_FAPs"
"6627","ENSMUSG00000020432","Tcn2","D7","FAPs",676.926704857783,570.8779,782.9755,"4.4113e-02",0.3662,1,"D7","1_UP.","D7_UP","Tcn2_D7_FAPs"
"6628","ENSMUSG00000020676","Ccl11","D7","FAPs",1144.27934705634,843.628,1444.9307,"1.2708e-05",0.7222,4,"D0.D2.D4.D7","4_UP.","D0_UP.D2_UP.D4_UP.D7_UP","Ccl11_D7_FAPs"
"6629","ENSMUSG00000020689","Itgb3","D7","FAPs",381.757591415326,478.9431,284.5721,"5.9361e-03",-0.6448,1,"D7","1_DOWN","D7_DOWN","Itgb3_D7_FAPs"
"6630","ENSMUSG00000020695","Mrc2","D7","FAPs",4841.21744915746,4239.1888,5443.2461,"1.9897e-03",0.3259,1,"D7","1_UP.","D7_UP","Mrc2_D7_FAPs"
"6631","ENSMUSG00000021508","Cxcl14","D7","FAPs",2949.98790676545,1629.0993,4270.8765,"1.2051e-02",1.1561,2,"D0.D7","2_UP.","D0_UP.D7_UP","Cxcl14_D7_FAPs"
"6632","ENSMUSG00000033880","Lgals3bp","D7","FAPs",2240.60046482266,1932.1553,2549.0456,"2.5915e-03",0.358,1,"D7","1_UP.","D7_UP","Lgals3bp_D7_FAPs"
"6633","ENSMUSG00000035493","Tgfbi","D7","FAPs",1967.20553738246,2371.6093,1562.8018,"1.2075e-03",-0.5372,1,"D7","1_DOWN","D7_DOWN","Tgfbi_D7_FAPs"
"6634","ENSMUSG00000041592","Sdk2","D7","FAPs",97.1619126711083,158.4359,35.8879,"5.0488e-09",-2.0407,4,"D0.D2.D4.D7","4_DOWN","D0_DOWN.D2_DOWN.D4_DOWN.D7_DOWN","Sdk2_D7_FAPs"
"6635","ENSMUSG00000047842","Diras2","D7","FAPs",5.82231477125922,11.6446,0,"2.2639e-02",-0.0258,1,"D7","1_DOWN","D7_DOWN","Diras2_D7_FAPs"
"6636","ENSMUSG00000054404","Slfn5","D7","FAPs",2554.2136633235,2198.3282,2910.0991,"1.6469e-02",0.3464,1,"D7","1_UP.","D7_UP","Slfn5_D7_FAPs"
"6637","ENSMUSG00000055805","Fmnl1","D7","FAPs",132.692418680488,91.6094,173.7755,"2.5701e-02",0.7426,1,"D7","1_UP.","D7_UP","Fmnl1_D7_FAPs"
"6638","ENSMUSG00000056427","Slit3","D7","FAPs",3659.51799722757,3049.7464,4269.2896,"2.3062e-03",0.4316,3,"D2.D4.D7","3_UP.","D2_UP.D4_UP.D7_UP","Slit3_D7_FAPs"
"6639","ENSMUSG00000064288","H4c12","D7","FAPs",16.1569152569391,29.7026,2.6112,"2.3535e-03",-3.0409,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN","H4c12_D7_FAPs"
"6640","ENSMUSG00000069892","9930111J21Rik2","D7","FAPs",278.152913485666,179.6317,376.6741,"2.3317e-07",1.0114,2,"D4.D7","2_UP.","D4_UP.D7_UP","9930111J21Rik2_D7_FAPs"
"6641","ENSMUSG00000078920","Ifi47","D7","FAPs",210.319270203869,133.7687,286.8698,"1.6743e-04",1.003,1,"D7","1_UP.","D7_UP","Ifi47_D7_FAPs"
"6642","ENSMUSG00000078921","Tgtp2","D7","FAPs",152.982171661262,87.2846,218.6797,"8.9042e-04",1.1821,1,"D7","1_UP.","D7_UP","Tgtp2_D7_FAPs"
"6643","ENSMUSG00000007682","Dio2","D7","FAPs",1742.12107237868,1087.6052,2396.637,"6.2498e-11",1.0982,1,"D7","1_UP.","D7_UP","Dio2_D7_FAPs"
"6644","ENSMUSG00000021109","Hif1a","D7","FAPs",3680.62977627965,3267.0397,4094.2199,"3.2401e-02",0.2774,1,"D7","1_UP.","D7_UP","Hif1a_D7_FAPs"
"6645","ENSMUSG00000021111","Papola","D7","FAPs",2057.81931572396,2319.6815,1795.9571,"2.0260e-02",-0.3161,1,"D7","1_DOWN","D7_DOWN","Papola_D7_FAPs"
"6646","ENSMUSG00000021186","Fbln5","D7","FAPs",2097.86663606105,1793.3094,2402.4238,"2.8120e-03",0.3761,1,"D7","1_UP.","D7_UP","Fbln5_D7_FAPs"
"6647","ENSMUSG00000021567","Nkd2","D7","FAPs",151.789364440888,97.1727,206.406,"1.1878e-03",0.9644,1,"D7","1_UP.","D7_UP","Nkd2_D7_FAPs"
"6648","ENSMUSG00000021614","Vcan","D7","FAPs",17104.6740762353,19285.0565,14924.2916,"3.2077e-02",-0.3144,1,"D7","1_DOWN","D7_DOWN","Vcan_D7_FAPs"
"6649","ENSMUSG00000021662","Arhgef28","D7","FAPs",209.291347000768,150.8169,267.7658,"1.0523e-02",0.6954,1,"D7","1_UP.","D7_UP","Arhgef28_D7_FAPs"
"6650","ENSMUSG00000021702","Thbs4","D7","FAPs",21821.4995097637,18416.9566,25226.0424,"1.4944e-02",0.3869,2,"D0.D7","1_UP.1_DOWN","D0_DOWN.D7_UP","Thbs4_D7_FAPs"
"6651","ENSMUSG00000022305","Lrp12","D7","FAPs",374.694310620504,306.5702,442.8184,"3.8714e-02",0.4269,1,"D7","1_UP.","D7_UP","Lrp12_D7_FAPs"
"6652","ENSMUSG00000022309","Angpt1","D7","FAPs",767.649272963344,603.082,932.2166,"1.0993e-03",0.562,1,"D7","1_UP.","D7_UP","Angpt1_D7_FAPs"
"6653","ENSMUSG00000022324","Matn2","D7","FAPs",2678.87712601523,3121.1397,2236.6146,"5.5848e-03",-0.4193,1,"D7","1_DOWN","D7_DOWN","Matn2_D7_FAPs"
"6654","ENSMUSG00000022425","Enpp2","D7","FAPs",539.728467524127,399.8481,679.6089,"1.7759e-03",0.6747,3,"D0.D4.D7","3_UP.","D0_UP.D4_UP.D7_UP","Enpp2_D7_FAPs"
"6655","ENSMUSG00000041417","Pik3r1","D7","FAPs",2143.06327775058,1749.3524,2536.7742,"9.7343e-04",0.4824,1,"D7","1_UP.","D7_UP","Pik3r1_D7_FAPs"
"6656","ENSMUSG00000042379","Esm1","D7","FAPs",19.8975871972133,38.0923,1.7029,"1.7803e-04",-4.0942,1,"D7","1_DOWN","D7_DOWN","Esm1_D7_FAPs"
"6657","ENSMUSG00000045763","Basp1","D7","FAPs",350.709242319606,437.6186,263.7999,"1.7637e-03",-0.6429,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN","Basp1_D7_FAPs"
"6658","ENSMUSG00000048376","F2r","D7","FAPs",2089.90452637592,1721.8848,2457.9243,"1.2374e-04",0.4733,2,"D2.D7","2_UP.","D2_UP.D7_UP","F2r_D7_FAPs"
"6659","ENSMUSG00000060429","Sntb1","D7","FAPs",58.6430904635026,87.381,29.9052,"8.1160e-03",-1.2975,2,"D0.D7","2_DOWN","D0_DOWN.D7_DOWN","Sntb1_D7_FAPs"
"6660","ENSMUSG00000063632","Sox11","D7","FAPs",52.5228005815606,92.5272,12.5184,"3.0051e-08",-2.7393,3,"D2.D4.D7","3_DOWN","D2_DOWN.D4_DOWN.D7_DOWN","Sox11_D7_FAPs"
"6661","ENSMUSG00000064373","Selenop","D7","FAPs",8091.48192916824,6870.243,9312.7209,"2.1191e-03",0.3904,3,"D0.D2.D7","3_UP.","D0_UP.D2_UP.D7_UP","Selenop_D7_FAPs"
"6662","ENSMUSG00000079014","Serpina3i","D7","FAPs",23.8234647112777,7.9663,39.6807,"3.8402e-03",1.9946,2,"D4.D7","2_UP.","D4_UP.D7_UP","Serpina3i_D7_FAPs"
"6663","ENSMUSG00000085925","Rtl1","D7","FAPs",989.523518885815,1281.2481,697.7989,"1.8348e-06",-0.823,4,"D0.D2.D4.D7","4_DOWN","D0_DOWN.D2_DOWN.D4_DOWN.D7_DOWN","Rtl1_D7_FAPs"
"6664","ENSMUSG00000094910","D430019H16Rik","D7","FAPs",103.431716464483,150.9654,55.898,"1.0926e-04",-1.3058,2,"D0.D7","2_DOWN","D0_DOWN.D7_DOWN","D430019H16Rik_D7_FAPs"
"6665","ENSMUSG00000000555","Itga5","D7","FAPs",1517.73317588822,1797.3741,1238.0922,"1.8313e-04",-0.4931,1,"D7","1_DOWN","D7_DOWN","Itga5_D7_FAPs"
