"","id","symbol","day","type","baseMean","meanCountNormalizedYoung","meanCountNormalizedOld","padj","log2FoldChange","nbDayDE","CombiDayDEG","NbUpDown","CombiDaysUpDown","GeneDayType"
"1958","ENSMUSG00000056394","Lig1","D2","MuSCs",1122.03541559117,1295.1239,862.4027,"2.8017e-02",-0.4888,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Lig1_D2_MuSCs"
"1959","ENSMUSG00000056602","Fry","D2","MuSCs",2132.30356208826,1406.8001,3220.5587,"3.7864e-06",1.1218,2,"D2.D7","2_UP.","D2_UP.D7_UP","Fry_D2_MuSCs"
"1960","ENSMUSG00000056737","Capg","D2","MuSCs",275.941247163372,224.2488,353.48,"2.6479e-02",0.5418,1,"D2","1_UP.","D2_UP","Capg_D2_MuSCs"
"1961","ENSMUSG00000057278","Snrpg","D2","MuSCs",476.544734654372,586.0918,312.2241,"1.4361e-03",-0.8091,1,"D2","1_DOWN","D2_DOWN","Snrpg_D2_MuSCs"
"1962","ENSMUSG00000057497","Fam136a","D2","MuSCs",410.859786217536,481.6165,304.7247,"2.2233e-02",-0.5489,1,"D2","1_DOWN","D2_DOWN","Fam136a_D2_MuSCs"
"1963","ENSMUSG00000057666","Gapdh","D2","MuSCs",14423.0206855636,16414.8716,11435.2444,"1.8832e-02",-0.456,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Gapdh_D2_MuSCs"
"1964","ENSMUSG00000059182","Skap2","D2","MuSCs",260.118443033029,199.4114,351.179,"1.8326e-02",0.67,1,"D2","1_UP.","D2_UP","Skap2_D2_MuSCs"
"1965","ENSMUSG00000060477","Irak2","D2","MuSCs",74.6428255988927,49.1818,112.8344,"3.3775e-02",0.8753,1,"D2","1_UP.","D2_UP","Irak2_D2_MuSCs"
"1966","ENSMUSG00000061374","Fiz1","D2","MuSCs",263.537677918691,312.8077,189.6326,"2.3090e-02",-0.5907,1,"D2","1_DOWN","D2_DOWN","Fiz1_D2_MuSCs"
"1967","ENSMUSG00000062905","Vmn1r32","D2","MuSCs",26.9395232282214,38.8599,9.059,"1.8562e-02",-1.5449,1,"D2","1_DOWN","D2_DOWN","Vmn1r32_D2_MuSCs"
"1968","ENSMUSG00000062980","Cped1","D2","MuSCs",507.081775630219,365.5844,719.3279,"4.2976e-03",0.8415,1,"D2","1_UP.","D2_UP","Cped1_D2_MuSCs"
"1969","ENSMUSG00000064080","Fbln2","D2","MuSCs",439.03744057464,332.6166,598.6687,"5.3963e-03",0.7313,2,"D2.D4","1_UP.1_DOWN","D2_UP.D4_DOWN","Fbln2_D2_MuSCs"
"1970","ENSMUSG00000066551","Hmgb1","D2","MuSCs",4639.99671253547,5479.3965,3380.897,"9.9305e-04",-0.6323,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Hmgb1_D2_MuSCs"
"1971","ENSMUSG00000069806","Cacng7","D2","MuSCs",212.296995485388,165.5907,282.3564,"3.5197e-02",0.604,1,"D2","1_UP.","D2_UP","Cacng7_D2_MuSCs"
"1972","ENSMUSG00000074272","Ceacam1","D2","MuSCs",46.7181044805898,25.8234,78.0602,"2.8388e-02",1.1417,1,"D2","1_UP.","D2_UP","Ceacam1_D2_MuSCs"
"1973","ENSMUSG00000078816","Prkcg","D2","MuSCs",664.054232191194,463.1966,965.3407,"1.6300e-03",0.9339,1,"D2","1_UP.","D2_UP","Prkcg_D2_MuSCs"
"1974","ENSMUSG00000079523","Tmsb10","D2","MuSCs",1028.11015066448,1222.1797,737.0058,"1.6321e-02",-0.6095,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Tmsb10_D2_MuSCs"
"1975","ENSMUSG00000091625","Lsm5","D2","MuSCs",254.438121236562,312.1175,167.9191,"6.2621e-03",-0.7647,1,"D2","1_DOWN","D2_DOWN","Lsm5_D2_MuSCs"
"1976","ENSMUSG00000092035","Peg10","D2","MuSCs",3054.79225037147,3922.4977,1753.234,"8.1416e-09",-1.1135,1,"D2","1_DOWN","D2_DOWN","Peg10_D2_MuSCs"
"1977","ENSMUSG00000001741","Il16","D2","MuSCs",49.0116258257896,26.0938,83.3884,"1.9401e-02",1.2715,1,"D2","1_UP.","D2_UP","Il16_D2_MuSCs"
"1978","ENSMUSG00000002068","Ccne1","D2","MuSCs",522.891983111707,663.561,311.8884,"1.3009e-05",-1.0185,1,"D2","1_DOWN","D2_DOWN","Ccne1_D2_MuSCs"
"1979","ENSMUSG00000003868","Ruvbl2","D2","MuSCs",691.944454631651,803.2482,524.9888,"3.4340e-02",-0.5014,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Ruvbl2_D2_MuSCs"
"1980","ENSMUSG00000004207","Psap","D2","MuSCs",3040.01042712113,2609.102,3686.3731,"1.4692e-02",0.4401,1,"D2","1_UP.","D2_UP","Psap_D2_MuSCs"
"1981","ENSMUSG00000004360","9330159F19Rik","D2","MuSCs",48.1380933040227,29.5113,76.0783,"2.7483e-02",1.0056,1,"D2","1_UP.","D2_UP","9330159F19Rik_D2_MuSCs"
"1982","ENSMUSG00000005611","Mrvi1","D2","MuSCs",1274.78766704444,855.5537,1903.6387,"1.2760e-04",1.0551,1,"D2","1_UP.","D2_UP","Mrvi1_D2_MuSCs"
"1983","ENSMUSG00000005686","Ampd3","D2","MuSCs",273.20640794591,183.1443,408.2996,"1.4993e-03",1.0162,3,"D2.D4.D7","2_UP.1_DOWN","D2_UP.D4_DOWN.D7_UP","Ampd3_D2_MuSCs"
"1984","ENSMUSG00000006205","Htra1","D2","MuSCs",596.40563293677,479.0445,772.4473,"1.0024e-02",0.5938,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN","Htra1_D2_MuSCs"
"1985","ENSMUSG00000006599","Gtf2h1","D2","MuSCs",600.172709422172,689.6428,465.9675,"2.2755e-02",-0.4808,1,"D2","1_DOWN","D2_DOWN","Gtf2h1_D2_MuSCs"
"1986","ENSMUSG00000009471","Myod1","D2","MuSCs",2843.64219771774,3429.7387,1964.4975,"5.7662e-03",-0.6933,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Myod1_D2_MuSCs"
"1987","ENSMUSG00000009687","Fxyd5","D2","MuSCs",367.77418758371,262.9567,525.0004,"7.5557e-04",0.8934,1,"D2","1_UP.","D2_UP","Fxyd5_D2_MuSCs"
"1988","ENSMUSG00000019773","Fbxo5","D2","MuSCs",506.100484489706,605.6058,356.8425,"1.0155e-02",-0.6477,1,"D2","1_DOWN","D2_DOWN","Fbxo5_D2_MuSCs"
"1989","ENSMUSG00000019777","Hdac2","D2","MuSCs",1414.08035108141,1617.1824,1109.4273,"1.3206e-02",-0.4758,1,"D2","1_DOWN","D2_DOWN","Hdac2_D2_MuSCs"
"1990","ENSMUSG00000019787","Trdn","D2","MuSCs",30.9718157392752,6.4385,67.7718,"5.6204e-04",3.0115,1,"D2","1_UP.","D2_UP","Trdn_D2_MuSCs"
"1991","ENSMUSG00000019789","Hey2","D2","MuSCs",90.6762528505262,54.5229,144.9062,"2.1839e-02",1.0626,1,"D2","1_UP.","D2_UP","Hey2_D2_MuSCs"
"1992","ENSMUSG00000019820","Utrn","D2","MuSCs",5320.80644779017,4251.9409,6924.1048,"3.8548e-04",0.6475,1,"D2","1_UP.","D2_UP","Utrn_D2_MuSCs"
"1993","ENSMUSG00000019823","Mical1","D2","MuSCs",276.272057763796,219.2372,361.8244,"3.8886e-02",0.5688,1,"D2","1_UP.","D2_UP","Mical1_D2_MuSCs"
"1994","ENSMUSG00000019842","Traf3ip2","D2","MuSCs",101.02706827281,74.2579,141.1809,"4.0318e-02",0.6897,1,"D2","1_UP.","D2_UP","Traf3ip2_D2_MuSCs"
"1995","ENSMUSG00000019851","Perp","D2","MuSCs",35.1854908275903,9.8549,73.1814,"1.2007e-04",2.6395,1,"D2","1_UP.","D2_UP","Perp_D2_MuSCs"
"1996","ENSMUSG00000019970","Sgk1","D2","MuSCs",3518.94104145029,4367.6348,2245.9004,"1.9676e-05",-0.8954,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Sgk1_D2_MuSCs"
"1997","ENSMUSG00000019992","Mtfr2","D2","MuSCs",195.802058295849,233.5086,139.2423,"2.8755e-02",-0.5959,1,"D2","1_DOWN","D2_DOWN","Mtfr2_D2_MuSCs"
"1998","ENSMUSG00000020074","Ccar1","D2","MuSCs",2619.60324254456,2923.8891,2163.1745,"3.3032e-02",-0.3781,1,"D2","1_DOWN","D2_DOWN","Ccar1_D2_MuSCs"
"1999","ENSMUSG00000020075","Ddx21","D2","MuSCs",3509.78062254148,3985.8263,2795.7121,"3.5190e-02",-0.4305,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Ddx21_D2_MuSCs"
"2000","ENSMUSG00000020089","Ppa1","D2","MuSCs",990.770767648345,1160.2179,736.6,"1.8276e-02",-0.5522,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Ppa1_D2_MuSCs"
"2001","ENSMUSG00000025477","Inpp5a","D2","MuSCs",770.626975431844,554.0763,1095.453,"2.9408e-04",0.8956,2,"D0.D2","2_UP.","D0_UP.D2_UP","Inpp5a_D2_MuSCs"
"2002","ENSMUSG00000025586","Cpeb1","D2","MuSCs",425.219407325425,337.552,556.7206,"2.7540e-02",0.5848,1,"D2","1_UP.","D2_UP","Cpeb1_D2_MuSCs"
"2003","ENSMUSG00000025789","St8sia2","D2","MuSCs",716.466783148125,878.2394,473.8079,"6.6048e-04",-0.8038,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","St8sia2_D2_MuSCs"
"2004","ENSMUSG00000030471","Zdhhc13","D2","MuSCs",367.853421109707,428.4795,276.9143,"2.3666e-02",-0.5245,1,"D2","1_DOWN","D2_DOWN","Zdhhc13_D2_MuSCs"
"2005","ENSMUSG00000030519","Apba2","D2","MuSCs",62.3674131327247,35.5311,102.6219,"7.4627e-03",1.2543,1,"D2","1_UP.","D2_UP","Apba2_D2_MuSCs"
"2006","ENSMUSG00000030528","Blm","D2","MuSCs",485.467077250622,584.2629,337.2733,"1.3383e-03",-0.7104,1,"D2","1_DOWN","D2_DOWN","Blm_D2_MuSCs"
"2007","ENSMUSG00000030605","Mfge8","D2","MuSCs",1675.12643063083,1181.4162,2415.6917,"2.7611e-06",0.9728,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN","Mfge8_D2_MuSCs"
"2008","ENSMUSG00000030619","Eed","D2","MuSCs",613.350505766841,709.6204,468.9457,"1.8542e-02",-0.509,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Eed_D2_MuSCs"
"2009","ENSMUSG00000030641","Ddias","D2","MuSCs",327.082320451436,388.7895,234.5215,"1.4106e-02",-0.6154,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Ddias_D2_MuSCs"
"2010","ENSMUSG00000030672","Mylpf","D2","MuSCs",56.840272905362,28.3951,99.5081,"1.4903e-02",1.4004,2,"D2.D4","2_UP.","D2_UP.D4_UP","Mylpf_D2_MuSCs"
"2011","ENSMUSG00000030677","Kif22","D2","MuSCs",471.023740792192,580.8682,306.2571,"4.8396e-04",-0.8367,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Kif22_D2_MuSCs"
"2012","ENSMUSG00000030681","Mvp","D2","MuSCs",427.0382590563,329.9813,572.6237,"3.8149e-03",0.6965,1,"D2","1_UP.","D2_UP","Mvp_D2_MuSCs"
"2013","ENSMUSG00000030701","Plekhb1","D2","MuSCs",254.067008332059,187.2251,354.3299,"2.1275e-02",0.7308,1,"D2","1_UP.","D2_UP","Plekhb1_D2_MuSCs"
"2014","ENSMUSG00000030796","Tead2","D2","MuSCs",281.999609713412,359.8762,165.1847,"6.1059e-04",-1.0034,1,"D2","1_DOWN","D2_DOWN","Tead2_D2_MuSCs"
"2015","ENSMUSG00000030876","Mettl9","D2","MuSCs",758.997024366948,864.3087,601.0296,"2.0268e-02",-0.4524,1,"D2","1_DOWN","D2_DOWN","Mettl9_D2_MuSCs"
"2016","ENSMUSG00000030882","Dnhd1","D2","MuSCs",56.5821383055778,36.4408,86.7942,"3.5312e-02",0.8956,1,"D2","1_UP.","D2_UP","Dnhd1_D2_MuSCs"
"2017","ENSMUSG00000030894","Tpp1","D2","MuSCs",500.594443147756,395.8167,657.761,"2.6081e-03",0.6529,1,"D2","1_UP.","D2_UP","Tpp1_D2_MuSCs"
"2018","ENSMUSG00000031004","Mki67","D2","MuSCs",9857.44492298534,11786.1595,6964.3731,"1.2894e-04",-0.7027,1,"D2","1_DOWN","D2_DOWN","Mki67_D2_MuSCs"
"2019","ENSMUSG00000031070","Mrgprf","D2","MuSCs",114.448697007415,80.3286,165.6288,"2.3817e-02",0.8119,1,"D2","1_UP.","D2_UP","Mrgprf_D2_MuSCs"
"2020","ENSMUSG00000031075","Ano1","D2","MuSCs",1609.31093690341,1234.6845,2171.2507,"3.1373e-03",0.7168,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN","Ano1_D2_MuSCs"
"2021","ENSMUSG00000032640","Chsy1","D2","MuSCs",413.178456525056,475.7558,319.3124,"2.7765e-02",-0.4818,1,"D2","1_DOWN","D2_DOWN","Chsy1_D2_MuSCs"
"2022","ENSMUSG00000034825","Nrip3","D2","MuSCs",54.2792351386538,32.2883,87.2656,"4.3135e-02",0.9681,1,"D2","1_UP.","D2_UP","Nrip3_D2_MuSCs"
"2023","ENSMUSG00000036570","Fxyd1","D2","MuSCs",127.838789110854,75.4811,206.3754,"3.3411e-04",1.3048,1,"D2","1_UP.","D2_UP","Fxyd1_D2_MuSCs"
"2024","ENSMUSG00000037166","Ppp1r14a","D2","MuSCs",140.756506445548,100.1042,201.735,"1.2979e-02",0.828,1,"D2","1_UP.","D2_UP","Ppp1r14a_D2_MuSCs"
"2025","ENSMUSG00000037552","Plekhg2","D2","MuSCs",1507.85547325094,1211.7459,1952.0199,"7.9935e-03",0.5977,2,"D2.D4","1_UP.1_DOWN","D2_UP.D4_DOWN","Plekhg2_D2_MuSCs"
"2026","ENSMUSG00000037706","Cd81","D2","MuSCs",2553.71984436343,2200.6976,3083.2532,"2.4473e-02",0.4224,1,"D2","1_UP.","D2_UP","Cd81_D2_MuSCs"
"2027","ENSMUSG00000037887","Dusp8","D2","MuSCs",134.337970869652,77.5553,219.512,"6.6834e-04",1.3327,1,"D2","1_UP.","D2_UP","Dusp8_D2_MuSCs"
"2028","ENSMUSG00000038244","Mical2","D2","MuSCs",2055.48519926542,1762.8063,2494.5035,"9.9237e-03",0.4471,3,"D0.D2.D4","3_UP.","D0_UP.D2_UP.D4_UP","Mical2_D2_MuSCs"
"2029","ENSMUSG00000038459","Abhd17c","D2","MuSCs",602.958351339455,731.287,410.4654,"2.3317e-03",-0.7364,1,"D2","1_DOWN","D2_DOWN","Abhd17c_D2_MuSCs"
"2030","ENSMUSG00000038510","Rpf2","D2","MuSCs",545.382587930608,630.6599,417.4666,"4.9407e-02",-0.4738,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Rpf2_D2_MuSCs"
"2031","ENSMUSG00000038583","Pln","D2","MuSCs",115.165871417577,60.4819,197.1918,"3.2485e-04",1.5272,1,"D2","1_UP.","D2_UP","Pln_D2_MuSCs"
"2032","ENSMUSG00000038587","Akap12","D2","MuSCs",925.134928759658,742.7634,1198.6922,"2.9394e-02",0.5612,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN","Akap12_D2_MuSCs"
"2033","ENSMUSG00000038594","Cep85l","D2","MuSCs",751.107149905974,618.2849,950.3405,"1.4485e-02",0.5337,1,"D2","1_UP.","D2_UP","Cep85l_D2_MuSCs"
"2034","ENSMUSG00000038602","Slc35f1","D2","MuSCs",295.672435310928,182.0376,466.1246,"5.8992e-05",1.2436,2,"D2.D4","2_UP.","D2_UP.D4_UP","Slc35f1_D2_MuSCs"
"2035","ENSMUSG00000039116","Adgrg6","D2","MuSCs",324.20379854585,201.6637,508.0139,"6.9351e-06",1.2446,1,"D2","1_UP.","D2_UP","Adgrg6_D2_MuSCs"
"2036","ENSMUSG00000039405","Prss23","D2","MuSCs",220.501594652436,174.4027,289.65,"2.7475e-02",0.5915,1,"D2","1_UP.","D2_UP","Prss23_D2_MuSCs"
"2037","ENSMUSG00000039485","Tspyl4","D2","MuSCs",70.5006594551377,46.7942,106.0603,"2.7559e-02",0.8881,1,"D2","1_UP.","D2_UP","Tspyl4_D2_MuSCs"
"2038","ENSMUSG00000040435","Ppp1r15a","D2","MuSCs",1073.80984742635,866.4079,1384.9128,"7.9451e-04",0.6184,1,"D2","1_UP.","D2_UP","Ppp1r15a_D2_MuSCs"
"2039","ENSMUSG00000040624","Plekhg1","D2","MuSCs",306.037025833573,208.2101,452.7774,"1.4533e-03",0.9867,2,"D2.D4","1_UP.1_DOWN","D2_UP.D4_DOWN","Plekhg1_D2_MuSCs"
"2040","ENSMUSG00000042462","Dctpp1","D2","MuSCs",149.286505393082,186.3454,93.6982,"8.8450e-03",-0.8249,1,"D2","1_DOWN","D2_DOWN","Dctpp1_D2_MuSCs"
"2041","ENSMUSG00000042606","Hirip3","D2","MuSCs",341.268998115404,404.4887,246.4395,"2.5120e-02",-0.5833,1,"D2","1_DOWN","D2_DOWN","Hirip3_D2_MuSCs"
"2042","ENSMUSG00000043366","Olfr78","D2","MuSCs",313.461288670936,186.6654,503.6551,"5.7809e-06",1.3426,1,"D2","1_UP.","D2_UP","Olfr78_D2_MuSCs"
"2043","ENSMUSG00000045411","2410002F23Rik","D2","MuSCs",768.88937211541,873.3705,612.1678,"4.6448e-02",-0.4238,1,"D2","1_DOWN","D2_DOWN","2410002F23Rik_D2_MuSCs"
"2044","ENSMUSG00000045659","Plekha7","D2","MuSCs",90.2259504253286,54.1804,144.2943,"3.8149e-03",1.1962,2,"D0.D2","2_UP.","D0_UP.D2_UP","Plekha7_D2_MuSCs"
"2045","ENSMUSG00000046179","E2f8","D2","MuSCs",654.810776576171,778.9375,468.6207,"3.0343e-03",-0.6499,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","E2f8_D2_MuSCs"
"2046","ENSMUSG00000046364","Rpl27a","D2","MuSCs",5020.20813495632,5702.2585,3997.1325,"2.5711e-02",-0.4392,1,"D2","1_DOWN","D2_DOWN","Rpl27a_D2_MuSCs"
"2047","ENSMUSG00000046591","Ticrr","D2","MuSCs",396.211959435337,462.5605,296.6892,"1.8175e-02",-0.5409,1,"D2","1_DOWN","D2_DOWN","Ticrr_D2_MuSCs"
"2048","ENSMUSG00000047139","Cd24a","D2","MuSCs",106.817986668314,153.9845,36.0682,"2.1441e-06",-1.9449,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN","Cd24a_D2_MuSCs"
"2049","ENSMUSG00000047767","Atg16l2","D2","MuSCs",242.764126427751,191.5442,319.5941,"1.9401e-02",0.6108,1,"D2","1_UP.","D2_UP","Atg16l2_D2_MuSCs"
"2050","ENSMUSG00000047884","Klk9","D2","MuSCs",92.4367979846668,54.0928,149.9529,"9.6933e-04",1.2934,1,"D2","1_UP.","D2_UP","Klk9_D2_MuSCs"
"2051","ENSMUSG00000048330","Ric3","D2","MuSCs",52.6314162165087,28.2606,89.1876,"1.3694e-02",1.3036,2,"D0.D2","2_UP.","D0_UP.D2_UP","Ric3_D2_MuSCs"
"2052","ENSMUSG00000050953","Gja1","D2","MuSCs",1215.71751923616,1468.6854,836.2657,"1.7100e-03",-0.7232,1,"D2","1_DOWN","D2_DOWN","Gja1_D2_MuSCs"
"2053","ENSMUSG00000051910","Sox6","D2","MuSCs",502.507221937115,272.1176,848.0917,"7.9072e-07",1.544,2,"D0.D2","2_UP.","D0_UP.D2_UP","Sox6_D2_MuSCs"
"2054","ENSMUSG00000054555","Adam12","D2","MuSCs",678.769192270921,803.1835,492.1478,"1.1686e-02",-0.605,3,"D2.D4.D7","3_DOWN","D2_DOWN.D4_DOWN.D7_DOWN","Adam12_D2_MuSCs"
"2055","ENSMUSG00000055407","Map6","D2","MuSCs",291.750946290554,216.1563,405.1429,"1.8069e-03",0.801,1,"D2","1_UP.","D2_UP","Map6_D2_MuSCs"
"2056","ENSMUSG00000055723","Rras2","D2","MuSCs",1105.586433098,1384.6329,687.0167,"2.5449e-05",-0.9403,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Rras2_D2_MuSCs"
"2057","ENSMUSG00000058297","Spock2","D2","MuSCs",45.9676177163395,27.1645,74.1723,"4.7123e-02",0.9453,2,"D0.D2","2_UP.","D0_UP.D2_UP","Spock2_D2_MuSCs"
"2058","ENSMUSG00000058325","Dock1","D2","MuSCs",1226.09262599689,1028.2,1522.9316,"1.6411e-02",0.4909,2,"D2.D4","1_UP.1_DOWN","D2_UP.D4_DOWN","Dock1_D2_MuSCs"
"2059","ENSMUSG00000059146","Ntrk3","D2","MuSCs",82.8446446115202,10.6706,191.1056,"1.8861e-14",4.0938,3,"D0.D2.D7","3_UP.","D0_UP.D2_UP.D7_UP","Ntrk3_D2_MuSCs"
"2060","ENSMUSG00000061723","Tnnt3","D2","MuSCs",79.2601829463137,43.1674,133.3993,"3.6941e-02",1.1073,1,"D2","1_UP.","D2_UP","Tnnt3_D2_MuSCs"
"2061","ENSMUSG00000063160","Numbl","D2","MuSCs",257.601672461178,194.4083,352.3917,"2.5415e-02",0.6802,2,"D2.D4","1_UP.1_DOWN","D2_UP.D4_DOWN","Numbl_D2_MuSCs"
"2062","ENSMUSG00000066232","Ipo7","D2","MuSCs",7650.31511911149,9011.1514,5609.0607,"1.1079e-03",-0.6187,1,"D2","1_DOWN","D2_DOWN","Ipo7_D2_MuSCs"
"2063","ENSMUSG00000066406","Akap13","D2","MuSCs",2989.06364259003,2547.8609,3650.8677,"1.7503e-02",0.4528,1,"D2","1_UP.","D2_UP","Akap13_D2_MuSCs"
"2064","ENSMUSG00000070348","Ccnd1","D2","MuSCs",3016.81652692498,3729.2991,1948.0927,"1.1515e-04",-0.8612,4,"D0.D2.D4.D7","1_UP.3_DOWN","D0_DOWN.D2_DOWN.D4_UP.D7_DOWN","Ccnd1_D2_MuSCs"
"2065","ENSMUSG00000070423","Olfr558","D2","MuSCs",845.900752184947,654.4617,1133.0594,"1.7857e-02",0.6539,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN","Olfr558_D2_MuSCs"
"2066","ENSMUSG00000070509","Rgma","D2","MuSCs",490.556145897685,398.5579,628.5534,"1.1691e-02",0.5665,1,"D2","1_UP.","D2_UP","Rgma_D2_MuSCs"
"2067","ENSMUSG00000073838","Tufm","D2","MuSCs",884.100936513623,1004.7871,703.0717,"4.2574e-02",-0.4283,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Tufm_D2_MuSCs"
"2068","ENSMUSG00000074093","Svip","D2","MuSCs",66.7680904692822,29.9783,121.9527,"2.2693e-04",1.8225,1,"D2","1_UP.","D2_UP","Svip_D2_MuSCs"
"2069","ENSMUSG00000075232","Amd1","D2","MuSCs",1284.47240601376,1531.3234,914.1959,"5.1480e-04",-0.6791,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Amd1_D2_MuSCs"
"2070","ENSMUSG00000079685","Ulbp1","D2","MuSCs",235.790150037011,293.7298,148.8807,"2.3062e-03",-0.856,1,"D2","1_DOWN","D2_DOWN","Ulbp1_D2_MuSCs"
"2071","ENSMUSG00000090862","Rps13","D2","MuSCs",2720.24582545197,3105.9292,2141.7207,"1.8509e-02",-0.4644,1,"D2","1_DOWN","D2_DOWN","Rps13_D2_MuSCs"
"2072","ENSMUSG00000090958","Lrrc32","D2","MuSCs",613.024445314284,430.7938,886.3704,"8.6625e-04",0.9287,2,"D0.D2","2_UP.","D0_UP.D2_UP","Lrrc32_D2_MuSCs"
"2073","ENSMUSG00000096054","Syne1","D2","MuSCs",2455.23697530233,1710.9131,3571.7228,"4.7402e-07",1.0082,2,"D0.D2","2_UP.","D0_UP.D2_UP","Syne1_D2_MuSCs"
"2074","ENSMUSG00000110008","Olfr560","D2","MuSCs",45.39321477641,27.1746,72.7212,"3.4911e-02",1.0001,1,"D2","1_UP.","D2_UP","Olfr560_D2_MuSCs"
"2075","ENSMUSG00000001300","Efnb2","D2","MuSCs",1022.04822589668,1233.1611,705.3789,"2.4570e-04",-0.7386,1,"D2","1_DOWN","D2_DOWN","Efnb2_D2_MuSCs"
"2076","ENSMUSG00000004665","Cnn2","D2","MuSCs",381.494355703664,315.674,480.2249,"2.1961e-02",0.5113,3,"D0.D2.D4","2_UP.1_DOWN","D0_UP.D2_UP.D4_DOWN","Cnn2_D2_MuSCs"
"2077","ENSMUSG00000005410","Mcm5","D2","MuSCs",1052.16285483384,1238.1167,773.232,"3.2117e-03",-0.6036,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Mcm5_D2_MuSCs"
"2078","ENSMUSG00000005481","Ddx39","D2","MuSCs",964.844377832776,1147.7813,690.439,"3.5132e-03",-0.6465,1,"D2","1_DOWN","D2_DOWN","Ddx39_D2_MuSCs"
"2079","ENSMUSG00000005534","Insr","D2","MuSCs",768.0235535324,654.2079,938.747,"3.5659e-02",0.4385,1,"D2","1_UP.","D2_UP","Insr_D2_MuSCs"
"2080","ENSMUSG00000005698","Ctcf","D2","MuSCs",1383.97693400171,1571.2802,1103.022,"9.6600e-03",-0.4546,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Ctcf_D2_MuSCs"
"2081","ENSMUSG00000006342","Susd2","D2","MuSCs",395.5862540396,284.5064,562.206,"1.5821e-03",0.8712,2,"D0.D2","2_UP.","D0_UP.D2_UP","Susd2_D2_MuSCs"
"2082","ENSMUSG00000007888","Crlf1","D2","MuSCs",89.3938762158093,48.8986,150.1368,"1.1072e-02",1.283,4,"D0.D2.D4.D7","2_UP.2_DOWN","D0_DOWN.D2_UP.D4_DOWN.D7_UP","Crlf1_D2_MuSCs"
"2083","ENSMUSG00000009681","Bcr","D2","MuSCs",650.887817198115,527.4213,836.0876,"7.8466e-03",0.5809,2,"D2.D4","1_UP.1_DOWN","D2_UP.D4_DOWN","Bcr_D2_MuSCs"
"2084","ENSMUSG00000011832","Evi5l","D2","MuSCs",153.370170097316,112.5788,214.5573,"2.3817e-02",0.7337,1,"D2","1_UP.","D2_UP","Evi5l_D2_MuSCs"
"2085","ENSMUSG00000012405","Rpl15","D2","MuSCs",2419.90708731315,2783.5706,1874.4118,"2.2086e-02",-0.4844,1,"D2","1_DOWN","D2_DOWN","Rpl15_D2_MuSCs"
"2086","ENSMUSG00000015312","Gadd45b","D2","MuSCs",473.804700634738,382.6021,610.6086,"8.8503e-03",0.5849,1,"D2","1_UP.","D2_UP","Gadd45b_D2_MuSCs"
"2087","ENSMUSG00000018166","Erbb3","D2","MuSCs",532.782361206585,335.1277,829.2644,"1.2898e-04",1.1901,1,"D2","1_UP.","D2_UP","Erbb3_D2_MuSCs"
"2088","ENSMUSG00000019467","Arhgef25","D2","MuSCs",291.60922569972,222.7102,394.9577,"5.0614e-03",0.7171,1,"D2","1_UP.","D2_UP","Arhgef25_D2_MuSCs"
"2089","ENSMUSG00000019907","Ppp1r12a","D2","MuSCs",3461.67987525757,2819.0236,4425.6642,"1.6098e-03",0.5897,1,"D2","1_UP.","D2_UP","Ppp1r12a_D2_MuSCs"
"2090","ENSMUSG00000019942","Cdk1","D2","MuSCs",873.720569616703,1055.5473,600.9805,"3.1676e-03",-0.7134,2,"D2.D4","1_UP.1_DOWN","D2_DOWN.D4_UP","Cdk1_D2_MuSCs"
