"","id","symbol","day","type","baseMean","meanCountNormalizedYoung","meanCountNormalizedOld","padj","log2FoldChange","nbDayDE","CombiDayDEG","NbUpDown","CombiDaysUpDown"
"552","ENSMUSG00000049313","Sorl1","D0","FAPs",977.672455595349,543.009850240515,1412.33506095018,2.62490298249443e-13,1.34200584847603,2,"D0.D7","2_UP.","D0_UP.D7_UP"
"553","ENSMUSG00000058571","Gpc6","D0","FAPs",608.25293831279,733.145387347021,483.360489278559,0.00650077868854359,-0.514312484435871,1,"D0","1_DOWN","D0_DOWN"
"554","ENSMUSG00000070304","Scn2b","D0","FAPs",26.4527301421107,10.0451344187907,42.8603258654306,0.0123551209711527,1.71321096267875,1,"D0","1_UP.","D0_UP"
"555","ENSMUSG00000017309","Cd300lg","D0","FAPs",151.617751418364,58.5593464620432,244.676156374685,4.20086650772021e-07,1.94988607556701,1,"D0","1_UP.","D0_UP"
"556","ENSMUSG00000018339","Gpx3","D0","FAPs",3852.20963694565,2744.51695808207,4959.90231580922,9.17890515699051e-09,0.813895674398854,4,"D0.D2.D4.D7","4_UP.","D0_UP.D2_UP.D4_UP.D7_UP"
"557","ENSMUSG00000020363","Gfpt2","D0","FAPs",5288.13879238709,4533.96683698884,6042.31074778534,0.0105190204127714,0.358714447999028,2,"D0.D4","2_UP.","D0_UP.D4_UP"
"558","ENSMUSG00000020400","Tnip1","D0","FAPs",380.82244675579,303.577011355863,458.067882155717,0.00730601661903143,0.508057407762765,1,"D0","1_UP.","D0_UP"
"559","ENSMUSG00000020467","Efemp1","D0","FAPs",2669.70537621058,1888.10525226696,3451.30550015421,8.62458871664724e-09,0.829960392891377,3,"D0.D2.D7","3_UP.","D0_UP.D2_UP.D7_UP"
"560","ENSMUSG00000020524","Gria1","D0","FAPs",63.5005453539103,26.6465395646566,100.354551143164,0.000423867852711509,1.70221882194346,1,"D0","1_UP.","D0_UP"
"561","ENSMUSG00000020620","Abca8b","D0","FAPs",12071.5909209103,9263.08689052832,14880.0949512922,3.10259451940526e-06,0.647207447538618,1,"D0","1_UP.","D0_UP"
"562","ENSMUSG00000020681","Ace","D0","FAPs",9690.74080117383,8049.56710132735,11331.9145010203,0.000823294776490491,0.44541777983421,2,"D0.D4","2_UP.","D0_UP.D4_UP"
"563","ENSMUSG00000020774","Aspa","D0","FAPs",247.484208263947,168.493004535966,326.475411991928,0.000334609856533791,0.867629330689724,2,"D0.D7","2_UP.","D0_UP.D7_UP"
"564","ENSMUSG00000020866","Cacna1g","D0","FAPs",677.80298818416,887.242523644571,468.363452723748,2.87730857619247e-08,-0.876758915185858,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"565","ENSMUSG00000020914","Top2a","D0","FAPs",179.061909365384,278.57987343892,79.543945291848,2.25112024872756e-06,-1.67851700147052,1,"D0","1_DOWN","D0_DOWN"
"566","ENSMUSG00000021390","Ogn","D0","FAPs",8247.65236108117,6547.66638294106,9947.63833922127,2.2843275812702e-07,0.573046436862363,2,"D0.D4","1_UP.1_DOWN","D0_UP.D4_DOWN"
"567","ENSMUSG00000038807","Rap1gap2","D0","FAPs",178.69029800805,122.504541862369,234.87605415373,0.00187311010696126,0.817476143838946,1,"D0","1_UP.","D0_UP"
"568","ENSMUSG00000041797","Abca9","D0","FAPs",9476.73232779202,7819.13451636101,11134.330139223,0.000685886874522249,0.461358148167908,1,"D0","1_UP.","D0_UP"
"569","ENSMUSG00000044749","Abca6","D0","FAPs",5218.64818952961,2853.76011063298,7583.53626842624,7.92291964136848e-29,1.3939643023033,3,"D0.D2.D7","3_UP.","D0_UP.D2_UP.D7_UP"
"570","ENSMUSG00000053580","Tanc2","D0","FAPs",446.076370743218,527.141954210066,365.01078727637,0.0364872061510042,-0.428464620639322,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"571","ENSMUSG00000062825","Actg1","D0","FAPs",2570.87238146074,2980.65325040227,2161.09151251921,0.00624085196397936,-0.404322546938548,1,"D0","1_DOWN","D0_DOWN"
"572","ENSMUSG00000002565","Scin","D0","FAPs",114.767332276103,47.0983069569941,182.436357595213,1.82825608157758e-08,1.8820065863434,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"573","ENSMUSG00000005125","Ndrg1","D0","FAPs",1279.70796295186,1005.65300575681,1553.76292014691,8.51066730612367e-06,0.585563203158627,2,"D0.D4","2_UP.","D0_UP.D4_UP"
"574","ENSMUSG00000021087","Rtn1","D0","FAPs",258.080199515193,157.712566524723,358.447832505663,6.15733820669286e-08,1.11896004081422,4,"D0.D2.D4.D7","4_UP.","D0_UP.D2_UP.D4_UP.D7_UP"
"575","ENSMUSG00000021250","Fos","D0","FAPs",7107.18715832701,6311.19481608135,7903.17950057266,0.0406619845782346,0.275713501305238,1,"D0","1_UP.","D0_UP"
"576","ENSMUSG00000021270","Hsp90aa1","D0","FAPs",2879.19143942407,2537.00905168608,3221.37382716205,0.0429424520165495,0.291291762518375,1,"D0","1_UP.","D0_UP"
"577","ENSMUSG00000021732","Fgf10","D0","FAPs",40.8616568945074,20.568008073177,61.1553057158378,0.0358089403402999,1.17243297390002,1,"D0","1_UP.","D0_UP"
"578","ENSMUSG00000022371","Col14a1","D0","FAPs",6437.23183417252,8864.74553932738,4009.71812901767,7.29168819879533e-21,-1.12269477047704,2,"D0.D2","2_DOWN","D0_DOWN.D2_DOWN"
"579","ENSMUSG00000036523","Greb1","D0","FAPs",102.575068632934,43.5520554943625,161.598081771506,0.000128470758027153,1.74341050153742,1,"D0","1_UP.","D0_UP"
"580","ENSMUSG00000039168","Dap","D0","FAPs",549.79870615372,645.849796283019,453.74761602442,0.0468236881535912,-0.406124219343115,1,"D0","1_DOWN","D0_DOWN"
"581","ENSMUSG00000054263","Lifr","D0","FAPs",4793.66149841121,3624.78813197617,5962.53486484625,1.0064106363444e-08,0.690210239510447,3,"D0.D2.D4","3_UP.","D0_UP.D2_UP.D4_UP"
"582","ENSMUSG00000002489","Tiam1","D0","FAPs",401.705476910817,502.017583985983,301.39336983565,0.00123192898000313,-0.653462006938077,2,"D0.D4","1_UP.1_DOWN","D0_DOWN.D4_UP"
"583","ENSMUSG00000013236","Ptprs","D0","FAPs",1138.19812323396,1446.66088793965,829.735358528271,7.29668421847563e-06,-0.749168693543462,3,"D0.D2.D4","3_DOWN","D0_DOWN.D2_DOWN.D4_DOWN"
"584","ENSMUSG00000015468","Notch4","D0","FAPs",136.199544918148,97.9313706420004,174.467719194297,0.0248013883825995,0.665928426895547,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"585","ENSMUSG00000022629","Kif21a","D0","FAPs",236.523069526014,153.226298775406,319.819840276621,2.38293305375374e-06,0.991935827456422,3,"D0.D2.D4","3_UP.","D0_UP.D2_UP.D4_UP"
"586","ENSMUSG00000022816","Fstl1","D0","FAPs",13219.0187547356,15707.2927880146,10730.7447214566,0.00203206926055037,-0.487400356049968,1,"D0","1_DOWN","D0_DOWN"
"587","ENSMUSG00000022887","Masp1","D0","FAPs",101.388463256174,135.780950266335,66.9959762460144,0.0475356031398213,-0.764983128516844,1,"D0","1_DOWN","D0_DOWN"
"588","ENSMUSG00000023886","Smoc2","D0","FAPs",25775.1110308831,22607.0263988912,28943.1956628749,0.0145461075173849,0.316950130760158,2,"D0.D7","2_UP.","D0_UP.D7_UP"
"589","ENSMUSG00000023913","Pla2g7","D0","FAPs",38.049316269892,11.3534551344736,64.7451774053103,0.000308731533972898,2.28319361235903,1,"D0","1_UP.","D0_UP"
"590","ENSMUSG00000024190","Dusp1","D0","FAPs",2748.22507894307,2327.04295150851,3169.40720637764,0.0181675458771816,0.37702955536914,1,"D0","1_UP.","D0_UP"
"591","ENSMUSG00000038146","Notch3","D0","FAPs",189.637198537866,243.569074994428,135.705322081304,0.0388183563774597,-0.652191975808339,1,"D0","1_DOWN","D0_DOWN"
"592","ENSMUSG00000039457","Ppl","D0","FAPs",1240.72886554255,933.502457728623,1547.95527335647,4.54401664718749e-05,0.673272054312773,1,"D0","1_UP.","D0_UP"
"593","ENSMUSG00000040260","Daam2","D0","FAPs",660.426917667982,862.354454419408,458.499380916556,1.39406654273623e-06,-0.852291117598251,1,"D0","1_DOWN","D0_DOWN"
"594","ENSMUSG00000041974","Spidr","D0","FAPs",1075.61535134443,828.357542676418,1322.87316001244,0.00043234257177543,0.60852970032773,2,"D0.D7","2_UP.","D0_UP.D7_UP"
"595","ENSMUSG00000048915","Efna5","D0","FAPs",90.8081072918742,120.405279728473,61.2109348552756,0.0354523175737297,-0.759547782139276,2,"D0.D2","2_DOWN","D0_DOWN.D2_DOWN"
"596","ENSMUSG00000052516","Robo2","D0","FAPs",31.2016871974774,56.5608130329808,5.84256136197406,6.05214018843306e-05,-3.00788631929439,3,"D0.D4.D7","3_DOWN","D0_DOWN.D4_DOWN.D7_DOWN"
"597","ENSMUSG00000024235","Map3k8","D0","FAPs",426.154615274363,342.347494909699,509.961735639027,0.0431339435674199,0.449627408795325,1,"D0","1_UP.","D0_UP"
"598","ENSMUSG00000024440","Pcdh12","D0","FAPs",80.6223888761105,110.613079234869,50.6316985173524,0.03065936805086,-0.871528712804337,1,"D0","1_DOWN","D0_DOWN"
"599","ENSMUSG00000024713","Pcsk5","D0","FAPs",1090.81177683896,1286.37474137095,895.248812306979,0.00124795815783227,-0.46984452177616,1,"D0","1_DOWN","D0_DOWN"
"600","ENSMUSG00000024810","Il33","D0","FAPs",1259.76451108596,1067.12753394379,1452.40148822813,0.0418410875365774,0.359871345540861,2,"D0.D7","2_UP.","D0_UP.D7_UP"
"601","ENSMUSG00000024924","Vldlr","D0","FAPs",1608.52823270048,1287.13609862647,1929.92036677448,0.000173562070570126,0.53539931158311,3,"D0.D2.D4","3_UP.","D0_UP.D2_UP.D4_UP"
"602","ENSMUSG00000036452","Arhgap26","D0","FAPs",114.479992475625,155.686749308227,73.2732356430227,0.00492080463792157,-0.935593900237658,1,"D0","1_DOWN","D0_DOWN"
"603","ENSMUSG00000038418","Egr1","D0","FAPs",16014.3189102488,13556.7764795918,18471.8613409058,1.88772903545098e-05,0.41839163888691,1,"D0","1_UP.","D0_UP"
"604","ENSMUSG00000041482","Piezo2","D0","FAPs",451.16890416067,594.567275683173,307.770532638167,0.00222746151847689,-0.824137990989828,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"605","ENSMUSG00000048120","Entpd1","D0","FAPs",447.927893921767,542.710500988515,353.145286855019,0.0401331888556608,-0.488446744205066,1,"D0","1_DOWN","D0_DOWN"
"606","ENSMUSG00000052387","Trpm3","D0","FAPs",205.404459848916,113.3418009447,297.467118753132,2.6546778878045e-06,1.28834616400789,3,"D0.D4.D7","3_UP.","D0_UP.D4_UP.D7_UP"
"607","ENSMUSG00000053617","Sh3pxd2a","D0","FAPs",1436.31018350609,1623.24146414244,1249.37890286975,0.0243018737169762,-0.320440034352973,1,"D0","1_DOWN","D0_DOWN"
"608","ENSMUSG00000074852","Hpse2","D0","FAPs",7.54795361238869,0.677396000741071,14.4185112240363,0.0450480489195556,3.27959893040348,1,"D0","1_UP.","D0_UP"
"609","ENSMUSG00000009418","Nav1","D0","MuSCs",1739.13819732764,2142.26174430985,1336.01465034543,0.0319627056802156,-0.537899182391543,3,"D0.D4.D7","1_UP.2_DOWN","D0_DOWN.D4_DOWN.D7_UP"
"610","ENSMUSG00000010175","Prox1","D0","MuSCs",1409.28346464283,1883.82165545246,934.745273833208,0.00143095706436105,-0.89273876503719,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"611","ENSMUSG00000014602","Kif1a","D0","MuSCs",428.467616413843,303.717479586005,553.217753241682,0.00540620559939896,0.744664410690229,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"612","ENSMUSG00000022995","Enah","D0","MuSCs",2114.90015422129,1734.84152210977,2494.95878633281,0.0166701266992917,0.438812713985811,1,"D0","1_UP.","D0_UP"
"613","ENSMUSG00000023150","Ivns1abp","D0","MuSCs",1427.4929566122,1686.02101173961,1168.96490148479,0.0340022205023123,-0.423656850215006,2,"D0.D2","2_DOWN","D0_DOWN.D2_DOWN"
"614","ENSMUSG00000025930","Msc","D0","MuSCs",61.0550544523777,97.006682726537,25.1034261782184,0.000296005195957537,-1.74518717736417,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"615","ENSMUSG00000026042","Col5a2","D0","MuSCs",1963.72859842713,2418.73071039402,1508.72648646023,8.46990916241222e-06,-0.638256904591377,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"616","ENSMUSG00000026043","Col3a1","D0","MuSCs",6446.65807223937,8253.87174786243,4639.4443966163,7.14384884624145e-06,-0.777564013653932,3,"D0.D4.D7","3_DOWN","D0_DOWN.D4_DOWN.D7_DOWN"
"617","ENSMUSG00000026163","Sphkap","D0","MuSCs",34.4320146894645,16.5322390889612,52.3317902899677,0.00737408295989686,1.40884719318772,1,"D0","1_UP.","D0_UP"
"618","ENSMUSG00000026193","Fn1","D0","MuSCs",2117.07934532741,3041.2797928767,1192.87889777812,1.28596677643174e-17,-1.32033676653992,4,"D0.D2.D4.D7","4_DOWN","D0_DOWN.D2_DOWN.D4_DOWN.D7_DOWN"
"619","ENSMUSG00000026241","Nppc","D0","MuSCs",211.071793477744,349.879782799013,72.2638041564744,1.62713581993961e-15,-2.21996664731513,1,"D0","1_DOWN","D0_DOWN"
"620","ENSMUSG00000026255","Efhd1","D0","MuSCs",94.9982920276454,61.7858037274003,128.21078032789,0.0479885784134903,0.791506461869412,1,"D0","1_UP.","D0_UP"
"621","ENSMUSG00000026309","Ilkap","D0","MuSCs",1312.89948380008,1690.46514766308,935.333819937094,0.00587575991101495,-0.733046680102732,1,"D0","1_DOWN","D0_DOWN"
"622","ENSMUSG00000026313","Hdac4","D0","MuSCs",1072.51435002712,1245.79306333097,899.235636723267,0.0456777495688164,-0.373274628751768,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"623","ENSMUSG00000026321","Tnfrsf11a","D0","MuSCs",172.812821919822,120.704077055133,224.921566784511,0.0166771441009253,0.737977597854343,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"624","ENSMUSG00000026384","Ptpn4","D0","MuSCs",669.699482579134,784.551372482757,554.84759267551,0.0278073551107792,-0.404837463988191,1,"D0","1_DOWN","D0_DOWN"
"625","ENSMUSG00000026421","Csrp1","D0","MuSCs",3350.09819848201,2525.48916128872,4174.7072356753,2.2681374402733e-07,0.688717002447749,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"626","ENSMUSG00000026459","Myog","D0","MuSCs",23.1013090925602,42.8895869406745,3.31303124444594,0.00161681304467704,-3.27588052794426,2,"D0.D4","1_UP.1_DOWN","D0_DOWN.D4_UP"
"627","ENSMUSG00000026478","Lamc1","D0","MuSCs",6299.61455051063,7143.10385099907,5456.12525002218,0.00689007088136418,-0.342942958783736,3,"D0.D4.D7","3_DOWN","D0_DOWN.D4_DOWN.D7_DOWN"
"628","ENSMUSG00000026483","Fam129a","D0","MuSCs",4425.5714988687,3814.90682931062,5036.23616842677,0.0307484899472003,0.33270568753932,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"629","ENSMUSG00000026574","Dpt","D0","MuSCs",406.883781565848,559.686302898566,254.081260233131,0.00279069513767021,-0.98856436205491,2,"D0.D7","2_DOWN","D0_DOWN.D7_DOWN"
"630","ENSMUSG00000026605","Cenpf","D0","MuSCs",39.5935325710315,63.4663030234296,15.7207621186334,0.0210306250160846,-0.109286835377204,4,"D0.D2.D4.D7","1_UP.3_DOWN","D0_DOWN.D2_DOWN.D4_UP.D7_DOWN"
"631","ENSMUSG00000026655","Fam107b","D0","MuSCs",1077.93447922278,887.864878668971,1268.00407977659,0.0083419176081547,0.442039517227148,1,"D0","1_UP.","D0_UP"
"632","ENSMUSG00000026837","Col5a1","D0","MuSCs",1424.97230446569,1721.19608912987,1128.74851980151,1.69999158279027e-05,-0.567247334208182,3,"D0.D4.D7","3_DOWN","D0_DOWN.D4_DOWN.D7_DOWN"
"633","ENSMUSG00000026956","Uap1l1","D0","MuSCs",100.789990375943,71.0287852426633,130.551195509222,0.0478168469498507,0.656476104259247,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"634","ENSMUSG00000027520","Zdbf2","D0","MuSCs",520.09344886192,673.779194506027,366.407703217813,0.0159939441179915,-0.717902571723846,2,"D0.D2","2_DOWN","D0_DOWN.D2_DOWN"
"635","ENSMUSG00000037254","Itih2","D0","MuSCs",69.269062093268,39.6752780140693,98.8628461724667,0.00260566443120571,1.1589030740495,1,"D0","1_UP.","D0_UP"
"636","ENSMUSG00000038305","Spats2l","D0","MuSCs",451.562684936434,598.250652565625,304.874717307244,0.00249305544147681,-0.847331061830482,3,"D0.D4.D7","1_UP.2_DOWN","D0_DOWN.D4_DOWN.D7_UP"
"637","ENSMUSG00000042581","Thsd7b","D0","MuSCs",10.2823536048596,1.16930542595057,19.3954017837687,0.00504073999996863,3.61010616862597,1,"D0","1_UP.","D0_UP"
"638","ENSMUSG00000043415","Otud1","D0","MuSCs",632.276580668531,496.634742188,767.918419149062,0.0205447103207667,0.515722907416827,2,"D0.D4","2_UP.","D0_UP.D4_UP"
"639","ENSMUSG00000047330","Kcne4","D0","MuSCs",564.045063441175,421.675267136846,706.414859745504,9.60306260191105e-05,0.683487712305757,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"640","ENSMUSG00000047361","Gm973","D0","MuSCs",289.120517511497,192.15280021846,386.088234804535,7.51262125218027e-06,0.944197158605314,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"641","ENSMUSG00000047443","Erfe","D0","MuSCs",820.616757466613,1268.21988522262,373.013629710609,0.0099689775745632,-1.45937606864386,1,"D0","1_DOWN","D0_DOWN"
"642","ENSMUSG00000053963","Stum","D0","MuSCs",452.054232880788,322.17583240192,581.932633359655,0.00474778082553203,0.73499627357413,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"643","ENSMUSG00000063558","Aox1","D0","MuSCs",392.22630959647,490.553027967085,293.899591225855,0.0012612571383458,-0.656599916969674,1,"D0","1_DOWN","D0_DOWN"
"644","ENSMUSG00000073557","Ppp1r12b","D0","MuSCs",6247.65101376395,5134.26268472124,7361.03934280666,0.0219015073825233,0.42906625587239,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"645","ENSMUSG00000075415","Fnbp1","D0","MuSCs",1860.55675763388,1598.24657466331,2122.86694060446,0.0401758797570691,0.333829555758412,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"646","ENSMUSG00000090394","4930523C07Rik","D0","MuSCs",1824.79853411712,1513.12591530179,2136.47115293246,0.0350207862190132,0.401602504336961,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"647","ENSMUSG00000000223","Drp2","D0","MuSCs",2254.89366491678,2804.73371501446,1705.05361481911,0.00161681304467704,-0.635897454305217,3,"D0.D4.D7","1_UP.2_DOWN","D0_DOWN.D4_DOWN.D7_UP"
"648","ENSMUSG00000004317","Clcn5","D0","MuSCs",1496.05574529868,1970.7473964943,1021.36409410306,0.000478229488221048,-0.852378010236397,2,"D0.D7","1_UP.1_DOWN","D0_DOWN.D7_UP"
"649","ENSMUSG00000017754","Pltp","D0","MuSCs",143.493560466024,107.851623297237,179.135497634812,0.0399546886577493,0.564898618125312,1,"D0","1_UP.","D0_UP"
"650","ENSMUSG00000017817","Jph2","D0","MuSCs",980.400603749354,780.215848108132,1180.58535939058,0.000121116106461326,0.549035450367321,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"651","ENSMUSG00000017897","Eya2","D0","MuSCs",193.88523906403,138.947076025644,248.823402102416,0.00134075428210895,0.746872265002912,1,"D0","1_UP.","D0_UP"
"652","ENSMUSG00000027204","Fbn1","D0","MuSCs",2920.6497986898,3613.76505784636,2227.53453953324,2.10444268100764e-08,-0.667287095742493,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"653","ENSMUSG00000027215","Cd82","D0","MuSCs",648.487526206721,783.496390787706,513.478661625736,0.0151438763992527,-0.50817820082781,1,"D0","1_DOWN","D0_DOWN"
"654","ENSMUSG00000027293","Ehd4","D0","MuSCs",434.346960089579,340.608801019539,528.085119159619,0.0199665022135149,0.521141518787686,2,"D0.D4","2_UP.","D0_UP.D4_UP"
"655","ENSMUSG00000027524","Edn3","D0","MuSCs",337.331023818546,470.394077665141,204.267969971951,1.45222592811899e-05,-1.1149608472486,1,"D0","1_DOWN","D0_DOWN"
"656","ENSMUSG00000031099","Smarca1","D0","MuSCs",107.831707133264,139.665836076955,75.9975781895737,0.0223644357726646,-0.710343533972427,1,"D0","1_DOWN","D0_DOWN"
"657","ENSMUSG00000031239","Itm2a","D0","MuSCs",612.018645699151,876.129505328001,347.907786070301,1.57174689821788e-05,-1.23630338059273,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"658","ENSMUSG00000031328","Flna","D0","MuSCs",40658.4264920686,30748.721231918,50568.1317522192,2.46664450725536e-07,0.688821689128979,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"659","ENSMUSG00000031344","Gabrq","D0","MuSCs",50.5411767997023,29.2730844585193,71.8092691408853,0.00737408295989686,1.08888722714128,1,"D0","1_UP.","D0_UP"
"660","ENSMUSG00000034780","B3galt1","D0","MuSCs",118.969139325894,153.917748773422,84.0205298783649,0.0293583669674024,-0.684573370987167,1,"D0","1_DOWN","D0_DOWN"
"661","ENSMUSG00000036502","Tmem255a","D0","MuSCs",82.5034522569351,119.1954922125,45.8114123013704,0.00279069513767021,-1.19717583198664,1,"D0","1_DOWN","D0_DOWN"
"662","ENSMUSG00000037820","Tgm2","D0","MuSCs",946.199848813847,704.960789100393,1187.4389085273,0.00975537332264368,0.634960939272173,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"663","ENSMUSG00000044349","Snhg11","D0","MuSCs",69.7699472806388,17.1194043530662,122.420490208211,3.78017212173929e-09,2.76887963246905,1,"D0","1_UP.","D0_UP"
"664","ENSMUSG00000051379","Flrt3","D0","MuSCs",126.468044666731,167.230533166236,85.7055561672267,0.0344470882623437,-0.732205287856875,1,"D0","1_DOWN","D0_DOWN"
"665","ENSMUSG00000051747","Ttn","D0","MuSCs",3554.28686351381,2958.94521594472,4149.6285110829,0.0213946756902576,0.404483108902324,2,"D0.D4","2_UP.","D0_UP.D4_UP"
"666","ENSMUSG00000062184","Hs6st2","D0","MuSCs",325.465320521036,440.192242804342,210.738398237729,0.015291188048526,-0.865803059534343,2,"D0.D7","1_UP.1_DOWN","D0_DOWN.D7_UP"
"667","ENSMUSG00000067818","Myl9","D0","MuSCs",5252.92020124272,4228.04974617951,6277.79065630592,0.00110211927445707,0.51137937833702,3,"D0.D2.D7","2_UP.1_DOWN","D0_UP.D2_UP.D7_DOWN"
"668","ENSMUSG00000068735","Trp53i11","D0","MuSCs",462.57262484684,343.899178397779,581.246071295902,0.000286899799412737,0.691820431852339,3,"D0.D2.D4","2_UP.1_DOWN","D0_UP.D2_DOWN.D4_UP"
"669","ENSMUSG00000102091","Olfr1034","D0","MuSCs",61.5965312448689,35.2866536926481,87.9064087970896,0.0110285240458543,1.09368195809944,1,"D0","1_UP.","D0_UP"
"670","ENSMUSG00000000794","Kcnn3","D0","MuSCs",626.107945958539,921.011204671274,331.204687245804,2.72175601206962e-08,-1.40648544962321,2,"D0.D7","2_DOWN","D0_DOWN.D7_DOWN"
"671","ENSMUSG00000008763","Man1a2","D0","MuSCs",814.439728675592,930.747349891878,698.132107459306,0.0407354459157029,-0.334599594096455,1,"D0","1_DOWN","D0_DOWN"
"672","ENSMUSG00000025272","Tro","D0","MuSCs",43.3743204085886,62.9600696838283,23.788571133349,0.015953069125391,-1.1357798347733,1,"D0","1_DOWN","D0_DOWN"
"673","ENSMUSG00000027536","Chmp4c","D0","MuSCs",343.348896915479,267.076830171481,419.620963659478,0.0325224340192663,0.51683199781011,1,"D0","1_UP.","D0_UP"
"674","ENSMUSG00000027765","P2ry1","D0","MuSCs",238.499677004027,327.910994696939,149.088359311116,7.03586829456694e-07,-1.07133996819325,1,"D0","1_DOWN","D0_DOWN"
"675","ENSMUSG00000027858","Tspan2","D0","MuSCs",1463.01787195538,1170.29702050689,1755.73872340387,0.010285665963435,0.49707451874639,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"676","ENSMUSG00000027864","Ptgfrn","D0","MuSCs",380.277996942373,521.769747419581,238.786246465165,0.00048941853644236,-1.01149808695298,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"677","ENSMUSG00000027875","Hmgcs2","D0","MuSCs",196.164925917533,138.840690892988,253.489160942079,0.0143292831665819,0.715879394436578,1,"D0","1_UP.","D0_UP"
"678","ENSMUSG00000027894","Slc6a17","D0","MuSCs",1177.65332403771,843.401870901964,1511.90477717346,0.00357411113845509,0.731690597663811,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"679","ENSMUSG00000028036","Ptgfr","D0","MuSCs",30.0337496098333,45.0485303798718,15.0189688397948,0.0317896448607852,-1.21349157101693,1,"D0","1_DOWN","D0_DOWN"
"680","ENSMUSG00000028082","Sh3d19","D0","MuSCs",1350.19002375276,1504.60910476664,1195.77094273888,0.049554270648354,-0.272629761148103,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
"681","ENSMUSG00000028172","Tacr3","D0","MuSCs",31.3967151100839,14.0467965136863,48.7466337064816,0.0402857051937418,1.35057944322067,1,"D0","1_UP.","D0_UP"
"682","ENSMUSG00000028273","Pdlim5","D0","MuSCs",1683.03936452865,1336.58151264307,2029.49721641424,5.08261792647953e-05,0.560442761333733,3,"D0.D2.D4","3_UP.","D0_UP.D2_UP.D4_UP"
"683","ENSMUSG00000028461","Ccdc107","D0","MuSCs",114.837963414369,82.5447191455236,147.131207683214,0.0422442208215471,0.64280079019778,1,"D0","1_UP.","D0_UP"
"684","ENSMUSG00000028463","Car9","D0","MuSCs",402.555104970874,311.674828091069,493.435381850678,0.03486758924218,0.519718239868071,2,"D0.D2","2_UP.","D0_UP.D2_UP"
"685","ENSMUSG00000028464","Tpm2","D0","MuSCs",5239.38650933365,4082.19159561284,6396.58142305445,5.27545469141252e-05,0.600579849592026,3,"D0.D2.D4","3_UP.","D0_UP.D2_UP.D4_UP"
"686","ENSMUSG00000028465","Tln1","D0","MuSCs",6703.85623620478,5642.46997044338,7765.24250196619,0.000481270089360628,0.420464268817517,1,"D0","1_UP.","D0_UP"
"687","ENSMUSG00000031273","Col4a6","D0","MuSCs",238.118594637525,117.264428650388,358.972760624662,3.36153523781181e-05,1.5021402888537,3,"D0.D2.D4","3_UP.","D0_UP.D2_UP.D4_UP"
"688","ENSMUSG00000032826","Ank2","D0","MuSCs",1230.79867994757,1498.9374612819,962.659898613234,0.000478229488221048,-0.578168526829858,3,"D0.D4.D7","1_UP.2_DOWN","D0_DOWN.D4_DOWN.D7_UP"
"689","ENSMUSG00000033721","Vav3","D0","MuSCs",419.57103585869,530.649099268119,308.492972449262,0.0289798961582547,-0.620578939227756,1,"D0","1_DOWN","D0_DOWN"
"690","ENSMUSG00000034109","Golim4","D0","MuSCs",1078.4721264135,1289.29848330828,867.645769518705,0.000633600517688414,-0.517300599239065,1,"D0","1_DOWN","D0_DOWN"
"691","ENSMUSG00000034349","Smc4","D0","MuSCs",534.056371904751,684.110794895509,384.001948913993,8.27107629352043e-05,-0.766970487608793,3,"D0.D2.D4","1_UP.2_DOWN","D0_DOWN.D2_DOWN.D4_UP"
"692","ENSMUSG00000036334","Igsf10","D0","MuSCs",247.867154889083,327.868123936484,167.866185841681,0.00884585830375479,-0.807645390046316,2,"D0.D4","2_DOWN","D0_DOWN.D4_DOWN"
