"","id","symbol","day","type","baseMean","meanCountNormalizedYoung","meanCountNormalizedOld","padj","log2FoldChange","nbDayDE","CombiDayDEG","NbUpDown","CombiDaysUpDown"
"7067","ENSMUSG00000020053","Igf1","D7","MuSCs",1464.92732483809,1991.31755457238,938.53709510379,1.77877905922569e-17,-1.06213827043671,2,"D0.D7","2_DOWN","D0_DOWN.D7_DOWN"
"7068","ENSMUSG00000020061","Mybpc1","D7","MuSCs",5123.87712085259,4644.96222615584,5602.79201554934,0.0118002310348438,0.237569350792565,1,"D7","1_UP.","D7_UP"
"7069","ENSMUSG00000020121","Srgap1","D7","MuSCs",230.029422108773,292.072098098058,167.986746119488,0.0105769674620531,-0.65880065298492,2,"D4.D7","2_DOWN","D4_DOWN.D7_DOWN"
"7070","ENSMUSG00000020312","Shc2","D7","MuSCs",37.0573791911047,56.5846346480512,17.5301237341583,0.00253082776340499,-1.45888927990414,1,"D7","1_DOWN","D7_DOWN"
"7071","ENSMUSG00000021823","Vcl","D7","MuSCs",2377.39536560384,2650.33319196864,2104.45753923904,0.0296868118808162,-0.27594575929507,2,"D0.D7","1_UP.1_DOWN","D0_UP.D7_DOWN"
"7072","ENSMUSG00000025366","Esyt1","D7","MuSCs",1419.49927332297,1566.06676074284,1272.9317859031,0.0322134071707814,-0.248753898161264,3,"D0.D2.D7","2_UP.1_DOWN","D0_UP.D2_UP.D7_DOWN"
"7073","ENSMUSG00000025809","Itgb1","D7","MuSCs",8509.96689326782,9094.84888670152,7925.08489983411,0.0344019552974105,-0.176424021615742,1,"D7","1_DOWN","D7_DOWN"
"7074","ENSMUSG00000031502","Col4a1","D7","MuSCs",12326.4061522505,16033.8755768534,8618.9367276476,2.9458448484223e-30,-0.883632406937385,2,"D4.D7","2_DOWN","D4_DOWN.D7_DOWN"
"7075","ENSMUSG00000031518","Spata4","D7","MuSCs",111.917658759113,78.8449253332221,144.990392185004,0.0183908863904078,0.698686940490575,1,"D7","1_UP.","D7_UP"
"7076","ENSMUSG00000031523","Dlc1","D7","MuSCs",2731.7956930777,3057.23133163533,2406.36005452007,0.00103942596491781,-0.312223597355492,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7077","ENSMUSG00000031799","Tpm4","D7","MuSCs",3476.01696125364,4105.09923990876,2846.93468259852,7.81665430151514e-07,-0.498242127315857,1,"D7","1_DOWN","D7_DOWN"
"7078","ENSMUSG00000031962","Cdh15","D7","MuSCs",2462.93897603469,2169.45329456548,2756.42465750391,0.00335729267107479,0.306877545222544,1,"D7","1_UP.","D7_UP"
"7079","ENSMUSG00000035673","Sbno2","D7","MuSCs",3097.5343364507,2751.53311831056,3443.53555459084,0.0187711770164771,0.275492051429649,1,"D7","1_UP.","D7_UP"
"7080","ENSMUSG00000037725","Ckap2","D7","MuSCs",448.008721274691,516.810631935534,379.206810613849,0.0322134071707814,-0.35791631043737,3,"D2.D4.D7","1_UP.2_DOWN","D2_DOWN.D4_UP.D7_DOWN"
"7081","ENSMUSG00000037940","Inpp4b","D7","MuSCs",2378.72234487011,2623.49309834035,2133.95159139987,0.0266512284987363,-0.251946056814124,1,"D7","1_DOWN","D7_DOWN"
"7082","ENSMUSG00000040280","Ndufa4l2","D7","MuSCs",264.528921125849,347.481045950871,181.576796300826,1.70703596950888e-05,-0.863584844197072,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7083","ENSMUSG00000043903","Zfp469","D7","MuSCs",376.721623378305,466.359731597538,287.083515159073,0.000477666780642708,-0.628134325712993,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7084","ENSMUSG00000045636","Mtus1","D7","MuSCs",1000.24220199368,1133.9940433606,866.490360626761,0.00444820802569596,-0.340138625058919,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7085","ENSMUSG00000051236","Msrb3","D7","MuSCs",708.321003657184,818.267097012064,598.374910302304,0.00860537222864259,-0.38339953545416,3,"D0.D2.D7","2_UP.1_DOWN","D0_UP.D2_UP.D7_DOWN"
"7086","ENSMUSG00000070047","Fat1","D7","MuSCs",4658.67795476227,4998.84756062253,4318.50834890201,0.0322134071707814,-0.184357976711519,1,"D7","1_DOWN","D7_DOWN"
"7087","ENSMUSG00000071103","1700029J07Rik","D7","MuSCs",87.2813557978269,61.0850231002112,113.477688495443,0.0369199919415507,0.671624114947702,1,"D7","1_UP.","D7_UP"
"7088","ENSMUSG00000074802","Gas2l3","D7","MuSCs",346.542100043076,413.817950212139,279.266249874013,0.0330670986571377,-0.442638985970403,1,"D7","1_DOWN","D7_DOWN"
"7089","ENSMUSG00000090622","A930033H14Rik","D7","MuSCs",118.861955045673,79.6021351582819,158.121774933064,0.0358068973074127,0.737731648519809,1,"D7","1_UP.","D7_UP"
"7090","ENSMUSG00000110622","Iqcn","D7","MuSCs",1554.40186299863,1402.09033790169,1706.71338809557,0.0294340503668896,0.239703852756206,3,"D2.D4.D7","2_UP.1_DOWN","D2_UP.D4_DOWN.D7_UP"
"7091","ENSMUSG00000001946","Esam","D7","MuSCs",291.063367447453,360.381873661076,221.74486123383,0.00111581400533166,-0.618373934658835,1,"D7","1_DOWN","D7_DOWN"
"7092","ENSMUSG00000004098","Col5a3","D7","MuSCs",1721.16212196118,2167.40097939861,1274.92326452375,2.15805434920774e-12,-0.741991195124109,2,"D4.D7","2_DOWN","D4_DOWN.D7_DOWN"
"7093","ENSMUSG00000013076","Amotl1","D7","MuSCs",2431.19461545967,2707.95051830554,2154.4387126138,0.00292048038229524,-0.29429445057987,2,"D4.D7","2_DOWN","D4_DOWN.D7_DOWN"
"7094","ENSMUSG00000015656","Hspa8","D7","MuSCs",15746.5007656984,17037.0976231457,14455.903908251,0.0419189112780229,-0.201810004344928,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN"
"7095","ENSMUSG00000015968","Cacna1d","D7","MuSCs",517.251109819854,413.438772905726,621.063446733982,0.00145725295728888,0.518686717030075,2,"D2.D7","2_UP.","D2_UP.D7_UP"
"7096","ENSMUSG00000021903","Galnt15","D7","MuSCs",130.71707927976,78.5325247034204,182.901633856099,0.000218959523316281,1.09992435629103,1,"D7","1_UP.","D7_UP"
"7097","ENSMUSG00000021904","Sema3g","D7","MuSCs",142.480511770606,94.4946132011058,190.466410340107,0.000480786157465561,0.905686349511228,2,"D4.D7","1_UP.1_DOWN","D4_DOWN.D7_UP"
"7098","ENSMUSG00000022048","Dpysl2","D7","MuSCs",1951.99826360086,2204.76031386621,1699.23621333551,0.00228017867783997,-0.334778521655129,1,"D7","1_DOWN","D7_DOWN"
"7099","ENSMUSG00000022103","Gfra2","D7","MuSCs",208.528402199769,275.891419127532,141.165385272006,0.000444983470120502,-0.869702273076911,1,"D7","1_DOWN","D7_DOWN"
"7100","ENSMUSG00000022180","Slc7a8","D7","MuSCs",165.533370935176,87.1586021479598,243.908139722392,3.29661645244331e-08,1.40558914679048,2,"D2.D7","2_UP.","D2_UP.D7_UP"
"7101","ENSMUSG00000032011","Thy1","D7","MuSCs",493.67532124981,705.317001867044,282.033640632577,4.00939470352507e-20,-1.29829417635954,1,"D7","1_DOWN","D7_DOWN"
"7102","ENSMUSG00000032035","Ets1","D7","MuSCs",1017.68432798067,1231.28405988875,804.084596072596,2.75961372796505e-05,-0.569374093680829,1,"D7","1_DOWN","D7_DOWN"
"7103","ENSMUSG00000032036","Kirrel3","D7","MuSCs",411.654877373724,348.269059551522,475.040695195926,0.0262360016928311,0.364682824405796,2,"D4.D7","1_UP.1_DOWN","D4_DOWN.D7_UP"
"7104","ENSMUSG00000032115","Hyou1","D7","MuSCs",927.207480072031,1071.77281893864,782.642141205419,0.00207848061765016,-0.399752135041149,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN"
"7105","ENSMUSG00000032220","Myo1e","D7","MuSCs",1569.92596930764,1379.24228543653,1760.60965317875,0.00965649745422955,0.305067599501882,1,"D7","1_UP.","D7_UP"
"7106","ENSMUSG00000032254","Kif23","D7","MuSCs",527.828971041221,612.412994194905,443.244947887537,0.030333355863801,-0.373586274508455,3,"D2.D4.D7","1_UP.2_DOWN","D2_DOWN.D4_UP.D7_DOWN"
"7107","ENSMUSG00000032363","Adamts7","D7","MuSCs",410.617486996151,473.550210222461,347.684763769841,0.0419189112780229,-0.350174194322036,1,"D7","1_DOWN","D7_DOWN"
"7108","ENSMUSG00000032419","Tbx18","D7","MuSCs",164.248530118931,209.798609287704,118.698450950157,0.0149355018126324,-0.669205779702393,1,"D7","1_DOWN","D7_DOWN"
"7109","ENSMUSG00000032502","Stac","D7","MuSCs",147.153223423335,187.368518352923,106.937928493748,0.0205209690430369,-0.640993339257714,1,"D7","1_DOWN","D7_DOWN"
"7110","ENSMUSG00000032560","Dnajc13","D7","MuSCs",2701.53182364891,2421.59846191732,2981.4651853805,0.0102024758900231,0.262703864734104,1,"D7","1_UP.","D7_UP"
"7111","ENSMUSG00000032575","Manf","D7","MuSCs",384.175227737824,451.061489448509,317.28896602714,0.0239874834861933,-0.410407187863754,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN"
"7112","ENSMUSG00000032816","Igdcc4","D7","MuSCs",2953.25110900539,2581.19783158999,3325.30438642079,0.00345526568424649,0.32309198862367,3,"D0.D4.D7","1_UP.2_DOWN","D0_DOWN.D4_DOWN.D7_UP"
"7113","ENSMUSG00000034205","Loxl2","D7","MuSCs",506.976637993348,706.158668287283,307.794607699412,1.72942471965583e-11,-1.15329573064548,1,"D7","1_DOWN","D7_DOWN"
"7114","ENSMUSG00000034593","Myo5a","D7","MuSCs",1700.83379637803,1545.16740937638,1856.50018337968,0.032502174935471,0.224929593038257,2,"D4.D7","2_UP.","D4_UP.D7_UP"
"7115","ENSMUSG00000034731","Dgkh","D7","MuSCs",1058.10180747155,1194.84684350807,921.356771435021,0.0147601177232053,-0.318387261319558,1,"D7","1_DOWN","D7_DOWN"
"7116","ENSMUSG00000034858","Fam214a","D7","MuSCs",666.97499142668,576.413679441582,757.536303411778,0.0449647485201159,0.313648575435139,1,"D7","1_UP.","D7_UP"
"7117","ENSMUSG00000036395","Glb1l2","D7","MuSCs",27.0327720094113,11.5060906312923,42.5594533875303,0.0454235722146157,1.33496190007135,2,"D0.D7","2_UP.","D0_UP.D7_UP"
"7118","ENSMUSG00000036777","Anln","D7","MuSCs",1053.54018123626,1227.1388417867,879.94152068582,0.000245097104530304,-0.437944860774963,3,"D2.D4.D7","1_UP.2_DOWN","D2_DOWN.D4_UP.D7_DOWN"
"7119","ENSMUSG00000037206","Islr","D7","MuSCs",4006.82946186426,3431.18969571006,4582.46922801846,0.000751704543873869,0.37609663087277,3,"D2.D4.D7","2_UP.1_DOWN","D2_UP.D4_DOWN.D7_UP"
"7120","ENSMUSG00000037742","Eef1a1","D7","MuSCs",54611.9269761863,50339.6031709741,58884.2507813984,0.0351935829845211,0.195146276302147,1,"D7","1_UP.","D7_UP"
"7121","ENSMUSG00000041444","Arhgap32","D7","MuSCs",1214.84656815367,1366.50376673553,1063.18936957181,0.0168711642991,-0.306719157495283,1,"D7","1_DOWN","D7_DOWN"
"7122","ENSMUSG00000041624","Gucy1a2","D7","MuSCs",530.773672903328,656.038109362747,405.509236443909,0.000142203070026657,-0.6323638478518,1,"D7","1_DOWN","D7_DOWN"
"7123","ENSMUSG00000041696","Rasl12","D7","MuSCs",593.990623862392,687.303742984514,500.677504740269,0.026858175822579,-0.371580764838044,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7124","ENSMUSG00000043943","Naalad2","D7","MuSCs",671.892009050767,816.698081836909,527.085936264624,0.000135034013944106,-0.576566616204704,1,"D7","1_DOWN","D7_DOWN"
"7125","ENSMUSG00000046186","Cd109","D7","MuSCs",519.85386027564,646.969085032838,392.738635518441,0.000239114957180263,-0.652470671864886,1,"D7","1_DOWN","D7_DOWN"
"7126","ENSMUSG00000046997","Spsb4","D7","MuSCs",94.5954040639146,129.539538496736,59.6512696310928,0.00289302019869638,-0.956217530545594,1,"D7","1_DOWN","D7_DOWN"
"7127","ENSMUSG00000050578","Mmp13","D7","MuSCs",122.2363953992,197.590899021937,46.8818917764627,0.02400879476527,-0.0721236737510132,1,"D7","1_DOWN","D7_DOWN"
"7128","ENSMUSG00000050721","Plekho2","D7","MuSCs",306.447710823696,245.378054531041,367.517367116352,0.0419081302483032,0.442242871084441,2,"D0.D7","2_UP.","D0_UP.D7_UP"
"7129","ENSMUSG00000051243","Islr2","D7","MuSCs",243.110605639919,193.130700452339,293.090510827499,0.0140087223075656,0.495447274807234,2,"D4.D7","1_UP.1_DOWN","D4_DOWN.D7_UP"
"7130","ENSMUSG00000051615","Rap2a","D7","MuSCs",499.167962445315,596.401900267136,401.934024623494,0.00087649246899762,-0.506266369615589,1,"D7","1_DOWN","D7_DOWN"
"7131","ENSMUSG00000052698","Tln2","D7","MuSCs",6864.93869683491,6288.90541422811,7440.97197944172,0.0107562606189422,0.215960402064674,3,"D0.D4.D7","1_UP.2_DOWN","D0_DOWN.D4_DOWN.D7_UP"
"7132","ENSMUSG00000058587","Tmod3","D7","MuSCs",1140.21224479987,1286.65992436117,993.764565238578,0.00289302019869638,-0.330380244113984,2,"D0.D7","1_UP.1_DOWN","D0_UP.D7_DOWN"
"7133","ENSMUSG00000059887","Olfr1507","D7","MuSCs",41.0014454085083,64.8854909925182,17.1173998244984,0.00108166628784144,-1.68218846535253,1,"D7","1_DOWN","D7_DOWN"
"7134","ENSMUSG00000059974","Ntm","D7","MuSCs",83.3591213102805,114.401863760625,52.316378859936,0.0280081874518113,-0.867392069917162,1,"D7","1_DOWN","D7_DOWN"
"7135","ENSMUSG00000062257","Opcml","D7","MuSCs",535.701738079959,640.49176472721,430.911711432708,0.000610872091657662,-0.513390923133349,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7136","ENSMUSG00000068245","Phf11d","D7","MuSCs",99.9938502163709,136.06809817327,63.9196022594722,0.00198866334015339,-0.939282921715041,1,"D7","1_DOWN","D7_DOWN"
"7137","ENSMUSG00000089901","Gm8113","D7","MuSCs",101.498436142005,57.876074158598,145.120798125413,0.000575152702926078,1.18222922410289,1,"D7","1_UP.","D7_UP"
"7138","ENSMUSG00000098557","Kctd12","D7","MuSCs",427.901939976726,523.001362094774,332.802517858678,0.0222086604739469,-0.520454458310955,1,"D7","1_DOWN","D7_DOWN"
"7139","ENSMUSG00000000093","Tbx2","D7","MuSCs",526.839815969853,610.132216388323,443.547415551383,0.010052514852873,-0.387184608465736,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7140","ENSMUSG00000001506","Col1a1","D7","MuSCs",8487.77614090027,11948.4531386754,5027.09914312509,0.000623885937445596,-1.10467003055248,3,"D0.D4.D7","3_DOWN","D0_DOWN.D4_DOWN.D7_DOWN"
"7141","ENSMUSG00000001507","Itga3","D7","MuSCs",233.859912983001,163.111532077112,304.60829388889,0.000244210891801139,0.811991131108375,4,"D0.D2.D4.D7","3_UP.1_DOWN","D0_UP.D2_DOWN.D4_UP.D7_UP"
"7142","ENSMUSG00000001891","Ugp2","D7","MuSCs",690.711774231175,788.599697163099,592.823851299251,0.0154027677589746,-0.346638060591847,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7143","ENSMUSG00000004044","Cavin1","D7","MuSCs",3181.65363717744,3501.10271776446,2862.20455659043,0.00712084909704891,-0.256741144333271,1,"D7","1_DOWN","D7_DOWN"
"7144","ENSMUSG00000005397","Nid1","D7","MuSCs",3794.91723556822,4677.24975972385,2912.5847114126,6.79673431203708e-14,-0.664530223172431,2,"D4.D7","2_DOWN","D4_DOWN.D7_DOWN"
"7145","ENSMUSG00000009588","St6galnac1","D7","MuSCs",25.3489723510259,11.7316962783404,38.9662484237114,0.0187310800376355,1.36162874086817,1,"D7","1_UP.","D7_UP"
"7146","ENSMUSG00000017344","Vtn","D7","MuSCs",774.108499479637,889.898994382767,658.318004576507,0.0155246270184551,-0.363477352627309,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7147","ENSMUSG00000018593","Sparc","D7","MuSCs",13011.0216541644,15327.9585611834,10694.0847471455,6.1898358239756e-10,-0.499605499877849,3,"D0.D4.D7","3_DOWN","D0_DOWN.D4_DOWN.D7_DOWN"
"7148","ENSMUSG00000018800","Abca5","D7","MuSCs",1941.44179216873,1717.13839976307,2165.74518457438,0.00414580295858753,0.296055862948881,2,"D4.D7","1_UP.1_DOWN","D4_DOWN.D7_UP"
"7149","ENSMUSG00000018906","P4ha2","D7","MuSCs",110.716108100574,140.894806849288,80.5374093518605,0.0322134071707814,-0.613821995162659,1,"D7","1_DOWN","D7_DOWN"
"7150","ENSMUSG00000019326","Aoc3","D7","MuSCs",1026.95546048578,1251.60179385128,802.309127120274,4.89158636839731e-07,-0.605016113453143,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7151","ENSMUSG00000020389","Cdkl3","D7","MuSCs",182.08833445805,143.797773532532,220.378895383568,0.0292614067276215,0.482381990347178,1,"D7","1_UP.","D7_UP"
"7152","ENSMUSG00000020393","Kremen1","D7","MuSCs",2537.75399945508,2231.00979186417,2844.498207046,0.00623007518981191,0.306522227619202,2,"D4.D7","1_UP.1_DOWN","D4_DOWN.D7_UP"
"7153","ENSMUSG00000020538","Srebf1","D7","MuSCs",834.202161341092,721.507367183233,946.896955498951,0.0417688000656898,0.312606913899333,2,"D2.D7","2_UP.","D2_UP.D7_UP"
"7154","ENSMUSG00000020709","Adap2","D7","MuSCs",240.574211416331,310.388084395003,170.76033843766,0.000786381488138224,-0.766435500409545,1,"D7","1_DOWN","D7_DOWN"
"7155","ENSMUSG00000020788","Atp2a3","D7","MuSCs",486.494180649076,594.649396727761,378.338964570392,0.000477666780642708,-0.582790800960627,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7156","ENSMUSG00000020836","Coro6","D7","MuSCs",703.990707150016,549.636008522161,858.34540577787,1.82218658160242e-06,0.603541097897323,1,"D7","1_UP.","D7_UP"
"7157","ENSMUSG00000021464","Ror2","D7","MuSCs",50.7489226895382,73.9878076020681,27.5100377770084,0.00643568311966163,-1.2023047297654,1,"D7","1_DOWN","D7_DOWN"
"7158","ENSMUSG00000032878","Ccdc85a","D7","MuSCs",303.338974192557,371.448839668084,235.229108717031,0.00240661895937808,-0.571438727016129,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7159","ENSMUSG00000033389","Arhgap44","D7","MuSCs",134.267250965072,167.548933568557,100.985568361587,0.0351692092871812,-0.556244607504021,1,"D7","1_DOWN","D7_DOWN"
"7160","ENSMUSG00000034614","Pik3ip1","D7","MuSCs",165.401835187566,127.334812719378,203.468857655753,0.0452057165568685,0.500448201363921,1,"D7","1_UP.","D7_UP"
"7161","ENSMUSG00000035202","Lars2","D7","MuSCs",22722.5501152714,25425.4867734346,20019.6134571083,0.00222680774584055,-0.305714331714908,1,"D7","1_DOWN","D7_DOWN"
"7162","ENSMUSG00000036545","Adamts2","D7","MuSCs",496.662064708721,680.33430082056,312.989828596881,9.25994980895663e-12,-1.08497241536611,2,"D4.D7","2_DOWN","D4_DOWN.D7_DOWN"
"7163","ENSMUSG00000037926","Ssh2","D7","MuSCs",3878.424000329,3369.42941091149,4387.41858974652,0.00015153392298313,0.350987273762445,1,"D7","1_UP.","D7_UP"
"7164","ENSMUSG00000038366","Lasp1","D7","MuSCs",1251.94714636708,1392.98820080574,1110.90609192842,0.0168711642991,-0.278998716798415,1,"D7","1_DOWN","D7_DOWN"
"7165","ENSMUSG00000039004","Bmp6","D7","MuSCs",954.759404057843,780.299258102061,1129.21955001362,0.00851127171312575,0.450659670066652,3,"D2.D4.D7","2_UP.1_DOWN","D2_UP.D4_DOWN.D7_UP"
"7166","ENSMUSG00000040711","Sh3pxd2b","D7","MuSCs",1994.57360046232,2231.78791704258,1757.35928388207,0.000921740792573301,-0.313102157789553,2,"D4.D7","2_DOWN","D4_DOWN.D7_DOWN"
"7167","ENSMUSG00000041329","Atp1b2","D7","MuSCs",1328.80244479346,1568.45131533205,1089.15357425488,3.93899167113856e-05,-0.486176747593445,1,"D7","1_DOWN","D7_DOWN"
"7168","ENSMUSG00000041695","Kcnj2","D7","MuSCs",372.796141774758,434.49551818689,311.096765362626,0.0271062143362285,-0.386621442016258,1,"D7","1_DOWN","D7_DOWN"
"7169","ENSMUSG00000042331","Specc1","D7","MuSCs",509.003185945125,626.70425382258,391.30211806767,0.000135034013944106,-0.617182715214651,1,"D7","1_DOWN","D7_DOWN"
"7170","ENSMUSG00000043631","Ecm2","D7","MuSCs",916.656813989351,1140.20691501245,693.106712966254,2.6212393528756e-05,-0.665642638387711,1,"D7","1_DOWN","D7_DOWN"
"7171","ENSMUSG00000049115","Agtr1a","D7","MuSCs",348.922268293643,414.901111789669,282.943424797617,0.0208396136608214,-0.446066407937016,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7172","ENSMUSG00000054404","Slfn5","D7","MuSCs",458.746446974081,583.824656530442,333.66823741772,0.000760325591530268,-0.716846537953445,1,"D7","1_DOWN","D7_DOWN"
"7173","ENSMUSG00000001175","Calm1","D7","MuSCs",3198.00251216138,3744.06083162009,2651.94419270267,2.72923480513556e-07,-0.472332896511101,2,"D4.D7","1_UP.1_DOWN","D4_UP.D7_DOWN"
"7174","ENSMUSG00000004151","Etv1","D7","MuSCs",499.016399429359,608.351789155543,389.681009703175,0.00121846060291134,-0.567114817961121,1,"D7","1_DOWN","D7_DOWN"
"7175","ENSMUSG00000005583","Mef2c","D7","MuSCs",2167.73100770122,2539.55528719984,1795.9067282026,5.68862393945356e-08,-0.476977919409758,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7176","ENSMUSG00000007682","Dio2","D7","MuSCs",1027.25045411156,839.74944518623,1214.7514630369,9.85475866933377e-06,0.498306859373475,2,"D4.D7","1_UP.1_DOWN","D4_DOWN.D7_UP"
"7177","ENSMUSG00000013846","St3gal1","D7","MuSCs",1360.4287985376,1131.86313882545,1588.99445824975,1.05581842723854e-05,0.456497626166003,2,"D2.D7","1_UP.1_DOWN","D2_DOWN.D7_UP"
"7178","ENSMUSG00000020963","Tshr","D7","MuSCs",69.902759939701,42.6281486222305,97.1773712571715,0.00799045359030831,0.988608849117668,1,"D7","1_UP.","D7_UP"
"7179","ENSMUSG00000021069","Pygl","D7","MuSCs",79.6144273989582,115.073958256898,44.1548965410183,0.00032282043697348,-1.24505552268426,1,"D7","1_DOWN","D7_DOWN"
"7180","ENSMUSG00000021130","Galnt16","D7","MuSCs",434.349749032057,604.488092852343,264.21140521177,2.82569450570563e-13,-1.15498980939806,1,"D7","1_DOWN","D7_DOWN"
"7181","ENSMUSG00000021238","Aldh6a1","D7","MuSCs",429.55845230541,360.499306024609,498.617598586211,0.0273523385060417,0.377523136131211,2,"D2.D7","2_UP.","D2_UP.D7_UP"
"7182","ENSMUSG00000021256","Vash1","D7","MuSCs",89.5584503102385,132.218686787454,46.8982138330226,0.000349677585929778,-1.35066042804307,1,"D7","1_DOWN","D7_DOWN"
"7183","ENSMUSG00000021466","Ptch1","D7","MuSCs",483.998406638213,406.149549620178,561.847263656249,0.0333094460645573,0.371660788018965,1,"D7","1_UP.","D7_UP"
"7184","ENSMUSG00000022146","Osmr","D7","MuSCs",2403.33058628543,2062.70214833593,2743.95902423493,0.00121846060291134,0.36929367087314,3,"D2.D4.D7","2_UP.1_DOWN","D2_UP.D4_DOWN.D7_UP"
"7185","ENSMUSG00000022150","Dab2","D7","MuSCs",230.252075032455,178.375686203724,282.128463861185,0.012377350760191,0.546274616984286,2,"D4.D7","2_UP.","D4_UP.D7_UP"
"7186","ENSMUSG00000022231","Sema5a","D7","MuSCs",1142.67700968799,1523.18369969027,762.170319685704,1.4776238675723e-17,-0.976370014129092,1,"D7","1_DOWN","D7_DOWN"
"7187","ENSMUSG00000022309","Angpt1","D7","MuSCs",419.048685489264,299.337617819804,538.759753158724,6.77410395622425e-05,0.776105928224944,1,"D7","1_UP.","D7_UP"
"7188","ENSMUSG00000022353","Mtss1","D7","MuSCs",715.61784026572,628.667083420328,802.568597111113,0.0450665596186827,0.281813011989603,3,"D2.D4.D7","2_UP.1_DOWN","D2_DOWN.D4_UP.D7_UP"
"7189","ENSMUSG00000022419","Deptor","D7","MuSCs",2611.40071272792,2207.65113822196,3015.15028723388,0.000213700172513641,0.411800819487371,3,"D0.D4.D7","1_UP.2_DOWN","D0_DOWN.D4_DOWN.D7_UP"
"7190","ENSMUSG00000034168","Irf2bpl","D7","MuSCs",1194.60887342847,1002.53844674964,1386.67930010731,0.0138867386146645,0.391396522555636,1,"D7","1_UP.","D7_UP"
"7191","ENSMUSG00000036144","Meox2","D7","MuSCs",397.478013699707,490.3751119617,304.580915437714,5.64447735838041e-05,-0.632078455206246,1,"D7","1_DOWN","D7_DOWN"
"7192","ENSMUSG00000041417","Pik3r1","D7","MuSCs",2290.04263011463,2522.00430851466,2058.0809517146,0.0365127384254297,-0.244795028948514,2,"D4.D7","2_DOWN","D4_DOWN.D7_DOWN"
"7193","ENSMUSG00000042284","Itga1","D7","MuSCs",3485.78859043808,4504.50754231119,2467.06963856498,1.27644091989012e-10,-0.835365307690091,1,"D7","1_DOWN","D7_DOWN"
"7194","ENSMUSG00000042507","Elmsan1","D7","MuSCs",1280.5619195506,1145.84097060684,1415.28286849436,0.0429072730903853,0.250584552048989,1,"D7","1_UP.","D7_UP"
"7195","ENSMUSG00000042961","Egflam","D7","MuSCs",518.904864976083,595.577930038059,442.231799914107,0.0364768423943122,-0.339362982430155,2,"D2.D7","1_UP.1_DOWN","D2_UP.D7_DOWN"
"7196","ENSMUSG00000047497","Adamts12","D7","MuSCs",2150.28855055794,2564.29344714432,1736.28365397157,1.50236588870935e-09,-0.540667605505152,2,"D4.D7","2_DOWN","D4_DOWN.D7_DOWN"
"7197","ENSMUSG00000048376","F2r","D7","MuSCs",1509.62987235551,1260.20958774606,1759.05015696496,0.00077461088541263,0.432852176934575,2,"D2.D7","1_UP.1_DOWN","D2_DOWN.D7_UP"
"7198","ENSMUSG00000050310","Rictor","D7","MuSCs",2592.43077134436,2320.56795106381,2864.2935916249,0.00255058937349058,0.27315028274446,1,"D7","1_UP.","D7_UP"
"7199","ENSMUSG00000051098","Mblac2","D7","MuSCs",179.496237643537,109.851338215149,249.141137071924,7.69687573183985e-05,1.08310366670041,1,"D7","1_UP.","D7_UP"
"7200","ENSMUSG00000052727","Map1b","D7","MuSCs",9872.49814162416,8687.34818171514,11057.6481015332,9.48202003384457e-06,0.327578473025533,2,"D4.D7","2_UP.","D4_UP.D7_UP"
"7201","ENSMUSG00000055737","Ghr","D7","MuSCs",1692.55403938462,1531.01711614466,1854.09096262458,0.0220303067385456,0.23757063682883,3,"D2.D4.D7","1_UP.2_DOWN","D2_DOWN.D4_DOWN.D7_UP"
"7202","ENSMUSG00000063632","Sox11","D7","MuSCs",958.243677607485,1133.60789654396,782.879458671009,8.44973678710993e-05,-0.491385468730558,2,"D2.D7","2_DOWN","D2_DOWN.D7_DOWN"
"7203","ENSMUSG00000075590","Nrbp2","D7","MuSCs",752.01904159544,595.937718380552,908.100364810327,1.5894994121116e-05,0.564273980843342,2,"D2.D7","2_UP.","D2_UP.D7_UP"
"7204","ENSMUSG00000079022","Col22a1","D7","MuSCs",34.1574214699356,62.2992789125588,6.01556402731245,8.19821822297577e-06,-3.16496098780202,2,"D0.D7","2_DOWN","D0_DOWN.D7_DOWN"
