"symbol"	"whichMAX"
"74"	"2310022B05Rik"	"FAPs"
"75"	"2310030G06Rik"	"sCs"
"76"	"2310039H08Rik"	"FAPs"
"77"	"2310057M21Rik"	"FAPs"
"78"	"2410004P03Rik"	"FAPs"
"79"	"2410131K14Rik"	"Neutro"
"80"	"2510002D24Rik"	"ECs"
"81"	"2610008E11Rik"	"sCs"
"82"	"2610044O15Rik8"	"sCs"
"83"	"2610301B20Rik"	"FAPs"
"84"	"2610318N02Rik"	"Neutro"
"85"	"2610528A11Rik"	"M2"
"86"	"2700062C07Rik"	"FAPs"
"87"	"2700081O15Rik"	"sCs"
"88"	"2700097O09Rik"	"sCs"
"89"	"2810004N23Rik"	"FAPs"
"90"	"2810021J22Rik"	"FAPs"
"91"	"2810408A11Rik"	"sCs"
"92"	"2900026A02Rik"	"ECs"
"93"	"3110001I22Rik"	"Neutro"
"94"	"3110009E18Rik"	"FAPs"
"95"	"3110040N11Rik"	"FAPs"
"96"	"3110082I17Rik"	"Neutro"
"97"	"3425401B19Rik"	"sCs"
"98"	"3830403N18Rik"	"M2"
"99"	"4430402I18Rik"	"sCs"
"100"	"4921507P07Rik"	"Neutro"
"101"	"4921536K21Rik"	"FAPs"
"102"	"4930402F06Rik"	"M1"
"103"	"4930404N11Rik"	"M1"
"104"	"4930415O20Rik"	"ECs"
"105"	"4930430F08Rik"	"FAPs"
"106"	"4930432K21Rik"	"M2"
"107"	"4930447A16Rik"	"sCs"
"108"	"4930447C04Rik"	"FAPs"
"109"	"4930452B06Rik"	"ECs"
"110"	"4930467E23Rik"	"FAPs"
"111"	"4930469K13Rik"	"Neutro"
"112"	"4930486L24Rik"	"Neutro"
"113"	"4930503B20Rik"	"Neutro"
"114"	"4930519G04Rik"	"Neutro"
"115"	"4930522L14Rik"	"M2"
"116"	"4930524B15Rik"	"Neutro"
"117"	"4930548H24Rik"	"sCs"
"118"	"4930550C14Rik"	"sCs"
"119"	"4930562C15Rik"	"Neutro"
"120"	"4930563E22Rik"	"Neutro"
"121"	"4930578G10Rik"	"FAPs"
"122"	"4930578I06Rik"	"ECs"
"123"	"4930579F01Rik"	"ECs"
"124"	"4930579G24Rik"	"sCs"
"125"	"4930590J08Rik"	"Neutro"
"126"	"4930595D18Rik"	"M2"
"127"	"4931406B18Rik"	"Neutro"
"128"	"4931406C07Rik"	"M2"
"129"	"4931406P16Rik"	"ECs"
"130"	"4931414P19Rik"	"M2"
"131"	"4931422A03Rik"	"Neutro"
"132"	"4931428F04Rik"	"sCs"
"133"	"4931428L18Rik"	"Neutro"
"134"	"4931429L15Rik"	"sCs"
"135"	"4932438H23Rik"	"M2"
"136"	"4933400A11Rik"	"FAPs"
"137"	"4933405L10Rik"	"ECs"
"138"	"4933407L21Rik"	"Neutro"
"139"	"4933411K16Rik"	"sCs"
"140"	"4933424G06Rik"	"FAPs"
"141"	"4933427D14Rik"	"ECs"
"142"	"4933428G20Rik"	"sCs"
"143"	"4933430I17Rik"	"sCs"
"144"	"4933434E20Rik"	"Neutro"
"145"	"5031439G07Rik"	"Neutro"
"146"	"5430403G16Rik"	"ECs"
"147"	"5430427O19Rik"	"Neutro"
"148"	"5730409E04Rik"	"FAPs"
"149"	"5730455P16Rik"	"FAPs"
"150"	"5730480H06Rik"	"FAPs"
"151"	"5730507C01Rik"	"ECs"
"152"	"6030468B19Rik"	"M2"
"153"	"6330403K07Rik"	"FAPs"
"154"	"6330409D20Rik"	"Neutro"
"155"	"6330411D24Rik"	"sCs"
"156"	"6430548M08Rik"	"Neutro"
"157"	"6430550D23Rik"	"M1"
"158"	"6720489N17Rik"	"FAPs"
"159"	"7530416G11Rik"	"sCs"
"160"	"9030025P20Rik"	"M2"
"161"	"9030624G23Rik"	"FAPs"
"162"	"9130008F23Rik"	"FAPs"
"163"	"9130023H24Rik"	"sCs"
"164"	"9130230L23Rik"	"Neutro"
"165"	"9130401M01Rik"	"FAPs"
"166"	"9330159F19Rik"	"sCs"
"167"	"9330182L06Rik"	"sCs"
"168"	"9430015G10Rik"	"sCs"
"169"	"9430038I01Rik"	"M2"
"170"	"9430069I07Rik"	"sCs"
"171"	"9530077C05Rik"	"Neutro"
"172"	"9830107B12Rik"	"Neutro"
"173"	"9930012K11Rik"	"Neutro"
"174"	"9930022D16Rik"	"Neutro"
"175"	"9930104L06Rik"	"Neutro"
"176"	"9930111J21Rik1"	"M2"
"177"	"9930111J21Rik2"	"M2"
"178"	"A030005L19Rik"	"FAPs"
"179"	"A030014E15Rik"	"FAPs,Neutro"
"180"	"A130010J15Rik"	"FAPs"
"181"	"A1cf"	"Neutro"
"182"	"A3galt2"	"M1"
"183"	"A430033K04Rik"	"FAPs"
"184"	"A4galt"	"FAPs"
"185"	"A530032D15Rik"	"Neutro"
"186"	"A530064D06Rik"	"Neutro"
"187"	"A630001G21Rik"	"M2"
"188"	"A630089N07Rik"	"FAPs"
"189"	"A730049H05Rik"	"ECs"
"190"	"A830005F24Rik"	"sCs"
"191"	"A930002H24Rik"	"FAPs"
"192"	"A930003A15Rik"	"sCs"
"193"	"A930004D18Rik"	"ECs"
"194"	"A930007A09Rik"	"FAPs"
"195"	"A930033H14Rik"	"ECs"
"196"	"AA467197"	"Neutro"
"197"	"Aaas"	"FAPs"
"198"	"Aacs"	"Neutro"
"199"	"Aagab"	"Neutro"
"200"	"Aamdc"	"sCs"
"201"	"Aanat"	"Neutro"
"202"	"Aard"	"sCs"
"203"	"Aars"	"FAPs"
"204"	"Aars2"	"FAPs"
"205"	"Aarsd1"	"FAPs"
"206"	"Aass"	"FAPs"
"207"	"Aatk"	"Neutro"
"208"	"AB124611"	"Neutro"
"209"	"Abat"	"sCs"
"210"	"Abca1"	"M2"
"211"	"Abca13"	"Neutro"
"212"	"Abca2"	"Neutro"
"213"	"Abca3"	"M2"
"214"	"Abca4"	"sCs"
"215"	"Abca5"	"sCs"
"216"	"Abca6"	"FAPs"
"217"	"Abca7"	"Neutro"
"218"	"Abca8a"	"FAPs"
"219"	"Abca8b"	"FAPs"
"220"	"Abca9"	"M2"
"221"	"Abcb10"	"FAPs"
"222"	"Abcb1a"	"ECs"
"223"	"Abcb4"	"ECs"
"224"	"Abcb6"	"FAPs"
"225"	"Abcb8"	"FAPs"
"226"	"Abcb9"	"ECs"
"227"	"Abcc10"	"M2"
"228"	"Abcc2"	"Neutro"
"229"	"Abcc3"	"M2"
"230"	"Abcc4"	"ECs"
"231"	"Abcc8"	"sCs"
"232"	"Abcc9"	"sCs"
"233"	"Abcd1"	"M2"
"234"	"Abcd2"	"M2"
"235"	"Abcd3"	"FAPs"
"236"	"Abcd4"	"FAPs"
"237"	"Abce1"	"FAPs"
"238"	"Abcf2"	"FAPs"
"239"	"Abcg1"	"M2"
"240"	"Abcg2"	"ECs"
"241"	"Abcg3"	"M2"
"242"	"Abcg4"	"FAPs"
"243"	"Abhd10"	"FAPs"
"244"	"Abhd11"	"FAPs"
"245"	"Abhd12"	"M2"
"246"	"Abhd12b"	"Neutro"
"247"	"Abhd14a"	"FAPs"
"248"	"Abhd14b"	"FAPs"
"249"	"Abhd15"	"Neutro"
"250"	"Abhd16b"	"Neutro"
"251"	"Abhd2"	"Neutro"
"252"	"Abhd3"	"FAPs"
"253"	"Abhd5"	"Neutro"
"254"	"Abhd6"	"ECs"
"255"	"Abhd8"	"FAPs"
"256"	"Abi3"	"Neutro"
"257"	"Abi3bp"	"FAPs"
"258"	"Abitram"	"FAPs"
"259"	"Ablim1"	"ECs"
"260"	"Ablim2"	"sCs"
"261"	"Ablim3"	"ECs"
"262"	"Abr"	"Neutro"
"263"	"Abra"	"Neutro"
"264"	"Abraxas1"	"FAPs"
"265"	"Abtb1"	"Neutro"
"266"	"Abtb2"	"Neutro"
"267"	"AC125149.1"	"Neutro"
"268"	"AC125149.2"	"Neutro"
"269"	"AC125149.3"	"Neutro"
"270"	"AC125149.5"	"M2"
"271"	"AC132444.1"	"M2"
"272"	"AC132444.2"	"Neutro"
"273"	"AC132444.3"	"M2"
"274"	"AC132444.4"	"Neutro"
"275"	"AC132444.5"	"Neutro"
"276"	"AC132444.6"	"Neutro"
"277"	"AC133103.1"	"Neutro"
"278"	"AC133103.3"	"Neutro"
"279"	"AC133103.4"	"M2"
"280"	"AC133103.5"	"M2"
"281"	"AC133103.6"	"Neutro"
"282"	"AC133103.7"	"Neutro"
"283"	"AC141477.1"	"M2"
"284"	"AC147806.1"	"Neutro"
"285"	"AC147806.2"	"Neutro"
"286"	"AC149090.1"	"M2"
"287"	"AC151602.1"	"M2"
"288"	"AC159819.1"	"FAPs"
"289"	"AC167036.1"	"Neutro"
"290"	"AC167036.2"	"Neutro"
"291"	"AC168977.1"	"M2"
"292"	"AC168977.2"	"M2"
"293"	"Acaa1b"	"M1"
"294"	"Acaca"	"FAPs"
"295"	"Acacb"	"ECs"
"296"	"Acad10"	"M2"
"297"	"Acad12"	"ECs"
"298"	"Acad9"	"FAPs"
"299"	"Acadsb"	"FAPs"
"300"	"Acan"	"sCs"
"301"	"Acap1"	"Neutro"
"302"	"Acap3"	"FAPs"
"303"	"Acat1"	"FAPs"
"304"	"Acat2"	"FAPs"
"305"	"Acat3"	"FAPs"
"306"	"Acbd4"	"ECs"
"307"	"Accs"	"M2"
"308"	"Ace"	"ECs"
"309"	"Ace2"	"Neutro"
"310"	"Acer1"	"FAPs"
"311"	"Acer2"	"ECs"
"312"	"Acer3"	"M2"
"313"	"Ache"	"sCs"
"314"	"Ackr1"	"ECs"
"315"	"Ackr3"	"FAPs"
"316"	"Acod1"	"Neutro"
"317"	"Acot1"	"Neutro"
"318"	"Acot10"	"FAPs"
"319"	"Acot11"	"FAPs"
"320"	"Acot12"	"FAPs"
"321"	"Acot13"	"Neutro"
"322"	"Acot2"	"Neutro"
"323"	"Acot6"	"FAPs"
"324"	"Acot7"	"FAPs"
"325"	"Acox3"	"M2"
"326"	"Acoxl"	"Neutro"
"327"	"Acp1"	"FAPs"
"328"	"Acp2"	"M2"
"329"	"Acp4"	"FAPs"
"330"	"Acp5"	"M2"
"331"	"Acp6"	"M2"
"332"	"Acpp"	"Neutro"
"333"	"Acr"	"ECs"
"334"	"Acrbp"	"Neutro"
"335"	"Acrv1"	"FAPs"
"336"	"Acsbg1"	"sCs"
"337"	"Acsbg3"	"Neutro"
"338"	"Acsf2"	"M2"
"339"	"Acsf3"	"M2"
"340"	"Acsl1"	"Neutro"
"341"	"Acsl3"	"sCs"
"342"	"Acsl6"	"sCs"
"343"	"Acsm3"	"FAPs"
"344"	"Acss1"	"M2"
"345"	"Acss2"	"Neutro"
"346"	"Acss3"	"sCs"
"347"	"Acta1"	"sCs"
"348"	"Acta2"	"sCs"
"349"	"Actc1"	"sCs"
"350"	"Actg2"	"sCs"
"351"	"Actl10"	"sCs"
"352"	"Actl11"	"FAPs"
"353"	"Actl6b"	"ECs"
"354"	"Actl7a"	"Neutro"
"355"	"Actl7b"	"Neutro"
"356"	"Actn1"	"Neutro"
"357"	"Actn2"	"sCs"
"358"	"Actn3"	"sCs"
"359"	"Actr3b"	"FAPs"
"360"	"Actr5"	"Neutro"
"361"	"Acvr1"	"FAPs"
"362"	"Acvr2a"	"FAPs"
"363"	"Acvr2b"	"ECs"
"364"	"Acvrl1"	"ECs"
"365"	"Acy1"	"FAPs"
"366"	"Acy3"	"ECs"
"367"	"Acyp1"	"FAPs"
"368"	"Acyp2"	"sCs"
"369"	"Ada"	"FAPs"
"370"	"Adam11"	"sCs"
"371"	"Adam12"	"FAPs"
"372"	"Adam1a"	"Neutro"
"373"	"Adam1b"	"FAPs"
"374"	"Adam22"	"sCs"
"375"	"Adam23"	"FAPs"
"376"	"Adam30"	"Neutro"
"377"	"Adam32"	"FAPs"
"378"	"Adam33"	"M2"
"379"	"Adam4"	"sCs"
"380"	"Adam5"	"FAPs"
"381"	"Adam8"	"Neutro"
"382"	"Adamdec1"	"M2"
"383"	"Adamts1"	"FAPs"
"384"	"Adamts12"	"FAPs"
"385"	"Adamts13"	"Neutro"
"386"	"Adamts14"	"sCs"
"387"	"Adamts15"	"sCs"
"388"	"Adamts17"	"sCs"
"389"	"Adamts18"	"ECs"
"390"	"Adamts19"	"FAPs"
"391"	"Adamts2"	"FAPs"
"392"	"Adamts20"	"sCs"
"393"	"Adamts3"	"FAPs"
"394"	"Adamts4"	"sCs"
"395"	"Adamts5"	"FAPs"
"396"	"Adamts6"	"FAPs"
"397"	"Adamts7"	"sCs"
"398"	"Adamts8"	"sCs"
"399"	"Adamts9"	"ECs"
"400"	"Adamtsl1"	"FAPs"
"401"	"Adamtsl2"	"sCs"
"402"	"Adamtsl3"	"FAPs"
"403"	"Adamtsl4"	"Neutro"
"404"	"Adamtsl5"	"FAPs"
"405"	"Adap1"	"M2"
"406"	"Adap2"	"M2"
"407"	"Adarb1"	"ECs"
"408"	"Adat1"	"FAPs"
"409"	"Adat2"	"FAPs"
"410"	"Adat3"	"FAPs"
"411"	"Adck1"	"M2"
"412"	"Adck2"	"M2"
"413"	"Adck5"	"M2"
"414"	"Adcy1"	"FAPs"
"415"	"Adcy10"	"FAPs"
"416"	"Adcy2"	"sCs"
"417"	"Adcy3"	"FAPs"
"418"	"Adcy4"	"ECs"
"419"	"Adcy5"	"sCs"
"420"	"Adcy6"	"sCs"
"421"	"Adcy7"	"M2"
"422"	"Adcy9"	"M2"
"423"	"Adcyap1r1"	"FAPs"
"424"	"Adgb"	"Neutro"
"425"	"Adgra1"	"FAPs"
"426"	"Adgra2"	"FAPs"
"427"	"Adgra3"	"FAPs"
"428"	"Adgrb1"	"Neutro"
"429"	"Adgrb2"	"FAPs"
"430"	"Adgrd1"	"FAPs"
"431"	"Adgre1"	"M2"
"432"	"Adgre4"	"M2"
"433"	"Adgre5"	"Neutro"
"434"	"Adgrf2"	"sCs"
"435"	"Adgrf3"	"sCs"
"436"	"Adgrf5"	"ECs"
"437"	"Adgrg1"	"ECs"
"438"	"Adgrg2"	"FAPs"
"439"	"Adgrg3"	"Neutro"
"440"	"Adgrg5"	"M2"
"441"	"Adgrg6"	"sCs"
"442"	"Adgrg7"	"M2"
"443"	"Adgrl1"	"FAPs"
"444"	"Adgrl2"	"ECs"
"445"	"Adgrl3"	"sCs"
"446"	"Adgrl4"	"ECs"
"447"	"Adgrv1"	"ECs"
"448"	"Adh1"	"ECs"
"449"	"Adh7"	"FAPs"
"450"	"Adhfe1"	"ECs"
"451"	"Adig"	"Neutro"
"452"	"Adipor1"	"Neutro"
"453"	"Adk"	"FAPs"
"454"	"Adm"	"FAPs"
"455"	"Adnp2"	"Neutro"
"456"	"Adora1"	"Neutro"
"457"	"Adora2a"	"ECs"
"458"	"Adora2b"	"M2"
"459"	"Adora3"	"M2"
"460"	"Adpgk"	"FAPs"
"461"	"Adprh"	"Neutro"
"462"	"Adprhl2"	"FAPs"
"463"	"Adra1a"	"sCs"
"464"	"Adra1b"	"FAPs"
"465"	"Adra1d"	"sCs"
"466"	"Adra2a"	"sCs"
"467"	"Adra2b"	"Neutro"
"468"	"Adra2c"	"ECs"
"469"	"Adrb1"	"sCs"
"470"	"Adrb2"	"Neutro"
"471"	"Adsl"	"FAPs"
"472"	"Adssl1"	"Neutro"
"473"	"Aebp1"	"FAPs"
"474"	"Aen"	"Neutro"
"475"	"Afap1"	"FAPs"
"476"	"Afap1l1"	"ECs"
"477"	"Afap1l2"	"sCs"
"478"	"Afdn"	"ECs"
"479"	"Aff1"	"Neutro"
"480"	"Aff2"	"FAPs"
"481"	"Aff3"	"FAPs"
"482"	"Afmid"	"M2"
"483"	"Aga"	"FAPs"
"484"	"Agap1"	"Neutro"
"485"	"Agap2"	"Neutro"
"486"	"Agbl2"	"FAPs"
"487"	"Agbl3"	"FAPs"
"488"	"Ager"	"Neutro"
"489"	"Agk"	"FAPs"
"490"	"Agmo"	"FAPs"
"491"	"Ago2"	"Neutro"
"492"	"Ago4"	"M2"
"493"	"Agpat2"	"ECs"
"494"	"Agpat4"	"Neutro"
"495"	"Agr2"	"ECs"
"496"	"Agrp"	"Neutro"
"497"	"Agt"	"sCs"
"498"	"Agtr1a"	"sCs"
"499"	"Agtr2"	"FAPs"
"500"	"Ahcy"	"FAPs"
"501"	"Ahdc1"	"sCs"
"502"	"Ahi1"	"Neutro"
"503"	"Ahnak2"	"M2"
"504"	"Ahrr"	"M2"
"505"	"AI182371"	"M1"
"506"	"AI413582"	"M2"
"507"	"AI429214"	"FAPs"
"508"	"AI467606"	"Neutro"
"509"	"AI661453"	"ECs"
"510"	"Aicda"	"Neutro"
"511"	"Aif1"	"M2"
"512"	"Aif1l"	"sCs"
"513"	"Aifm1"	"FAPs"
"514"	"Aifm2"	"FAPs"
"515"	"Aifm3"	"sCs"
"516"	"Aim2"	"Neutro"
"517"	"Aimp1"	"FAPs"
"518"	"Aimp2"	"FAPs"
"519"	"Aipl1"	"ECs"
"520"	"Ajap1"	"sCs"
"521"	"Ajm1"	"FAPs"
"522"	"Ajuba"	"sCs"
"523"	"Ak1"	"FAPs"
"524"	"AK157302"	"FAPs"
"525"	"Ak4"	"FAPs"
"526"	"Ak5"	"FAPs"
"527"	"Ak6"	"FAPs"
"528"	"Ak8"	"M2"
"529"	"Akap1"	"FAPs"
"530"	"Akap12"	"FAPs"
"531"	"Akap14"	"sCs"
"532"	"Akap4"	"sCs"
"533"	"Akap5"	"ECs"
"534"	"Akap6"	"sCs"
"535"	"Akip1"	"FAPs"
"536"	"Akna"	"Neutro"
"537"	"Aknad1"	"FAPs"
"538"	"Akr1b10"	"M2"
"539"	"Akr1b8"	"FAPs"
"540"	"Akr1c12"	"M2"
"541"	"Akr1c13"	"M1"
"542"	"Akr1c14"	"ECs"
"543"	"Akr1c19"	"ECs"
"544"	"Akr1c21"	"FAPs"
"545"	"Akr1e1"	"FAPs"
"546"	"Akr7a5"	"FAPs"
"547"	"Akt1s1"	"FAPs"
"548"	"AL845275.1"	"ECs"
"549"	"Alad"	"FAPs"
"550"	"Alas1"	"Neutro"
"551"	"Alas2"	"sCs"
"552"	"Alcam"	"Neutro"
"553"	"Aldh18a1"	"FAPs"
"554"	"Aldh1a1"	"FAPs"
"555"	"Aldh1a2"	"FAPs"
"556"	"Aldh1a3"	"FAPs"
"557"	"Aldh1b1"	"M2"
"558"	"Aldh1l1"	"ECs"
"559"	"Aldh1l2"	"FAPs"
"560"	"Aldh3a1"	"sCs"
"561"	"Aldh3b1"	"Neutro"
"562"	"Aldh3b2"	"M2"
"563"	"Aldh3b3"	"M2"
"564"	"Aldh4a1"	"Neutro"
"565"	"Aldh5a1"	"FAPs"
"566"	"Aldh6a1"	"FAPs"
"567"	"Aldh7a1"	"FAPs"
"568"	"Aldh8a1"	"sCs"
"569"	"Aldh9a1"	"M2"
"570"	"Aldoa"	"sCs"
"571"	"Aldoart2"	"ECs"
"572"	"Aldoc"	"M2"
"573"	"Alg12"	"FAPs"
"574"	"Alg14"	"FAPs"
"575"	"Alg2"	"FAPs"
"576"	"Alg3"	"FAPs"
"577"	"Alg5"	"FAPs"
"578"	"Alg6"	"FAPs"
"579"	"Alg8"	"FAPs"
"580"	"Alkal2"	"sCs"
"581"	"Alkbh2"	"FAPs"
"582"	"Alkbh4"	"Neutro"
"583"	"Alkbh6"	"M2"
"584"	"Alkbh7"	"FAPs"
"585"	"Alkbh8"	"FAPs"
"586"	"Alms1"	"FAPs"
"587"	"Alox12"	"ECs"
"588"	"Alox15"	"Neutro"
"589"	"Alox5"	"Neutro"
"590"	"Alox5ap"	"Neutro"
"591"	"Aloxe3"	"Neutro"
"592"	"Alpk1"	"M2"
"593"	"Alpk3"	"sCs"
"594"	"Alpl"	"ECs"
"595"	"Als2"	"Neutro"
"596"	"Als2cl"	"ECs"
"597"	"Alx4"	"FAPs"
"598"	"Alyref2"	"FAPs"
"599"	"Amacr"	"sCs"
"600"	"Ambp"	"Neutro"
"601"	"Amd2"	"Neutro"
"602"	"Amdhd2"	"Neutro"
"603"	"Amelx"	"FAPs"
"604"	"Amer1"	"sCs"
"605"	"Amer2"	"Neutro"
"606"	"Amh"	"Neutro"
"607"	"Amhr2"	"ECs"
"608"	"Amigo1"	"sCs"
"609"	"Amigo2"	"ECs"
"610"	"Amigo3"	"FAPs"
"611"	"Ammecr1"	"FAPs"
"612"	"Amn"	"Neutro"
"613"	"Amn1"	"Neutro"
"614"	"Amot"	"FAPs"
"615"	"Amotl1"	"sCs"
"616"	"Amotl2"	"FAPs"
"617"	"Ampd1"	"FAPs"
"618"	"Ampd2"	"FAPs"
"619"	"Ampd3"	"Neutro"
"620"	"Amph"	"sCs"
"621"	"Amt"	"Neutro"
"622"	"Amy1"	"FAPs"
"623"	"Amz1"	"M2"
"624"	"Anapc15-ps"	"Neutro"
"625"	"Anapc4"	"FAPs"
"626"	"Ang"	"M2"
"627"	"Angel1"	"ECs"
"628"	"Angpt1"	"FAPs"
"629"	"Angpt2"	"ECs"
"630"	"Angpt4"	"FAPs"
"631"	"Angptl1"	"FAPs"
"632"	"Angptl2"	"FAPs"
"633"	"Angptl3"	"M2"
"634"	"Angptl4"	"FAPs"
"635"	"Angptl6"	"ECs"
"636"	"Angptl7"	"FAPs"
"637"	"Angptl8"	"ECs"
"638"	"Ank1"	"sCs"
"639"	"Ank2"	"FAPs"
"640"	"Ank3"	"sCs"
"641"	"Ankdd1a"	"Neutro"
"642"	"Ankdd1b"	"ECs"
"643"	"Ankef1"	"sCs"
"644"	"Ankle1"	"FAPs"
"645"	"Ankmy1"	"sCs"
"646"	"Ankrd1"	"sCs"
"647"	"Ankrd10"	"sCs"
"648"	"Ankrd12"	"Neutro"
"649"	"Ankrd13b"	"FAPs"
"650"	"Ankrd13d"	"Neutro"
"651"	"Ankrd2"	"Neutro"
"652"	"Ankrd22"	"Neutro"
"653"	"Ankrd23"	"sCs"
"654"	"Ankrd24"	"ECs"
"655"	"Ankrd26"	"FAPs"
"656"	"Ankrd27"	"FAPs"
"657"	"Ankrd28"	"sCs"
"658"	"Ankrd29"	"FAPs"
"659"	"Ankrd33b"	"Neutro"
"660"	"Ankrd35"	"FAPs"
"661"	"Ankrd36"	"FAPs"
"662"	"Ankrd37"	"Neutro"
"663"	"Ankrd39"	"FAPs"
"664"	"Ankrd42"	"FAPs"
"665"	"Ankrd44"	"Neutro"
"666"	"Ankrd46"	"FAPs"
"667"	"Ankrd49"	"FAPs"
"668"	"Ankrd50"	"sCs"
"669"	"Ankrd53"	"sCs"
"670"	"Ankrd54"	"FAPs"
"671"	"Ankrd55"	"FAPs"
"672"	"Ankrd6"	"sCs"
"673"	"Ankrd61"	"sCs"
"674"	"Ankrd63"	"Neutro"
"675"	"Ankrd66"	"Neutro"
"676"	"Ankrd7"	"sCs"
"677"	"Ankrd9"	"M1"
"678"	"Anks1b"	"Neutro"
"679"	"Anks6"	"FAPs"
"680"	"Anln"	"FAPs"
"681"	"Ano1"	"sCs"
"682"	"Ano2"	"ECs"
"683"	"Ano3"	"FAPs"
"684"	"Ano4"	"sCs"
"685"	"Ano5"	"sCs"
"686"	"Ano7"	"FAPs"
"687"	"Ano8"	"FAPs"
"688"	"Anpep"	"M2"
"689"	"Antxr1"	"FAPs"
"690"	"Antxr2"	"Neutro"
"691"	"Anxa11"	"Neutro"
"692"	"Anxa3"	"FAPs"
"693"	"Anxa8"	"FAPs"
"694"	"Anxa9"	"M1"
"695"	"Aoah"	"M2"
"696"	"Aoc2"	"FAPs"
"697"	"Aoc3"	"sCs"
"698"	"Aox1"	"sCs"
"699"	"Aox2"	"sCs"
"700"	"Aox3"	"FAPs"
"701"	"Ap1b1"	"M2"
"702"	"Ap1g2"	"M2"
"703"	"Ap1m2"	"Neutro"
"704"	"Ap1s1"	"FAPs"
"705"	"Ap1s3"	"M2"
"706"	"Ap3b2"	"sCs"
"707"	"Ap4b1"	"Neutro"
"708"	"Ap5b1"	"Neutro"
"709"	"Ap5s1"	"M1"
"710"	"Apba1"	"M2"
"711"	"Apba2"	"sCs"
"712"	"Apba3"	"FAPs"
"713"	"Apbb1"	"sCs"
"714"	"Apbb1ip"	"Neutro"
"715"	"Apbb2"	"ECs"
"716"	"Apbb3"	"Neutro"
"717"	"Apc2"	"Neutro"
"718"	"Apcdd1"	"FAPs"
"719"	"Apex1"	"FAPs"
"720"	"Apex2"	"FAPs"
"721"	"Aph1c"	"Neutro"
"722"	"Aplf"	"FAPs"
"723"	"Apln"	"FAPs"
"724"	"Aplnr"	"ECs"
"725"	"Aplp1"	"ECs"
"726"	"Apoa1"	"Neutro"
"727"	"Apoa2"	"M1"
"728"	"Apobec1"	"M2"
"729"	"Apobec2"	"sCs"
