"gene"	"Old.FAPs.D0_1"	"Old.FAPs.D0_2"	"Old.FAPs.D0_3"	"Old.sCs.D0_1"	"Old.sCs.D0_3"	"Old.sCs.D0_2"	"Old.ECs.D0_2"	"Old.ECs.D0_1"	"Old.ECs.D0_3"
"ENSMUSG00000026235"	8.28916	6.06374	6.648002	1.82389	1.8173	3.124694	4.032238	4.536973	0
"ENSMUSG00000026239"	11.904473	13.248401	13.252338	4.571311	6.896349	6.456608	5.55911	17.520094	7.993635
"ENSMUSG00000026240"	1.26862	1.96691	1.878058	1.469915	1.867993	2.467301	1.510021	4.03175	2.456648
"ENSMUSG00000026241"	2.061147	1.716053	4.164456	3.948975	2.838604	2.386182	0	0	0
"ENSMUSG00000026245"	11.519927	13.836102	10.174235	7.694501	7.893661	9.713162	6.435392	24.392664	5.536384
"ENSMUSG00000026246"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026247"	0	0	0	0.064232	0	0.104183	0	0	0
"ENSMUSG00000026249"	194.05365	226.739655	217.514725	25.01881	43.035957	32.449886	2.740315	8.77562	1.132602
"ENSMUSG00000026251"	0	0	0	0	0.320364	0	0.565935	0.088315	0
"ENSMUSG00000026253"	0	0	0	0	0.145413	0	0.401223	0	0
"ENSMUSG00000026254"	19.389387	17.386681	20.459177	8.996488	9.479539	9.700897	8.150458	30.70524	27.917778
"ENSMUSG00000026255"	36.322903	50.384525	50.452244	3.812959	5.375096	4.032248	0	0.256932	0
"ENSMUSG00000026258"	0	0	0.558575	0.146332	0.1388	0	0	0	0
"ENSMUSG00000026259"	0.626778	0.804241	3.29337	0.207497	0.474736	0.469507	0	0	0
"ENSMUSG00000026269"	11.979849	13.29095	17.166576	7.814703	8.327816	9.120637	7.64327	16.015503	22.014545
"ENSMUSG00000026271"	1.072542	0.431007	0.410421	0	0	0.278501	0	2.428876	84.04966
"ENSMUSG00000026272"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026273"	8.904327	7.876591	12.418752	1.751822	2.473294	1.620195	2.105221	3.928391	0.997773
"ENSMUSG00000026274"	3.841256	2.954369	5.256348	0.270856	0	0.242785	0.321924	0.938406	0.155271
"ENSMUSG00000026275"	4.007255	3.381397	3.044913	1.410079	2.285106	2.031455	1.823026	4.864019	2.130924
"ENSMUSG00000026276"	51.015915	67.544441	20.731888	21.790766	24.036707	29.718245	30.040232	50.080196	34.365654
"ENSMUSG00000026277"	19.598391	16.951029	19.119816	9.399304	12.135868	10.225891	8.74138	19.103542	7.903102
"ENSMUSG00000026279"	2.503808	3.101132	4.285902	2.601293	2.04415	1.125201	1.372706	4.422117	1.95157
"ENSMUSG00000026281"	7.801422	13.309472	9.738092	1.880805	8.480646	6.75175	5.725049	12.835918	2.731755
"ENSMUSG00000026283"	3.583317	3.913854	5.247238	2.76897	2.888273	2.666965	1.35561	2.762187	2.798351
"ENSMUSG00000026285"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026288"	0	0	0	0	0.041206	0.067805	5.386394	15.313883	120.673347
"ENSMUSG00000026301"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026303"	0.087046	0.074498	0	0.515836	0.629625	0.889237	0.03074	0.101198	0
"ENSMUSG00000026304"	0	0	0	0	0.192333	0	0	0	0
"ENSMUSG00000026307"	8.668784	8.071995	8.36774	4.246989	4.951321	4.136985	2.734146	5.643224	3.057472
"ENSMUSG00000026309"	12.607023	15.270713	17.363262	27.242586	17.641348	26.328379	6.756551	10.73983	15.401948
"ENSMUSG00000026313"	10.895816	13.370331	15.829048	6.689176	9.068175	9.910931	5.009994	8.708844	24.525221
"ENSMUSG00000026315"	0.693088	0.53476	1.441391	0.2122	0.141234	0.395046	0.855751	0.759584	6.168318
"ENSMUSG00000026319"	14.784432	14.972189	16.705179	11.669028	12.698343	15.113552	10.225615	13.246123	25.94243
"ENSMUSG00000026321"	0	0	0	2.95808	3.010461	3.245283	1.504399	2.494763	7.088231
"ENSMUSG00000026339"	5.125174	8.790299	9.884641	4.84579	5.825246	5.265946	1.939399	6.465194	14.175588
"ENSMUSG00000026341"	34.171021	41.087524	41.112427	33.795555	42.585026	44.805927	41.253773	150.952393	247.99472
"ENSMUSG00000026342"	15.948892	17.390564	17.120235	3.381166	3.811834	3.962414	4.360897	8.377347	8.044069
"ENSMUSG00000026344"	0	0	0	0.108217	0	0	0	0	0
"ENSMUSG00000026347"	0	0.24854	0	0	0	0	0	0.175	2.771203
"ENSMUSG00000026353"	20.029593	20.299007	24.235188	11.148925	12.701488	14.707243	11.195149	26.014175	59.435806
"ENSMUSG00000026354"	0.353411	0.369311	0	0.117899	0	0	0.162342	0.730287	0
"ENSMUSG00000026355"	5.571099	7.673367	6.512423	2.498749	4.087919	4.010793	10.989588	33.614174	6.655917
"ENSMUSG00000026356"	13.774299	15.999422	15.298111	9.139952	12.112388	13.002909	10.974443	33.245193	11.349278
"ENSMUSG00000026357"	0	0	0	0	0	0	0	0.31008	14.682908
"ENSMUSG00000026358"	0	0	0	0.077915	0.077931	0.020153	0	0.488173	78.524887
"ENSMUSG00000026361"	10.485704	10.270104	8.204195	6.739491	7.534644	9.211549	4.988388	9.343087	22.565191
"ENSMUSG00000026368"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026374"	9.75053	6.965956	7.106196	3.888926	4.455877	4.720721	3.592166	6.797056	8.143062
"ENSMUSG00000026377"	5.066269	7.004654	3.750086	2.793183	3.493127	4.498383	4.386366	16.932352	4.806583
"ENSMUSG00000026380"	0	0	0	0	0.080034	0.090975	0	0	0
"ENSMUSG00000026384"	3.019184	2.411006	2.975928	3.29423	3.733681	3.446565	4.215312	11.940143	1.83441
"ENSMUSG00000026385"	27.670242	28.78553	30.560459	20.626038	19.970108	18.536165	11.243895	27.431366	20.155905
"ENSMUSG00000026387"	0	0	0	0.168692	0	0	0	0	0
"ENSMUSG00000026388"	3.273708	6.428906	5.604467	0.207244	0.873305	1.519838	0	0	0
"ENSMUSG00000026395"	0.246188	0.137883	0	0	0.030077	0.095603	0.079563	7.099608	723.972229
"ENSMUSG00000026398"	0	0	0	0	0	0	2.705326	9.545731	0
"ENSMUSG00000026399"	105.917343	139.802582	134.636108	1.836628	1.653809	1.234551	4.933956	6.606505	3.419683
"ENSMUSG00000026413"	0	0	0	0	0	0	0.249936	0	0
"ENSMUSG00000026414"	0	0.061217	0	0.028281	0.452566	0.237697	0.440795	0.049427	0
"ENSMUSG00000026417"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026421"	14.842227	18.970467	26.031433	105.741089	111.956245	123.360207	35.834515	85.572044	4.578015
"ENSMUSG00000026424"	0	0.770504	1.078251	2.533664	1.691811	2.21842	0	0	0
"ENSMUSG00000026425"	23.447701	20.245855	22.824568	10.718465	13.125829	12.635544	18.197693	35.566479	30.370712
"ENSMUSG00000026426"	12.50416	15.404345	22.735466	10.363836	10.674273	9.857344	5.115665	17.312716	39.496624
"ENSMUSG00000026427"	5.650806	5.466198	5.402066	3.540109	2.796266	3.973012	1.338468	3.915324	22.109737
"ENSMUSG00000026429"	0.574496	0.010981	0	0.220888	0.657927	0.461933	0.25642	1.311491	1.486958
"ENSMUSG00000026430"	3.3541	4.370856	4.489111	0.596419	0.825454	0.555472	0.347056	0.8159	64.82618
"ENSMUSG00000026433"	3.67532	5.511862	4.531754	2.121978	5.173521	2.673496	3.329357	6.139128	8.347681
"ENSMUSG00000026435"	0	0.41844	0.941176	0	0.375063	0	0	0	0.135302
"ENSMUSG00000026439"	5.900121	6.986634	8.196719	4.417976	5.523942	5.679712	4.664029	10.810102	13.350508
"ENSMUSG00000026443"	3.398883	3.36072	3.215156	0.151005	0.706405	0	0.053356	0	0
"ENSMUSG00000026447"	1.842262	2.62165	3.840401	1.566626	1.67999	2.419667	10.574598	9.015189	2.164535
"ENSMUSG00000026450"	0	0	0	0	0.030684	0	0	0	0
"ENSMUSG00000026452"	4.700351	3.42147	3.474098	4.678442	6.600794	5.693952	0	0.409228	0
"ENSMUSG00000026455"	3.726464	5.057311	4.31731	4.696464	3.710811	4.838171	2.105493	4.737784	5.85114
"ENSMUSG00000026456"	6.420893	6.66728	7.825746	4.73395	5.782979	7.281125	6.204508	14.036769	39.053375
"ENSMUSG00000026458"	0.066806	0.133355	0.157123	0	0.186501	0.090729	0.238056	0.496256	1.265049
"ENSMUSG00000026459"	0	0	0	0	0.238627	0	0.443597	0	0
"ENSMUSG00000026463"	27.080626	36.849129	34.371628	48.15123	62.520287	52.943287	10.355846	21.471874	0.762742
"ENSMUSG00000026468"	0.235851	0	0	0	0	0	0	0	0
"ENSMUSG00000026469"	9.024145	10.780881	10.683938	8.890244	12.083128	11.169497	8.742074	17.13146	58.139088
"ENSMUSG00000026471"	6.361255	9.215276	8.432515	3.305825	4.901172	4.153725	1.723226	1.931926	0.614212
"ENSMUSG00000026473"	72.706741	68.446953	86.390472	28.696527	24.493763	29.084545	21.072033	29.209017	28.401209
"ENSMUSG00000026475"	0	0	0.226888	1.675909	2.498492	2.078826	7.52596	18.007557	0.720292
"ENSMUSG00000026478"	264.395752	318.586487	314.679108	32.453236	43.359013	43.65984	40.948215	97.174675	1.937954
"ENSMUSG00000026479"	7.677989	5.150222	6.281515	0.518816	0.561447	0.495396	0.276936	1.049609	0
"ENSMUSG00000026483"	35.962582	38.989979	39.654312	37.017509	40.892799	46.661194	5.622523	11.764557	54.772842
"ENSMUSG00000026484"	14.700313	12.957058	15.345771	10.212165	10.018469	7.882484	5.63999	9.260313	24.188129
"ENSMUSG00000026489"	2.479899	1.91006	4.041237	2.785335	2.538459	4.484238	0.749481	3.758466	0
"ENSMUSG00000026490"	52.793201	47.054234	43.741215	27.124166	33.768131	45.888657	35.591881	58.609257	0.681026
"ENSMUSG00000026492"	6.134242	5.683082	6.642073	2.782683	4.598865	4.749292	2.956624	5.439145	6.493666
"ENSMUSG00000026495"	0.380639	1.399672	0.866123	0.572532	0.671259	0.652397	0.322991	0.598192	4.380295
"ENSMUSG00000026497"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026502"	6.213497	5.606197	7.909284	3.048879	4.183726	3.785915	2.532556	6.296125	6.558596
"ENSMUSG00000026504"	10.071462	10.559288	12.110353	4.406137	5.100547	3.97411	3.365823	9.382856	9.102933
"ENSMUSG00000026509"	43.06123	53.17635	47.993923	17.998878	23.123306	23.955465	22.776232	51.826092	12.802906
"ENSMUSG00000026516"	7.288165	7.866614	7.111454	4.459124	7.568861	7.544725	4.554133	9.040421	7.253318
"ENSMUSG00000026523"	0	0.000646	0	0.000386	0	0	0	0	0
"ENSMUSG00000026526"	6.118067	6.74228	5.16099	5.515649	7.177836	6.621161	2.681564	6.27335	2.372449
"ENSMUSG00000026527"	0	0	0.08872	0.079566	0	0	0	0	0.044546
"ENSMUSG00000026535"	0	0.462243	0	0	0	0	0	0	0
"ENSMUSG00000026536"	72.148689	81.064995	60.698269	1.198796	0.836146	2.203605	10.117377	22.652851	46.308594
"ENSMUSG00000026542"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026544"	2.237477	2.23419	3.049928	0.688079	0.356866	0.515642	2.652154	1.691847	0
"ENSMUSG00000026546"	3.752495	3.37781	3.493565	1.091682	1.184491	1.303649	6.275281	9.578554	0.993831
"ENSMUSG00000026548"	0	0.277208	0	0	0	0.061229	0	0	1.666377
"ENSMUSG00000026553"	70.857117	79.869293	75.846367	31.803667	38.387218	38.386574	23.48893	64.919861	47.364784
"ENSMUSG00000026558"	0	1.225217	0.666541	2.100578	2.886441	1.684396	1.734608	7.903927	7.681977
"ENSMUSG00000026564"	0.042505	0	0	0.43251	1.235373	0.542646	0	0	0
"ENSMUSG00000026565"	10.209686	8.486283	11.054721	5.826819	9.580379	8.998605	5.800916	8.23483	12.816082
"ENSMUSG00000026567"	0.43165	1.008169	1.700041	0.02372	0.487545	0.013655	0.03149	0.047304	0.153787
"ENSMUSG00000026568"	15.276899	12.255424	10.625113	5.973846	5.833729	7.824704	3.588161	5.274948	12.947849
"ENSMUSG00000026572"	0	0.004619	0.019806	0	0	0	0.151151	0	0
"ENSMUSG00000026573"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026574"	172.494034	175.262543	202.197525	7.185066	4.885753	8.554536	0	0.51159	0
"ENSMUSG00000026576"	1.00718	1.149932	1.529202	4.989748	6.049763	5.604074	0.423056	0	0
"ENSMUSG00000026577"	7.244382	6.685822	4.462624	2.733288	4.119426	3.632247	2.098661	8.13565	3.547948
"ENSMUSG00000026578"	2.083667	1.879462	2.845769	1.300071	2.324545	1.038669	1.34765	4.336095	2.387841
"ENSMUSG00000026579"	0.057414	0.022642	0.146248	0.008478	0	0	0.80819	0.59801	8.688437
"ENSMUSG00000026580"	0	0	0.965802	0	0.315029	0.162536	27.22097	38.459347	13.670169
"ENSMUSG00000026582"	0	0	0	0	0	0.054084	11.299472	9.715686	2.623539
"ENSMUSG00000026584"	4.989289	5.959045	8.365691	6.120816	4.543131	4.494988	3.669074	7.630286	10.8452
"ENSMUSG00000026586"	51.421886	59.540257	68.029373	15.963936	27.068186	25.954584	1.790926	3.133554	0.006501
"ENSMUSG00000026587"	0	0	0.001514	1.774995	4.638363	1.882582	0.101137	0.180387	0
"ENSMUSG00000026592"	0	0	0	0	0.752527	0.280107	0.385917	1.168544	0
"ENSMUSG00000026594"	1.658962	2.819993	5.024303	3.386518	5.031644	3.665355	0.212105	0.131734	0.903354
"ENSMUSG00000026596"	7.551014	7.12588	6.980244	3.081444	4.979049	4.281415	4.528944	12.598709	21.160271
"ENSMUSG00000026600"	8.231756	6.669177	8.81967	4.072138	3.972733	4.790534	1.996088	5.537126	45.152245
"ENSMUSG00000026601"	0	0.066397	0	0.360977	0	0.044286	0	0	3.241057
"ENSMUSG00000026602"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026603"	4.518286	7.369081	7.019467	3.51303	3.741787	3.82128	2.672864	7.725682	0.237607
"ENSMUSG00000026605"	0.438221	0.217507	0	0.033656	0.058072	0.162065	2.412825	3.841653	0.205493
"ENSMUSG00000026608"	6.06255	6.580978	6.084294	3.167512	3.691768	3.943877	2.049218	4.063419	0.884649
"ENSMUSG00000026609"	0.009443	0.028676	0.003462	0.200289	0.310557	0.265928	0.003815	0.602706	0.002189
"ENSMUSG00000026610"	0	0.164235	0	0	0.416202	0.321121	0	0	0
"ENSMUSG00000026611"	0	0	0.114569	0.081042	0.070711	0.307827	0	0	0
"ENSMUSG00000026614"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026616"	0.881808	0.551401	0.444995	0.470982	0.528199	0.322268	0.497425	0.348053	1.352954
"ENSMUSG00000026617"	3.553497	3.990845	5.446482	4.403739	5.887249	4.567005	1.547031	8.317428	1.770798
"ENSMUSG00000026620"	1.25341	1.5167	1.371806	19.033401	30.608259	26.836761	0.367596	0.983142	0
"ENSMUSG00000026621"	0.683056	0.52582	0	0	0	0	0.262817	0.355973	0
"ENSMUSG00000026627"	2.817969	2.907084	2.69953	1.724291	1.741078	1.975518	3.147767	5.438681	9.962001
"ENSMUSG00000026634"	9.760924	12.576853	10.050095	6.132142	7.983355	9.193011	5.648942	14.387285	17.763508
"ENSMUSG00000026637"	10.378181	8.00798	9.851109	6.416649	7.401381	7.247091	3.700621	2.106627	3.760642
"ENSMUSG00000026638"	0	0.228445	0	0.16791	0.292019	0	0	0	0
"ENSMUSG00000026641"	3.715593	3.951823	7.541059	3.445018	3.785048	4.779744	1.804645	6.043737	8.509402
"ENSMUSG00000026644"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026645"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026648"	3.517345	3.339595	3.953269	1.614091	1.469343	3.655412	1.139544	2.479938	139.542587
"ENSMUSG00000026649"	0.600164	1.55205	1.584721	1.503039	0.343433	0.647166	0.45936	0	0
"ENSMUSG00000026650"	0	0	0	0	0	0	0	0	12.354964
"ENSMUSG00000026655"	2.373726	2.229749	2.446647	19.208963	22.010151	25.244078	0.921169	3.482554	444.88501
"ENSMUSG00000026656"	0	0	0	2.605591	4.085353	2.243894	0.062701	5.924261	46.729748
"ENSMUSG00000026657"	14.044823	14.860696	14.621415	17.621103	18.929693	18.706858	13.058702	26.883976	3.466036
"ENSMUSG00000026662"	4.608886	6.004285	6.331797	2.860351	2.959132	3.776753	2.658559	4.825525	1.195083
"ENSMUSG00000026663"	10.322459	8.807713	11.389716	5.663643	7.960067	7.426517	4.761685	10.244175	27.223879
"ENSMUSG00000026664"	13.86089	11.443748	13.46249	8.260246	15.200778	12.193016	1.838415	4.10324	28.237225
"ENSMUSG00000026667"	5.947622	6.576839	8.599038	3.894565	5.139818	5.835118	7.906794	16.239485	20.652645
"ENSMUSG00000026668"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026670"	145.224304	145.182373	154.011734	18.171595	16.279181	18.578341	9.979589	17.410198	23.155746
"ENSMUSG00000026674"	88.567062	88.205582	105.161461	17.728552	21.788811	20.221985	2.465505	2.560481	0.267498
"ENSMUSG00000026675"	7.796464	8.832203	6.488329	1.166837	1.344782	1.502998	0.443261	1.962829	0
"ENSMUSG00000026676"	17.127909	14.781451	25.431028	31.673056	54.856575	40.158001	0.893592	0.472581	0.088722
"ENSMUSG00000026678"	1.106258	4.85893	6.297133	755.2771	1215.229126	1068.79126	68.441826	83.763962	4.053451
"ENSMUSG00000026683"	0.734234	0.526759	0	0	0	0.043445	1.967533	3.461118	0.565767
"ENSMUSG00000026686"	1.782934	2.198951	1.745273	0	0	0	0	0	0
"ENSMUSG00000026688"	1.982178	2.173676	3.005143	11.182475	20.129444	14.947896	2.743811	4.66228	1.045786
"ENSMUSG00000026691"	0.503352	0	0	0	0	0	0	0	0
"ENSMUSG00000026692"	2.228765	0.778605	1.434694	0.12352	0	0	1.061512	0	0
"ENSMUSG00000026694"	1.212912	2.210078	2.567317	0.896451	1.233357	1.217399	0.755783	2.480283	11.224747
"ENSMUSG00000026696"	26.241989	29.302067	29.580976	11.452533	14.437632	12.855993	7.403634	14.963202	54.81245
"ENSMUSG00000026697"	368.117737	445.868469	546.24646	5.211679	5.037639	6.049039	0.481156	1.661123	0
"ENSMUSG00000026700"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026701"	21.528566	19.747683	20.956537	5.008199	5.84538	5.878573	4.350163	12.864846	122.036461
"ENSMUSG00000026705"	7.280498	6.99031	7.738115	3.157586	3.506613	4.191377	4.663228	11.683019	6.978798
"ENSMUSG00000026707"	4.964627	4.210266	2.910382	1.798918	2.597023	2.724446	2.499353	3.777287	27.574881
"ENSMUSG00000026712"	0.027712	0.111437	0.097526	0.063001	0.114968	0	0.195454	3.018587	34.572021
"ENSMUSG00000026715"	5.703813	3.971853	1.516145	1.014114	1.067464	0.718751	3.390945	5.128159	10.35611
"ENSMUSG00000026718"	20.70199	19.12237	20.160198	9.957718	12.578817	13.898267	7.057777	16.258486	15.00651
"ENSMUSG00000026721"	40.892426	38.127686	38.861172	9.562532	10.6642	12.618802	11.182797	13.727247	12.486132
"ENSMUSG00000026725"	0.627523	0.522211	0.291995	0.236506	0.464159	0.373416	0.358477	0.349688	0
"ENSMUSG00000026727"	37.797668	41.66547	43.44651	38.967197	46.718872	52.18924	21.829121	52.888371	35.705448
"ENSMUSG00000026730"	9.888481	6.852626	4.167674	3.036292	4.373098	5.308456	1.15354	2.885594	0.373359
"ENSMUSG00000026734"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026737"	6.314451	7.578386	8.657847	3.314259	4.770996	4.39801	4.873054	10.005915	72.599297
"ENSMUSG00000026740"	18.528545	29.152105	23.594055	9.402277	9.977078	10.885345	6.986197	17.937361	21.990179
"ENSMUSG00000026743"	18.066389	21.6423	32.872227	18.311928	19.898277	21.128349	13.667332	23.088964	48.375164
"ENSMUSG00000026748"	131.737244	126.826385	115.040062	16.455593	18.831585	21.385334	0.938	2.322206	0
"ENSMUSG00000026749"	4.413831	3.904742	3.916328	2.615887	3.923983	3.289846	4.440275	6.417806	32.381191
"ENSMUSG00000026750"	3.991349	5.119064	7.661358	3.386962	4.23706	4.731061	4.65253	15.122846	7.812724
"ENSMUSG00000026751"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026754"	10.169533	9.941222	9.879	6.18424	6.142191	6.567042	4.46602	8.640965	6.472686
"ENSMUSG00000026755"	6.50337	7.499269	6.294044	5.344137	5.770404	8.807016	3.448618	7.446764	10.862774
"ENSMUSG00000026761"	36.85947	35.732037	32.244984	17.433559	31.706106	28.535072	19.381321	35.055862	28.944738
"ENSMUSG00000026766"	12.874398	13.870976	16.682861	8.049905	13.205814	11.083386	5.289074	21.674065	5.965811
"ENSMUSG00000026767"	11.394001	10.262711	16.593039	11.581316	10.302025	13.794012	7.295008	18.495577	53.946007
"ENSMUSG00000026774"	0.86116	0.684894	0.396852	0	0.485874	0.227167	0.401054	0.285264	1.480634
"ENSMUSG00000026775"	30.339211	28.657604	27.060307	16.821268	18.354088	19.268066	11.526117	29.363701	46.205696
"ENSMUSG00000026779"	1.420124	1.126584	1.055777	0.419744	0.471814	0.618332	1.901122	2.625277	5.408738
"ENSMUSG00000026786"	23.672165	24.140793	22.238403	0	0.329906	0.195799	0.427546	2.841249	153.389221
"ENSMUSG00000026790"	21.069494	12.900558	16.968344	10.560509	10.904987	8.693917	6.177504	14.61027	10.237005
"ENSMUSG00000026791"	3.25574	3.635677	5.441709	1.965624	3.4267	2.681895	1.051875	1.326479	0.556658
"ENSMUSG00000026792"	5.896969	8.295903	6.017918	1.977806	2.408287	2.658578	1.351222	2.680519	6.414978
"ENSMUSG00000026796"	9.054467	8.880879	11.377136	5.92377	7.593482	6.621612	15.795347	41.758427	30.96109
"ENSMUSG00000026803"	4.506904	5.294343	3.908425	1.543499	3.536786	3.502913	2.614995	2.843447	4.334198
"ENSMUSG00000026806"	1.82436	2.537225	4.503912	1.559021	1.756764	2.086887	1.12757	4.997922	4.217017
"ENSMUSG00000026807"	0	0.04569	0.299091	0.154617	0.235816	0	0	0.170741	0.23212
"ENSMUSG00000026809"	0	0.211297	0.814171	0	0	0	0	0	0.559362
"ENSMUSG00000026811"	8.647817	12.454648	12.49682	4.667953	6.867468	6.167597	4.065046	5.294754	3.217383
"ENSMUSG00000026812"	7.553313	7.035418	6.917435	4.769017	3.987912	4.901018	3.022909	4.702	7.212445
"ENSMUSG00000026814"	35.383213	35.309261	37.081131	16.196667	15.043741	19.559782	134.817383	205.179489	2.469379
"ENSMUSG00000026816"	5.639788	5.080777	5.981631	3.003332	3.930577	4.204643	3.605538	9.215582	4.176148
"ENSMUSG00000026817"	1.964555	3.001497	5.612206	1.025007	3.016286	2.096015	0.157961	0.78339	0
"ENSMUSG00000026818"	0	0.244984	0.526188	0	0.063041	0	0.352661	0.367848	0
"ENSMUSG00000026821"	13.440589	12.495065	13.533777	4.175858	3.692093	4.874272	16.73233	25.773188	59.177368
"ENSMUSG00000026826"	16.257978	6.79091	6.510004	60.999737	91.787193	63.798695	13.43208	15.141373	120.19664
"ENSMUSG00000026827"	1.747998	3.101519	3.714901	1.322113	1.510994	1.611247	2.883216	9.088246	21.827013
"ENSMUSG00000026828"	0.368361	0.582415	0.494894	0	0	0	0	0	0
"ENSMUSG00000026832"	0	0	0	0	0	0	0	1.793482	42.557247
"ENSMUSG00000026833"	15.313142	16.525152	17.842482	5.819892	6.165986	7.956383	2.266902	3.470963	5.812592
"ENSMUSG00000026835"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026837"	92.949409	105.140411	117.340759	5.937352	6.79089	7.448739	2.360759	2.238136	0
"ENSMUSG00000026839"	1.668142	1.49654	0.052727	0.104749	0.789023	1.065365	0	0	0
"ENSMUSG00000026840"	3.967351	5.13563	7.093196	3.145905	4.03895	4.440495	0	0	0
"ENSMUSG00000026841"	0.705934	0.390993	1.031412	0.103944	0	0.241861	0.111978	0.346551	0
"ENSMUSG00000026842"	17.575537	20.024055	25.684944	13.206484	14.55111	16.276909	8.185184	12.749955	9.704449
"ENSMUSG00000026843"	7.51284	10.923072	7.903031	5.05116	6.19821	5.911152	3.591842	6.185323	2.053919
"ENSMUSG00000026848"	9.640087	7.703073	12.553854	6.324104	7.076179	5.039515	3.531344	7.498269	7.174449
"ENSMUSG00000026851"	8.920715	8.637783	7.150781	5.324274	4.655167	5.544573	3.472029	6.741825	21.285492
"ENSMUSG00000026853"	8.351838	8.630211	11.15364	6.023762	7.565824	7.361023	1.857217	5.091668	8.181476
"ENSMUSG00000026856"	5.444108	9.005707	12.985114	1.36918	3.064514	3.235057	1.413267	2.876501	1.971726
"ENSMUSG00000026857"	3.753746	6.611448	9.248122	2.296266	3.767157	4.26485	1.435951	4.26743	2.303953
"ENSMUSG00000026858"	4.118564	5.549854	4.924808	4.72339	6.704089	6.528857	0.472134	1.077662	0.376811
"ENSMUSG00000026860"	7.390377	6.927859	11.77207	6.050236	8.266621	7.227369	3.780697	8.267009	4.73008
"ENSMUSG00000026866"	0	0	0	0	0	0	0	0.100629	0
"ENSMUSG00000026869"	5.665718	7.089169	5.486063	2.79268	3.569114	4.613641	2.5147	8.606286	6.40894
"ENSMUSG00000026870"	0	0	0	0	0	0	0.075069	0	0
"ENSMUSG00000026872"	95.277199	97.137535	102.304939	88.947891	128.39447	122.60273	5.822536	18.337919	195.802612
"ENSMUSG00000026875"	0.045772	0.173592	1.121763	0.219395	0.232435	0.346354	3.894837	7.852701	53.486225
"ENSMUSG00000026878"	44.596138	47.053009	44.645325	34.682976	42.013512	42.858994	20.387856	42.122913	72.603951
"ENSMUSG00000026879"	4669.693359	5151.710449	5640.458984	75.962692	104.445686	85.147606	2.84935	4.837095	135.117844
"ENSMUSG00000026882"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026883"	9.124071	8.814764	10.160953	11.947991	19.008188	18.147902	15.523593	22.92738	6.231089
"ENSMUSG00000026885"	0.889679	0.368345	0.307059	0.3809	0.602107	0.524208	0.188929	0.70103	0.04508
"ENSMUSG00000026887"	6.217856	5.120795	5.597958	2.775962	3.530363	2.718461	9.616257	18.056332	2.098043
"ENSMUSG00000026889"	8.448272	10.720177	10.901381	8.362192	7.931319	8.479029	11.656944	19.261873	13.229589
"ENSMUSG00000026894"	0	0	0	0	0	0	0	0	0
"ENSMUSG00000026915"	3.451186	3.979183	2.426631	1.202168	1.759542	2.432099	2.942625	2.656938	5.990491
"ENSMUSG00000026917"	6.443977	6.212314	7.543499	3.97933	5.454502	4.784706	2.370854	8.84772	9.068332
"ENSMUSG00000026918"	10.405119	11.29672	13.429055	7.765991	9.108181	8.766281	3.728077	7.742747	5.928704
"ENSMUSG00000026919"	0	0	0	0	0	0	0.325517	0	0.541483
"ENSMUSG00000026921"	2.148495	0.647937	5.342904	0.905375	1.055585	2.266999	110.420715	154.097549	5.478514
"ENSMUSG00000026922"	2.011865	4.875566	5.018219	2.735823	1.943446	1.735427	19.219315	33.93206	13.582157
"ENSMUSG00000026924"	19.029387	19.76009	21.88776	10.283236	11.148353	10.517677	9.556592	19.631319	24.07753
"ENSMUSG00000026927"	23.784868	26.581121	25.449663	14.164743	15.549166	16.287071	14.905825	31.759588	37.029625
